,id,device_id,gather_time,active_power,direct_power,charge_capacity,date_time
8412,27412,10,2023-09-24 10:50:12,59.41,60.39,172.1,2023-09-24 10:50:00
8413,27413,6,2023-09-24 11:00:12,67.98,69.07,208.1,2023-09-24 11:00:00
8414,27414,7,2023-09-24 11:00:12,69.13,70.25,211.2,2023-09-24 11:00:00
8415,27415,8,2023-09-24 11:00:12,68.81,69.92,211.4,2023-09-24 11:00:00
8416,27416,9,2023-09-24 11:00:12,84.56,85.97,289.2,2023-09-24 11:00:00
8417,27417,10,2023-09-24 11:00:12,61.28,62.26,182.4,2023-09-24 11:00:00
8418,27418,6,2023-09-24 11:10:12,68.0,69.2,219.0,2023-09-24 11:10:00
8419,27419,7,2023-09-24 11:10:12,68.13,69.23,222.2,2023-09-24 11:10:00
8420,27420,8,2023-09-24 11:10:12,66.46,67.52,222.3,2023-09-24 11:10:00
8421,27421,9,2023-09-24 11:10:12,76.16,77.49,298.3,2023-09-24 11:10:00
8422,27422,10,2023-09-24 11:10:12,57.63,58.53,189.1,2023-09-24 11:10:00
8423,27423,6,2023-09-24 11:20:12,58.21,59.08,229.4,2023-09-24 11:20:00
8424,27424,7,2023-09-24 11:20:12,58.05,58.96,232.8,2023-09-24 11:20:00
8425,27425,8,2023-09-24 11:20:12,58.08,59.0,232.8,2023-09-24 11:20:00
8426,27426,9,2023-09-24 11:20:12,74.51,75.82,316.0,2023-09-24 11:20:00
8427,27427,10,2023-09-24 11:20:12,54.55,55.46,202.1,2023-09-24 11:20:00
8428,27428,6,2023-09-24 11:30:12,66.63,67.48,239.8,2023-09-24 11:30:00
8429,27429,7,2023-09-24 11:30:12,66.69,67.67,243.1,2023-09-24 11:30:00
8430,27430,8,2023-09-24 11:30:12,66.43,67.43,243.1,2023-09-24 11:30:00
8431,27431,9,2023-09-24 11:30:12,80.81,82.17,324.7,2023-09-24 11:30:00
8432,27432,10,2023-09-24 11:30:12,59.02,59.91,208.5,2023-09-24 11:30:00
8433,27433,6,2023-09-24 11:40:12,66.5,67.55,251.9,2023-09-24 11:40:00
8434,27434,7,2023-09-24 11:40:12,67.72,68.89,255.4,2023-09-24 11:40:00
8435,27435,8,2023-09-24 11:40:12,69.51,70.72,255.2,2023-09-24 11:40:00
8436,27436,9,2023-09-24 11:40:12,90.35,91.9,339.7,2023-09-24 11:40:00
8437,27437,10,2023-09-24 11:40:12,70.04,71.16,219.8,2023-09-24 11:40:00
8438,27438,6,2023-09-24 11:50:12,72.65,73.83,259.1,2023-09-24 11:50:00
8439,27439,7,2023-09-24 11:50:12,66.69,67.74,266.5,2023-09-24 11:50:00
8440,27440,8,2023-09-24 11:50:12,67.75,68.9,266.5,2023-09-24 11:50:00
8441,27441,9,2023-09-24 11:50:12,91.2,92.69,353.6,2023-09-24 11:50:00
8442,27442,10,2023-09-24 11:50:12,66.35,67.35,230.2,2023-09-24 11:50:00
8443,27443,6,2023-09-24 12:00:12,57.66,58.52,273.9,2023-09-24 12:00:00
8444,27444,7,2023-09-24 12:00:12,59.24,60.27,277.6,2023-09-24 12:00:00
8445,27445,8,2023-09-24 12:00:12,59.36,60.39,277.6,2023-09-24 12:00:00
8446,27446,9,2023-09-24 12:00:12,84.27,85.78,367.7,2023-09-24 12:00:00
8447,27447,10,2023-09-24 12:00:12,59.32,60.32,240.8,2023-09-24 12:00:00
8448,27448,6,2023-09-24 12:10:12,73.25,74.37,284.1,2023-09-24 12:10:00
8449,27449,7,2023-09-24 12:10:12,68.28,69.37,287.7,2023-09-24 12:10:00
8450,27450,8,2023-09-24 12:10:12,67.28,68.37,287.6,2023-09-24 12:10:00
8451,27451,9,2023-09-24 12:10:12,84.58,85.98,380.2,2023-09-24 12:10:00
8452,27452,10,2023-09-24 12:10:12,65.55,66.57,250.0,2023-09-24 12:10:00
8453,27453,6,2023-09-24 12:20:12,77.21,78.48,292.6,2023-09-24 12:20:00
8454,27454,7,2023-09-24 12:20:12,75.34,76.63,300.5,2023-09-24 12:20:00
8455,27455,8,2023-09-24 12:20:12,74.17,75.41,300.5,2023-09-24 12:20:00
8456,27456,9,2023-09-24 12:20:12,94.99,96.64,396.1,2023-09-24 12:20:00
8457,27457,10,2023-09-24 12:20:12,71.63,72.82,261.8,2023-09-24 12:20:00
8458,27458,6,2023-09-24 12:30:12,69.6,70.72,308.5,2023-09-24 12:30:00
8459,27459,7,2023-09-24 12:30:12,71.19,72.37,312.7,2023-09-24 12:30:00
8460,27460,8,2023-09-24 12:30:12,71.07,72.26,312.5,2023-09-24 12:30:00
8461,27461,9,2023-09-24 12:30:12,87.68,89.16,411.4,2023-09-24 12:30:00
8462,27462,10,2023-09-24 12:30:12,63.4,64.59,273.2,2023-09-24 12:30:00
8463,27463,6,2023-09-24 12:40:12,60.61,61.57,319.3,2023-09-24 12:40:00
8464,27464,7,2023-09-24 12:40:12,61.78,62.81,323.7,2023-09-24 12:40:00
8465,27465,8,2023-09-24 12:40:12,62.91,63.93,323.4,2023-09-24 12:40:00
8466,27466,9,2023-09-24 12:40:12,79.48,80.8,429.9,2023-09-24 12:40:00
8467,27467,10,2023-09-24 12:40:12,58.78,59.73,287.1,2023-09-24 12:40:00
8468,27468,6,2023-09-24 12:50:12,67.09,68.13,330.0,2023-09-24 12:50:00
8469,27469,7,2023-09-24 12:50:12,68.57,69.72,334.7,2023-09-24 12:50:00
8470,27470,8,2023-09-24 12:50:12,69.53,70.66,334.0,2023-09-24 12:50:00
8471,27471,9,2023-09-24 12:50:12,85.92,87.35,438.8,2023-09-24 12:50:00
8472,27472,10,2023-09-24 12:50:12,64.58,65.61,293.9,2023-09-24 12:50:00
8473,27473,6,2023-09-24 13:00:12,68.69,69.72,340.5,2023-09-24 13:00:00
8474,27474,7,2023-09-24 13:00:12,70.05,71.17,345.5,2023-09-24 13:00:00
8475,27475,8,2023-09-24 13:00:12,68.58,69.7,344.6,2023-09-24 13:00:00
8476,27476,9,2023-09-24 13:00:12,86.66,88.09,457.0,2023-09-24 13:00:00
8477,27477,10,2023-09-24 13:00:12,67.03,68.06,307.6,2023-09-24 13:00:00
8478,27478,6,2023-09-24 13:10:12,72.7,73.73,352.3,2023-09-24 13:10:00
8479,27479,7,2023-09-24 13:10:12,73.91,75.1,357.4,2023-09-24 13:10:00
8480,27480,8,2023-09-24 13:10:12,73.48,74.77,356.5,2023-09-24 13:10:00
8481,27481,9,2023-09-24 13:10:12,89.53,91.05,471.8,2023-09-24 13:10:00
8482,27482,10,2023-09-24 13:10:12,69.75,70.95,315.2,2023-09-24 13:10:00
8483,27483,6,2023-09-24 13:20:12,70.21,71.34,364.2,2023-09-24 13:20:00
8484,27484,7,2023-09-24 13:20:12,71.78,72.86,369.7,2023-09-24 13:20:00
8485,27485,8,2023-09-24 13:20:12,72.37,73.51,368.7,2023-09-24 13:20:00
8486,27486,9,2023-09-24 13:20:12,87.16,88.61,486.6,2023-09-24 13:20:00
8487,27487,10,2023-09-24 13:20:12,67.58,68.7,330.5,2023-09-24 13:20:00
8488,27488,6,2023-09-24 13:30:13,68.11,69.17,375.7,2023-09-24 13:30:00
8489,27489,7,2023-09-24 13:30:13,69.64,70.75,381.6,2023-09-24 13:30:00
8490,27490,8,2023-09-24 13:30:13,69.81,70.85,380.6,2023-09-24 13:30:00
8491,27491,9,2023-09-24 13:30:13,83.85,85.3,500.8,2023-09-24 13:30:00
8492,27492,10,2023-09-24 13:30:13,66.02,67.09,337.9,2023-09-24 13:30:00
8493,27493,6,2023-09-24 13:40:12,66.59,67.55,386.9,2023-09-24 13:40:00
8494,27494,7,2023-09-24 13:40:12,67.68,68.75,393.1,2023-09-24 13:40:00
8495,27495,8,2023-09-24 13:40:12,68.05,69.09,392.1,2023-09-24 13:40:00
8496,27496,9,2023-09-24 13:40:12,82.62,83.99,510.0,2023-09-24 13:40:00
8497,27497,10,2023-09-24 13:40:12,64.57,65.74,348.7,2023-09-24 13:40:00
8498,27498,6,2023-09-24 13:50:12,64.43,65.43,397.7,2023-09-24 13:50:00
8499,27499,7,2023-09-24 13:50:12,65.81,66.76,404.2,2023-09-24 13:50:00
8500,27500,8,2023-09-24 13:50:12,65.62,66.57,403.2,2023-09-24 13:50:00
8501,27501,9,2023-09-24 13:50:12,78.96,80.27,523.4,2023-09-24 13:50:00
8502,27502,10,2023-09-24 13:50:12,63.02,63.99,359.3,2023-09-24 13:50:00
8503,27503,6,2023-09-24 14:00:12,61.86,63.0,408.2,2023-09-24 14:00:00
8504,27504,7,2023-09-24 14:00:12,63.4,64.31,414.9,2023-09-24 14:00:00
8505,27505,8,2023-09-24 14:00:12,63.18,64.22,413.9,2023-09-24 14:00:00
8506,27506,9,2023-09-24 14:00:12,76.03,77.28,536.5,2023-09-24 14:00:00
8507,27507,10,2023-09-24 14:00:12,61.23,62.15,369.5,2023-09-24 14:00:00
8508,27508,6,2023-09-24 14:10:12,61.25,62.16,415.1,2023-09-24 14:10:00
8509,27509,7,2023-09-24 14:10:12,61.73,62.63,425.3,2023-09-24 14:10:00
8510,27510,8,2023-09-24 14:10:12,61.65,62.55,424.4,2023-09-24 14:10:00
8511,27511,9,2023-09-24 14:10:12,73.6,74.84,549.0,2023-09-24 14:10:00
8512,27512,10,2023-09-24 14:10:12,60.16,61.04,379.7,2023-09-24 14:10:00
8513,27513,6,2023-09-24 14:20:12,58.08,58.85,428.2,2023-09-24 14:20:00
8514,27514,7,2023-09-24 14:20:12,59.34,60.15,435.5,2023-09-24 14:20:00
8515,27515,8,2023-09-24 14:20:12,59.22,60.08,434.3,2023-09-24 14:20:00
8516,27516,9,2023-09-24 14:20:12,70.44,71.62,561.0,2023-09-24 14:20:00
8517,27517,10,2023-09-24 14:20:12,58.09,59.01,389.6,2023-09-24 14:20:00
8518,27518,6,2023-09-24 14:30:12,54.21,54.89,437.4,2023-09-24 14:30:00
8519,27519,7,2023-09-24 14:30:12,55.35,56.13,444.9,2023-09-24 14:30:00
8520,27520,8,2023-09-24 14:30:12,54.72,55.46,443.5,2023-09-24 14:30:00
8521,27521,9,2023-09-24 14:30:12,64.67,65.7,572.3,2023-09-24 14:30:00
8522,27522,10,2023-09-24 14:30:12,54.03,54.8,398.9,2023-09-24 14:30:00
8523,27523,6,2023-09-24 14:40:12,52.61,53.31,446.3,2023-09-24 14:40:00
8524,27524,7,2023-09-24 14:40:12,53.48,54.18,454.1,2023-09-24 14:40:00
8525,27525,8,2023-09-24 14:40:12,53.62,54.3,452.6,2023-09-24 14:40:00
8526,27526,9,2023-09-24 14:40:12,63.01,64.05,582.9,2023-09-24 14:40:00
8527,27527,10,2023-09-24 14:40:12,53.08,53.81,407.8,2023-09-24 14:40:00
8528,27528,6,2023-09-24 14:50:12,50.45,51.11,454.9,2023-09-24 14:50:00
8529,27529,7,2023-09-24 14:50:12,51.22,51.98,462.7,2023-09-24 14:50:00
8530,27530,8,2023-09-24 14:50:12,51.01,51.67,461.3,2023-09-24 14:50:00
8531,27531,9,2023-09-24 14:50:12,59.84,60.79,593.2,2023-09-24 14:50:00
8532,27532,10,2023-09-24 14:50:12,51.33,52.15,416.6,2023-09-24 14:50:00
8533,27533,6,2023-09-24 15:00:12,48.45,49.22,460.4,2023-09-24 15:00:00
8534,27534,7,2023-09-24 15:00:12,48.43,49.07,471.1,2023-09-24 15:00:00
8535,27535,8,2023-09-24 15:00:12,48.49,49.1,469.6,2023-09-24 15:00:00
8536,27536,9,2023-09-24 15:00:12,56.32,57.18,602.8,2023-09-24 15:00:00
8537,27537,10,2023-09-24 15:00:12,49.44,50.1,425.0,2023-09-24 15:00:00
8538,27538,6,2023-09-24 15:10:12,44.89,45.49,470.8,2023-09-24 15:10:00
8539,27539,7,2023-09-24 15:10:12,45.66,46.22,478.9,2023-09-24 15:10:00
8540,27540,8,2023-09-24 15:10:12,45.22,45.78,477.4,2023-09-24 15:10:00
8541,27541,9,2023-09-24 15:10:12,52.61,53.41,611.9,2023-09-24 15:10:00
8542,27542,10,2023-09-24 15:10:12,46.96,47.57,433.1,2023-09-24 15:10:00
8543,27543,6,2023-09-24 15:20:12,41.59,42.1,478.0,2023-09-24 15:20:00
8544,27544,7,2023-09-24 15:20:12,42.17,42.71,486.3,2023-09-24 15:20:00
8545,27545,8,2023-09-24 15:20:12,40.11,40.76,484.4,2023-09-24 15:20:00
8546,27546,9,2023-09-24 15:20:12,48.46,49.19,620.3,2023-09-24 15:20:00
8547,27547,10,2023-09-24 15:20:12,44.2,44.78,440.7,2023-09-24 15:20:00
8548,27548,6,2023-09-24 15:30:12,37.95,38.56,484.6,2023-09-24 15:30:00
8549,27549,7,2023-09-24 15:30:12,38.5,38.99,493.0,2023-09-24 15:30:00
8550,27550,8,2023-09-24 15:30:12,34.25,34.87,490.6,2023-09-24 15:30:00
8551,27551,9,2023-09-24 15:30:12,44.15,44.78,628.0,2023-09-24 15:30:00
8552,27552,10,2023-09-24 15:30:12,40.83,41.35,447.8,2023-09-24 15:30:00
8553,27553,6,2023-09-24 15:40:12,34.59,35.06,490.7,2023-09-24 15:40:00
8554,27554,7,2023-09-24 15:40:12,35.09,35.56,499.3,2023-09-24 15:40:00
8555,27555,8,2023-09-24 15:40:12,27.31,27.77,495.7,2023-09-24 15:40:00
8556,27556,9,2023-09-24 15:40:12,39.48,40.07,634.9,2023-09-24 15:40:00
8557,27557,10,2023-09-24 15:40:12,37.85,38.33,454.3,2023-09-24 15:40:00
8558,27558,6,2023-09-24 15:50:12,31.58,32.03,496.2,2023-09-24 15:50:00
8559,27559,7,2023-09-24 15:50:12,31.73,32.14,504.8,2023-09-24 15:50:00
8560,27560,8,2023-09-24 15:50:12,23.0,23.32,499.9,2023-09-24 15:50:00
8561,27561,9,2023-09-24 15:50:12,35.92,36.42,641.1,2023-09-24 15:50:00
8562,27562,10,2023-09-24 15:50:12,34.97,35.43,460.4,2023-09-24 15:50:00
8563,27563,6,2023-09-24 16:00:12,27.28,27.72,501.1,2023-09-24 16:00:00
8564,27564,7,2023-09-24 16:00:12,28.87,29.24,508.2,2023-09-24 16:00:00
8565,27565,8,2023-09-24 16:00:12,20.18,20.47,503.5,2023-09-24 16:00:00
8566,27566,9,2023-09-24 16:00:12,30.75,31.19,646.6,2023-09-24 16:00:00
8567,27567,10,2023-09-24 16:00:12,31.62,32.02,465.9,2023-09-24 16:00:00
8568,27568,6,2023-09-24 16:10:12,23.38,23.79,505.4,2023-09-24 16:10:00
8569,27569,7,2023-09-24 16:10:12,25.21,25.6,512.7,2023-09-24 16:10:00
8570,27570,8,2023-09-24 16:10:12,16.7,16.99,506.6,2023-09-24 16:10:00
8571,27571,9,2023-09-24 16:10:12,24.14,24.51,652.7,2023-09-24 16:10:00
8572,27572,10,2023-09-24 16:10:12,28.23,28.63,470.9,2023-09-24 16:10:00
8573,27573,6,2023-09-24 16:20:12,19.39,19.77,509.0,2023-09-24 16:20:00
8574,27574,7,2023-09-24 16:20:12,19.57,19.86,517.7,2023-09-24 16:20:00
8575,27575,8,2023-09-24 16:20:12,12.69,13.03,509.1,2023-09-24 16:20:00
8576,27576,9,2023-09-24 16:20:12,19.98,20.57,656.4,2023-09-24 16:20:00
8577,27577,10,2023-09-24 16:20:12,24.23,24.7,475.3,2023-09-24 16:20:00
8578,27578,6,2023-09-24 16:30:12,17.04,17.4,511.0,2023-09-24 16:30:00
8579,27579,7,2023-09-24 16:30:12,17.24,17.53,519.8,2023-09-24 16:30:00
8580,27580,8,2023-09-24 16:30:12,9.65,9.85,511.0,2023-09-24 16:30:00
8581,27581,9,2023-09-24 16:30:12,16.07,16.46,658.4,2023-09-24 16:30:00
8582,27582,10,2023-09-24 16:30:12,21.35,21.72,479.1,2023-09-24 16:30:00
8583,27583,6,2023-09-24 16:40:12,12.61,12.86,514.4,2023-09-24 16:40:00
8584,27584,7,2023-09-24 16:40:12,12.48,12.86,523.2,2023-09-24 16:40:00
8585,27585,8,2023-09-24 16:40:12,7.37,7.65,512.5,2023-09-24 16:40:00
8586,27586,9,2023-09-24 16:40:12,11.61,12.0,661.6,2023-09-24 16:40:00
8587,27587,10,2023-09-24 16:40:12,18.32,18.66,482.5,2023-09-24 16:40:00
8588,27588,6,2023-09-24 16:50:12,9.38,9.65,516.3,2023-09-24 16:50:00
8589,27589,7,2023-09-24 16:50:12,10.93,11.24,524.5,2023-09-24 16:50:00
8590,27590,8,2023-09-24 16:50:12,5.14,5.45,513.4,2023-09-24 16:50:00
8591,27591,9,2023-09-24 16:50:12,8.24,8.74,663.2,2023-09-24 16:50:00
8592,27592,10,2023-09-24 16:50:12,15.05,15.31,485.2,2023-09-24 16:50:00
8593,27593,6,2023-09-24 17:00:12,6.11,6.42,517.5,2023-09-24 17:00:00
8594,27594,7,2023-09-24 17:00:12,5.84,6.12,526.3,2023-09-24 17:00:00
8595,27595,8,2023-09-24 17:00:12,3.79,4.1,514.2,2023-09-24 17:00:00
8596,27596,9,2023-09-24 17:00:12,6.35,6.83,664.0,2023-09-24 17:00:00
8597,27597,10,2023-09-24 17:00:12,10.94,11.22,487.4,2023-09-24 17:00:00
8598,27598,6,2023-09-24 17:10:12,4.84,5.34,518.2,2023-09-24 17:10:00
8599,27599,7,2023-09-24 17:10:12,4.18,4.48,527.1,2023-09-24 17:10:00
8600,27600,8,2023-09-24 17:10:12,2.87,3.16,514.8,2023-09-24 17:10:00
8601,27601,9,2023-09-24 17:10:12,4.41,4.95,664.9,2023-09-24 17:10:00
8602,27602,10,2023-09-24 17:10:12,7.31,7.51,488.9,2023-09-24 17:10:00
8603,27603,6,2023-09-24 17:20:12,2.6,2.86,519.0,2023-09-24 17:20:00
8604,27604,7,2023-09-24 17:20:12,2.65,2.79,527.5,2023-09-24 17:20:00
8605,27605,8,2023-09-24 17:20:12,2.08,2.24,515.2,2023-09-24 17:20:00
8606,27606,9,2023-09-24 17:20:12,2.99,3.42,665.5,2023-09-24 17:20:00
8607,27607,10,2023-09-24 17:20:12,3.34,3.59,490.0,2023-09-24 17:20:00
8608,27608,6,2023-09-24 17:30:12,1.6,1.94,519.3,2023-09-24 17:30:00
8609,27609,7,2023-09-24 17:30:12,1.79,2.02,527.9,2023-09-24 17:30:00
8610,27610,8,2023-09-24 17:30:12,1.54,1.91,515.5,2023-09-24 17:30:00
8611,27611,9,2023-09-24 17:30:12,2.08,2.5,665.9,2023-09-24 17:30:00
8612,27612,10,2023-09-24 17:30:12,2.01,2.14,490.6,2023-09-24 17:30:00
8613,27613,6,2023-09-24 17:40:12,0.94,1.34,519.5,2023-09-24 17:40:00
8614,27614,7,2023-09-24 17:40:12,1.2,1.57,528.1,2023-09-24 17:40:00
8615,27615,8,2023-09-24 17:40:12,1.14,1.3,515.7,2023-09-24 17:40:00
8616,27616,9,2023-09-24 17:40:12,1.41,1.9,666.2,2023-09-24 17:40:00
8617,27617,10,2023-09-24 17:40:12,1.23,1.43,490.8,2023-09-24 17:40:00
8618,27618,6,2023-09-24 17:50:12,0.35,0.69,519.6,2023-09-24 17:50:00
8619,27619,7,2023-09-24 17:50:12,0.26,0.61,528.3,2023-09-24 17:50:00
8620,27620,8,2023-09-24 17:50:12,0.32,0.6,515.8,2023-09-24 17:50:00
8621,27621,9,2023-09-24 17:50:12,0.41,0.81,666.4,2023-09-24 17:50:00
8622,27622,10,2023-09-24 17:50:12,0.36,0.54,490.9,2023-09-24 17:50:00
8623,27623,6,2023-09-24 18:00:12,0.02,0.27,519.6,2023-09-24 18:00:00
8624,27624,7,2023-09-24 18:00:12,0.0,0.0,528.3,2023-09-24 18:00:00
8625,27625,8,2023-09-24 18:00:12,0.04,0.2,515.8,2023-09-24 18:00:00
8626,27626,9,2023-09-24 18:00:12,0.14,0.5,666.4,2023-09-24 18:00:00
8627,27627,10,2023-09-24 18:00:12,0.0,0.14,491.0,2023-09-24 18:00:00
8628,27628,6,2023-09-24 18:10:12,0.0,0.06,519.6,2023-09-24 18:10:00
8629,27629,7,2023-09-24 18:10:12,0.0,0.0,528.3,2023-09-24 18:10:00
8630,27630,8,2023-09-24 18:10:12,0.0,0.0,515.8,2023-09-24 18:10:00
8631,27631,9,2023-09-24 18:10:12,0.0,0.0,666.4,2023-09-24 18:10:00
8632,27632,10,2023-09-24 18:10:12,0.0,0.07,491.0,2023-09-24 18:10:00
8633,27633,6,2023-09-24 18:20:12,0.0,0.06,519.6,2023-09-24 18:20:00
8634,27634,7,2023-09-24 18:20:12,0.0,0.0,528.3,2023-09-24 18:20:00
8635,27635,8,2023-09-24 18:20:12,0.0,0.0,515.8,2023-09-24 18:20:00
8636,27636,9,2023-09-24 18:20:12,0.0,0.0,666.4,2023-09-24 18:20:00
8637,27637,10,2023-09-24 18:20:12,0.0,0.0,491.0,2023-09-24 18:20:00
8638,27638,6,2023-09-24 18:30:12,0.0,0.0,519.6,2023-09-24 18:30:00
8639,27639,7,2023-09-24 18:30:12,0.0,0.0,528.3,2023-09-24 18:30:00
8640,27640,8,2023-09-24 18:30:12,0.0,0.0,515.8,2023-09-24 18:30:00
8641,27641,9,2023-09-24 18:30:12,0.0,0.0,666.4,2023-09-24 18:30:00
8642,27642,10,2023-09-24 18:30:12,0.0,0.0,491.0,2023-09-24 18:30:00
8643,27643,6,2023-09-24 18:40:12,0.0,0.0,519.6,2023-09-24 18:40:00
8644,27644,7,2023-09-24 18:40:12,0.0,0.0,528.3,2023-09-24 18:40:00
8645,27645,8,2023-09-24 18:40:12,0.0,0.0,515.8,2023-09-24 18:40:00
8646,27646,9,2023-09-24 18:40:12,0.0,0.0,666.4,2023-09-24 18:40:00
8647,27647,10,2023-09-24 18:40:12,0.0,0.0,491.0,2023-09-24 18:40:00
8648,27648,6,2023-09-24 18:50:12,0.0,0.0,519.6,2023-09-24 18:50:00
8649,27649,7,2023-09-24 18:50:12,0.0,0.0,528.3,2023-09-24 18:50:00
8650,27650,8,2023-09-24 18:50:12,0.0,0.0,515.8,2023-09-24 18:50:00
8651,27651,9,2023-09-24 18:50:12,0.0,0.0,666.4,2023-09-24 18:50:00
8652,27652,10,2023-09-24 18:50:12,0.0,0.0,491.0,2023-09-24 18:50:00
8653,27653,6,2023-09-24 19:00:12,0.0,0.0,519.6,2023-09-24 19:00:00
8654,27654,7,2023-09-24 19:00:12,0.0,0.0,528.3,2023-09-24 19:00:00
8655,27655,8,2023-09-24 19:00:12,0.0,0.0,515.8,2023-09-24 19:00:00
8656,27656,9,2023-09-24 19:00:12,0.0,0.0,666.4,2023-09-24 19:00:00
8657,27657,10,2023-09-24 19:00:12,0.0,0.0,491.0,2023-09-24 19:00:00
8658,27658,6,2023-09-24 19:10:12,0.0,0.0,519.6,2023-09-24 19:10:00
8659,27659,7,2023-09-24 19:10:12,0.0,0.0,528.3,2023-09-24 19:10:00
8660,27660,8,2023-09-24 19:10:12,0.0,0.0,515.8,2023-09-24 19:10:00
8661,27661,9,2023-09-24 19:10:12,0.0,0.0,666.4,2023-09-24 19:10:00
8662,27662,10,2023-09-24 19:10:12,0.0,0.0,491.0,2023-09-24 19:10:00
8663,27663,6,2023-09-24 19:20:12,0.0,0.0,519.6,2023-09-24 19:20:00
8664,27664,7,2023-09-24 19:20:12,0.0,0.0,528.3,2023-09-24 19:20:00
8665,27665,8,2023-09-24 19:20:12,0.0,0.0,515.8,2023-09-24 19:20:00
8666,27666,9,2023-09-24 19:20:12,0.0,0.0,666.4,2023-09-24 19:20:00
8667,27667,10,2023-09-24 19:20:12,0.0,0.0,491.0,2023-09-24 19:20:00
8668,27668,6,2023-09-24 19:30:12,0.0,0.0,519.6,2023-09-24 19:30:00
8669,27669,7,2023-09-24 19:30:12,0.0,0.0,528.3,2023-09-24 19:30:00
8670,27670,8,2023-09-24 19:30:12,0.0,0.0,515.8,2023-09-24 19:30:00
8671,27671,9,2023-09-24 19:30:12,0.0,0.0,666.4,2023-09-24 19:30:00
8672,27672,10,2023-09-24 19:30:12,0.0,0.0,491.0,2023-09-24 19:30:00
8673,27673,6,2023-09-24 19:40:12,0.0,0.0,519.6,2023-09-24 19:40:00
8674,27674,7,2023-09-24 19:40:12,0.0,0.0,528.3,2023-09-24 19:40:00
8675,27675,8,2023-09-24 19:40:12,0.0,0.0,515.8,2023-09-24 19:40:00
8676,27676,9,2023-09-24 19:40:12,0.0,0.0,666.4,2023-09-24 19:40:00
8677,27677,10,2023-09-24 19:40:12,0.0,0.0,491.0,2023-09-24 19:40:00
8678,27678,6,2023-09-24 19:50:12,0.0,0.0,519.6,2023-09-24 19:50:00
8679,27679,7,2023-09-24 19:50:12,0.0,0.0,528.3,2023-09-24 19:50:00
8680,27680,8,2023-09-24 19:50:12,0.0,0.0,515.8,2023-09-24 19:50:00
8681,27681,9,2023-09-24 19:50:12,0.0,0.0,666.4,2023-09-24 19:50:00
8682,27682,10,2023-09-24 19:50:12,0.0,0.0,491.0,2023-09-24 19:50:00
8683,27683,6,2023-09-24 20:00:12,0.0,0.0,519.6,2023-09-24 20:00:00
8684,27684,7,2023-09-24 20:00:12,0.0,0.0,528.3,2023-09-24 20:00:00
8685,27685,8,2023-09-24 20:00:12,0.0,0.0,515.8,2023-09-24 20:00:00
8686,27686,9,2023-09-24 20:00:12,0.0,0.0,666.4,2023-09-24 20:00:00
8687,27687,10,2023-09-24 20:00:12,0.0,0.0,491.0,2023-09-24 20:00:00
8688,27688,6,2023-09-24 20:10:12,0.0,0.0,519.6,2023-09-24 20:10:00
8689,27689,7,2023-09-24 20:10:12,0.0,0.0,528.3,2023-09-24 20:10:00
8690,27690,8,2023-09-24 20:10:12,0.0,0.0,515.8,2023-09-24 20:10:00
8691,27691,9,2023-09-24 20:10:12,0.0,0.0,666.4,2023-09-24 20:10:00
8692,27692,10,2023-09-24 20:10:12,0.0,0.0,491.0,2023-09-24 20:10:00
8693,27693,6,2023-09-24 20:20:12,0.0,0.0,519.6,2023-09-24 20:20:00
8694,27694,7,2023-09-24 20:20:12,0.0,0.0,528.3,2023-09-24 20:20:00
8695,27695,8,2023-09-24 20:20:12,0.0,0.0,515.8,2023-09-24 20:20:00
8696,27696,9,2023-09-24 20:20:12,0.0,0.0,666.4,2023-09-24 20:20:00
8697,27697,10,2023-09-24 20:20:12,0.0,0.0,491.0,2023-09-24 20:20:00
8698,27698,6,2023-09-24 20:30:12,0.0,0.0,519.6,2023-09-24 20:30:00
8699,27699,7,2023-09-24 20:30:12,0.0,0.0,528.3,2023-09-24 20:30:00
8700,27700,8,2023-09-24 20:30:12,0.0,0.0,515.8,2023-09-24 20:30:00
8701,27701,9,2023-09-24 20:30:12,0.0,0.0,666.4,2023-09-24 20:30:00
8702,27702,10,2023-09-24 20:30:12,0.0,0.0,491.0,2023-09-24 20:30:00
8703,27703,6,2023-09-24 20:40:12,0.0,0.0,519.6,2023-09-24 20:40:00
8704,27704,7,2023-09-24 20:40:12,0.0,0.0,528.3,2023-09-24 20:40:00
8705,27705,8,2023-09-24 20:40:12,0.0,0.0,515.8,2023-09-24 20:40:00
8706,27706,9,2023-09-24 20:40:12,0.0,0.0,666.4,2023-09-24 20:40:00
8707,27707,10,2023-09-24 20:40:12,0.0,0.0,491.0,2023-09-24 20:40:00
8708,27708,6,2023-09-24 20:50:12,0.0,0.0,519.6,2023-09-24 20:50:00
8709,27709,7,2023-09-24 20:50:12,0.0,0.0,528.3,2023-09-24 20:50:00
8710,27710,8,2023-09-24 20:50:12,0.0,0.0,515.8,2023-09-24 20:50:00
8711,27711,9,2023-09-24 20:50:12,0.0,0.0,666.4,2023-09-24 20:50:00
8712,27712,10,2023-09-24 20:50:12,0.0,0.0,491.0,2023-09-24 20:50:00
8713,27713,6,2023-09-24 21:00:12,0.0,0.0,519.6,2023-09-24 21:00:00
8714,27714,7,2023-09-24 21:00:12,0.0,0.0,528.3,2023-09-24 21:00:00
