,id,device_id,gather_time,active_power,direct_power,charge_capacity,date_time
18906,37906,9,2023-12-13 05:40:12,0.0,0.0,0.0,2023-12-13 05:40:00
18907,37907,10,2023-12-13 05:40:12,0.0,0.0,0.0,2023-12-13 05:40:00
18908,37908,6,2023-12-13 05:50:12,0.0,0.0,0.0,2023-12-13 05:50:00
18909,37909,7,2023-12-13 05:50:12,0.0,0.0,0.0,2023-12-13 05:50:00
18910,37910,8,2023-12-13 05:50:12,0.0,0.0,0.0,2023-12-13 05:50:00
18911,37911,9,2023-12-13 05:50:12,0.0,0.0,0.0,2023-12-13 05:50:00
18912,37912,10,2023-12-13 05:50:12,0.0,0.0,0.0,2023-12-13 05:50:00
18913,37913,6,2023-12-13 06:00:12,0.0,0.0,0.0,2023-12-13 06:00:00
18914,37914,7,2023-12-13 06:00:12,0.0,0.0,0.0,2023-12-13 06:00:00
18915,37915,8,2023-12-13 06:00:12,0.0,0.0,0.0,2023-12-13 06:00:00
18916,37916,9,2023-12-13 06:00:12,0.0,0.0,0.0,2023-12-13 06:00:00
18917,37917,10,2023-12-13 06:00:12,0.0,0.0,0.0,2023-12-13 06:00:00
18918,37918,6,2023-12-13 06:10:12,0.0,0.0,0.0,2023-12-13 06:10:00
18919,37919,7,2023-12-13 06:10:12,0.0,0.0,0.0,2023-12-13 06:10:00
18920,37920,8,2023-12-13 06:10:12,0.0,0.0,0.0,2023-12-13 06:10:00
18921,37921,9,2023-12-13 06:10:12,0.0,0.0,0.0,2023-12-13 06:10:00
18922,37922,10,2023-12-13 06:10:12,0.0,0.0,0.0,2023-12-13 06:10:00
18923,37923,6,2023-12-13 06:20:12,0.0,0.0,0.0,2023-12-13 06:20:00
18924,37924,7,2023-12-13 06:20:12,0.0,0.0,0.0,2023-12-13 06:20:00
18925,37925,8,2023-12-13 06:20:12,0.0,0.0,0.0,2023-12-13 06:20:00
18926,37926,9,2023-12-13 06:20:12,0.0,0.0,0.0,2023-12-13 06:20:00
18927,37927,10,2023-12-13 06:20:12,0.0,0.0,0.0,2023-12-13 06:20:00
18928,37928,6,2023-12-13 06:30:12,0.0,0.0,0.0,2023-12-13 06:30:00
18929,37929,7,2023-12-13 06:30:12,0.0,0.0,0.0,2023-12-13 06:30:00
18930,37930,8,2023-12-13 06:30:12,0.0,0.0,0.0,2023-12-13 06:30:00
18931,37931,9,2023-12-13 06:30:12,0.0,0.0,0.0,2023-12-13 06:30:00
18932,37932,10,2023-12-13 06:30:12,0.0,0.0,0.0,2023-12-13 06:30:00
18933,37933,6,2023-12-13 06:40:12,0.0,0.0,0.0,2023-12-13 06:40:00
18934,37934,7,2023-12-13 06:40:12,0.0,0.0,0.0,2023-12-13 06:40:00
18935,37935,8,2023-12-13 06:40:12,0.0,0.0,0.0,2023-12-13 06:40:00
18936,37936,9,2023-12-13 06:40:12,0.0,0.0,0.0,2023-12-13 06:40:00
18937,37937,10,2023-12-13 06:40:12,0.0,0.0,0.0,2023-12-13 06:40:00
18938,37938,6,2023-12-13 06:50:12,0.0,0.0,0.0,2023-12-13 06:50:00
18939,37939,7,2023-12-13 06:50:12,0.0,0.0,0.0,2023-12-13 06:50:00
18940,37940,8,2023-12-13 06:50:12,0.0,0.0,0.0,2023-12-13 06:50:00
18941,37941,9,2023-12-13 06:50:12,0.0,0.0,0.0,2023-12-13 06:50:00
18942,37942,10,2023-12-13 06:50:12,0.0,0.0,0.0,2023-12-13 06:50:00
18943,37943,6,2023-12-13 07:00:12,0.27,0.63,0.0,2023-12-13 07:00:00
18944,37944,7,2023-12-13 07:00:12,0.18,0.63,0.0,2023-12-13 07:00:00
18945,37945,8,2023-12-13 07:00:12,0.2,0.61,0.0,2023-12-13 07:00:00
18946,37946,9,2023-12-13 07:00:12,0.21,0.63,0.0,2023-12-13 07:00:00
18947,37947,10,2023-12-13 07:00:12,0.27,0.63,0.0,2023-12-13 07:00:00
18948,37948,6,2023-12-13 07:10:12,0.71,1.31,0.1,2023-12-13 07:10:00
18949,37949,7,2023-12-13 07:10:12,0.68,1.09,0.0,2023-12-13 07:10:00
18950,37950,8,2023-12-13 07:10:12,0.66,1.12,0.0,2023-12-13 07:10:00
18951,37951,9,2023-12-13 07:10:12,0.7,1.06,0.0,2023-12-13 07:10:00
18952,37952,10,2023-12-13 07:10:12,0.74,1.16,0.1,2023-12-13 07:10:00
18953,37953,6,2023-12-13 07:20:12,1.16,1.45,0.2,2023-12-13 07:20:00
18954,37954,7,2023-12-13 07:20:12,1.29,1.75,0.2,2023-12-13 07:20:00
18955,37955,8,2023-12-13 07:20:12,1.33,1.78,0.2,2023-12-13 07:20:00
18956,37956,9,2023-12-13 07:20:12,1.37,1.7,0.2,2023-12-13 07:20:00
18957,37957,10,2023-12-13 07:20:12,1.18,1.4,0.2,2023-12-13 07:20:00
18958,37958,6,2023-12-13 07:30:12,2.06,2.37,0.4,2023-12-13 07:30:00
18959,37959,7,2023-12-13 07:30:12,2.26,2.74,0.5,2023-12-13 07:30:00
18960,37960,8,2023-12-13 07:30:12,2.31,2.78,0.5,2023-12-13 07:30:00
18961,37961,9,2023-12-13 07:30:12,2.32,2.73,0.5,2023-12-13 07:30:00
18962,37962,10,2023-12-13 07:30:12,2.05,2.43,0.4,2023-12-13 07:30:00
18963,37963,6,2023-12-13 07:40:12,2.91,3.45,0.8,2023-12-13 07:40:00
18964,37964,7,2023-12-13 07:40:12,3.01,3.4,0.9,2023-12-13 07:40:00
18965,37965,8,2023-12-13 07:40:12,3.03,3.5,1.0,2023-12-13 07:40:00
18966,37966,9,2023-12-13 07:40:12,3.17,3.54,1.0,2023-12-13 07:40:00
18967,37967,10,2023-12-13 07:40:12,2.92,3.2,0.9,2023-12-13 07:40:00
18968,37968,6,2023-12-13 07:50:12,4.06,4.4,1.4,2023-12-13 07:50:00
18969,37969,7,2023-12-13 07:50:12,4.23,4.65,1.5,2023-12-13 07:50:00
18970,37970,8,2023-12-13 07:50:12,3.97,4.21,1.3,2023-12-13 07:50:00
18971,37971,9,2023-12-13 07:50:12,4.48,4.79,1.6,2023-12-13 07:50:00
18972,37972,10,2023-12-13 07:50:12,4.1,4.41,1.4,2023-12-13 07:50:00
18973,37973,6,2023-12-13 08:00:12,4.9,5.22,2.2,2023-12-13 08:00:00
18974,37974,7,2023-12-13 08:00:12,5.06,5.31,2.3,2023-12-13 08:00:00
18975,37975,8,2023-12-13 08:00:12,4.82,5.22,2.1,2023-12-13 08:00:00
18976,37976,9,2023-12-13 08:00:12,5.38,5.71,2.4,2023-12-13 08:00:00
18977,37977,10,2023-12-13 08:00:12,4.95,5.2,2.2,2023-12-13 08:00:00
18978,37978,6,2023-12-13 08:10:12,5.47,5.87,3.1,2023-12-13 08:10:00
18979,37979,7,2023-12-13 08:10:12,5.56,5.84,3.2,2023-12-13 08:10:00
18980,37980,8,2023-12-13 08:10:12,5.61,5.93,3.3,2023-12-13 08:10:00
18981,37981,9,2023-12-13 08:10:12,5.93,6.31,3.4,2023-12-13 08:10:00
18982,37982,10,2023-12-13 08:10:12,5.54,5.76,3.2,2023-12-13 08:10:00
18983,37983,6,2023-12-13 08:20:12,6.3,6.65,4.1,2023-12-13 08:20:00
18984,37984,7,2023-12-13 08:20:12,6.41,6.73,4.2,2023-12-13 08:20:00
18985,37985,8,2023-12-13 08:20:12,6.41,6.71,4.3,2023-12-13 08:20:00
18986,37986,9,2023-12-13 08:20:12,6.84,7.11,4.5,2023-12-13 08:20:00
18987,37987,10,2023-12-13 08:20:12,6.25,6.56,4.1,2023-12-13 08:20:00
18988,37988,6,2023-12-13 08:30:12,7.34,7.81,5.2,2023-12-13 08:30:00
18989,37989,7,2023-12-13 08:30:12,7.73,8.07,5.4,2023-12-13 08:30:00
18990,37990,8,2023-12-13 08:30:12,7.23,7.48,5.0,2023-12-13 08:30:00
18991,37991,9,2023-12-13 08:30:12,8.17,8.55,5.7,2023-12-13 08:30:00
18992,37992,10,2023-12-13 08:30:12,7.53,7.75,5.2,2023-12-13 08:30:00
18993,37993,6,2023-12-13 08:40:12,8.5,8.87,6.5,2023-12-13 08:40:00
18994,37994,7,2023-12-13 08:40:12,8.67,8.95,6.7,2023-12-13 08:40:00
18995,37995,8,2023-12-13 08:40:12,8.38,8.7,6.4,2023-12-13 08:40:00
18996,37996,9,2023-12-13 08:40:12,9.18,9.5,7.1,2023-12-13 08:40:00
18997,37997,10,2023-12-13 08:40:12,8.58,8.81,6.5,2023-12-13 08:40:00
18998,37998,6,2023-12-13 08:50:12,9.77,10.11,8.1,2023-12-13 08:50:00
18999,37999,7,2023-12-13 08:50:12,9.89,10.27,8.3,2023-12-13 08:50:00
19000,38000,8,2023-12-13 08:50:12,9.91,10.2,8.4,2023-12-13 08:50:00
19001,38001,9,2023-12-13 08:50:12,10.64,10.96,8.8,2023-12-13 08:50:00
19002,38002,10,2023-12-13 08:50:12,9.84,10.08,8.1,2023-12-13 08:50:00
19003,38003,6,2023-12-13 09:00:12,10.42,10.64,9.7,2023-12-13 09:00:00
19004,38004,7,2023-12-13 09:00:12,10.54,11.02,10.0,2023-12-13 09:00:00
19005,38005,8,2023-12-13 09:00:12,10.23,10.58,9.5,2023-12-13 09:00:00
19006,38006,9,2023-12-13 09:00:12,11.35,11.61,10.6,2023-12-13 09:00:00
19007,38007,10,2023-12-13 09:00:12,10.5,10.73,9.8,2023-12-13 09:00:00
19008,38008,6,2023-12-13 09:10:12,12.33,12.57,11.7,2023-12-13 09:10:00
19009,38009,7,2023-12-13 09:10:12,12.41,12.7,11.9,2023-12-13 09:10:00
19010,38010,8,2023-12-13 09:10:12,12.24,12.49,11.4,2023-12-13 09:10:00
19011,38011,9,2023-12-13 09:10:12,13.36,13.65,12.7,2023-12-13 09:10:00
19012,38012,10,2023-12-13 09:10:12,12.46,12.73,11.7,2023-12-13 09:10:00
19013,38013,6,2023-12-13 09:20:12,13.21,13.47,13.8,2023-12-13 09:20:00
19014,38014,7,2023-12-13 09:20:12,13.56,13.91,14.1,2023-12-13 09:20:00
19015,38015,8,2023-12-13 09:20:12,12.92,13.17,13.5,2023-12-13 09:20:00
19016,38016,9,2023-12-13 09:20:12,14.57,14.98,15.0,2023-12-13 09:20:00
19017,38017,10,2023-12-13 09:20:12,13.23,13.51,13.8,2023-12-13 09:20:00
19018,38018,6,2023-12-13 09:30:12,14.08,14.42,16.1,2023-12-13 09:30:00
19019,38019,7,2023-12-13 09:30:12,14.44,14.84,16.4,2023-12-13 09:30:00
19020,38020,8,2023-12-13 09:30:12,13.92,14.21,15.8,2023-12-13 09:30:00
19021,38021,9,2023-12-13 09:30:12,15.56,15.96,17.6,2023-12-13 09:30:00
19022,38022,10,2023-12-13 09:30:12,14.16,14.43,16.1,2023-12-13 09:30:00
19023,38023,6,2023-12-13 09:40:12,18.17,18.52,18.7,2023-12-13 09:40:00
19024,38024,7,2023-12-13 09:40:12,16.34,16.78,18.1,2023-12-13 09:40:00
19025,38025,8,2023-12-13 09:40:12,17.39,17.69,18.4,2023-12-13 09:40:00
19026,38026,9,2023-12-13 09:40:12,20.84,21.15,20.5,2023-12-13 09:40:00
19027,38027,10,2023-12-13 09:40:12,17.65,17.95,18.7,2023-12-13 09:40:00
19028,38028,6,2023-12-13 09:50:12,18.81,19.11,22.0,2023-12-13 09:50:00
19029,38029,7,2023-12-13 09:50:12,18.84,19.15,22.4,2023-12-13 09:50:00
19030,38030,8,2023-12-13 09:50:12,19.01,19.32,21.7,2023-12-13 09:50:00
19031,38031,9,2023-12-13 09:50:12,20.35,20.79,24.1,2023-12-13 09:50:00
19032,38032,10,2023-12-13 09:50:12,19.09,19.42,22.0,2023-12-13 09:50:00
19033,38033,6,2023-12-13 10:00:12,19.77,20.09,25.2,2023-12-13 10:00:00
19034,38034,7,2023-12-13 10:00:12,20.07,20.43,25.6,2023-12-13 10:00:00
19035,38035,8,2023-12-13 10:00:12,19.6,19.9,24.9,2023-12-13 10:00:00
19036,38036,9,2023-12-13 10:00:12,21.69,22.01,27.5,2023-12-13 10:00:00
19037,38037,10,2023-12-13 10:00:12,19.9,20.21,25.2,2023-12-13 10:00:00
19038,38038,6,2023-12-13 10:10:12,18.73,19.08,28.4,2023-12-13 10:10:00
19039,38039,7,2023-12-13 10:10:12,18.47,18.82,29.0,2023-12-13 10:10:00
19040,38040,8,2023-12-13 10:10:12,19.12,19.45,28.2,2023-12-13 10:10:00
19041,38041,9,2023-12-13 10:10:12,20.25,20.55,31.1,2023-12-13 10:10:00
19042,38042,10,2023-12-13 10:10:12,19.11,19.41,28.5,2023-12-13 10:10:00
19043,38043,6,2023-12-13 10:20:12,19.52,19.82,31.6,2023-12-13 10:20:00
19044,38044,7,2023-12-13 10:20:12,19.15,19.44,31.1,2023-12-13 10:20:00
19045,38045,8,2023-12-13 10:20:12,19.14,19.51,31.3,2023-12-13 10:20:00
19046,38046,9,2023-12-13 10:20:12,21.27,21.59,34.6,2023-12-13 10:20:00
19047,38047,10,2023-12-13 10:20:12,19.55,19.86,31.6,2023-12-13 10:20:00
19048,38048,6,2023-12-13 10:30:12,19.3,19.61,34.9,2023-12-13 10:30:00
19049,38049,7,2023-12-13 10:30:12,19.07,19.37,35.4,2023-12-13 10:30:00
19050,38050,8,2023-12-13 10:30:12,19.34,19.64,34.6,2023-12-13 10:30:00
19051,38051,9,2023-12-13 10:30:12,20.79,21.1,38.1,2023-12-13 10:30:00
19052,38052,10,2023-12-13 10:30:12,19.66,19.97,34.9,2023-12-13 10:30:00
19053,38053,6,2023-12-13 10:40:12,18.23,18.64,38.0,2023-12-13 10:40:00
19054,38054,7,2023-12-13 10:40:12,18.31,18.61,37.5,2023-12-13 10:40:00
19055,38055,8,2023-12-13 10:40:12,18.13,18.43,37.8,2023-12-13 10:40:00
19056,38056,9,2023-12-13 10:40:12,20.1,20.4,41.5,2023-12-13 10:40:00
19057,38057,10,2023-12-13 10:40:12,18.49,18.79,38.1,2023-12-13 10:40:00
19058,38058,6,2023-12-13 10:50:12,23.97,24.31,41.5,2023-12-13 10:50:00
19059,38059,7,2023-12-13 10:50:12,22.98,23.31,40.8,2023-12-13 10:50:00
19060,38060,8,2023-12-13 10:50:12,23.63,23.96,41.1,2023-12-13 10:50:00
19061,38061,9,2023-12-13 10:50:12,26.25,26.62,45.3,2023-12-13 10:50:00
19062,38062,10,2023-12-13 10:50:12,23.88,24.22,41.5,2023-12-13 10:50:00
19063,38063,6,2023-12-13 11:00:12,24.23,24.57,45.4,2023-12-13 11:00:00
19064,38064,7,2023-12-13 11:00:12,22.7,23.08,44.7,2023-12-13 11:00:00
19065,38065,8,2023-12-13 11:00:12,23.47,23.81,45.0,2023-12-13 11:00:00
19066,38066,9,2023-12-13 11:00:12,24.56,24.91,48.2,2023-12-13 11:00:00
19067,38067,10,2023-12-13 11:00:12,23.67,24.01,45.4,2023-12-13 11:00:00
19068,38068,6,2023-12-13 11:10:12,28.21,28.66,49.9,2023-12-13 11:10:00
19069,38069,7,2023-12-13 11:10:12,28.11,28.49,50.7,2023-12-13 11:10:00
19070,38070,8,2023-12-13 11:10:12,28.43,28.82,49.6,2023-12-13 11:10:00
19071,38071,9,2023-12-13 11:10:12,30.79,31.22,54.7,2023-12-13 11:10:00
19072,38072,10,2023-12-13 11:10:12,28.45,28.84,50.0,2023-12-13 11:10:00
19073,38073,6,2023-12-13 11:20:12,29.4,29.78,54.7,2023-12-13 11:20:00
19074,38074,7,2023-12-13 11:20:12,28.33,28.74,53.9,2023-12-13 11:20:00
19075,38075,8,2023-12-13 11:20:12,29.01,29.49,54.3,2023-12-13 11:20:00
19076,38076,9,2023-12-13 11:20:12,32.24,32.74,59.9,2023-12-13 11:20:00
19077,38077,10,2023-12-13 11:20:12,29.19,29.6,54.8,2023-12-13 11:20:00
19078,38078,6,2023-12-13 11:30:12,31.49,31.89,59.6,2023-12-13 11:30:00
19079,38079,7,2023-12-13 11:30:12,30.47,30.87,58.7,2023-12-13 11:30:00
19080,38080,8,2023-12-13 11:30:12,31.4,31.81,59.2,2023-12-13 11:30:00
19081,38081,9,2023-12-13 11:30:12,32.64,33.06,63.4,2023-12-13 11:30:00
19082,38082,10,2023-12-13 11:30:12,31.34,31.74,59.7,2023-12-13 11:30:00
19083,38083,6,2023-12-13 11:40:12,31.87,32.28,64.7,2023-12-13 11:40:00
19084,38084,7,2023-12-13 11:40:12,33.03,33.46,64.0,2023-12-13 11:40:00
19085,38085,8,2023-12-13 11:40:12,32.11,32.54,64.5,2023-12-13 11:40:00
19086,38086,9,2023-12-13 11:40:12,35.05,35.5,71.1,2023-12-13 11:40:00
19087,38087,10,2023-12-13 11:40:12,31.82,32.32,64.9,2023-12-13 11:40:00
19088,38088,6,2023-12-13 11:50:12,32.43,32.84,70.3,2023-12-13 11:50:00
19089,38089,7,2023-12-13 11:50:12,32.15,32.56,71.4,2023-12-13 11:50:00
19090,38090,8,2023-12-13 11:50:12,32.68,33.09,70.0,2023-12-13 11:50:00
19091,38091,9,2023-12-13 11:50:12,35.05,35.59,77.3,2023-12-13 11:50:00
19092,38092,10,2023-12-13 11:50:12,32.67,33.09,70.4,2023-12-13 11:50:00
19093,38093,6,2023-12-13 12:00:12,30.73,31.12,75.6,2023-12-13 12:00:00
19094,38094,7,2023-12-13 12:00:12,31.57,31.98,75.0,2023-12-13 12:00:00
19095,38095,8,2023-12-13 12:00:12,30.83,31.28,75.3,2023-12-13 12:00:00
19096,38096,9,2023-12-13 12:00:12,33.5,33.95,83.0,2023-12-13 12:00:00
19097,38097,10,2023-12-13 12:00:12,30.86,31.29,75.8,2023-12-13 12:00:00
19098,38098,6,2023-12-13 12:10:12,32.26,32.68,80.8,2023-12-13 12:10:00
19099,38099,7,2023-12-13 12:10:12,32.63,33.06,82.0,2023-12-13 12:10:00
19100,38100,8,2023-12-13 12:10:12,32.24,32.65,80.5,2023-12-13 12:10:00
19101,38101,9,2023-12-13 12:10:12,35.73,36.18,88.8,2023-12-13 12:10:00
19102,38102,10,2023-12-13 12:10:12,32.19,32.61,81.0,2023-12-13 12:10:00
19103,38103,6,2023-12-13 12:20:12,30.15,30.54,86.1,2023-12-13 12:20:00
19104,38104,7,2023-12-13 12:20:12,30.05,30.47,87.3,2023-12-13 12:20:00
19105,38105,8,2023-12-13 12:20:12,30.13,30.56,85.8,2023-12-13 12:20:00
19106,38106,9,2023-12-13 12:20:12,32.81,33.23,94.5,2023-12-13 12:20:00
19107,38107,10,2023-12-13 12:20:12,30.26,30.65,86.2,2023-12-13 12:20:00
19108,38108,6,2023-12-13 12:30:12,31.37,31.78,91.0,2023-12-13 12:30:00
19109,38109,7,2023-12-13 12:30:12,33.31,33.74,92.3,2023-12-13 12:30:00
19110,38110,8,2023-12-13 12:30:12,30.62,31.05,90.7,2023-12-13 12:30:00
19111,38111,9,2023-12-13 12:30:12,36.3,36.76,100.0,2023-12-13 12:30:00
19112,38112,10,2023-12-13 12:30:12,30.83,31.23,91.1,2023-12-13 12:30:00
19113,38113,6,2023-12-13 12:40:12,61.88,62.84,98.2,2023-12-13 12:40:00
19114,38114,7,2023-12-13 12:40:12,39.85,40.4,99.7,2023-12-13 12:40:00
19115,38115,8,2023-12-13 12:40:12,50.15,50.84,97.6,2023-12-13 12:40:00
19116,38116,9,2023-12-13 12:40:12,45.24,45.83,108.3,2023-12-13 12:40:00
19117,38117,10,2023-12-13 12:40:12,47.69,48.34,97.9,2023-12-13 12:40:00
19118,38118,6,2023-12-13 12:50:12,33.95,34.38,102.4,2023-12-13 12:50:00
19119,38119,7,2023-12-13 12:50:12,33.84,34.28,103.7,2023-12-13 12:50:00
19120,38120,8,2023-12-13 12:50:12,35.17,35.63,103.9,2023-12-13 12:50:00
19121,38121,9,2023-12-13 12:50:12,38.04,38.57,112.8,2023-12-13 12:50:00
19122,38122,10,2023-12-13 12:50:12,34.38,34.84,103.9,2023-12-13 12:50:00
19123,38123,6,2023-12-13 13:00:12,32.35,32.78,110.4,2023-12-13 13:00:00
19124,38124,7,2023-12-13 13:00:12,34.26,34.74,109.9,2023-12-13 13:00:00
19125,38125,8,2023-12-13 13:00:12,32.13,32.56,110.0,2023-12-13 13:00:00
19126,38126,9,2023-12-13 13:00:12,38.56,39.05,119.6,2023-12-13 13:00:00
19127,38127,10,2023-12-13 13:00:12,31.73,32.13,109.8,2023-12-13 13:00:00
19128,38128,6,2023-12-13 13:10:12,34.2,34.63,114.2,2023-12-13 13:10:00
19129,38129,7,2023-12-13 13:10:12,35.95,36.41,115.6,2023-12-13 13:10:00
19130,38130,8,2023-12-13 13:10:12,32.82,33.26,115.6,2023-12-13 13:10:00
19131,38131,9,2023-12-13 13:10:12,39.96,40.46,126.0,2023-12-13 13:10:00
19132,38132,10,2023-12-13 13:10:12,31.77,32.18,115.4,2023-12-13 13:10:00
19133,38133,6,2023-12-13 13:20:12,42.3,43.09,120.2,2023-12-13 13:20:00
19134,38134,7,2023-12-13 13:20:12,38.88,39.43,121.6,2023-12-13 13:20:00
19135,38135,8,2023-12-13 13:20:12,37.46,37.93,119.5,2023-12-13 13:20:00
19136,38136,9,2023-12-13 13:20:12,44.86,45.49,132.8,2023-12-13 13:20:00
19137,38137,10,2023-12-13 13:20:12,36.9,37.36,119.2,2023-12-13 13:20:00
19138,38138,6,2023-12-13 13:30:12,35.56,36.0,127.8,2023-12-13 13:30:00
19139,38139,7,2023-12-13 13:30:12,33.29,33.72,127.3,2023-12-13 13:30:00
19140,38140,8,2023-12-13 13:30:12,34.81,35.26,127.1,2023-12-13 13:30:00
19141,38141,9,2023-12-13 13:30:12,36.98,37.45,139.1,2023-12-13 13:30:00
19142,38142,10,2023-12-13 13:30:12,34.27,34.71,126.7,2023-12-13 13:30:00
19143,38143,6,2023-12-13 13:40:12,35.0,35.44,133.8,2023-12-13 13:40:00
19144,38144,7,2023-12-13 13:40:12,36.26,36.73,133.4,2023-12-13 13:40:00
19145,38145,8,2023-12-13 13:40:12,34.12,34.6,133.2,2023-12-13 13:40:00
19146,38146,9,2023-12-13 13:40:12,40.74,41.25,145.8,2023-12-13 13:40:00
19147,38147,10,2023-12-13 13:40:12,33.46,33.93,132.6,2023-12-13 13:40:00
19148,38148,6,2023-12-13 13:50:12,33.53,33.95,139.4,2023-12-13 13:50:00
19149,38149,7,2023-12-13 13:50:12,29.44,29.86,139.2,2023-12-13 13:50:00
19150,38150,8,2023-12-13 13:50:12,32.52,32.94,138.7,2023-12-13 13:50:00
19151,38151,9,2023-12-13 13:50:12,33.59,34.03,152.2,2023-12-13 13:50:00
19152,38152,10,2023-12-13 13:50:12,32.21,32.62,138.0,2023-12-13 13:50:00
19153,38153,6,2023-12-13 14:00:12,30.71,31.11,143.0,2023-12-13 14:00:00
19154,38154,7,2023-12-13 14:00:12,30.11,30.51,144.5,2023-12-13 14:00:00
19155,38155,8,2023-12-13 14:00:12,27.93,28.33,144.0,2023-12-13 14:00:00
19156,38156,9,2023-12-13 14:00:12,33.43,33.89,158.0,2023-12-13 14:00:00
19157,38157,10,2023-12-13 14:00:12,27.65,28.01,143.3,2023-12-13 14:00:00
19158,38158,6,2023-12-13 14:10:12,24.82,25.16,147.5,2023-12-13 14:10:00
19159,38159,7,2023-12-13 14:10:12,25.29,25.64,148.9,2023-12-13 14:10:00
19160,38160,8,2023-12-13 14:10:12,24.85,25.26,147.0,2023-12-13 14:10:00
19161,38161,9,2023-12-13 14:10:12,27.49,27.85,163.0,2023-12-13 14:10:00
19162,38162,10,2023-12-13 14:10:12,24.9,25.27,146.1,2023-12-13 14:10:00
19163,38163,6,2023-12-13 14:20:12,22.43,22.97,152.8,2023-12-13 14:20:00
19164,38164,7,2023-12-13 14:20:12,21.99,22.3,153.0,2023-12-13 14:20:00
19165,38165,8,2023-12-13 14:20:12,22.5,22.82,152.2,2023-12-13 14:20:00
19166,38166,9,2023-12-13 14:20:12,23.68,24.05,167.3,2023-12-13 14:20:00
19167,38167,10,2023-12-13 14:20:12,22.6,22.92,151.4,2023-12-13 14:20:00
19168,38168,6,2023-12-13 14:30:12,21.02,21.36,155.1,2023-12-13 14:30:00
19169,38169,7,2023-12-13 14:30:12,21.22,21.55,156.6,2023-12-13 14:30:00
19170,38170,8,2023-12-13 14:30:12,21.91,22.22,155.8,2023-12-13 14:30:00
19171,38171,9,2023-12-13 14:30:12,22.99,23.32,171.3,2023-12-13 14:30:00
19172,38172,10,2023-12-13 14:30:12,21.95,22.29,155.0,2023-12-13 14:30:00
19173,38173,6,2023-12-13 14:40:12,23.21,23.59,158.8,2023-12-13 14:40:00
19174,38174,7,2023-12-13 14:40:12,23.81,24.15,160.4,2023-12-13 14:40:00
19175,38175,8,2023-12-13 14:40:12,23.05,23.43,158.3,2023-12-13 14:40:00
19176,38176,9,2023-12-13 14:40:12,25.66,26.01,175.4,2023-12-13 14:40:00
19177,38177,10,2023-12-13 14:40:12,23.14,23.47,157.5,2023-12-13 14:40:00
19178,38178,6,2023-12-13 14:50:12,26.32,26.72,163.1,2023-12-13 14:50:00
19179,38179,7,2023-12-13 14:50:12,25.38,25.73,164.6,2023-12-13 14:50:00
19180,38180,8,2023-12-13 14:50:12,25.25,25.61,163.8,2023-12-13 14:50:00
19181,38181,9,2023-12-13 14:50:12,27.95,28.32,180.1,2023-12-13 14:50:00
19182,38182,10,2023-12-13 14:50:12,26.87,27.23,163.1,2023-12-13 14:50:00
19183,38183,6,2023-12-13 15:00:12,20.29,20.76,166.9,2023-12-13 15:00:00
19184,38184,7,2023-12-13 15:00:12,20.69,20.99,168.4,2023-12-13 15:00:00
19185,38185,8,2023-12-13 15:00:12,20.05,20.35,166.2,2023-12-13 15:00:00
19186,38186,9,2023-12-13 15:00:12,22.83,23.22,184.4,2023-12-13 15:00:00
19187,38187,10,2023-12-13 15:00:12,19.91,20.2,165.5,2023-12-13 15:00:00
19188,38188,6,2023-12-13 15:10:12,20.15,20.45,170.5,2023-12-13 15:10:00
19189,38189,7,2023-12-13 15:10:12,19.94,20.34,172.1,2023-12-13 15:10:00
19190,38190,8,2023-12-13 15:10:12,17.14,17.43,170.6,2023-12-13 15:10:00
19191,38191,9,2023-12-13 15:10:12,22.1,22.41,188.3,2023-12-13 15:10:00
19192,38192,10,2023-12-13 15:10:12,17.59,17.88,170.1,2023-12-13 15:10:00
19193,38193,6,2023-12-13 15:20:12,17.86,18.16,173.5,2023-12-13 15:20:00
19194,38194,7,2023-12-13 15:20:12,18.49,18.84,175.0,2023-12-13 15:20:00
19195,38195,8,2023-12-13 15:20:12,18.13,18.43,173.5,2023-12-13 15:20:00
19196,38196,9,2023-12-13 15:20:12,20.22,20.57,191.6,2023-12-13 15:20:00
19197,38197,10,2023-12-13 15:20:12,18.78,19.07,173.0,2023-12-13 15:20:00
19198,38198,6,2023-12-13 15:30:12,16.92,17.28,176.6,2023-12-13 15:30:00
19199,38199,7,2023-12-13 15:30:12,16.93,17.24,178.1,2023-12-13 15:30:00
19200,38200,8,2023-12-13 15:30:12,15.6,15.89,176.2,2023-12-13 15:30:00
19201,38201,9,2023-12-13 15:30:12,18.54,18.83,194.9,2023-12-13 15:30:00
19202,38202,10,2023-12-13 15:30:12,16.8,17.09,175.9,2023-12-13 15:30:00
19203,38203,6,2023-12-13 15:40:12,20.7,21.01,179.3,2023-12-13 15:40:00
19204,38204,7,2023-12-13 15:40:12,14.1,14.57,180.7,2023-12-13 15:40:00
19205,38205,8,2023-12-13 15:40:12,12.31,12.65,177.8,2023-12-13 15:40:00
19206,38206,9,2023-12-13 15:40:12,15.95,16.32,197.9,2023-12-13 15:40:00
19207,38207,10,2023-12-13 15:40:12,13.52,13.79,177.6,2023-12-13 15:40:00
19208,38208,6,2023-12-13 15:50:12,15.6,15.9,182.4,2023-12-13 15:50:00
