,id,device_id,active_power,direct_power,charge_capacity,date_time,T,Po,U,DD,Ff,WW,VV,Td,RRR
0,19038,6,31.25,31.67,20.3,2023-09-14 08:00:00,27.5,753.7,83.0,从西方吹来的风,0.0,霾 ,4.9,24.4,无降水
1,19039,7,35.22,35.67,19.8,2023-09-14 08:00:00,27.5,753.7,83.0,从西方吹来的风,0.0,霾 ,4.9,24.4,无降水
2,19040,8,39.62,40.14,20.7,2023-09-14 08:00:00,27.5,753.7,83.0,从西方吹来的风,0.0,霾 ,4.9,24.4,无降水
3,19041,9,50.39,51.03,27.2,2023-09-14 08:00:00,27.5,753.7,83.0,从西方吹来的风,0.0,霾 ,4.9,24.4,无降水
4,19042,10,25.24,25.64,17.4,2023-09-14 08:00:00,27.5,753.7,83.0,从西方吹来的风,0.0,霾 ,4.9,24.4,无降水
5,19128,6,65.24,66.29,195.2,2023-09-14 11:00:00,31.2,754.1,60.0,从东南方吹来的风,2.0, ,18.0,22.5,无降水
6,19129,7,72.97,74.12,196.3,2023-09-14 11:00:00,31.2,754.1,60.0,从东南方吹来的风,2.0, ,18.0,22.5,无降水
7,19130,8,65.92,66.98,199.0,2023-09-14 11:00:00,31.2,754.1,60.0,从东南方吹来的风,2.0, ,18.0,22.5,无降水
8,19131,9,72.45,73.67,232.2,2023-09-14 11:00:00,31.2,754.1,60.0,从东南方吹来的风,2.0, ,18.0,22.5,无降水
9,19132,10,60.01,60.98,182.0,2023-09-14 11:00:00,31.2,754.1,60.0,从东南方吹来的风,2.0, ,18.0,22.5,无降水
10,19218,6,77.74,79.08,444.6,2023-09-14 14:00:00,31.2,753.3,63.0,从东南方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.3,无降水
11,19219,7,79.34,80.84,447.2,2023-09-14 14:00:00,31.2,753.3,63.0,从东南方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.3,无降水
12,19220,8,77.25,78.58,450.9,2023-09-14 14:00:00,31.2,753.3,63.0,从东南方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.3,无降水
13,19221,9,81.16,82.51,492.9,2023-09-14 14:00:00,31.2,753.3,63.0,从东南方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.3,无降水
14,19222,10,78.86,80.19,419.1,2023-09-14 14:00:00,31.2,753.3,63.0,从东南方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.3,无降水
15,19308,6,11.43,11.73,565.7,2023-09-14 17:00:00,28.6,753.7,75.0,从东方吹来的风,5.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.7,无降水
16,19309,7,8.81,9.11,571.1,2023-09-14 17:00:00,28.6,753.7,75.0,从东方吹来的风,5.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.7,无降水
17,19310,8,7.89,8.11,565.2,2023-09-14 17:00:00,28.6,753.7,75.0,从东方吹来的风,5.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.7,无降水
18,19311,9,10.24,10.67,614.2,2023-09-14 17:00:00,28.6,753.7,75.0,从东方吹来的风,5.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.7,无降水
19,19312,10,11.47,11.85,549.7,2023-09-14 17:00:00,28.6,753.7,75.0,从东方吹来的风,5.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.7,无降水
20,19398,6,0.0,0.0,568.1,2023-09-14 20:00:00,28.0,755.0,79.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.0,无降水
21,19399,7,0.0,0.0,573.3,2023-09-14 20:00:00,28.0,755.0,79.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.0,无降水
22,19400,8,0.0,0.0,567.3,2023-09-14 20:00:00,28.0,755.0,79.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.0,无降水
23,19401,9,0.0,0.0,616.7,2023-09-14 20:00:00,28.0,755.0,79.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.0,无降水
24,19402,10,0.0,0.0,552.1,2023-09-14 20:00:00,28.0,755.0,79.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.0,无降水
25,19488,6,0.0,0.0,568.1,2023-09-14 23:00:00,27.7,755.5,82.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.3,无降水
26,19489,7,0.0,0.0,573.3,2023-09-14 23:00:00,27.7,755.5,82.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.3,无降水
27,19490,8,0.0,0.0,567.3,2023-09-14 23:00:00,27.7,755.5,82.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.3,无降水
28,19491,9,0.0,0.0,616.7,2023-09-14 23:00:00,27.7,755.5,82.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.3,无降水
29,19492,10,0.0,0.0,552.1,2023-09-14 23:00:00,27.7,755.5,82.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,24.3,无降水
30,19578,6,0.0,0.0,0.0,2023-09-15 02:00:00,27.2,754.6,86.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,24.7,无降水
31,19579,7,0.0,0.0,0.0,2023-09-15 02:00:00,27.2,754.6,86.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,24.7,无降水
32,19580,8,0.0,0.0,0.0,2023-09-15 02:00:00,27.2,754.6,86.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,24.7,无降水
33,19581,9,0.0,0.0,0.0,2023-09-15 02:00:00,27.2,754.6,86.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,24.7,无降水
34,19582,10,0.0,0.0,0.0,2023-09-15 02:00:00,27.2,754.6,86.0,从东方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,24.7,无降水
35,19668,6,0.0,0.0,0.0,2023-09-15 05:00:00,26.7,754.3,86.0,从东方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.2,无降水
36,19669,7,0.0,0.0,0.0,2023-09-15 05:00:00,26.7,754.3,86.0,从东方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.2,无降水
37,19670,8,0.0,0.0,0.0,2023-09-15 05:00:00,26.7,754.3,86.0,从东方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.2,无降水
38,19671,9,0.0,0.0,0.0,2023-09-15 05:00:00,26.7,754.3,86.0,从东方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.2,无降水
39,19672,10,0.0,0.0,0.0,2023-09-15 05:00:00,26.7,754.3,86.0,从东方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.2,无降水
40,19758,6,16.76,17.11,20.1,2023-09-15 08:00:00,27.9,755.4,83.0,从西方吹来的风,2.0,霾 ,7.0,24.7,无降水
41,19759,7,46.7,47.42,19.1,2023-09-15 08:00:00,27.9,755.4,83.0,从西方吹来的风,2.0,霾 ,7.0,24.7,无降水
42,19760,8,45.2,45.87,20.0,2023-09-15 08:00:00,27.9,755.4,83.0,从西方吹来的风,2.0,霾 ,7.0,24.7,无降水
43,19761,9,62.12,62.96,25.3,2023-09-15 08:00:00,27.9,755.4,83.0,从西方吹来的风,2.0,霾 ,7.0,24.7,无降水
44,19762,10,15.29,15.63,17.4,2023-09-15 08:00:00,27.9,755.4,83.0,从西方吹来的风,2.0,霾 ,7.0,24.7,无降水
45,19848,6,52.47,53.22,112.9,2023-09-15 11:00:00,32.0,755.1,58.0,从西北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,22.7,无降水
46,19849,7,52.39,53.15,114.6,2023-09-15 11:00:00,32.0,755.1,58.0,从西北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,22.7,无降水
47,19850,8,70.19,71.37,116.9,2023-09-15 11:00:00,32.0,755.1,58.0,从西北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,22.7,无降水
48,19851,9,78.36,80.12,134.2,2023-09-15 11:00:00,32.0,755.1,58.0,从西北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,22.7,无降水
49,19852,10,51.94,52.71,107.1,2023-09-15 11:00:00,32.0,755.1,58.0,从西北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,22.7,无降水
50,19938,6,48.47,49.18,348.8,2023-09-15 14:00:00,31.5,753.9,67.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.6,无降水
51,19939,7,48.92,49.59,351.3,2023-09-15 14:00:00,31.5,753.9,67.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.6,无降水
52,19940,8,49.33,50.04,353.5,2023-09-15 14:00:00,31.5,753.9,67.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.6,无降水
53,19941,9,51.83,52.64,393.8,2023-09-15 14:00:00,31.5,753.9,67.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.6,无降水
54,19942,10,48.47,49.18,331.3,2023-09-15 14:00:00,31.5,753.9,67.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,18.0,24.6,无降水
55,19983,6,7.9,8.22,440.4,2023-09-15 17:00:00,29.7,753.8,79.0,从东方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.7,无降水
56,19984,7,8.95,9.25,444.4,2023-09-15 17:00:00,29.7,753.8,79.0,从东方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.7,无降水
57,19985,8,5.79,6.08,434.3,2023-09-15 17:00:00,29.7,753.8,79.0,从东方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.7,无降水
58,19986,9,5.4,5.84,483.9,2023-09-15 17:00:00,29.7,753.8,79.0,从东方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.7,无降水
59,19987,10,15.35,15.77,432.9,2023-09-15 17:00:00,29.7,753.8,79.0,从东方吹来的风,3.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.7,无降水
60,21208,6,0.0,0.0,443.8,2023-09-15 20:00:00,28.3,755.1,83.0,从东南偏东方向吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,25.1,无降水
61,21209,7,0.0,0.0,447.9,2023-09-15 20:00:00,28.3,755.1,83.0,从东南偏东方向吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,25.1,无降水
62,21210,8,0.0,0.0,437.0,2023-09-15 20:00:00,28.3,755.1,83.0,从东南偏东方向吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,25.1,无降水
63,21211,9,0.0,0.0,486.9,2023-09-15 20:00:00,28.3,755.1,83.0,从东南偏东方向吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,25.1,无降水
64,21212,10,0.0,0.0,439.1,2023-09-15 20:00:00,28.3,755.1,83.0,从东南偏东方向吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,17.0,25.1,无降水
65,21298,6,0.0,0.0,443.8,2023-09-15 23:00:00,27.9,755.3,85.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.1,无降水
66,21299,7,0.0,0.0,447.9,2023-09-15 23:00:00,27.9,755.3,85.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.1,无降水
67,21300,8,0.0,0.0,437.0,2023-09-15 23:00:00,27.9,755.3,85.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.1,无降水
68,21301,9,0.0,0.0,486.9,2023-09-15 23:00:00,27.9,755.3,85.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.1,无降水
69,21302,10,0.0,0.0,439.1,2023-09-15 23:00:00,27.9,755.3,85.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,20.0,25.1,无降水
70,21388,6,0.0,0.0,0.0,2023-09-16 02:00:00,26.7,754.9,89.0,从西北偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,8.0,24.7,无降水
71,21389,7,0.0,0.0,0.0,2023-09-16 02:00:00,26.7,754.9,89.0,从西北偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,8.0,24.7,无降水
72,21390,8,0.0,0.0,0.0,2023-09-16 02:00:00,26.7,754.9,89.0,从西北偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,8.0,24.7,无降水
73,21391,9,0.0,0.0,0.0,2023-09-16 02:00:00,26.7,754.9,89.0,从西北偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,8.0,24.7,无降水
74,21392,10,0.0,0.0,0.0,2023-09-16 02:00:00,26.7,754.9,89.0,从西北偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,8.0,24.7,无降水
75,21478,6,0.0,0.0,0.0,2023-09-16 05:00:00,26.3,754.8,91.0,从西方吹来的风,1.0,霾 ,5.0,24.7,无降水
76,21479,7,0.0,0.0,0.0,2023-09-16 05:00:00,26.3,754.8,91.0,从西方吹来的风,1.0,霾 ,5.0,24.7,无降水
77,21480,8,0.0,0.0,0.0,2023-09-16 05:00:00,26.3,754.8,91.0,从西方吹来的风,1.0,霾 ,5.0,24.7,无降水
78,21481,9,0.0,0.0,0.0,2023-09-16 05:00:00,26.3,754.8,91.0,从西方吹来的风,1.0,霾 ,5.0,24.7,无降水
79,21482,10,0.0,0.0,0.0,2023-09-16 05:00:00,26.3,754.8,91.0,从西方吹来的风,1.0,霾 ,5.0,24.7,无降水
80,21568,6,14.2,14.56,17.6,2023-09-16 08:00:00,27.8,755.7,84.0,从西北偏西方向吹来的风,0.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.8,无降水
81,21569,7,15.51,15.81,18.2,2023-09-16 08:00:00,27.8,755.7,84.0,从西北偏西方向吹来的风,0.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.8,无降水
82,21570,8,14.87,15.17,18.0,2023-09-16 08:00:00,27.8,755.7,84.0,从西北偏西方向吹来的风,0.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.8,无降水
83,21571,9,15.36,15.7,19.0,2023-09-16 08:00:00,27.8,755.7,84.0,从西北偏西方向吹来的风,0.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.8,无降水
84,21572,10,14.0,14.3,17.0,2023-09-16 08:00:00,27.8,755.7,84.0,从西北偏西方向吹来的风,0.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.8,无降水
85,21658,6,48.18,48.93,110.4,2023-09-16 11:00:00,29.0,755.9,78.0,从西南偏西方向吹来的风,1.0,小雨（不冻） ,10.0,24.8,无降水
86,21659,7,46.07,46.76,112.5,2023-09-16 11:00:00,29.0,755.9,78.0,从西南偏西方向吹来的风,1.0,小雨（不冻） ,10.0,24.8,无降水
87,21660,8,46.18,46.92,112.7,2023-09-16 11:00:00,29.0,755.9,78.0,从西南偏西方向吹来的风,1.0,小雨（不冻） ,10.0,24.8,无降水
88,21661,9,49.75,50.5,122.7,2023-09-16 11:00:00,29.0,755.9,78.0,从西南偏西方向吹来的风,1.0,小雨（不冻） ,10.0,24.8,无降水
89,21662,10,44.63,45.32,108.1,2023-09-16 11:00:00,29.0,755.9,78.0,从西南偏西方向吹来的风,1.0,小雨（不冻） ,10.0,24.8,无降水
90,21748,6,29.67,30.12,226.6,2023-09-16 14:00:00,30.1,754.5,73.0,从东南偏南方向吹来的风,1.0,小雨（不冻） ,10.0,24.7,无降水
91,21749,7,30.06,30.53,229.2,2023-09-16 14:00:00,30.1,754.5,73.0,从东南偏南方向吹来的风,1.0,小雨（不冻） ,10.0,24.7,无降水
92,21750,8,30.25,30.67,229.8,2023-09-16 14:00:00,30.1,754.5,73.0,从东南偏南方向吹来的风,1.0,小雨（不冻） ,10.0,24.7,无降水
93,21751,9,32.3,32.8,245.3,2023-09-16 14:00:00,30.1,754.5,73.0,从东南偏南方向吹来的风,1.0,小雨（不冻） ,10.0,24.7,无降水
94,21752,10,29.5,29.93,222.5,2023-09-16 14:00:00,30.1,754.5,73.0,从东南偏南方向吹来的风,1.0,小雨（不冻） ,10.0,24.7,无降水
95,21838,6,17.39,17.7,279.5,2023-09-16 17:00:00,31.1,754.0,70.0,从西北偏北方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,10.0,25.0,无降水
96,21839,7,17.17,17.5,282.6,2023-09-16 17:00:00,31.1,754.0,70.0,从西北偏北方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,10.0,25.0,无降水
97,21840,8,14.0,14.25,282.3,2023-09-16 17:00:00,31.1,754.0,70.0,从西北偏北方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,10.0,25.0,无降水
98,21841,9,15.9,16.31,302.4,2023-09-16 17:00:00,31.1,754.0,70.0,从西北偏北方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,10.0,25.0,无降水
99,21842,10,21.95,22.28,276.1,2023-09-16 17:00:00,31.1,754.0,70.0,从西北偏北方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,10.0,25.0,无降水
100,21928,6,0.0,0.0,287.1,2023-09-16 20:00:00,27.9,754.7,74.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,16.0,22.8,无降水
101,21929,7,0.0,0.0,290.1,2023-09-16 20:00:00,27.9,754.7,74.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,16.0,22.8,无降水
102,21930,8,0.0,0.0,289.2,2023-09-16 20:00:00,27.9,754.7,74.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,16.0,22.8,无降水
103,21931,9,0.0,0.0,309.6,2023-09-16 20:00:00,27.9,754.7,74.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,16.0,22.8,无降水
104,21932,10,0.0,0.0,284.7,2023-09-16 20:00:00,27.9,754.7,74.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,16.0,22.8,无降水
105,22018,6,0.0,0.0,287.1,2023-09-16 23:00:00,26.6,755.2,80.0,从西方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.9,无降水
106,22019,7,0.0,0.0,290.1,2023-09-16 23:00:00,26.6,755.2,80.0,从西方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.9,无降水
107,22020,8,0.0,0.0,289.2,2023-09-16 23:00:00,26.6,755.2,80.0,从西方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.9,无降水
108,22021,9,0.0,0.0,309.6,2023-09-16 23:00:00,26.6,755.2,80.0,从西方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.9,无降水
109,22022,10,0.0,0.0,284.7,2023-09-16 23:00:00,26.6,755.2,80.0,从西方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.9,无降水
110,22108,6,0.0,0.0,0.0,2023-09-17 02:00:00,25.7,754.8,85.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,23.0,无降水
111,22109,7,0.0,0.0,0.0,2023-09-17 02:00:00,25.7,754.8,85.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,23.0,无降水
112,22110,8,0.0,0.0,0.0,2023-09-17 02:00:00,25.7,754.8,85.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,23.0,无降水
113,22111,9,0.0,0.0,0.0,2023-09-17 02:00:00,25.7,754.8,85.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,23.0,无降水
114,22112,10,0.0,0.0,0.0,2023-09-17 02:00:00,25.7,754.8,85.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,23.0,无降水
115,22198,6,0.0,0.0,0.0,2023-09-17 05:00:00,24.8,754.6,90.0,从西方吹来的风,2.0,霾 ,6.0,23.0,无降水
116,22199,7,0.0,0.0,0.0,2023-09-17 05:00:00,24.8,754.6,90.0,从西方吹来的风,2.0,霾 ,6.0,23.0,无降水
117,22200,8,0.0,0.0,0.0,2023-09-17 05:00:00,24.8,754.6,90.0,从西方吹来的风,2.0,霾 ,6.0,23.0,无降水
118,22201,9,0.0,0.0,0.0,2023-09-17 05:00:00,24.8,754.6,90.0,从西方吹来的风,2.0,霾 ,6.0,23.0,无降水
119,22202,10,0.0,0.0,0.0,2023-09-17 05:00:00,24.8,754.6,90.0,从西方吹来的风,2.0,霾 ,6.0,23.0,无降水
120,22288,6,38.26,38.78,31.1,2023-09-17 08:00:00,26.9,755.8,80.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,23.2,无降水
121,22289,7,38.56,39.07,30.9,2023-09-17 08:00:00,26.9,755.8,80.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,23.2,无降水
122,22290,8,38.22,38.74,30.5,2023-09-17 08:00:00,26.9,755.8,80.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,23.2,无降水
123,22291,9,48.23,48.85,38.9,2023-09-17 08:00:00,26.9,755.8,80.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,23.2,无降水
124,22292,10,30.07,30.47,23.8,2023-09-17 08:00:00,26.9,755.8,80.0,从西南偏西方向吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,18.0,23.2,无降水
125,22378,6,85.57,87.01,221.1,2023-09-17 11:00:00,32.3,755.5,60.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.5,无降水
126,22379,7,87.25,88.71,223.5,2023-09-17 11:00:00,32.3,755.5,60.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.5,无降水
127,22380,8,87.99,89.47,226.6,2023-09-17 11:00:00,32.3,755.5,60.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.5,无降水
128,22381,9,95.76,97.43,269.8,2023-09-17 11:00:00,32.3,755.5,60.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.5,无降水
129,22382,10,78.99,80.35,194.3,2023-09-17 11:00:00,32.3,755.5,60.0,从南方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,23.5,无降水
130,22468,6,68.22,69.3,427.6,2023-09-17 14:00:00,32.1,754.0,66.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.9,无降水
131,22469,7,70.17,71.29,435.4,2023-09-17 14:00:00,32.1,754.0,66.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.9,无降水
132,22470,8,69.99,71.09,439.6,2023-09-17 14:00:00,32.1,754.0,66.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.9,无降水
133,22471,9,73.75,74.98,521.3,2023-09-17 14:00:00,32.1,754.0,66.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.9,无降水
134,22472,10,68.68,69.82,394.1,2023-09-17 14:00:00,32.1,754.0,66.0,从东南偏东方向吹来的风,4.0,云量发展情况没有进行观测或无法观测。 ,13.0,24.9,无降水
135,22558,6,4.52,4.84,542.3,2023-09-17 17:00:00,29.7,754.3,80.0,从东南方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,11.0,25.9,无降水
136,22559,7,4.79,5.02,551.7,2023-09-17 17:00:00,29.7,754.3,80.0,从东南方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,11.0,25.9,无降水
137,22560,8,4.53,4.92,551.2,2023-09-17 17:00:00,29.7,754.3,80.0,从东南方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,11.0,25.9,无降水
138,22561,9,4.76,5.12,639.1,2023-09-17 17:00:00,29.7,754.3,80.0,从东南方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,11.0,25.9,无降水
139,22562,10,4.73,4.95,512.9,2023-09-17 17:00:00,29.7,754.3,80.0,从东南方吹来的风,2.0,云量发展情况没有进行观测或无法观测。 ,11.0,25.9,无降水
140,22648,6,0.0,0.0,545.9,2023-09-17 20:00:00,28.7,755.3,86.0,从东方吹来的风,2.0,霾 ,7.0,26.1,无降水
141,22649,7,0.0,0.0,555.2,2023-09-17 20:00:00,28.7,755.3,86.0,从东方吹来的风,2.0,霾 ,7.0,26.1,无降水
142,22650,8,0.0,0.0,554.7,2023-09-17 20:00:00,28.7,755.3,86.0,从东方吹来的风,2.0,霾 ,7.0,26.1,无降水
143,22651,9,0.0,0.0,642.6,2023-09-17 20:00:00,28.7,755.3,86.0,从东方吹来的风,2.0,霾 ,7.0,26.1,无降水
144,22652,10,0.0,0.0,516.7,2023-09-17 20:00:00,28.7,755.3,86.0,从东方吹来的风,2.0,霾 ,7.0,26.1,无降水
145,22738,6,0.0,0.0,545.9,2023-09-17 23:00:00,27.8,755.9,74.0,从东北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.7,无降水
146,22739,7,0.0,0.0,555.2,2023-09-17 23:00:00,27.8,755.9,74.0,从东北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.7,无降水
147,22740,8,0.0,0.0,554.7,2023-09-17 23:00:00,27.8,755.9,74.0,从东北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.7,无降水
148,22741,9,0.0,0.0,642.6,2023-09-17 23:00:00,27.8,755.9,74.0,从东北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.7,无降水
149,22742,10,0.0,0.0,516.7,2023-09-17 23:00:00,27.8,755.9,74.0,从东北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,19.0,22.7,无降水
150,22828,6,0.0,0.0,0.0,2023-09-18 02:00:00,27.4,755.5,83.0,从北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,24.3,无降水
151,22829,7,0.0,0.0,0.0,2023-09-18 02:00:00,27.4,755.5,83.0,从北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,24.3,无降水
152,22830,8,0.0,0.0,0.0,2023-09-18 02:00:00,27.4,755.5,83.0,从北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,24.3,无降水
153,22831,9,0.0,0.0,0.0,2023-09-18 02:00:00,27.4,755.5,83.0,从北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,24.3,无降水
154,22832,10,0.0,0.0,0.0,2023-09-18 02:00:00,27.4,755.5,83.0,从北方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,12.0,24.3,无降水
155,22918,6,0.0,0.0,0.0,2023-09-18 05:00:00,26.3,755.5,87.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,11.0,24.0,无降水
156,22919,7,0.0,0.0,0.0,2023-09-18 05:00:00,26.3,755.5,87.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,11.0,24.0,无降水
157,22920,8,0.0,0.0,0.0,2023-09-18 05:00:00,26.3,755.5,87.0,从西方吹来的风,1.0,云量发展情况没有进行观测或无法观测。 ,11.0,24.0,无降水
