id;"device_id";"gather_time";"active_power";"direct_power";"charge_capacity"
105384;7;"2024-02-26 16:10:00";2.36;2.51;90.5
105385;8;"2024-02-26 16:10:00";2.36;2.71;89.8
105386;9;"2024-02-26 16:10:00";2.35;2.69;96.6
105387;10;"2024-02-26 16:10:00";2.3;2.7;91.3
105388;6;"2024-02-26 17:10:00";0.25;0.65;91.7
105389;7;"2024-02-26 17:10:00";0.25;0.52;92.4
105390;8;"2024-02-26 17:10:00";0.24;0.66;91.7
105391;9;"2024-02-26 17:10:00";0.32;0.57;98.7
105392;10;"2024-02-26 17:10:00";0.27;0.72;93.2
105393;6;"2024-02-26 18:10:00";0.0;0.0;91.9
105394;7;"2024-02-26 18:10:00";0.0;0.0;92.6
105395;8;"2024-02-26 18:10:01";0.0;0.0;91.9
105396;9;"2024-02-26 18:10:01";0.0;0.0;98.8
105397;10;"2024-02-26 18:10:01";0.0;0.07;93.4
105398;6;"2024-02-26 19:10:00";0.0;0.0;91.9
105399;7;"2024-02-26 19:10:00";0.0;0.0;92.6
105400;8;"2024-02-26 19:10:00";0.0;0.0;91.9
105401;9;"2024-02-26 19:10:00";0.0;0.0;98.8
105402;10;"2024-02-26 19:10:00";0.0;0.0;93.4
105403;6;"2024-02-26 20:10:00";0.0;0.0;91.9
105404;7;"2024-02-26 20:10:00";0.0;0.0;92.6
105405;8;"2024-02-26 20:10:00";0.0;0.0;91.9
105406;9;"2024-02-26 20:10:00";0.0;0.0;98.8
105407;10;"2024-02-26 20:10:00";0.0;0.0;93.4
105408;6;"2024-02-26 21:10:00";0.0;0.0;91.9
105409;7;"2024-02-26 21:10:00";0.0;0.0;92.6
105410;8;"2024-02-26 21:10:00";0.0;0.0;91.9
105411;9;"2024-02-26 21:10:00";0.0;0.0;98.8
105412;10;"2024-02-26 21:10:00";0.0;0.0;93.4
105413;6;"2024-02-26 22:10:00";0.0;0.0;91.9
105414;7;"2024-02-26 22:10:00";0.0;0.0;92.6
105415;8;"2024-02-26 22:10:00";0.0;0.0;91.9
105416;9;"2024-02-26 22:10:00";0.0;0.0;98.8
105417;10;"2024-02-26 22:10:00";0.0;0.0;93.4
105418;6;"2024-02-26 23:10:00";0.0;0.0;91.9
105419;7;"2024-02-26 23:10:00";0.0;0.0;92.6
105420;8;"2024-02-26 23:10:00";0.0;0.0;91.9
105421;9;"2024-02-26 23:10:00";0.0;0.0;98.8
105422;10;"2024-02-26 23:10:00";0.0;0.0;93.4
105423;6;"2024-02-27 00:10:01";0.0;0.0;0.0
105424;7;"2024-02-27 00:10:01";0.0;0.0;0.0
105425;8;"2024-02-27 00:10:01";0.0;0.0;0.0
105426;9;"2024-02-27 00:10:01";0.0;0.0;0.0
105427;10;"2024-02-27 00:10:01";0.0;0.0;0.0
105428;6;"2024-02-27 01:10:01";0.0;0.0;0.0
105429;7;"2024-02-27 01:10:01";0.0;0.0;0.0
105430;8;"2024-02-27 01:10:01";0.0;0.0;0.0
105431;9;"2024-02-27 01:10:01";0.0;0.0;0.0
105432;10;"2024-02-27 01:10:01";0.0;0.0;0.0
105433;6;"2024-02-27 02:10:00";0.0;0.0;0.0
105434;7;"2024-02-27 02:10:00";0.0;0.0;0.0
105435;8;"2024-02-27 02:10:00";0.0;0.0;0.0
105436;9;"2024-02-27 02:10:00";0.0;0.0;0.0
105437;10;"2024-02-27 02:10:00";0.0;0.0;0.0
105438;6;"2024-02-27 03:10:00";0.0;0.0;0.0
105439;7;"2024-02-27 03:10:00";0.0;0.0;0.0
105440;8;"2024-02-27 03:10:00";0.0;0.0;0.0
105441;9;"2024-02-27 03:10:00";0.0;0.0;0.0
105442;10;"2024-02-27 03:10:00";0.0;0.0;0.0
105443;6;"2024-02-27 04:10:00";0.0;0.0;0.0
105444;7;"2024-02-27 04:10:01";0.0;0.0;0.0
105445;8;"2024-02-27 04:10:01";0.0;0.0;0.0
105446;9;"2024-02-27 04:10:01";0.0;0.0;0.0
105447;10;"2024-02-27 04:10:01";0.0;0.0;0.0
105448;6;"2024-02-27 05:10:00";0.0;0.0;0.0
105449;7;"2024-02-27 05:10:00";0.0;0.0;0.0
105450;8;"2024-02-27 05:10:00";0.0;0.0;0.0
105451;9;"2024-02-27 05:10:00";0.0;0.0;0.0
105452;10;"2024-02-27 05:10:00";0.0;0.0;0.0
105453;6;"2024-02-27 06:10:00";0.0;0.0;0.0
105454;7;"2024-02-27 06:10:00";0.0;0.0;0.0
105455;8;"2024-02-27 06:10:00";0.0;0.0;0.0
105456;9;"2024-02-27 06:10:00";0.0;0.0;0.0
105457;10;"2024-02-27 06:10:00";0.0;0.0;0.0
105458;6;"2024-02-27 07:10:00";0.88;1.36;0.1
105459;7;"2024-02-27 07:10:00";0.84;1.35;0.1
105460;8;"2024-02-27 07:10:00";0.84;1.36;0.1
105461;9;"2024-02-27 07:10:00";1.01;1.32;0.1
105462;10;"2024-02-27 07:10:00";1.03;1.43;0.1
105463;6;"2024-02-27 08:10:00";7.34;7.64;3.4
105464;7;"2024-02-27 08:10:00";7.39;7.66;3.4
105465;8;"2024-02-27 08:10:00";7.33;7.73;3.4
105466;9;"2024-02-27 08:10:00";7.76;8.01;3.6
105467;10;"2024-02-27 08:10:00";7.51;7.8;3.5
105468;6;"2024-02-27 09:10:01";21.85;22.19;16.2
105469;7;"2024-02-27 09:10:01";21.88;22.21;16.2
105470;8;"2024-02-27 09:10:01";21.74;22.07;16.1
105471;9;"2024-02-27 09:10:01";24.4;24.76;18.5
105472;10;"2024-02-27 09:10:01";22.87;23.23;17.5
105473;6;"2024-02-27 10:10:00";41.35;41.9;46.8
105474;7;"2024-02-27 10:10:00";41.6;42.17;47.0
105475;8;"2024-02-27 10:10:00";41.62;42.17;46.6
105476;9;"2024-02-27 10:10:00";46.8;47.41;50.2
105477;10;"2024-02-27 10:10:00";41.01;41.58;46.4
105478;6;"2024-02-27 11:10:00";59.73;60.51;95.9
105479;7;"2024-02-27 11:10:00";60.22;61.01;96.4
105480;8;"2024-02-27 11:10:00";59.94;60.73;95.8
105481;9;"2024-02-27 11:10:00";69.7;70.62;105.3
105482;10;"2024-02-27 11:10:00";58.2;58.97;93.8
105483;6;"2024-02-27 12:10:00";61.75;62.55;166.5
105484;7;"2024-02-27 12:10:00";59.6;60.35;167.4
105485;8;"2024-02-27 12:10:00";61.1;61.87;166.8
105486;9;"2024-02-27 12:10:00";63.77;64.59;186.1
105487;10;"2024-02-27 12:10:00";55.28;55.97;161.0
105488;6;"2024-02-27 13:10:00";44.96;45.53;214.2
105489;7;"2024-02-27 13:10:00";44.83;45.39;217.8
105490;8;"2024-02-27 13:10:00";44.75;45.37;214.8
105491;9;"2024-02-27 13:10:00";49.22;49.85;242.4
105492;10;"2024-02-27 13:10:00";44.56;45.14;211.3
105493;6;"2024-02-27 14:10:00";38.12;38.61;264.0
105494;7;"2024-02-27 14:10:00";38.64;39.2;265.7
105495;8;"2024-02-27 14:10:00";37.87;38.4;264.6
105496;9;"2024-02-27 14:10:00";42.31;42.87;294.7
105497;10;"2024-02-27 14:10:00";39.03;39.53;258.7
105498;6;"2024-02-27 15:10:00";28.16;28.57;297.8
105499;7;"2024-02-27 15:10:00";28.59;28.98;299.8
105500;8;"2024-02-27 15:10:00";28.25;28.63;298.2
105501;9;"2024-02-27 15:10:00";29.66;30.06;333.6
105502;10;"2024-02-27 15:10:00";27.73;28.16;294.6
105503;6;"2024-02-27 16:10:00";17.53;17.87;318.1
105504;7;"2024-02-27 16:10:00";17.77;18.11;320.3
105505;8;"2024-02-27 16:10:00";17.42;17.72;318.4
105506;9;"2024-02-27 16:10:00";19.29;19.67;355.1
105507;10;"2024-02-27 16:10:00";17.91;18.21;314.9
105508;6;"2024-02-27 17:10:00";6.73;7.22;332.8
105509;7;"2024-02-27 17:10:00";6.28;6.64;335.5
105510;8;"2024-02-27 17:10:00";6.75;7.07;332.7
105511;9;"2024-02-27 17:10:00";7.46;7.88;369.8
105512;10;"2024-02-27 17:10:00";7.13;7.36;329.2
105513;6;"2024-02-27 18:10:00";0.0;0.2;335.3
105514;7;"2024-02-27 18:10:00";0.0;0.14;337.8
105515;8;"2024-02-27 18:10:00";0.0;0.0;335.2
105516;9;"2024-02-27 18:10:00";0.0;0.14;372.6
105517;10;"2024-02-27 18:10:00";0.0;0.07;332.0
105518;6;"2024-02-27 19:10:00";0.0;0.0;335.3
105519;7;"2024-02-27 19:10:00";0.0;0.0;337.8
105520;8;"2024-02-27 19:10:00";0.0;0.0;335.2
105521;9;"2024-02-27 19:10:00";0.0;0.0;372.6
105522;10;"2024-02-27 19:10:00";0.0;0.0;332.0
105523;6;"2024-02-27 20:10:00";0.0;0.0;335.3
105524;7;"2024-02-27 20:10:00";0.0;0.0;337.8
105525;8;"2024-02-27 20:10:00";0.0;0.0;335.2
105526;9;"2024-02-27 20:10:00";0.0;0.0;372.6
105527;10;"2024-02-27 20:10:00";0.0;0.0;332.0
105528;6;"2024-02-27 21:10:00";0.0;0.0;335.3
105529;7;"2024-02-27 21:10:00";0.0;0.0;337.8
105530;8;"2024-02-27 21:10:00";0.0;0.0;335.2
105531;9;"2024-02-27 21:10:00";0.0;0.0;372.6
105532;10;"2024-02-27 21:10:00";0.0;0.0;332.0
105533;6;"2024-02-27 22:10:00";0.0;0.0;335.3
105534;7;"2024-02-27 22:10:00";0.0;0.0;337.8
105535;8;"2024-02-27 22:10:00";0.0;0.0;335.2
105536;9;"2024-02-27 22:10:00";0.0;0.0;372.6
105537;10;"2024-02-27 22:10:00";0.0;0.0;332.0
105538;6;"2024-02-27 23:10:00";0.0;0.0;335.3
105539;7;"2024-02-27 23:10:00";0.0;0.0;337.8
105540;8;"2024-02-27 23:10:00";0.0;0.0;335.2
105541;9;"2024-02-27 23:10:00";0.0;0.0;372.6
105542;10;"2024-02-27 23:10:00";0.0;0.0;332.0
105543;6;"2024-02-28 00:10:01";0.0;0.0;0.0
105544;7;"2024-02-28 00:10:01";0.0;0.0;0.0
105545;8;"2024-02-28 00:10:01";0.0;0.0;0.0
105546;9;"2024-02-28 00:10:01";0.0;0.0;0.0
105547;10;"2024-02-28 00:10:01";0.0;0.0;0.0
105548;6;"2024-02-28 01:10:00";0.0;0.0;0.0
105549;7;"2024-02-28 01:10:00";0.0;0.0;0.0
105550;8;"2024-02-28 01:10:00";0.0;0.0;0.0
105551;9;"2024-02-28 01:10:00";0.0;0.0;0.0
105552;10;"2024-02-28 01:10:00";0.0;0.0;0.0
105553;6;"2024-02-28 02:10:00";0.0;0.0;0.0
105554;7;"2024-02-28 02:10:00";0.0;0.0;0.0
105555;8;"2024-02-28 02:10:00";0.0;0.0;0.0
105556;9;"2024-02-28 02:10:00";0.0;0.0;0.0
105557;10;"2024-02-28 02:10:00";0.0;0.0;0.0
105558;6;"2024-02-28 03:10:00";0.0;0.0;0.0
105559;7;"2024-02-28 03:10:00";0.0;0.0;0.0
105560;8;"2024-02-28 03:10:00";0.0;0.0;0.0
105561;9;"2024-02-28 03:10:00";0.0;0.0;0.0
105562;10;"2024-02-28 03:10:00";0.0;0.0;0.0
105563;6;"2024-02-28 04:10:00";0.0;0.0;0.0
105564;7;"2024-02-28 04:10:00";0.0;0.0;0.0
105565;8;"2024-02-28 04:10:00";0.0;0.0;0.0
105566;9;"2024-02-28 04:10:00";0.0;0.0;0.0
105567;10;"2024-02-28 04:10:00";0.0;0.0;0.0
105568;6;"2024-02-28 05:10:00";0.0;0.0;0.0
105569;7;"2024-02-28 05:10:00";0.0;0.0;0.0
105570;8;"2024-02-28 05:10:00";0.0;0.0;0.0
105571;9;"2024-02-28 05:10:00";0.0;0.0;0.0
105572;10;"2024-02-28 05:10:00";0.0;0.0;0.0
105573;6;"2024-02-28 06:10:00";0.0;0.0;0.0
105574;7;"2024-02-28 06:10:00";0.0;0.0;0.0
105575;8;"2024-02-28 06:10:00";0.0;0.0;0.0
105576;9;"2024-02-28 06:10:00";0.0;0.0;0.0
105577;10;"2024-02-28 06:10:00";0.0;0.0;0.0
105578;6;"2024-02-28 07:10:00";0.11;0.38;0.0
105579;7;"2024-02-28 07:10:00";0.21;0.41;0.0
105580;8;"2024-02-28 07:10:00";0.07;0.36;0.0
105581;9;"2024-02-28 07:10:00";0.13;0.43;0.0
105582;10;"2024-02-28 07:10:00";0.0;0.3;0.0
105583;6;"2024-02-28 08:10:01";1.45;2.0;1.1
105584;7;"2024-02-28 08:10:01";1.9;2.08;1.2
105585;8;"2024-02-28 08:10:01";1.31;1.75;1.1
105586;9;"2024-02-28 08:10:01";1.93;2.27;1.2
105587;10;"2024-02-28 08:10:01";1.8;2.14;1.1
105588;6;"2024-02-28 09:10:00";4.61;5.02;4.3
105589;7;"2024-02-28 09:10:00";4.4;4.86;4.2
105590;8;"2024-02-28 09:10:00";3.88;4.21;4.1
105591;9;"2024-02-28 09:10:00";4.51;4.82;4.4
105592;10;"2024-02-28 09:10:00";4.57;4.98;4.2
105593;6;"2024-02-28 10:10:00";7.06;7.44;9.0
105594;7;"2024-02-28 10:10:00";8.09;8.34;8.8
105595;8;"2024-02-28 10:10:00";8.83;9.09;8.5
105596;9;"2024-02-28 10:10:00";9.01;9.28;9.2
105597;10;"2024-02-28 10:10:00";7.56;7.8;8.9
105598;6;"2024-02-28 11:10:00";4.88;5.32;15.1
105599;7;"2024-02-28 11:10:00";4.83;5.18;15.3
105600;8;"2024-02-28 11:10:00";4.92;5.32;15.0
105601;9;"2024-02-28 11:10:00";5.3;5.63;15.8
105602;10;"2024-02-28 11:10:00";4.98;5.18;15.4
105603;6;"2024-02-28 12:10:01";5.31;5.61;20.4
105604;7;"2024-02-28 12:10:01";4.81;5.2;20.7
105605;8;"2024-02-28 12:10:01";5.08;5.49;20.3
105606;9;"2024-02-28 12:10:01";5.44;5.72;21.2
105607;10;"2024-02-28 12:10:01";4.82;5.01;20.8
105608;6;"2024-02-28 13:10:00";3.04;3.46;23.8
105609;7;"2024-02-28 13:10:00";3.0;3.3;24.0
105610;8;"2024-02-28 13:10:00";3.05;3.51;23.6
105611;9;"2024-02-28 13:10:00";3.46;3.93;24.7
105612;10;"2024-02-28 13:10:00";3.1;3.4;24.1
105613;6;"2024-02-28 14:10:00";2.86;3.36;27.4
105614;7;"2024-02-28 14:10:00";2.91;3.22;27.5
105615;8;"2024-02-28 14:10:00";2.94;3.3;27.1
105616;9;"2024-02-28 14:10:00";3.23;3.66;28.6
105617;10;"2024-02-28 14:10:00";2.87;3.06;27.7
105618;6;"2024-02-28 15:10:01";3.94;4.24;31.2
105619;7;"2024-02-28 15:10:01";4.03;4.39;31.3
105620;8;"2024-02-28 15:10:01";4.05;4.28;30.9
105621;9;"2024-02-28 15:10:01";4.28;4.54;32.7
105622;10;"2024-02-28 15:10:01";3.9;4.31;31.6
105623;6;"2024-02-28 16:10:00";1.11;1.52;33.1
105624;7;"2024-02-28 16:10:00";1.14;1.49;33.3
105625;8;"2024-02-28 16:10:00";1.18;1.34;32.8
105626;9;"2024-02-28 16:10:00";1.27;1.71;34.7
105627;10;"2024-02-28 16:10:00";1.18;1.49;33.5
105628;6;"2024-02-28 17:10:01";1.02;1.35;34.8
105629;7;"2024-02-28 17:10:01";1.08;1.41;35.0
105630;8;"2024-02-28 17:10:01";1.0;1.34;34.5
105631;9;"2024-02-28 17:10:01";1.15;1.66;36.5
105632;10;"2024-02-28 17:10:01";1.04;1.42;35.2
105633;6;"2024-02-28 18:10:01";0.0;0.0;35.0
105634;7;"2024-02-28 18:10:01";0.0;0.0;35.1
105635;8;"2024-02-28 18:10:01";0.0;0.0;34.6
105636;9;"2024-02-28 18:10:01";0.0;0.0;36.6
105637;10;"2024-02-28 18:10:01";0.0;0.0;35.4
105638;6;"2024-02-28 19:10:00";0.0;0.0;35.0
105639;7;"2024-02-28 19:10:00";0.0;0.0;35.1
105640;8;"2024-02-28 19:10:00";0.0;0.0;34.6
105641;9;"2024-02-28 19:10:00";0.0;0.0;36.6
105642;10;"2024-02-28 19:10:00";0.0;0.0;35.4
105643;6;"2024-02-28 20:10:00";0.0;0.0;35.0
105644;7;"2024-02-28 20:10:00";0.0;0.0;35.1
105645;8;"2024-02-28 20:10:00";0.0;0.0;34.6
105646;9;"2024-02-28 20:10:00";0.0;0.0;36.6
105647;10;"2024-02-28 20:10:00";0.0;0.0;35.4
105648;6;"2024-02-28 21:10:00";0.0;0.0;35.0
105649;7;"2024-02-28 21:10:00";0.0;0.0;35.1
105650;8;"2024-02-28 21:10:00";0.0;0.0;34.6
105651;9;"2024-02-28 21:10:00";0.0;0.0;36.6
105652;10;"2024-02-28 21:10:00";0.0;0.0;35.4
105653;6;"2024-02-28 22:10:00";0.0;0.0;35.0
105654;7;"2024-02-28 22:10:00";0.0;0.0;35.1
105655;8;"2024-02-28 22:10:00";0.0;0.0;34.6
105656;9;"2024-02-28 22:10:00";0.0;0.0;36.6
105657;10;"2024-02-28 22:10:00";0.0;0.0;35.4
105658;6;"2024-02-28 23:10:00";0.0;0.0;35.0
105659;7;"2024-02-28 23:10:00";0.0;0.0;35.1
105660;8;"2024-02-28 23:10:00";0.0;0.0;34.6
105661;9;"2024-02-28 23:10:00";0.0;0.0;36.6
105662;10;"2024-02-28 23:10:00";0.0;0.0;35.4
105663;6;"2024-02-29 00:10:01";0.0;0.0;0.0
105664;7;"2024-02-29 00:10:01";0.0;0.0;0.0
105665;8;"2024-02-29 00:10:01";0.0;0.0;0.0
105666;9;"2024-02-29 00:10:01";0.0;0.0;0.0
105667;10;"2024-02-29 00:10:01";0.0;0.0;0.0
105668;6;"2024-02-29 01:10:00";0.0;0.0;0.0
105669;7;"2024-02-29 01:10:00";0.0;0.0;0.0
105670;8;"2024-02-29 01:10:00";0.0;0.0;0.0
105671;9;"2024-02-29 01:10:00";0.0;0.0;0.0
105672;10;"2024-02-29 01:10:00";0.0;0.0;0.0
105673;6;"2024-02-29 02:10:00";0.0;0.0;0.0
105674;7;"2024-02-29 02:10:00";0.0;0.0;0.0
105675;8;"2024-02-29 02:10:00";0.0;0.0;0.0
105676;9;"2024-02-29 02:10:00";0.0;0.0;0.0
105677;10;"2024-02-29 02:10:00";0.0;0.0;0.0
105678;6;"2024-02-29 03:10:00";0.0;0.0;0.0
105679;7;"2024-02-29 03:10:00";0.0;0.0;0.0
105680;8;"2024-02-29 03:10:00";0.0;0.0;0.0
105681;9;"2024-02-29 03:10:00";0.0;0.0;0.0
105682;10;"2024-02-29 03:10:00";0.0;0.0;0.0
105683;6;"2024-02-29 04:10:00";0.0;0.0;0.0
105684;7;"2024-02-29 04:10:00";0.0;0.0;0.0
105685;8;"2024-02-29 04:10:00";0.0;0.0;0.0
105686;9;"2024-02-29 04:10:00";0.0;0.0;0.0
105687;10;"2024-02-29 04:10:00";0.0;0.0;0.0
105688;6;"2024-02-29 05:10:01";0.0;0.0;0.0
105689;7;"2024-02-29 05:10:01";0.0;0.0;0.0
105690;8;"2024-02-29 05:10:01";0.0;0.0;0.0
105691;9;"2024-02-29 05:10:01";0.0;0.0;0.0
105692;10;"2024-02-29 05:10:01";0.0;0.0;0.0
105693;6;"2024-02-29 06:10:00";0.0;0.0;0.0
105694;7;"2024-02-29 06:10:00";0.0;0.0;0.0
105695;8;"2024-02-29 06:10:00";0.0;0.0;0.0
105696;9;"2024-02-29 06:10:00";0.0;0.0;0.0
105697;10;"2024-02-29 06:10:00";0.0;0.0;0.0
105698;6;"2024-02-29 07:10:01";2.79;3.01;1.0
105699;7;"2024-02-29 07:10:01";2.82;3.19;1.0
105700;8;"2024-02-29 07:10:01";2.79;3.05;1.0
105701;9;"2024-02-29 07:10:01";3.41;3.67;1.0
105702;10;"2024-02-29 07:10:01";2.9;3.15;1.0
105703;6;"2024-02-29 08:10:01";8.48;8.71;5.1
105704;7;"2024-02-29 08:10:01";8.67;8.91;5.1
105705;8;"2024-02-29 08:10:01";8.65;8.88;5.0
105706;9;"2024-02-29 08:10:01";9.41;9.82;5.4
105707;10;"2024-02-29 08:10:01";8.61;8.86;5.2
105708;6;"2024-02-29 09:10:00";4.15;4.42;9.9
105709;7;"2024-02-29 09:10:00";4.09;4.36;10.0
105710;8;"2024-02-29 09:10:00";3.45;3.72;10.1
105711;9;"2024-02-29 09:10:00";4.35;4.72;10.8
105712;10;"2024-02-29 09:10:00";3.47;3.72;10.2
105713;6;"2024-02-29 10:10:00";2.75;3.39;13.1
105714;7;"2024-02-29 10:10:00";2.88;3.14;13.4
105715;8;"2024-02-29 10:10:00";2.8;3.33;13.2
105716;9;"2024-02-29 10:10:00";3.12;3.51;14.3
105717;10;"2024-02-29 10:10:00";2.91;3.23;13.3
105718;6;"2024-02-29 11:10:01";4.8;5.14;18.1
105719;7;"2024-02-29 11:10:01";5.11;5.38;18.0
105720;8;"2024-02-29 11:10:01";5.41;5.65;17.8
105721;9;"2024-02-29 11:10:01";5.3;5.65;19.5
105722;10;"2024-02-29 11:10:01";5.21;5.45;18.0
105723;6;"2024-02-29 12:10:00";18.03;18.33;25.8
105724;7;"2024-02-29 12:10:00";18.3;18.72;25.9
105725;8;"2024-02-29 12:10:00";18.51;18.82;25.6
105726;9;"2024-02-29 12:10:00";19.76;20.06;28.4
105727;10;"2024-02-29 12:10:00";18.75;19.08;26.1
105728;6;"2024-02-29 13:10:00";4.89;5.12;33.7
105729;7;"2024-02-29 13:10:00";4.75;5.08;34.0
105730;8;"2024-02-29 13:10:00";4.63;4.86;33.6
105731;9;"2024-02-29 13:10:00";5.73;6.16;36.6
105732;10;"2024-02-29 13:10:00";4.82;5.16;34.1
105733;6;"2024-02-29 14:10:00";7.63;7.92;40.7
105734;7;"2024-02-29 14:10:00";7.66;7.96;40.9
105735;8;"2024-02-29 14:10:00";7.64;7.87;40.5
105736;9;"2024-02-29 14:10:00";8.03;8.36;44.0
105737;10;"2024-02-29 14:10:00";7.72;8.02;41.2
105738;6;"2024-02-29 15:10:00";17.56;17.86;51.9
105739;7;"2024-02-29 15:10:00";17.49;17.79;52.1
105740;8;"2024-02-29 15:10:00";17.34;17.64;51.6
105741;9;"2024-02-29 15:10:00";18.7;19.02;55.7
105742;10;"2024-02-29 15:10:00";17.57;17.87;52.5
105743;6;"2024-02-29 16:10:01";5.23;5.66;60.8
105744;7;"2024-02-29 16:10:01";3.7;4.05;61.5
105745;8;"2024-02-29 16:10:01";3.77;4.1;60.9
105746;9;"2024-02-29 16:10:01";5.16;5.56;65.2
105747;10;"2024-02-29 16:10:01";4.16;4.37;62.0
105748;6;"2024-02-29 17:10:00";1.27;1.58;63.3
105749;7;"2024-02-29 17:10:00";1.47;1.73;63.8
105750;8;"2024-02-29 17:10:00";1.38;1.69;63.2
105751;9;"2024-02-29 17:10:00";1.26;1.73;67.9
105752;10;"2024-02-29 17:10:00";1.73;2.12;64.4
105753;6;"2024-02-29 18:10:01";0.0;0.0;63.6
105754;7;"2024-02-29 18:10:01";0.0;0.0;64.2
105755;8;"2024-02-29 18:10:01";0.0;0.0;63.5
105756;9;"2024-02-29 18:10:01";0.0;0.0;68.2
105757;10;"2024-02-29 18:10:01";0.0;0.0;64.7
105758;6;"2024-02-29 19:10:01";0.0;0.0;63.6
105759;7;"2024-02-29 19:10:01";0.0;0.0;64.2
105760;8;"2024-02-29 19:10:01";0.0;0.0;63.5
105761;9;"2024-02-29 19:10:01";0.0;0.0;68.2
105762;10;"2024-02-29 19:10:01";0.0;0.0;64.7
105763;6;"2024-02-29 20:10:00";0.0;0.0;63.6
105764;7;"2024-02-29 20:10:00";0.0;0.0;64.2
105765;8;"2024-02-29 20:10:00";0.0;0.0;63.5
105766;9;"2024-02-29 20:10:00";0.0;0.0;68.2
105767;10;"2024-02-29 20:10:00";0.0;0.0;64.7
105768;6;"2024-02-29 21:10:00";0.0;0.0;63.6
105769;7;"2024-02-29 21:10:00";0.0;0.0;64.2
105770;8;"2024-02-29 21:10:00";0.0;0.0;63.5
105771;9;"2024-02-29 21:10:00";0.0;0.0;68.2
105772;10;"2024-02-29 21:10:00";0.0;0.0;64.7
105773;6;"2024-02-29 22:10:00";0.0;0.0;63.6
105774;7;"2024-02-29 22:10:00";0.0;0.0;64.2
105775;8;"2024-02-29 22:10:00";0.0;0.0;63.5
105776;9;"2024-02-29 22:10:00";0.0;0.0;68.2
105777;10;"2024-02-29 22:10:00";0.0;0.0;64.7
105778;6;"2024-02-29 23:10:00";0.0;0.0;63.6
105779;7;"2024-02-29 23:10:00";0.0;0.0;64.2
105780;8;"2024-02-29 23:10:00";0.0;0.0;63.5
105781;9;"2024-02-29 23:10:00";0.0;0.0;68.2
105782;10;"2024-02-29 23:10:00";0.0;0.0;64.7
105783;6;"2024-03-01 00:10:01";0.0;0.0;0.0
105784;7;"2024-03-01 00:10:01";0.0;0.0;0.0
105785;8;"2024-03-01 00:10:01";0.0;0.0;0.0
105786;9;"2024-03-01 00:10:01";0.0;0.0;0.0
105787;10;"2024-03-01 00:10:01";0.0;0.0;0.0
105788;6;"2024-03-01 01:10:00";0.0;0.0;0.0
105789;7;"2024-03-01 01:10:00";0.0;0.0;0.0
105790;8;"2024-03-01 01:10:00";0.0;0.0;0.0
105791;9;"2024-03-01 01:10:00";0.0;0.0;0.0
105792;10;"2024-03-01 01:10:00";0.0;0.0;0.0
105793;6;"2024-03-01 02:10:00";0.0;0.0;0.0
105794;7;"2024-03-01 02:10:00";0.0;0.0;0.0
105795;8;"2024-03-01 02:10:00";0.0;0.0;0.0
105796;9;"2024-03-01 02:10:00";0.0;0.0;0.0
105797;10;"2024-03-01 02:10:00";0.0;0.0;0.0
105798;6;"2024-03-01 03:10:01";0.0;0.0;0.0
105799;7;"2024-03-01 03:10:01";0.0;0.0;0.0
105800;8;"2024-03-01 03:10:01";0.0;0.0;0.0
105801;9;"2024-03-01 03:10:01";0.0;0.0;0.0
105802;10;"2024-03-01 03:10:01";0.0;0.0;0.0
105803;6;"2024-03-01 04:10:00";0.0;0.0;0.0
105804;7;"2024-03-01 04:10:00";0.0;0.0;0.0
105805;8;"2024-03-01 04:10:00";0.0;0.0;0.0
105806;9;"2024-03-01 04:10:00";0.0;0.0;0.0
105807;10;"2024-03-01 04:10:00";0.0;0.0;0.0
105808;6;"2024-03-01 05:10:01";0.0;0.0;0.0
105809;7;"2024-03-01 05:10:01";0.0;0.0;0.0
105810;8;"2024-03-01 05:10:01";0.0;0.0;0.0
105811;9;"2024-03-01 05:10:01";0.0;0.0;0.0
105812;10;"2024-03-01 05:10:01";0.0;0.0;0.0
105813;6;"2024-03-01 06:10:01";0.0;0.0;0.0
105814;7;"2024-03-01 06:10:01";0.0;0.0;0.0
105815;8;"2024-03-01 06:10:01";0.0;0.0;0.0
105816;9;"2024-03-01 06:10:01";0.0;0.0;0.0
105817;10;"2024-03-01 06:10:01";0.0;0.0;0.0
105818;6;"2024-03-01 07:10:00";1.86;2.1;0.3
105819;7;"2024-03-01 07:10:00";2.14;2.54;0.4
105820;8;"2024-03-01 07:10:00";1.87;2.23;0.3
105821;9;"2024-03-01 07:10:00";2.29;2.66;0.4
105822;10;"2024-03-01 07:10:00";1.76;2.09;0.3
105823;6;"2024-03-01 08:10:00";9.55;9.8;5.3
105824;7;"2024-03-01 08:10:00";9.64;9.88;5.3
105825;8;"2024-03-01 08:10:00";9.61;9.98;5.4
105826;9;"2024-03-01 08:10:00";10.41;10.87;5.8
105827;10;"2024-03-01 08:10:00";9.73;9.97;5.4
105828;6;"2024-03-01 09:10:00";10.2;10.5;14.2
105829;7;"2024-03-01 09:10:00";9.86;10.12;14.6
105830;8;"2024-03-01 09:10:00";9.27;9.52;13.8
105831;9;"2024-03-01 09:10:00";10.39;10.73;15.2
105832;10;"2024-03-01 09:10:00";10.16;10.38;14.3
105833;6;"2024-03-01 10:10:00";30.13;30.54;24.5
