id;"device_id";"gather_time";"active_power";"direct_power";"charge_capacity"
105834;7;"2024-03-01 10:10:00";32.86;33.31;23.9
105835;8;"2024-03-01 10:10:00";31.31;31.78;23.5
105836;9;"2024-03-01 10:10:00";34.38;34.84;26.0
105837;10;"2024-03-01 10:10:00";30.32;30.74;24.0
105838;6;"2024-03-01 11:10:00";9.13;9.53;40.6
105839;7;"2024-03-01 11:10:00";10.26;10.55;40.8
105840;8;"2024-03-01 11:10:00";9.83;10.11;40.4
105841;9;"2024-03-01 11:10:00";11.62;11.86;44.3
105842;10;"2024-03-01 11:10:00";10.24;10.48;40.6
105843;6;"2024-03-01 12:10:00";10.14;10.39;50.2
105844;7;"2024-03-01 12:10:00";9.82;10.16;50.5
105845;8;"2024-03-01 12:10:00";10.17;10.4;50.0
105846;9;"2024-03-01 12:10:00";10.55;10.87;54.8
105847;10;"2024-03-01 12:10:00";9.99;10.28;50.4
105848;6;"2024-03-01 13:10:01";10.66;11.06;62.6
105849;7;"2024-03-01 13:10:01";11.9;12.15;63.1
105850;8;"2024-03-01 13:10:01";12.75;13.03;62.5
105851;9;"2024-03-01 13:10:01";13.48;13.86;68.6
105852;10;"2024-03-01 13:10:01";10.92;11.15;62.8
105853;6;"2024-03-01 14:10:00";16.43;16.73;77.2
105854;7;"2024-03-01 14:10:00";18.01;18.35;77.6
105855;8;"2024-03-01 14:10:00";18.04;18.39;76.9
105856;9;"2024-03-01 14:10:00";19.66;19.97;84.4
105857;10;"2024-03-01 14:10:00";17.02;17.35;77.4
105858;6;"2024-03-01 15:10:00";8.65;9.05;87.3
105859;7;"2024-03-01 15:10:00";8.55;9.03;88.1
105860;8;"2024-03-01 15:10:00";8.45;8.81;87.4
105861;9;"2024-03-01 15:10:00";9.13;9.41;95.5
105862;10;"2024-03-01 15:10:00";8.86;9.11;87.7
105863;6;"2024-03-01 16:10:01";4.66;5.12;93.2
105864;7;"2024-03-01 16:10:01";6.51;6.86;94.4
105865;8;"2024-03-01 16:10:01";4.21;4.76;93.4
105866;9;"2024-03-01 16:10:01";4.44;4.97;101.9
105867;10;"2024-03-01 16:10:01";4.54;5.06;93.7
105868;6;"2024-03-01 17:10:01";1.75;2.18;97.3
105869;7;"2024-03-01 17:10:01";1.94;2.1;98.3
105870;8;"2024-03-01 17:10:01";1.87;2.17;97.5
105871;9;"2024-03-01 17:10:01";1.02;1.42;106.4
105872;10;"2024-03-01 17:10:01";1.96;2.22;97.9
105873;6;"2024-03-01 18:10:00";0.0;0.0;97.6
105874;7;"2024-03-01 18:10:00";0.0;0.0;98.6
105875;8;"2024-03-01 18:10:00";0.0;0.0;97.8
105876;9;"2024-03-01 18:10:00";0.0;0.0;106.6
105877;10;"2024-03-01 18:10:00";0.0;0.0;98.1
105878;6;"2024-03-01 19:10:01";0.0;0.0;97.6
105879;7;"2024-03-01 19:10:01";0.0;0.0;98.6
105880;8;"2024-03-01 19:10:01";0.0;0.0;97.8
105881;9;"2024-03-01 19:10:01";0.0;0.0;106.6
105882;10;"2024-03-01 19:10:01";0.0;0.0;98.1
105883;6;"2024-03-01 20:10:00";0.0;0.0;97.6
105884;7;"2024-03-01 20:10:00";0.0;0.0;98.6
105885;8;"2024-03-01 20:10:00";0.0;0.0;97.8
105886;9;"2024-03-01 20:10:00";0.0;0.0;106.6
105887;10;"2024-03-01 20:10:00";0.0;0.0;98.1
105888;6;"2024-03-01 21:10:00";0.0;0.0;97.6
105889;7;"2024-03-01 21:10:00";0.0;0.0;98.6
105890;8;"2024-03-01 21:10:00";0.0;0.0;97.8
105891;9;"2024-03-01 21:10:00";0.0;0.0;106.6
105892;10;"2024-03-01 21:10:00";0.0;0.0;98.1
105893;6;"2024-03-01 22:10:00";0.0;0.0;97.6
105894;7;"2024-03-01 22:10:00";0.0;0.0;98.6
105895;8;"2024-03-01 22:10:00";0.0;0.0;97.8
105896;9;"2024-03-01 22:10:00";0.0;0.0;106.6
105897;10;"2024-03-01 22:10:00";0.0;0.0;98.1
105898;6;"2024-03-01 23:10:00";0.0;0.0;97.6
105899;7;"2024-03-01 23:10:00";0.0;0.0;98.6
105900;8;"2024-03-01 23:10:00";0.0;0.0;97.8
105901;9;"2024-03-01 23:10:00";0.0;0.0;106.6
105902;10;"2024-03-01 23:10:00";0.0;0.0;98.1
105903;6;"2024-03-02 00:10:01";0.0;0.0;0.0
105904;7;"2024-03-02 00:10:01";0.0;0.0;0.0
105905;8;"2024-03-02 00:10:01";0.0;0.0;0.0
105906;9;"2024-03-02 00:10:01";0.0;0.0;0.0
105907;10;"2024-03-02 00:10:01";0.0;0.0;0.0
105908;6;"2024-03-02 01:10:00";0.0;0.0;0.0
105909;7;"2024-03-02 01:10:00";0.0;0.0;0.0
105910;8;"2024-03-02 01:10:00";0.0;0.0;0.0
105911;9;"2024-03-02 01:10:00";0.0;0.0;0.0
105912;10;"2024-03-02 01:10:00";0.0;0.0;0.0
105913;6;"2024-03-02 02:10:01";0.0;0.0;0.0
105914;7;"2024-03-02 02:10:01";0.0;0.0;0.0
105915;8;"2024-03-02 02:10:01";0.0;0.0;0.0
105916;9;"2024-03-02 02:10:01";0.0;0.0;0.0
105917;10;"2024-03-02 02:10:01";0.0;0.0;0.0
105918;6;"2024-03-02 03:10:00";0.0;0.0;0.0
105919;7;"2024-03-02 03:10:00";0.0;0.0;0.0
105920;8;"2024-03-02 03:10:00";0.0;0.0;0.0
105921;9;"2024-03-02 03:10:00";0.0;0.0;0.0
105922;10;"2024-03-02 03:10:00";0.0;0.0;0.0
105923;6;"2024-03-02 04:10:00";0.0;0.0;0.0
105924;7;"2024-03-02 04:10:00";0.0;0.0;0.0
105925;8;"2024-03-02 04:10:00";0.0;0.0;0.0
105926;9;"2024-03-02 04:10:00";0.0;0.0;0.0
105927;10;"2024-03-02 04:10:00";0.0;0.0;0.0
105928;6;"2024-03-02 05:10:01";0.0;0.0;0.0
105929;7;"2024-03-02 05:10:01";0.0;0.0;0.0
105930;8;"2024-03-02 05:10:01";0.0;0.0;0.0
105931;9;"2024-03-02 05:10:01";0.0;0.0;0.0
105932;10;"2024-03-02 05:10:01";0.0;0.0;0.0
105933;6;"2024-03-02 06:10:00";0.0;0.0;0.0
105934;7;"2024-03-02 06:10:00";0.0;0.0;0.0
105935;8;"2024-03-02 06:10:00";0.0;0.0;0.0
105936;9;"2024-03-02 06:10:00";0.0;0.0;0.0
105937;10;"2024-03-02 06:10:00";0.0;0.0;0.0
105938;6;"2024-03-02 07:10:00";7.07;7.36;2.0
105939;7;"2024-03-02 07:10:00";6.62;6.89;1.7
105940;8;"2024-03-02 07:10:00";7.97;8.33;2.1
105941;9;"2024-03-02 07:10:00";8.62;9.1;2.3
105942;10;"2024-03-02 07:10:00";5.8;6.01;1.7
105943;6;"2024-03-02 08:10:00";17.68;18.0;13.9
105944;7;"2024-03-02 08:10:00";18.25;18.56;13.9
105945;8;"2024-03-02 08:10:00";18.11;18.48;14.9
105946;9;"2024-03-02 08:10:00";19.98;20.31;16.9
105947;10;"2024-03-02 08:10:00";17.51;17.83;12.6
105948;6;"2024-03-02 09:10:00";32.52;32.96;39.7
105949;7;"2024-03-02 09:10:00";32.34;32.86;41.1
105950;8;"2024-03-02 09:10:00";31.71;32.14;42.4
105951;9;"2024-03-02 09:10:00";35.66;36.14;48.3
105952;10;"2024-03-02 09:10:00";31.01;31.42;37.1
105953;6;"2024-03-02 10:10:01";37.03;37.52;75.8
105954;7;"2024-03-02 10:10:01";38.28;38.86;78.2
105955;8;"2024-03-02 10:10:01";38.28;38.79;79.0
105956;9;"2024-03-02 10:10:01";42.04;42.7;89.1
105957;10;"2024-03-02 10:10:01";37.46;37.96;72.6
105958;6;"2024-03-02 11:10:00";39.64;40.16;117.9
105959;7;"2024-03-02 11:10:00";39.35;39.87;118.4
105960;8;"2024-03-02 11:10:00";39.12;39.63;118.9
105961;9;"2024-03-02 11:10:00";42.78;43.34;133.0
105962;10;"2024-03-02 11:10:00";40.13;40.65;114.5
105963;6;"2024-03-02 12:10:00";62.68;63.55;167.4
105964;7;"2024-03-02 12:10:00";63.28;64.1;171.3
105965;8;"2024-03-02 12:10:00";64.32;65.16;168.2
105966;9;"2024-03-02 12:10:00";70.58;71.55;187.6
105967;10;"2024-03-02 12:10:00";60.5;61.29;163.7
105968;6;"2024-03-02 13:10:00";48.38;49.02;229.7
105969;7;"2024-03-02 13:10:00";49.25;49.88;230.9
105970;8;"2024-03-02 13:10:00";49.03;49.66;231.3
105971;9;"2024-03-02 13:10:00";59.63;60.43;253.8
105972;10;"2024-03-02 13:10:00";49.4;50.04;222.3
105973;6;"2024-03-02 14:10:01";36.46;36.95;266.3
105974;7;"2024-03-02 14:10:01";35.42;35.91;270.3
105975;8;"2024-03-02 14:10:01";36.44;36.93;268.4
105976;9;"2024-03-02 14:10:01";37.3;37.85;299.2
105977;10;"2024-03-02 14:10:01";36.32;36.8;261.7
105978;6;"2024-03-02 15:10:00";20.83;21.15;293.3
105979;7;"2024-03-02 15:10:01";21.38;21.71;297.1
105980;8;"2024-03-02 15:10:01";20.81;21.17;295.6
105981;9;"2024-03-02 15:10:01";22.34;22.68;326.4
105982;10;"2024-03-02 15:10:01";21.3;21.74;288.8
105983;6;"2024-03-02 16:10:00";13.91;14.26;312.8
105984;7;"2024-03-02 16:10:00";13.22;13.51;316.6
105985;8;"2024-03-02 16:10:00";14.26;14.55;315.2
105986;9;"2024-03-02 16:10:00";15.65;16.03;347.6
105987;10;"2024-03-02 16:10:00";13.59;13.86;308.4
105988;6;"2024-03-02 17:10:00";3.84;4.32;323.2
105989;7;"2024-03-02 17:10:00";4.5;4.86;326.5
105990;8;"2024-03-02 17:10:00";4.07;4.34;325.7
105991;9;"2024-03-02 17:10:00";4.57;5.01;359.0
105992;10;"2024-03-02 17:10:00";3.99;4.36;318.7
105993;6;"2024-03-02 18:10:00";0.0;0.28;325.4
105994;7;"2024-03-02 18:10:00";0.0;0.14;328.9
105995;8;"2024-03-02 18:10:00";0.0;0.0;328.0
105996;9;"2024-03-02 18:10:00";0.0;0.21;361.5
105997;10;"2024-03-02 18:10:00";0.0;0.14;321.0
105998;6;"2024-03-02 19:10:00";0.0;0.0;325.4
105999;7;"2024-03-02 19:10:00";0.0;0.0;328.9
106000;8;"2024-03-02 19:10:00";0.0;0.0;328.0
106001;9;"2024-03-02 19:10:00";0.0;0.0;361.5
106002;10;"2024-03-02 19:10:00";0.0;0.0;321.0
106003;6;"2024-03-02 20:10:00";0.0;0.0;325.4
106004;7;"2024-03-02 20:10:00";0.0;0.0;328.9
106005;8;"2024-03-02 20:10:00";0.0;0.0;328.0
106006;9;"2024-03-02 20:10:01";0.0;0.0;361.5
106007;10;"2024-03-02 20:10:01";0.0;0.0;321.0
106008;6;"2024-03-02 21:10:00";0.0;0.0;325.4
106009;7;"2024-03-02 21:10:00";0.0;0.0;328.9
106010;8;"2024-03-02 21:10:00";0.0;0.0;328.0
106011;9;"2024-03-02 21:10:00";0.0;0.0;361.5
106012;10;"2024-03-02 21:10:00";0.0;0.0;321.0
106013;6;"2024-03-02 22:10:00";0.0;0.0;325.4
106014;7;"2024-03-02 22:10:00";0.0;0.0;328.9
106015;8;"2024-03-02 22:10:00";0.0;0.0;328.0
106016;9;"2024-03-02 22:10:00";0.0;0.0;361.5
106017;10;"2024-03-02 22:10:00";0.0;0.0;321.0
106018;6;"2024-03-02 23:10:00";0.0;0.0;325.4
106019;7;"2024-03-02 23:10:00";0.0;0.0;328.9
106020;8;"2024-03-02 23:10:00";0.0;0.0;328.0
106021;9;"2024-03-02 23:10:00";0.0;0.0;361.5
106022;10;"2024-03-02 23:10:00";0.0;0.0;321.0
106023;6;"2024-03-03 00:10:01";0.0;0.0;0.0
106024;7;"2024-03-03 00:10:01";0.0;0.0;0.0
106025;8;"2024-03-03 00:10:01";0.0;0.0;0.0
106026;9;"2024-03-03 00:10:01";0.0;0.0;0.0
106027;10;"2024-03-03 00:10:01";0.0;0.0;0.0
106028;6;"2024-03-03 01:10:00";0.0;0.0;0.0
106029;7;"2024-03-03 01:10:00";0.0;0.0;0.0
106030;8;"2024-03-03 01:10:00";0.0;0.0;0.0
106031;9;"2024-03-03 01:10:00";0.0;0.0;0.0
106032;10;"2024-03-03 01:10:00";0.0;0.0;0.0
106033;6;"2024-03-03 02:10:00";0.0;0.0;0.0
106034;7;"2024-03-03 02:10:00";0.0;0.0;0.0
106035;8;"2024-03-03 02:10:00";0.0;0.0;0.0
106036;9;"2024-03-03 02:10:00";0.0;0.0;0.0
106037;10;"2024-03-03 02:10:00";0.0;0.0;0.0
106038;6;"2024-03-03 03:10:01";0.0;0.0;0.0
106039;7;"2024-03-03 03:10:01";0.0;0.0;0.0
106040;8;"2024-03-03 03:10:01";0.0;0.0;0.0
106041;9;"2024-03-03 03:10:01";0.0;0.0;0.0
106042;10;"2024-03-03 03:10:01";0.0;0.0;0.0
106043;6;"2024-03-03 04:10:01";0.0;0.0;0.0
106044;7;"2024-03-03 04:10:01";0.0;0.0;0.0
106045;8;"2024-03-03 04:10:01";0.0;0.0;0.0
106046;9;"2024-03-03 04:10:01";0.0;0.0;0.0
106047;10;"2024-03-03 04:10:01";0.0;0.0;0.0
106048;6;"2024-03-03 05:10:00";0.0;0.0;0.0
106049;7;"2024-03-03 05:10:00";0.0;0.0;0.0
106050;8;"2024-03-03 05:10:00";0.0;0.0;0.0
106051;9;"2024-03-03 05:10:00";0.0;0.0;0.0
106052;10;"2024-03-03 05:10:00";0.0;0.0;0.0
106053;6;"2024-03-03 06:10:00";0.0;0.0;0.0
106054;7;"2024-03-03 06:10:00";0.0;0.0;0.0
106055;8;"2024-03-03 06:10:00";0.0;0.0;0.0
106056;9;"2024-03-03 06:10:00";0.0;0.0;0.0
106057;10;"2024-03-03 06:10:00";0.0;0.0;0.0
106058;6;"2024-03-03 07:10:00";7.27;7.72;2.1
106059;7;"2024-03-03 07:10:00";7.42;7.74;2.1
106060;8;"2024-03-03 07:10:00";8.44;8.75;2.2
106061;9;"2024-03-03 07:10:00";9.92;10.37;2.8
106062;10;"2024-03-03 07:10:00";5.77;6.18;1.7
106063;6;"2024-03-03 08:10:00";24.71;25.15;18.8
106064;7;"2024-03-03 08:10:00";25.02;25.43;19.4
106065;8;"2024-03-03 08:10:00";26.02;26.45;20.8
106066;9;"2024-03-03 08:10:00";28.67;29.08;25.4
106067;10;"2024-03-03 08:10:00";23.69;24.1;15.4
106068;6;"2024-03-03 09:10:00";29.89;30.3;47.3
106069;7;"2024-03-03 09:10:00";29.74;30.14;48.0
106070;8;"2024-03-03 09:10:00";29.53;29.94;49.4
106071;9;"2024-03-03 09:10:00";32.24;32.68;57.3
106072;10;"2024-03-03 09:10:00";29.26;29.67;42.5
106073;6;"2024-03-03 10:10:00";73.74;74.7;97.4
106074;7;"2024-03-03 10:10:00";72.18;73.11;98.4
106075;8;"2024-03-03 10:10:00";61.37;62.19;99.1
106076;9;"2024-03-03 10:10:00";81.27;82.32;114.2
106077;10;"2024-03-03 10:10:00";53.2;53.85;88.7
106078;6;"2024-03-03 11:10:00";103.45;105.44;159.9
106079;7;"2024-03-03 11:10:00";73.85;76.41;165.8
106080;8;"2024-03-03 11:10:00";89.86;91.48;161.7
106081;9;"2024-03-03 11:10:00";67.46;68.45;192.4
106082;10;"2024-03-03 11:10:00";68.45;69.39;149.7
106083;6;"2024-03-03 12:10:01";62.7;63.53;225.3
106084;7;"2024-03-03 12:10:01";62.81;63.62;227.9
106085;8;"2024-03-03 12:10:01";63.44;64.28;231.5
106086;9;"2024-03-03 12:10:01";71.59;72.53;266.0
106087;10;"2024-03-03 12:10:01";58.67;59.43;210.7
106088;6;"2024-03-03 13:10:00";53.88;54.56;290.7
106089;7;"2024-03-03 13:10:00";53.91;54.6;293.9
106090;8;"2024-03-03 13:10:00";52.92;53.64;293.8
106091;9;"2024-03-03 13:10:00";59.42;60.27;335.9
106092;10;"2024-03-03 13:10:00";54.46;55.13;272.7
106093;6;"2024-03-03 14:10:01";84.5;85.63;359.7
106094;7;"2024-03-03 14:10:01";85.72;86.82;364.3
106095;8;"2024-03-03 14:10:01";79.92;81.33;367.4
106096;9;"2024-03-03 14:10:01";92.73;93.96;412.7
106097;10;"2024-03-03 14:10:01";80.98;82.06;335.6
106098;6;"2024-03-03 15:10:01";38.33;38.82;426.3
106099;7;"2024-03-03 15:10:01";41.57;42.11;431.6
106100;8;"2024-03-03 15:10:01";32.36;32.79;429.8
106101;9;"2024-03-03 15:10:01";41.14;41.65;485.3
106102;10;"2024-03-03 15:10:01";58.33;59.07;404.9
106103;6;"2024-03-03 16:10:00";31.9;32.34;467.0
106104;7;"2024-03-03 16:10:00";33.43;33.91;472.8
106105;8;"2024-03-03 16:10:00";27.47;27.87;467.3
106106;9;"2024-03-03 16:10:00";34.56;35.02;530.1
106107;10;"2024-03-03 16:10:01";35.01;35.51;445.7
106108;6;"2024-03-03 17:10:01";7.46;7.95;487.4
106109;7;"2024-03-03 17:10:01";7.5;7.77;493.1
106110;8;"2024-03-03 17:10:01";5.48;5.84;481.3
106111;9;"2024-03-03 17:10:01";7.05;7.5;550.2
106112;10;"2024-03-03 17:10:01";9.0;9.24;467.9
106113;6;"2024-03-03 18:10:00";0.0;0.36;489.8
106114;7;"2024-03-03 18:10:00";0.07;0.29;495.4
106115;8;"2024-03-03 18:10:00";0.05;0.27;483.4
106116;9;"2024-03-03 18:10:00";0.0;0.41;552.7
106117;10;"2024-03-03 18:10:00";0.0;0.29;471.0
106118;6;"2024-03-03 19:10:00";0.0;0.0;489.8
106119;7;"2024-03-03 19:10:00";0.0;0.0;495.4
106120;8;"2024-03-03 19:10:00";0.0;0.0;483.4
106121;9;"2024-03-03 19:10:00";0.0;0.0;552.7
106122;10;"2024-03-03 19:10:00";0.0;0.0;471.0
106123;6;"2024-03-03 20:10:01";0.0;0.0;489.8
106124;7;"2024-03-03 20:10:01";0.0;0.0;495.4
106125;8;"2024-03-03 20:10:01";0.0;0.0;483.4
106126;9;"2024-03-03 20:10:01";0.0;0.0;552.7
106127;10;"2024-03-03 20:10:01";0.0;0.0;471.0
106128;6;"2024-03-03 21:10:01";0.0;0.0;489.8
106129;7;"2024-03-03 21:10:01";0.0;0.0;495.4
106130;8;"2024-03-03 21:10:01";0.0;0.0;483.4
106131;9;"2024-03-03 21:10:01";0.0;0.0;552.7
106132;10;"2024-03-03 21:10:01";0.0;0.0;471.0
106133;6;"2024-03-03 22:10:00";0.0;0.0;489.8
106134;7;"2024-03-03 22:10:00";0.0;0.0;495.4
106135;8;"2024-03-03 22:10:00";0.0;0.0;483.4
106136;9;"2024-03-03 22:10:00";0.0;0.0;552.7
106137;10;"2024-03-03 22:10:00";0.0;0.0;471.0
106138;6;"2024-03-03 23:10:00";0.0;0.0;489.8
106139;7;"2024-03-03 23:10:00";0.0;0.0;495.4
106140;8;"2024-03-03 23:10:00";0.0;0.0;483.4
106141;9;"2024-03-03 23:10:00";0.0;0.0;552.7
106142;10;"2024-03-03 23:10:00";0.0;0.0;471.0
106143;6;"2024-03-04 00:10:01";0.0;0.0;0.0
106144;7;"2024-03-04 00:10:01";0.0;0.0;0.0
106145;8;"2024-03-04 00:10:01";0.0;0.0;0.0
106146;9;"2024-03-04 00:10:01";0.0;0.0;0.0
106147;10;"2024-03-04 00:10:01";0.0;0.0;0.0
106148;6;"2024-03-04 01:10:00";0.0;0.0;0.0
106149;7;"2024-03-04 01:10:00";0.0;0.0;0.0
106150;8;"2024-03-04 01:10:00";0.0;0.0;0.0
106151;9;"2024-03-04 01:10:00";0.0;0.0;0.0
106152;10;"2024-03-04 01:10:00";0.0;0.0;0.0
106153;6;"2024-03-04 02:10:00";0.0;0.0;0.0
106154;7;"2024-03-04 02:10:00";0.0;0.0;0.0
106155;8;"2024-03-04 02:10:00";0.0;0.0;0.0
106156;9;"2024-03-04 02:10:00";0.0;0.0;0.0
106157;10;"2024-03-04 02:10:00";0.0;0.0;0.0
106158;6;"2024-03-04 03:10:01";0.0;0.0;0.0
106159;7;"2024-03-04 03:10:01";0.0;0.0;0.0
106160;8;"2024-03-04 03:10:01";0.0;0.0;0.0
106161;9;"2024-03-04 03:10:01";0.0;0.0;0.0
106162;10;"2024-03-04 03:10:01";0.0;0.0;0.0
106163;6;"2024-03-04 04:10:00";0.0;0.0;0.0
106164;7;"2024-03-04 04:10:00";0.0;0.0;0.0
106165;8;"2024-03-04 04:10:00";0.0;0.0;0.0
106166;9;"2024-03-04 04:10:00";0.0;0.0;0.0
106167;10;"2024-03-04 04:10:00";0.0;0.0;0.0
106168;6;"2024-03-04 05:10:01";0.0;0.0;0.0
106169;7;"2024-03-04 05:10:01";0.0;0.0;0.0
106170;8;"2024-03-04 05:10:01";0.0;0.0;0.0
106171;9;"2024-03-04 05:10:01";0.0;0.0;0.0
106172;10;"2024-03-04 05:10:01";0.0;0.0;0.0
106173;6;"2024-03-04 06:10:00";0.0;0.0;0.0
106174;7;"2024-03-04 06:10:00";0.0;0.0;0.0
106175;8;"2024-03-04 06:10:00";0.0;0.0;0.0
106176;9;"2024-03-04 06:10:00";0.0;0.0;0.0
106177;10;"2024-03-04 06:10:00";0.0;0.0;0.0
106178;6;"2024-03-04 07:10:00";0.35;0.65;0.1
106179;7;"2024-03-04 07:10:00";0.42;0.64;0.1
106180;8;"2024-03-04 07:10:00";0.35;0.65;0.1
106181;9;"2024-03-04 07:10:00";0.18;0.51;0.0
106182;10;"2024-03-04 07:10:00";0.19;0.47;0.0
106183;6;"2024-03-04 08:10:01";3.7;4.24;0.9
106184;7;"2024-03-04 08:10:01";3.8;3.99;0.9
106185;8;"2024-03-04 08:10:01";3.8;4.19;0.9
106186;9;"2024-03-04 08:10:01";4.02;4.39;0.8
106187;10;"2024-03-04 08:10:01";3.48;3.93;0.7
106188;6;"2024-03-04 09:10:00";14.58;14.91;6.7
106189;7;"2024-03-04 09:10:00";15.27;15.56;7.5
106190;8;"2024-03-04 09:10:00";15.17;15.5;7.5
106191;9;"2024-03-04 09:10:00";15.65;15.96;7.0
106192;10;"2024-03-04 09:10:00";14.96;15.26;6.7
106193;6;"2024-03-04 10:10:00";10.85;11.1;17.3
106194;7;"2024-03-04 10:10:00";9.32;9.71;17.9
106195;8;"2024-03-04 10:10:00";10.47;10.75;17.3
106196;9;"2024-03-04 10:10:00";11.01;11.5;18.5
106197;10;"2024-03-04 10:10:00";9.36;9.6;17.4
