,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
1311,45094,7,57.83,58.59,111.9,2024-01-10 11:00:00,15.5,38.0,3.0,0.0,-1,1,1010.01,896.02,108.1,7.11,13.1,58.0,1.0,0.0,-1.0,1.0,1009.61,320.41,11
1316,45109,7,48.93,49.58,288.4,2024-01-10 14:00:00,17.1,21.0,4.0,0.0,-1,1,1008.55,795.41,176.5,57.83,15.5,38.0,3.0,0.0,-1.0,1.0,1010.01,896.02,14
1321,45124,7,2.37,2.79,360.5,2024-01-10 17:00:00,11.4,63.0,3.0,0.0,1,0,1009.88,51.88,72.1,48.93,17.1,21.0,4.0,0.0,-1.0,1.0,1008.55,795.41,17
1326,45139,7,0.0,0.0,360.9,2024-01-10 20:00:00,9.3,71.0,1.0,0.0,0,-1,1011.33,0.0,0.4,2.37,11.4,63.0,3.0,0.0,1.0,0.0,1009.88,51.88,20
1331,45199,7,11.67,11.99,5.1,2024-01-11 08:00:00,5.9,83.0,1.0,0.0,-1,0,1012.12,320.72,5.1,0.0,5.8,73.0,1.0,0.0,1.0,1.0,1010.93,0.0,8
1336,45214,7,53.92,54.72,117.6,2024-01-11 11:00:00,11.4,56.0,1.0,0.0,-1,-1,1011.33,897.71,112.5,11.67,5.9,83.0,1.0,0.0,-1.0,0.0,1012.12,320.72,11
1341,45229,7,48.49,49.15,285.0,2024-01-11 14:00:00,13.0,57.0,2.0,0.0,1,-1,1008.55,798.65,167.4,53.92,11.4,56.0,1.0,0.0,-1.0,-1.0,1011.33,897.71,14
1346,45244,7,2.35,2.67,353.9,2024-01-11 17:00:00,9.5,73.0,3.0,0.0,1,0,1008.69,55.97,68.9,48.49,13.0,57.0,2.0,0.0,1.0,-1.0,1008.55,798.65,17
1351,45259,7,0.0,0.0,354.4,2024-01-11 20:00:00,8.1,79.0,2.0,0.0,1,1,1009.74,0.0,0.5,2.35,9.5,73.0,3.0,0.0,1.0,0.0,1008.69,55.97,20
1356,45319,7,12.29,12.58,5.3,2024-01-12 08:00:00,6.1,89.0,2.0,0.0,-1,0,1009.08,321.14,5.3,0.0,5.6,91.0,2.0,0.0,-1.0,-1.0,1008.03,0.0,8
1361,45334,7,59.06,59.83,129.2,2024-01-12 11:00:00,12.9,55.0,2.0,0.0,-1,-1,1008.55,899.46,123.9,12.29,6.1,89.0,2.0,0.0,-1.0,0.0,1009.08,321.14,11
1366,45349,7,49.3,49.96,306.7,2024-01-12 14:00:00,18.8,40.0,2.0,0.5,1,-1,1005.91,801.92,177.5,59.06,12.9,55.0,2.0,0.0,-1.0,-1.0,1008.55,899.46,14
1371,45364,7,2.19,2.5,382.7,2024-01-12 17:00:00,12.2,75.0,2.0,0.0,1,0,1007.23,60.17,76.0,49.3,18.8,40.0,2.0,0.0,1.0,-1.0,1005.91,801.92,17
1376,45379,7,0.0,0.0,383.2,2024-01-12 20:00:00,10.2,88.0,1.0,0.0,1,1,1008.69,0.0,0.5,2.19,12.2,75.0,2.0,0.0,1.0,0.0,1007.23,60.17,20
1381,45439,7,13.62,13.92,6.0,2024-01-13 08:00:00,7.9,75.0,3.0,0.0,-1,0,1011.07,321.67,6.0,0.0,7.2,79.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1386,45454,7,61.13,62.01,133.7,2024-01-13 11:00:00,15.3,44.0,1.0,0.0,-1,-1,1011.33,901.29,127.7,13.62,7.9,75.0,3.0,0.0,-1.0,0.0,1011.07,321.67,11
1391,45469,7,53.46,54.15,321.3,2024-01-13 14:00:00,18.8,34.0,3.0,0.0,1,0,1009.08,805.22,187.6,61.13,15.3,44.0,1.0,0.0,-1.0,-1.0,1011.33,901.29,14
1396,45484,7,1.97,2.44,402.7,2024-01-13 17:00:00,14.4,50.0,2.0,0.0,1,0,1010.54,64.48,81.4,53.46,18.8,34.0,3.0,0.0,1.0,0.0,1009.08,805.22,17
1401,45499,7,0.0,0.0,403.1,2024-01-13 20:00:00,10.9,72.0,1.0,0.0,-1,-1,1012.26,0.0,0.4,1.97,14.4,50.0,2.0,0.0,1.0,0.0,1010.54,64.48,20
1406,45559,7,13.04,13.32,5.7,2024-01-14 08:00:00,9.4,64.0,3.0,0.0,-1,0,1012.52,322.31,5.7,0.0,8.2,66.0,3.0,0.0,-1.0,0.0,1011.33,0.0,8
1411,45574,7,61.56,62.42,135.4,2024-01-14 11:00:00,16.7,47.0,2.0,0.0,-1,-1,1011.46,903.17,129.7,13.04,9.4,64.0,3.0,0.0,-1.0,0.0,1012.52,322.31,11
1416,45589,7,51.88,52.54,314.2,2024-01-14 14:00:00,21.0,45.0,2.0,0.0,1,0,1008.42,808.54,178.8,61.56,16.7,47.0,2.0,0.0,-1.0,-1.0,1011.46,903.17,14
1421,45604,7,1.8,2.01,392.9,2024-01-14 17:00:00,16.7,63.0,3.0,0.0,1,0,1008.69,68.87,78.7,51.88,21.0,45.0,2.0,0.0,1.0,0.0,1008.42,808.54,17
1426,45619,7,0.0,0.0,393.3,2024-01-14 20:00:00,13.8,75.0,1.0,0.0,1,1,1009.88,0.0,0.4,1.8,16.7,63.0,3.0,0.0,1.0,0.0,1008.69,68.87,20
1431,45679,7,9.31,9.57,4.0,2024-01-15 08:00:00,10.3,90.0,0.0,0.0,1,1,1015.03,323.05,4.0,0.0,11.3,86.0,2.0,0.0,1.0,0.0,1012.26,0.0,8
1436,45694,7,29.19,29.6,82.9,2024-01-15 11:00:00,12.5,77.0,2.0,0.0,1,-1,1015.56,905.13,78.9,9.31,10.3,90.0,0.0,0.0,1.0,1.0,1015.03,323.05,11
1441,45709,7,15.27,15.57,161.7,2024-01-15 14:00:00,11.7,76.0,3.0,0.0,1,0,1013.97,811.89,78.8,29.19,12.5,77.0,2.0,0.0,1.0,-1.0,1015.56,905.13,14
1446,45724,7,0.57,1.03,186.0,2024-01-15 17:00:00,10.4,75.0,3.0,0.0,1,0,1015.56,73.35,24.3,15.27,11.7,76.0,3.0,0.0,1.0,0.0,1013.97,811.89,17
1451,45739,7,0.0,0.0,186.0,2024-01-15 20:00:00,9.6,71.0,2.0,0.0,1,-1,1016.49,0.0,0.0,0.57,10.4,75.0,3.0,0.0,1.0,0.0,1015.56,73.35,20
1456,45799,7,12.14,12.43,5.8,2024-01-16 08:00:00,7.8,76.0,1.0,0.0,-1,1,1017.68,323.25,5.8,0.0,7.3,70.0,2.0,0.0,1.0,1.0,1016.49,0.0,8
1461,45814,7,64.74,65.6,125.4,2024-01-16 11:00:00,13.2,50.0,1.0,0.0,1,-1,1017.41,906.56,119.6,12.14,7.8,76.0,1.0,0.0,-1.0,1.0,1017.68,323.25,11
1466,45829,7,52.94,53.71,308.8,2024-01-16 14:00:00,13.4,53.0,2.0,0.0,1,-1,1014.64,814.66,183.4,64.74,13.2,50.0,1.0,0.0,1.0,-1.0,1017.41,906.56,14
1471,45844,7,2.19,2.47,388.2,2024-01-16 17:00:00,12.4,59.0,3.0,0.0,1,0,1015.03,77.4,79.4,52.94,13.4,53.0,2.0,0.0,1.0,-1.0,1014.64,814.66,17
1476,45859,7,0.0,0.0,388.6,2024-01-16 20:00:00,10.1,70.0,1.0,0.0,1,1,1015.82,0.0,0.4,2.19,12.4,59.0,3.0,0.0,1.0,0.0,1015.03,77.4,20
1481,45919,7,8.06,8.37,2.9,2024-01-17 08:00:00,8.6,75.0,2.0,0.0,-1,0,1013.31,322.92,2.9,0.0,7.5,80.0,2.0,0.0,-1.0,0.0,1012.52,0.0,8
1486,45934,7,41.61,42.14,90.1,2024-01-17 11:00:00,14.6,58.0,2.0,0.0,-1,0,1012.12,907.48,87.2,8.06,8.6,75.0,2.0,0.0,-1.0,0.0,1013.31,322.92,11
1491,45949,7,28.28,28.66,251.5,2024-01-17 14:00:00,19.6,57.0,1.0,0.0,1,0,1008.16,816.87,161.4,41.61,14.6,58.0,2.0,0.0,-1.0,0.0,1012.12,907.48,14
1496,45964,7,2.24,2.49,319.1,2024-01-17 17:00:00,18.5,64.0,2.0,0.0,1,0,1007.76,80.98,67.6,28.28,19.6,57.0,1.0,0.0,1.0,0.0,1008.16,816.87,17
1501,45979,7,0.0,0.0,319.6,2024-01-17 20:00:00,14.8,79.0,1.0,0.0,-1,0,1008.55,0.0,0.5,2.24,18.5,64.0,2.0,0.0,1.0,0.0,1007.76,80.98,20
1506,46039,7,12.45,12.72,5.3,2024-01-18 08:00:00,12.7,88.0,3.0,0.0,-1,0,1007.5,322.71,5.3,0.0,12.1,91.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1511,46054,7,58.0,58.72,126.1,2024-01-18 11:00:00,20.5,59.0,1.0,0.0,1,0,1007.1,908.47,120.8,12.45,12.7,88.0,3.0,0.0,-1.0,0.0,1007.5,322.71,11
1516,46069,7,47.99,48.6,300.1,2024-01-18 14:00:00,19.6,66.0,4.0,0.0,1,0,1004.59,819.1,174.0,58.0,20.5,59.0,1.0,0.0,1.0,0.0,1007.1,908.47,14
1521,46084,7,2.49,2.89,374.6,2024-01-18 17:00:00,15.4,80.0,2.0,0.0,1,-1,1005.51,84.58,74.5,47.99,19.6,66.0,4.0,0.0,1.0,0.0,1004.59,819.1,17
1526,46099,7,0.0,0.0,375.1,2024-01-18 20:00:00,13.8,86.0,2.0,0.0,1,0,1007.89,0.0,0.5,2.49,15.4,80.0,2.0,0.0,1.0,-1.0,1005.51,84.58,20
1531,46159,7,1.56,2.02,0.5,2024-01-19 08:00:00,13.1,88.0,1.0,0.0,1,0,1008.82,322.61,0.5,0.0,13.0,85.0,1.0,0.0,-1.0,-1.0,1007.76,0.0,8
1536,46174,7,20.04,20.37,28.2,2024-01-19 11:00:00,14.5,83.0,1.0,0.0,1,-1,1008.69,909.52,27.7,1.56,13.1,88.0,1.0,0.0,1.0,0.0,1008.82,322.61,11
1541,46189,7,10.3,10.57,86.6,2024-01-19 14:00:00,15.5,80.0,2.0,0.0,1,-1,1005.78,821.34,58.4,20.04,14.5,83.0,1.0,0.0,1.0,-1.0,1008.69,909.52,14
1546,46204,7,0.23,0.57,103.8,2024-01-19 17:00:00,14.9,84.0,0.0,0.0,0,0,1005.91,88.18,17.2,10.3,15.5,80.0,2.0,0.0,1.0,-1.0,1005.78,821.34,17
1551,46219,7,0.0,0.0,103.8,2024-01-19 20:00:00,14.4,86.0,1.0,0.0,1,-1,1007.1,0.0,0.0,0.23,14.9,84.0,0.0,0.0,0.0,0.0,1005.91,88.18,20
1556,46279,7,1.25,1.51,0.9,2024-01-20 08:00:00,13.3,96.0,1.0,0.1,1,0,1006.44,322.63,0.9,0.0,13.6,92.0,1.0,0.0,-1.0,1.0,1004.32,0.0,8
1561,46294,7,4.9,5.36,9.8,2024-01-20 11:00:00,13.9,96.0,1.0,0.7,-1,-1,1007.1,910.63,8.9,1.25,13.3,96.0,1.0,0.1,1.0,0.0,1006.44,322.63,11
1566,46309,7,29.96,30.4,38.6,2024-01-20 14:00:00,14.5,97.0,1.0,1.0,-1,-1,1005.12,823.6,28.8,4.9,13.9,96.0,1.0,0.7,-1.0,-1.0,1007.1,910.63,14
1571,46324,7,1.31,1.67,68.3,2024-01-20 17:00:00,13.5,68.0,4.0,1.0,-1,1,1006.31,91.78,29.7,29.96,14.5,97.0,1.0,1.0,-1.0,-1.0,1005.12,823.6,17
1576,46339,7,0.0,0.0,68.6,2024-01-20 20:00:00,12.3,63.0,3.0,1.0,0,1,1008.42,0.0,0.3,1.31,13.5,68.0,4.0,1.0,-1.0,1.0,1006.31,91.78,20
1581,46399,7,12.11,12.38,5.3,2024-01-21 08:00:00,10.1,63.0,2.0,0.0,1,1,1013.05,322.75,5.3,0.0,9.6,66.0,3.0,0.0,-1.0,1.0,1011.46,0.0,8
1586,46414,7,67.63,68.57,113.2,2024-01-21 11:00:00,13.7,51.0,4.0,0.0,1,1,1013.45,911.8,107.9,12.11,10.1,63.0,2.0,0.0,1.0,1.0,1013.05,322.75,11
1591,46429,7,33.58,34.07,277.9,2024-01-21 14:00:00,12.2,62.0,2.0,0.0,1,-1,1011.86,825.87,164.7,67.63,13.7,51.0,4.0,0.0,1.0,1.0,1013.45,911.8,14
1596,46444,7,0.25,0.67,314.8,2024-01-21 17:00:00,11.4,60.0,2.0,0.0,1,1,1013.45,95.38,36.9,33.58,12.2,62.0,2.0,0.0,1.0,-1.0,1011.86,825.87,17
1601,46459,7,0.0,0.0,314.9,2024-01-21 20:00:00,10.3,59.0,3.0,0.0,1,1,1015.3,0.0,0.1,0.25,11.4,60.0,2.0,0.0,1.0,1.0,1013.45,95.38,20
1606,46519,7,2.23,2.67,0.5,2024-01-22 08:00:00,5.0,81.0,3.0,0.4,-1,1,1018.34,322.99,0.5,0.0,7.1,65.0,2.0,0.1,-1.0,1.0,1016.88,0.0,8
1611,46534,7,4.33,4.77,19.3,2024-01-22 11:00:00,3.1,82.0,4.0,1.0,-1,1,1019.92,913.03,18.8,2.23,5.0,81.0,3.0,0.4,-1.0,1.0,1018.34,322.99,11
1616,46549,7,7.14,7.4,40.8,2024-01-22 14:00:00,1.9,91.0,2.0,3.0,-1,1,1018.07,828.15,21.5,4.33,3.1,82.0,4.0,1.0,-1.0,1.0,1019.92,913.03,14
1621,46564,7,0.14,0.53,50.8,2024-01-22 17:00:00,0.6,89.0,2.0,5.0,-1,0,1019.79,98.96,10.0,7.14,1.9,91.0,2.0,3.0,-1.0,1.0,1018.07,828.15,17
1626,46579,7,0.0,0.0,50.9,2024-01-22 20:00:00,-0.4,88.0,0.0,6.0,0,0,1021.77,0.0,0.1,0.14,0.6,89.0,2.0,5.0,-1.0,0.0,1019.79,98.96,20
1631,46639,7,0.0,0.28,0.0,2024-01-23 08:00:00,-2.1,64.0,0.0,3.0,0,0,1022.96,323.33,0.0,0.0,-1.4,79.0,0.0,4.0,0.0,0.0,1021.77,0.0,8
1636,46654,7,1.47,1.77,2.0,2024-01-23 11:00:00,0.7,51.0,4.0,1.0,-1,0,1022.57,914.31,2.0,0.0,-2.1,64.0,0.0,3.0,0.0,0.0,1022.96,323.33,11
1641,46669,7,5.25,5.51,10.4,2024-01-23 14:00:00,3.8,42.0,3.0,0.1,-1,0,1019.53,830.43,8.4,1.47,0.7,51.0,4.0,1.0,-1.0,0.0,1022.57,914.31,14
1646,46684,7,0.36,0.72,23.6,2024-01-23 17:00:00,3.3,45.0,3.0,0.0,-1,0,1020.19,102.53,13.2,5.25,3.8,42.0,3.0,0.1,-1.0,0.0,1019.53,830.43,17
1651,46699,7,0.0,0.0,23.6,2024-01-23 20:00:00,0.5,53.0,3.0,0.0,-1,1,1021.77,0.0,0.0,0.36,3.3,45.0,3.0,0.0,-1.0,0.0,1020.19,102.53,20
1656,46759,7,0.56,1.11,0.0,2024-01-24 08:00:00,0.6,55.0,1.0,0.0,1,1,1022.3,323.79,0.0,0.0,-1.5,71.0,1.0,0.0,-1.0,1.0,1021.11,0.0,8
1661,46774,7,23.54,23.94,36.5,2024-01-24 11:00:00,5.0,35.0,1.0,0.0,1,1,1021.24,915.65,36.5,0.56,0.6,55.0,1.0,0.0,1.0,1.0,1022.3,323.79,11
1666,46789,7,58.44,59.37,199.5,2024-01-24 14:00:00,8.2,33.0,2.0,0.0,1,-1,1018.6,832.72,163.0,23.54,5.0,35.0,1.0,0.0,1.0,1.0,1021.24,915.65,14
1671,46804,7,2.47,2.68,286.7,2024-01-24 17:00:00,4.3,52.0,3.0,0.0,1,0,1018.6,106.07,87.2,58.44,8.2,33.0,2.0,0.0,1.0,-1.0,1018.6,832.72,17
1676,46819,7,0.0,0.0,287.1,2024-01-24 20:00:00,3.8,58.0,1.0,0.0,1,1,1019.39,0.0,0.4,2.47,4.3,52.0,3.0,0.0,1.0,0.0,1018.6,106.07,20
1681,46879,7,8.82,9.11,3.8,2024-01-25 08:00:00,3.9,48.0,1.0,0.0,0,1,1020.98,324.34,3.8,0.0,3.9,52.0,2.0,0.0,0.0,1.0,1018.6,0.0,8
1686,46894,7,60.62,61.41,127.3,2024-01-25 11:00:00,8.4,34.0,2.0,0.0,1,1,1020.19,917.04,123.5,8.82,3.9,48.0,1.0,0.0,0.0,1.0,1020.98,324.34,11
1691,46909,7,33.95,34.46,256.9,2024-01-25 14:00:00,8.7,45.0,2.0,0.0,1,-1,1017.68,835.01,129.6,60.62,8.4,34.0,2.0,0.0,1.0,1.0,1020.19,917.04,14
1696,46924,7,1.98,2.47,309.5,2024-01-25 17:00:00,7.1,48.0,2.0,0.0,1,0,1017.81,109.59,52.6,33.95,8.7,45.0,2.0,0.0,1.0,-1.0,1017.68,835.01,17
1701,46939,7,0.0,0.0,310.0,2024-01-25 20:00:00,6.4,53.0,0.0,0.0,1,0,1019.0,0.0,0.5,1.98,7.1,48.0,2.0,0.0,1.0,0.0,1017.81,109.59,20
1706,46999,7,8.6,8.92,3.8,2024-01-26 08:00:00,3.8,68.0,1.0,0.0,-1,-1,1019.79,325.0,3.8,0.0,2.4,75.0,2.0,0.0,-1.0,-1.0,1018.6,0.0,8
1711,47014,7,23.4,23.79,76.8,2024-01-26 11:00:00,7.6,52.0,1.0,0.0,-1,-1,1019.79,918.48,73.0,8.6,3.8,68.0,1.0,0.0,-1.0,-1.0,1019.79,325.0,11
1716,47029,7,24.95,25.36,158.1,2024-01-26 14:00:00,9.4,46.0,2.0,0.0,1,0,1015.96,837.3,81.3,23.4,7.6,52.0,1.0,0.0,-1.0,-1.0,1019.79,918.48,14
1721,47044,7,2.24,2.54,190.2,2024-01-26 17:00:00,7.7,51.0,2.0,0.0,1,0,1016.62,113.07,32.1,24.95,9.4,46.0,2.0,0.0,1.0,0.0,1015.96,837.3,17
1726,47059,7,0.0,0.0,190.7,2024-01-26 20:00:00,7.2,56.0,2.0,0.0,1,0,1018.07,0.0,0.5,2.24,7.7,51.0,2.0,0.0,1.0,0.0,1016.62,113.07,20
1731,47119,7,4.57,4.94,1.8,2024-01-27 08:00:00,6.0,65.0,2.0,0.2,1,0,1018.2,325.76,1.8,0.0,6.5,61.0,1.0,0.0,0.0,1.0,1016.75,0.0,8
1736,47134,7,33.13,33.59,60.3,2024-01-27 11:00:00,8.8,54.0,1.0,0.3,1,1,1017.81,919.96,58.5,4.57,6.0,65.0,2.0,0.2,1.0,0.0,1018.2,325.76,11
1741,47149,7,30.05,30.47,181.2,2024-01-27 14:00:00,11.0,48.0,1.0,0.3,1,-1,1014.64,839.58,120.9,33.13,8.8,54.0,1.0,0.3,1.0,1.0,1017.81,919.96,14
1746,47164,7,3.57,3.92,232.4,2024-01-27 17:00:00,8.7,51.0,2.0,0.3,1,0,1015.03,116.52,51.2,30.05,11.0,48.0,1.0,0.3,1.0,-1.0,1014.64,839.58,17
1751,47179,7,0.0,0.0,233.2,2024-01-27 20:00:00,7.8,59.0,2.0,0.0,1,0,1016.75,0.0,0.8,3.57,8.7,51.0,2.0,0.3,1.0,0.0,1015.03,116.52,20
1756,47239,7,9.43,9.72,4.1,2024-01-28 08:00:00,7.0,63.0,2.0,0.0,0,1,1018.73,326.62,4.1,0.0,5.7,79.0,1.0,0.0,-1.0,0.0,1017.01,0.0,8
1761,47254,7,58.89,59.65,116.3,2024-01-28 11:00:00,11.7,32.0,2.0,0.0,0,1,1019.26,921.49,112.2,9.43,7.0,63.0,2.0,0.0,0.0,1.0,1018.73,326.62,11
1766,47269,7,39.7,42.53,295.2,2024-01-28 14:00:00,11.7,36.0,3.0,0.0,1,0,1016.75,841.86,178.9,58.89,11.7,32.0,2.0,0.0,0.0,1.0,1019.26,921.49,14
1771,47284,7,4.82,5.03,381.5,2024-01-28 17:00:00,9.2,53.0,3.0,0.0,1,0,1017.01,119.93,86.3,39.7,11.7,36.0,3.0,0.0,1.0,0.0,1016.75,841.86,17
1776,47299,7,0.0,0.0,382.8,2024-01-28 20:00:00,8.2,55.0,2.0,0.0,1,1,1019.0,0.0,1.3,4.82,9.2,53.0,3.0,0.0,1.0,0.0,1017.01,119.93,20
1781,47359,7,2.44,2.73,1.2,2024-01-29 08:00:00,8.0,60.0,2.0,0.0,-1,0,1017.01,327.57,1.2,0.0,7.8,62.0,1.0,0.0,-1.0,0.0,1016.22,0.0,8
1786,47374,7,12.93,13.22,21.8,2024-01-29 11:00:00,10.1,56.0,1.0,0.0,-1,1,1016.35,923.07,20.6,2.44,8.0,60.0,2.0,0.0,-1.0,0.0,1017.01,327.57,11
1791,47389,7,10.85,11.1,42.4,2024-01-29 14:00:00,8.1,82.0,1.0,0.2,-1,0,1014.24,844.13,20.6,12.93,10.1,56.0,1.0,0.0,-1.0,1.0,1016.35,923.07,14
1796,47404,7,0.78,1.16,58.1,2024-01-29 17:00:00,8.0,89.0,1.0,0.3,-1,0,1013.58,123.3,15.7,10.85,8.1,82.0,1.0,0.2,-1.0,0.0,1014.24,844.13,17
1801,47419,7,0.0,0.0,58.2,2024-01-29 20:00:00,7.9,94.0,2.0,0.3,-1,-1,1014.5,0.0,0.1,0.78,8.0,89.0,1.0,0.3,-1.0,0.0,1013.58,123.3,20
1806,47479,7,3.81,4.12,1.9,2024-01-30 08:00:00,8.9,99.0,2.0,19.0,-1,-1,1011.46,328.62,1.9,0.0,8.5,99.0,2.0,12.0,-1.0,0.0,1010.27,0.0,8
1811,47494,7,72.12,73.06,82.1,2024-01-30 11:00:00,12.8,90.0,2.0,18.0,-1,-1,1011.07,924.68,80.2,3.81,8.9,99.0,2.0,19.0,-1.0,-1.0,1011.46,328.62,11
1816,47509,7,35.99,36.6,237.4,2024-01-30 14:00:00,16.5,77.0,1.0,15.0,1,-1,1008.16,846.39,155.3,72.12,12.8,90.0,2.0,18.0,-1.0,-1.0,1011.07,924.68,14
1821,47524,7,4.66,5.07,314.9,2024-01-30 17:00:00,13.7,87.0,3.0,9.0,1,0,1008.29,126.62,77.5,35.99,16.5,77.0,1.0,15.0,1.0,-1.0,1008.16,846.39,17
1826,47539,7,0.0,0.0,316.1,2024-01-30 20:00:00,11.9,94.0,2.0,0.5,1,1,1009.88,0.0,1.2,4.66,13.7,87.0,3.0,9.0,1.0,0.0,1008.29,126.62,20
1831,47599,7,5.97,6.3,2.8,2024-01-31 08:00:00,11.7,99.0,1.0,0.1,-1,0,1009.88,329.76,2.8,0.0,11.4,99.0,0.0,0.2,0.0,0.0,1008.69,0.0,8
1836,47614,7,39.85,40.4,54.7,2024-01-31 11:00:00,16.7,84.0,1.0,0.1,-1,-1,1009.48,926.33,51.9,5.97,11.7,99.0,1.0,0.1,-1.0,0.0,1009.88,329.76,11
1841,47629,7,60.81,61.66,235.2,2024-01-31 14:00:00,19.5,72.0,3.0,0.0,1,0,1005.78,848.63,180.5,39.85,16.7,84.0,1.0,0.1,-1.0,-1.0,1009.48,926.33,14
1846,47644,7,1.33,1.69,322.1,2024-01-31 17:00:00,15.8,86.0,3.0,0.0,1,1,1005.51,129.9,86.9,60.81,19.5,72.0,3.0,0.0,1.0,0.0,1005.78,848.63,17
1851,47659,7,0.0,0.0,322.4,2024-01-31 20:00:00,14.8,97.0,1.0,0.0,1,0,1007.1,0.0,0.3,1.33,15.8,86.0,3.0,0.0,1.0,1.0,1005.51,129.9,20
1856,47719,7,4.14,4.32,3.1,2024-02-01 08:00:00,14.8,100.0,1.0,0.0,-1,-1,1005.78,330.98,3.1,0.0,14.6,99.0,1.0,0.0,-1.0,-1.0,1005.12,0.0,8
1861,47734,7,46.49,47.13,76.2,2024-02-01 11:00:00,19.4,80.0,2.0,0.0,1,-1,1005.51,928.02,73.1,4.14,14.8,100.0,1.0,0.0,-1.0,-1.0,1005.78,330.98,11
1866,47749,7,26.09,26.5,207.7,2024-02-01 14:00:00,19.1,79.0,5.0,0.0,1,0,1003.79,850.86,131.5,46.49,19.4,80.0,2.0,0.0,1.0,-1.0,1005.51,928.02,14
1871,47764,7,0.36,0.65,224.9,2024-02-01 17:00:00,14.3,93.0,3.0,0.0,1,0,1006.17,133.12,17.2,26.09,19.1,79.0,5.0,0.0,1.0,0.0,1003.79,850.86,17
1876,47779,7,0.0,0.0,225.0,2024-02-01 20:00:00,12.0,97.0,3.0,0.0,1,0,1008.03,0.0,0.1,0.36,14.3,93.0,3.0,0.0,1.0,0.0,1006.17,133.12,20
1881,47839,7,1.47,1.72,1.8,2024-02-02 08:00:00,9.5,99.0,2.0,4.0,1,1,1011.46,332.29,1.8,0.0,9.5,98.0,1.0,4.0,1.0,-1.0,1009.48,0.0,8
1886,47854,7,16.09,16.39,21.8,2024-02-02 11:00:00,9.6,98.0,1.0,4.0,1,-1,1012.12,929.74,20.0,1.47,9.5,99.0,2.0,4.0,1.0,1.0,1011.46,332.29,11
1891,47869,7,8.47,8.71,68.3,2024-02-02 14:00:00,10.3,97.0,1.0,3.0,1,-1,1010.14,853.07,46.5,16.09,9.6,98.0,1.0,4.0,1.0,-1.0,1012.12,929.74,14
1896,47884,7,2.04,2.45,82.8,2024-02-02 17:00:00,9.7,97.0,1.0,4.0,1,0,1010.8,136.28,14.5,8.47,10.3,97.0,1.0,3.0,1.0,-1.0,1010.14,853.07,17
1901,47899,7,0.0,0.0,83.5,2024-02-02 20:00:00,9.5,93.0,2.0,3.0,1,0,1011.99,0.0,0.7,2.04,9.7,97.0,1.0,4.0,1.0,0.0,1010.8,136.28,20
1906,47959,7,5.5,5.82,3.2,2024-02-03 08:00:00,10.0,97.0,0.0,0.0,-1,1,1010.67,333.69,3.2,0.0,9.2,98.0,1.0,0.0,-1.0,-1.0,1010.14,0.0,8
1911,47974,7,16.81,17.11,64.1,2024-02-03 11:00:00,12.6,84.0,1.0,0.0,-1,-1,1010.27,931.49,60.9,5.5,10.0,97.0,0.0,0.0,-1.0,1.0,1010.67,333.69,11
1916,47989,7,27.9,28.34,160.8,2024-02-03 14:00:00,13.6,82.0,2.0,0.0,1,0,1007.63,855.26,96.7,16.81,12.6,84.0,1.0,0.0,-1.0,-1.0,1010.27,931.49,14
1921,48004,7,2.23,2.51,211.5,2024-02-03 17:00:00,11.6,88.0,2.0,0.0,1,0,1007.89,139.4,50.7,27.9,13.6,82.0,2.0,0.0,1.0,0.0,1007.63,855.26,17
1926,48019,7,0.0,0.0,212.1,2024-02-03 20:00:00,10.8,91.0,2.0,0.0,1,1,1009.61,0.0,0.6,2.23,11.6,88.0,2.0,0.0,1.0,0.0,1007.89,139.4,20
1931,48079,7,4.58,4.92,1.6,2024-02-04 08:00:00,8.5,89.0,0.0,0.1,0,1,1010.27,335.16,1.6,0.0,8.4,94.0,2.0,0.1,1.0,1.0,1009.08,0.0,8
1936,48094,7,17.84,18.14,47.6,2024-02-04 11:00:00,10.2,75.0,2.0,0.4,1,-1,1009.21,933.26,46.0,4.58,8.5,89.0,0.0,0.1,0.0,1.0,1010.27,335.16,11
1941,48109,7,13.89,14.17,95.2,2024-02-04 14:00:00,9.3,93.0,1.0,0.5,-1,0,1006.17,857.42,47.6,17.84,10.2,75.0,2.0,0.4,1.0,-1.0,1009.21,933.26,14
1946,48124,7,1.1,1.39,109.6,2024-02-04 17:00:00,9.5,96.0,1.0,2.0,-1,0,1005.51,142.45,14.4,13.89,9.3,93.0,1.0,0.5,-1.0,0.0,1006.17,857.42,17
1951,48139,7,0.0,0.0,109.8,2024-02-04 20:00:00,9.7,98.0,1.0,7.0,-1,-1,1005.51,0.0,0.2,1.1,9.5,96.0,1.0,2.0,-1.0,0.0,1005.51,142.45,20
1956,48199,7,19.88,20.23,8.1,2024-02-05 08:00:00,9.2,87.0,2.0,0.0,1,1,1010.67,336.72,8.1,0.0,8.2,98.0,1.0,5.0,-1.0,-1.0,1008.55,0.0,8
