,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
894,41577,10,0.88,1.35,0.3,4.5,90.0,1.0,1.0,-1,1,1017.41,341.16,0.3,0.0,3.0,92.0,2.0,1.0,-1.0,1.0,1017.15,0.0,8
899,41667,10,6.0,6.22,12.3,5.5,95.0,2.0,2.0,-1,0,1015.82,878.54,12.0,0.88,4.5,90.0,1.0,1.0,-1.0,1.0,1017.41,341.16,11
904,41757,10,6.24,6.63,33.8,7.0,96.0,2.0,1.0,-1,-1,1012.65,735.91,21.5,6.0,5.5,95.0,2.0,2.0,-1.0,0.0,1015.82,878.54,14
909,41847,10,0.0,0.13,43.1,7.6,98.0,2.0,1.0,-1,0,1012.26,3.25,9.3,6.24,7.0,96.0,2.0,1.0,-1.0,-1.0,1012.65,735.91,17
914,41937,10,0.0,0.0,43.1,8.0,98.0,2.0,2.0,-1,0,1011.46,0.0,0.0,0.0,7.6,98.0,2.0,1.0,-1.0,0.0,1012.26,3.25,20
924,42297,10,3.48,3.63,1.2,7.7,84.0,2.0,5.0,0,1,1012.65,339.26,1.2,0.0,8.4,89.0,1.0,5.0,0.0,1.0,1010.93,0.0,8
929,42382,10,16.72,17.03,32.9,8.6,71.0,2.0,2.0,-1,1,1013.05,878.41,31.7,3.48,7.7,84.0,2.0,5.0,0.0,1.0,1012.65,339.26,11
934,42472,10,9.03,9.28,65.1,7.4,81.0,5.0,0.4,-1,1,1011.59,737.7,32.2,16.72,8.6,71.0,2.0,2.0,-1.0,1.0,1013.05,878.41,14
939,42542,10,0.0,0.29,79.2,6.5,90.0,1.0,3.0,-1,1,1013.45,3.78,14.1,9.03,7.4,81.0,5.0,0.4,-1.0,1.0,1011.59,737.7,17
944,42557,10,0.0,0.0,79.2,6.4,89.0,2.0,3.0,-1,1,1014.9,0.0,0.0,0.0,6.5,90.0,1.0,3.0,-1.0,1.0,1013.45,3.78,20
954,42617,10,5.32,5.68,2.0,6.7,71.0,1.0,0.5,1,1,1016.62,337.44,2.0,0.0,6.4,75.0,1.0,0.7,-1.0,1.0,1015.3,0.0,8
959,42632,10,20.68,21.03,39.3,7.6,70.0,1.0,0.0,0,1,1017.41,878.36,37.3,5.32,6.7,71.0,1.0,0.5,1.0,1.0,1016.62,337.44,11
964,42647,10,24.57,24.97,108.8,8.4,63.0,2.0,0.0,-1,1,1015.3,739.58,69.5,20.68,7.6,70.0,1.0,0.0,0.0,1.0,1017.41,878.36,14
969,42662,10,1.58,1.93,141.6,7.4,61.0,1.0,0.0,-1,0,1016.22,4.39,32.8,24.57,8.4,63.0,2.0,0.0,-1.0,1.0,1015.3,739.58,17
974,42677,10,0.0,0.0,141.8,5.4,66.0,2.0,0.0,-1,1,1017.81,0.0,0.2,1.58,7.4,61.0,1.0,0.0,-1.0,0.0,1016.22,4.39,20
984,42737,10,9.49,9.78,4.7,3.0,42.0,3.0,0.0,0,1,1021.38,335.7,4.7,0.0,2.2,49.0,1.0,0.0,-1.0,0.0,1019.53,0.0,8
989,42752,10,56.63,57.41,110.1,6.3,40.0,2.0,0.0,1,1,1022.04,878.39,105.4,9.49,3.0,42.0,3.0,0.0,0.0,1.0,1021.38,335.7,11
994,42767,10,49.72,50.37,287.4,7.9,33.0,2.0,0.0,-1,0,1019.13,741.54,177.3,56.63,6.3,40.0,2.0,0.0,1.0,1.0,1022.04,878.39,14
999,42782,10,1.72,2.15,362.9,5.2,35.0,2.0,0.0,-1,1,1020.98,5.1,75.5,49.72,7.9,33.0,2.0,0.0,-1.0,0.0,1019.13,741.54,17
1004,42797,10,0.0,0.0,363.2,2.7,41.0,3.0,0.0,0,1,1024.15,0.0,0.3,1.72,5.2,35.0,2.0,0.0,-1.0,1.0,1020.98,5.1,20
1014,42857,10,7.85,8.13,3.5,-0.3,38.0,2.0,0.0,-1,1,1027.33,334.04,3.5,0.0,-1.3,48.0,2.0,0.0,-1.0,1.0,1025.34,0.0,8
1019,42872,10,59.27,60.08,115.6,3.6,26.0,3.0,0.0,1,1,1026.67,878.5,112.1,7.85,-0.3,38.0,2.0,0.0,-1.0,1.0,1027.33,334.04,11
1024,42887,10,52.38,53.13,299.4,6.2,21.0,3.0,0.0,1,1,1024.15,743.58,183.8,59.27,3.6,26.0,3.0,0.0,1.0,1.0,1026.67,878.5,14
1029,42902,10,1.55,1.89,379.6,3.8,44.0,3.0,0.0,1,0,1024.55,5.91,80.2,52.38,6.2,21.0,3.0,0.0,1.0,1.0,1024.15,743.58,17
1034,42917,10,0.0,0.0,379.8,2.8,44.0,3.0,0.0,1,1,1025.74,0.0,0.2,1.55,3.8,44.0,3.0,0.0,1.0,0.0,1024.55,5.91,20
1044,42977,10,7.37,7.74,4.1,2.0,48.0,1.0,0.0,-1,-1,1023.76,332.46,4.1,0.0,0.0,54.0,3.0,0.0,-1.0,0.0,1024.02,0.0,8
1049,42992,10,58.49,59.27,108.0,8.0,46.0,3.0,0.0,1,1,1022.43,878.7,103.9,7.37,2.0,48.0,1.0,0.0,-1.0,-1.0,1023.76,332.46,11
1054,43007,10,51.5,52.21,288.3,11.4,47.0,3.0,0.0,0,1,1019.13,745.7,180.3,58.49,8.0,46.0,3.0,0.0,1.0,1.0,1022.43,878.7,14
1059,43022,10,1.35,2.05,362.1,10.0,57.0,1.0,0.0,1,1,1020.32,6.84,73.8,51.5,11.4,47.0,3.0,0.0,0.0,1.0,1019.13,745.7,17
1064,43037,10,0.0,0.0,362.2,8.8,62.0,3.0,0.0,1,1,1020.98,0.0,0.1,1.35,10.0,57.0,1.0,0.0,1.0,1.0,1020.32,6.84,20
1074,43097,10,6.58,7.02,3.0,5.7,44.0,3.0,0.0,1,1,1021.77,330.97,3.0,0.0,5.4,53.0,2.0,0.0,0.0,1.0,1019.79,0.0,8
1079,43112,10,57.62,58.45,110.9,10.4,25.0,4.0,0.0,1,1,1021.38,878.98,107.9,6.58,5.7,44.0,3.0,0.0,1.0,1.0,1021.77,330.97,11
1084,43127,10,49.83,50.52,288.3,13.6,19.0,3.0,0.0,1,1,1018.47,747.91,177.4,57.62,10.4,25.0,4.0,0.0,1.0,1.0,1021.38,878.98,14
1089,43142,10,1.72,2.2,362.6,7.8,53.0,3.0,0.0,1,0,1019.66,7.89,74.3,49.83,13.6,19.0,3.0,0.0,1.0,1.0,1018.47,747.91,17
1094,43157,10,0.0,0.0,362.9,5.9,63.0,1.0,0.0,-1,0,1020.19,0.0,0.3,1.72,7.8,53.0,3.0,0.0,1.0,0.0,1019.66,7.89,20
1104,43217,10,7.88,8.19,3.5,2.9,71.0,2.0,0.0,-1,0,1020.85,329.56,3.5,0.0,2.5,71.0,3.0,0.0,-1.0,0.0,1019.13,0.0,8
1109,43232,10,55.16,56.0,108.6,9.9,40.0,2.0,0.0,1,0,1020.32,879.34,105.1,7.88,2.9,71.0,2.0,0.0,-1.0,0.0,1020.85,329.56,11
1114,43247,10,42.0,42.56,279.3,10.7,42.0,3.0,0.0,1,1,1017.68,750.19,170.7,55.16,9.9,40.0,2.0,0.0,1.0,0.0,1020.32,879.34,14
1119,43262,10,2.39,2.85,347.7,8.0,53.0,2.0,0.0,1,0,1018.2,9.09,68.4,42.0,10.7,42.0,3.0,0.0,1.0,1.0,1017.68,750.19,17
1124,43277,10,0.0,0.0,348.0,5.7,71.0,1.0,0.0,1,1,1019.39,0.0,0.3,2.39,8.0,53.0,2.0,0.0,1.0,0.0,1018.2,9.09,20
1134,43337,10,9.94,10.26,3.9,3.9,78.0,1.0,0.0,-1,-1,1018.6,328.25,3.9,0.0,2.8,81.0,3.0,0.0,-1.0,0.0,1017.68,0.0,8
1139,43352,10,27.99,28.38,89.0,9.8,56.0,2.0,0.0,-1,-1,1017.81,879.78,85.1,9.94,3.9,78.0,1.0,0.0,-1.0,-1.0,1018.6,328.25,11
1144,43367,10,47.83,48.47,245.1,15.4,47.0,1.0,0.0,0,-1,1014.24,752.54,156.1,27.99,9.8,56.0,2.0,0.0,-1.0,-1.0,1017.81,879.78,14
1149,43382,10,1.34,1.66,312.0,12.4,62.0,2.0,0.0,1,0,1014.24,10.43,66.9,47.83,15.4,47.0,1.0,0.0,0.0,-1.0,1014.24,752.54,17
1154,43397,10,0.0,0.0,312.2,9.5,74.0,0.0,0.0,0,1,1015.56,0.0,0.2,1.34,12.4,62.0,2.0,0.0,1.0,0.0,1014.24,10.43,20
1164,43457,10,7.02,7.29,3.2,8.9,82.0,2.0,0.0,-1,0,1015.56,327.03,3.2,0.0,8.8,80.0,2.0,0.0,-1.0,0.0,1013.84,0.0,8
1169,43472,10,50.78,51.39,92.1,15.5,59.0,1.0,0.0,-1,-1,1015.3,880.3,88.9,7.02,8.9,82.0,2.0,0.0,-1.0,0.0,1015.56,327.03,11
1174,43487,10,46.35,46.92,252.0,18.2,58.0,3.0,0.0,1,0,1012.65,754.97,159.9,50.78,15.5,59.0,1.0,0.0,-1.0,-1.0,1015.3,880.3,14
1179,43502,10,1.54,1.84,324.9,14.8,72.0,2.0,0.0,1,0,1012.65,11.93,72.9,46.35,18.2,58.0,3.0,0.0,1.0,0.0,1012.65,754.97,17
1184,43517,10,0.0,0.0,325.1,12.2,85.0,0.0,0.0,0,0,1013.97,0.0,0.2,1.54,14.8,72.0,2.0,0.0,1.0,0.0,1012.65,11.93,20
1194,43577,10,3.26,3.55,1.5,9.7,94.0,3.0,0.0,-1,0,1014.24,325.9,1.5,0.0,10.1,92.0,3.0,0.0,-1.0,0.0,1012.52,0.0,8
1199,43592,10,54.13,54.82,61.4,15.2,74.0,2.0,0.0,-1,-1,1013.97,880.91,59.9,3.26,9.7,94.0,3.0,0.0,-1.0,0.0,1014.24,325.9,11
1204,43607,10,47.61,48.2,227.4,19.0,62.0,2.0,0.0,1,-1,1011.46,757.47,166.0,54.13,15.2,74.0,2.0,0.0,-1.0,-1.0,1013.97,880.91,14
1209,43622,10,1.62,2.11,300.6,14.7,81.0,2.0,0.0,1,0,1012.26,13.6,73.2,47.61,19.0,62.0,2.0,0.0,1.0,-1.0,1011.46,757.47,17
1214,43632,10,0.0,0.0,300.8,13.2,86.0,2.0,0.0,1,0,1014.64,0.0,0.2,1.62,14.7,81.0,2.0,0.0,1.0,0.0,1012.26,13.6,20
1224,43662,10,9.78,10.13,4.8,10.9,94.0,1.0,0.0,1,1,1014.24,324.86,4.8,0.0,12.3,86.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1229,-1,10,46.7,47.3,101.9,15.0,70.0,1.0,0.0,1,-1,1013.84,881.6,97.1,9.78,10.9,94.0,1.0,0.0,1.0,1.0,1014.24,324.86,11
1234,43682,10,44.7,45.27,256.3,16.7,64.0,2.0,0.0,1,-1,1010.67,760.04,154.4,46.7,15.0,70.0,1.0,0.0,1.0,-1.0,1013.84,881.6,14
1239,43697,10,1.17,1.41,322.0,13.0,75.0,2.0,0.0,1,0,1010.27,15.45,65.7,44.7,16.7,64.0,2.0,0.0,1.0,-1.0,1010.67,760.04,17
1244,43712,10,0.0,0.0,322.1,11.3,88.0,1.0,0.0,0,-1,1011.46,0.0,0.1,1.17,13.0,75.0,2.0,0.0,1.0,0.0,1010.27,15.45,20
1254,43772,10,9.43,9.69,4.7,9.3,95.0,3.0,0.0,-1,0,1006.57,323.93,4.7,0.0,9.0,95.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1259,43787,10,50.63,51.37,103.0,15.5,68.0,2.0,0.0,-1,-1,1005.91,882.37,98.3,9.43,9.3,95.0,3.0,0.0,-1.0,0.0,1006.57,323.93,11
1264,43802,10,22.53,22.89,248.2,17.4,56.0,3.0,0.0,1,0,1002.74,762.68,145.2,50.63,15.5,68.0,2.0,0.0,-1.0,-1.0,1005.91,882.37,14
1269,43817,10,1.12,1.42,301.2,14.8,66.0,2.0,0.0,1,-1,1003.53,17.48,53.0,22.53,17.4,56.0,3.0,0.0,1.0,0.0,1002.74,762.68,17
1274,43832,10,0.0,0.0,301.4,12.7,79.0,1.0,0.0,-1,1,1004.72,0.0,0.2,1.12,14.8,66.0,2.0,0.0,1.0,-1.0,1003.53,17.48,20
1284,43892,10,9.39,9.62,4.7,11.4,94.0,1.0,0.0,-1,0,1009.48,323.09,4.7,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1005.91,0.0,8
1289,43907,10,47.76,48.35,96.7,16.6,68.0,1.0,0.0,1,-1,1010.27,883.22,92.0,9.39,11.4,94.0,1.0,0.0,-1.0,0.0,1009.48,323.09,11
1294,43922,10,39.62,40.14,242.4,16.2,66.0,3.0,0.0,1,-1,1008.69,765.38,145.7,47.76,16.6,68.0,1.0,0.0,1.0,-1.0,1010.27,883.22,14
1299,43937,10,1.55,2.05,303.6,13.0,52.0,3.0,0.0,1,0,1010.8,19.69,61.2,39.62,16.2,66.0,3.0,0.0,1.0,-1.0,1008.69,765.38,17
1304,43952,10,0.0,0.0,303.8,10.9,67.0,3.0,0.0,1,0,1013.18,0.0,0.2,1.55,13.0,52.0,3.0,0.0,1.0,0.0,1010.8,19.69,20
1314,44012,10,8.7,9.01,4.5,7.9,65.0,2.0,0.0,1,1,1015.82,322.36,4.5,0.0,8.1,71.0,2.0,0.0,1.0,-1.0,1013.97,0.0,8
1319,44027,10,48.83,49.46,88.9,11.6,51.0,2.0,0.0,1,1,1015.43,884.15,84.4,8.7,7.9,65.0,2.0,0.0,1.0,1.0,1015.82,322.36,11
1324,44042,10,46.49,47.09,244.7,13.6,51.0,2.0,0.0,1,0,1012.52,768.14,155.8,48.83,11.6,51.0,2.0,0.0,1.0,1.0,1015.43,884.15,14
1329,44057,10,1.77,2.17,311.9,10.4,71.0,1.0,0.0,1,-1,1012.12,22.09,67.2,46.49,13.6,51.0,2.0,0.0,1.0,0.0,1012.52,768.14,17
1334,44072,10,0.0,0.0,312.2,8.9,79.0,2.0,0.0,1,1,1013.05,0.0,0.3,1.77,10.4,71.0,1.0,0.0,1.0,-1.0,1012.12,22.09,20
1344,44132,10,8.17,8.46,4.1,6.3,89.0,2.0,0.0,-1,0,1011.07,321.72,4.1,0.0,5.7,90.0,2.0,0.0,-1.0,0.0,1010.93,0.0,8
1349,44147,10,52.46,53.12,104.7,13.4,56.0,0.0,0.0,1,0,1010.27,885.16,100.6,8.17,6.3,89.0,2.0,0.0,-1.0,0.0,1011.07,321.72,11
1354,44162,10,45.67,46.32,268.3,16.1,51.0,2.0,0.0,1,-1,1006.31,770.97,163.6,52.46,13.4,56.0,0.0,0.0,1.0,0.0,1010.27,885.16,14
1359,44167,10,0.3,0.71,335.7,12.5,70.0,3.0,0.0,1,0,1006.7,24.69,67.4,45.67,16.1,51.0,2.0,0.0,1.0,-1.0,1006.31,770.97,17
1364,44182,10,0.0,0.0,335.8,12.2,74.0,1.0,0.0,-1,0,1007.76,0.0,0.1,0.3,12.5,70.0,3.0,0.0,1.0,0.0,1006.7,24.69,20
1374,44242,10,7.72,7.97,2.8,11.3,66.0,2.0,0.8,-1,0,1010.54,321.19,2.8,0.0,11.0,79.0,2.0,0.8,0.0,1.0,1007.76,0.0,8
1379,44257,10,55.36,60.06,81.1,12.8,53.0,4.0,0.7,-1,1,1011.59,886.25,78.3,7.72,11.3,66.0,2.0,0.8,-1.0,0.0,1010.54,321.19,11
1384,44272,10,47.83,48.47,239.1,15.7,38.0,2.0,0.0,-1,1,1010.14,773.85,158.0,55.36,12.8,53.0,4.0,0.7,-1.0,1.0,1011.59,886.25,14
1389,44287,10,1.82,2.21,311.2,13.5,34.0,3.0,0.0,-1,1,1011.59,27.47,72.1,47.83,15.7,38.0,2.0,0.0,-1.0,1.0,1010.14,773.85,17
1394,44302,10,0.0,0.0,311.4,11.0,44.0,3.0,0.0,-1,1,1012.78,0.0,0.2,1.82,13.5,34.0,3.0,0.0,-1.0,1.0,1011.59,27.47,20
1404,44362,10,8.36,8.67,4.1,5.6,76.0,1.0,0.0,-1,0,1013.71,320.76,4.1,0.0,5.3,77.0,2.0,0.0,-1.0,0.0,1012.12,0.0,8
1409,44377,10,53.31,53.99,106.8,11.8,42.0,2.0,0.0,1,-1,1013.45,887.42,102.7,8.36,5.6,76.0,1.0,0.0,-1.0,0.0,1013.71,320.76,11
1414,44392,10,49.86,50.51,273.4,13.3,31.0,2.0,0.0,1,-1,1010.27,776.79,166.6,53.31,11.8,42.0,2.0,0.0,1.0,-1.0,1013.45,887.42,14
1419,44407,10,1.88,2.22,349.4,11.1,45.0,2.0,0.0,1,0,1010.14,30.44,76.0,49.86,13.3,31.0,2.0,0.0,1.0,-1.0,1010.27,776.79,17
1424,44422,10,0.0,0.0,349.7,8.7,64.0,0.0,0.0,0,1,1011.46,0.0,0.3,1.88,11.1,45.0,2.0,0.0,1.0,0.0,1010.14,30.44,20
1434,44482,10,9.72,10.06,4.3,9.0,65.0,2.0,0.0,-1,0,1009.88,320.44,4.3,0.0,7.3,70.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1439,44497,10,41.14,41.68,88.0,14.2,54.0,3.0,0.0,-1,-1,1009.21,888.67,83.7,9.72,9.0,65.0,2.0,0.0,-1.0,0.0,1009.88,320.44,11
1444,44512,10,34.47,34.91,173.5,18.2,50.0,1.0,0.0,-1,-1,1006.31,779.78,85.5,41.14,14.2,54.0,3.0,0.0,-1.0,-1.0,1009.21,888.67,14
1449,44527,10,1.77,2.14,221.2,15.9,60.0,1.0,0.0,1,0,1006.7,33.6,47.7,34.47,18.2,50.0,1.0,0.0,-1.0,-1.0,1006.31,779.78,17
1454,44542,10,0.0,0.0,221.5,13.1,67.0,0.0,0.0,-1,1,1009.08,0.0,0.3,1.77,15.9,60.0,1.0,0.0,1.0,0.0,1006.7,33.6,20
1464,44602,10,8.82,9.07,3.3,10.5,69.0,2.0,0.0,-1,0,1010.14,320.22,3.3,0.0,10.2,71.0,2.0,0.0,-1.0,-1.0,1008.69,0.0,8
1469,44617,10,20.46,20.77,57.5,14.9,58.0,1.0,0.0,-1,-1,1010.67,889.99,54.2,8.82,10.5,69.0,2.0,0.0,-1.0,0.0,1010.14,320.22,11
1474,44632,10,24.08,24.41,164.5,18.3,44.0,2.0,0.0,1,0,1008.03,782.82,107.0,20.46,14.9,58.0,1.0,0.0,-1.0,-1.0,1010.67,889.99,14
1479,44647,10,1.7,2.19,226.9,13.1,70.0,2.0,0.0,1,1,1009.21,36.93,62.4,24.08,18.3,44.0,2.0,0.0,1.0,0.0,1008.03,782.82,17
1484,44662,10,0.0,0.0,227.1,11.3,77.0,2.0,0.0,1,0,1011.33,0.0,0.2,1.7,13.1,70.0,2.0,0.0,1.0,1.0,1009.21,36.93,20
1494,44722,10,8.89,9.16,4.0,7.8,93.0,1.0,0.0,-1,-1,1015.43,320.11,4.0,0.0,7.6,94.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1499,44737,10,44.97,45.55,86.9,13.2,63.0,1.0,0.0,1,0,1015.43,891.39,82.9,8.89,7.8,93.0,1.0,0.0,-1.0,-1.0,1015.43,320.11,11
1504,44752,10,37.5,38.01,221.7,13.5,61.0,2.0,0.0,1,0,1013.18,785.9,134.8,44.97,13.2,63.0,1.0,0.0,1.0,0.0,1015.43,891.39,14
1509,44767,10,1.42,1.73,277.1,10.7,71.0,3.0,0.0,1,0,1014.24,40.44,55.4,37.5,13.5,61.0,2.0,0.0,1.0,0.0,1013.18,785.9,17
1514,44782,10,0.0,0.0,277.3,9.3,72.0,2.0,0.0,1,0,1015.43,0.0,0.2,1.42,10.7,71.0,3.0,0.0,1.0,0.0,1014.24,40.44,20
1524,44842,10,6.29,6.65,2.4,7.8,72.0,2.0,0.0,1,1,1013.84,320.1,2.4,0.0,7.8,76.0,1.0,0.0,1.0,1.0,1013.84,0.0,8
1529,44857,10,10.11,10.34,27.4,9.2,69.0,1.0,0.0,-1,0,1012.78,892.86,25.0,6.29,7.8,72.0,2.0,0.0,1.0,1.0,1013.84,320.1,11
1534,44872,10,6.11,6.46,48.4,9.4,76.0,1.0,0.0,-1,0,1010.4,789.03,21.0,10.11,9.2,69.0,1.0,0.0,-1.0,0.0,1012.78,892.86,14
1539,44887,10,0.0,0.14,56.1,9.4,79.0,1.0,0.1,-1,0,1010.01,44.1,7.7,6.11,9.4,76.0,1.0,0.0,-1.0,0.0,1010.4,789.03,17
1544,44902,10,0.0,0.0,56.1,9.6,77.0,3.0,0.1,-1,0,1010.27,0.0,0.0,0.0,9.4,79.0,1.0,0.1,-1.0,0.0,1010.01,44.1,20
1554,44962,10,7.61,7.89,1.8,10.4,79.0,2.0,0.0,-1,0,1007.5,320.2,1.8,0.0,10.0,80.0,2.0,0.0,-1.0,0.0,1007.5,0.0,8
1559,44977,10,48.28,48.88,88.8,16.2,61.0,2.0,0.0,-1,-1,1006.44,894.41,87.0,7.61,10.4,79.0,2.0,0.0,-1.0,0.0,1007.5,320.2,11
1564,44992,10,48.63,49.28,227.2,18.4,57.0,2.0,0.0,1,0,1003.66,792.2,138.4,48.28,16.2,61.0,2.0,0.0,-1.0,-1.0,1006.44,894.41,14
1569,45007,10,1.39,1.79,295.7,13.5,76.0,2.0,0.0,1,0,1004.19,47.92,68.5,48.63,18.4,57.0,2.0,0.0,1.0,0.0,1003.66,792.2,17
1574,45022,10,0.0,0.0,295.9,12.1,84.0,0.0,0.0,0,0,1006.31,0.0,0.2,1.39,13.5,76.0,2.0,0.0,1.0,0.0,1004.19,47.92,20
1584,45082,10,6.72,7.03,3.3,13.1,58.0,1.0,0.0,-1,1,1009.61,320.41,3.3,0.0,11.2,89.0,1.0,0.0,0.0,1.0,1007.63,0.0,8
1589,45097,10,49.46,50.21,91.6,15.5,38.0,3.0,0.0,-1,1,1010.01,896.02,88.3,6.72,13.1,58.0,1.0,0.0,-1.0,1.0,1009.61,320.41,11
1594,45112,10,44.51,45.14,250.0,17.1,21.0,4.0,0.0,-1,1,1008.55,795.41,158.4,49.46,15.5,38.0,3.0,0.0,-1.0,1.0,1010.01,896.02,14
1599,45127,10,2.55,2.96,318.2,11.4,63.0,3.0,0.0,1,0,1009.88,51.88,68.2,44.51,17.1,21.0,4.0,0.0,-1.0,1.0,1008.55,795.41,17
1604,45142,10,0.0,0.0,318.6,9.3,71.0,1.0,0.0,0,-1,1011.33,0.0,0.4,2.55,11.4,63.0,3.0,0.0,1.0,0.0,1009.88,51.88,20
1614,45202,10,9.47,9.76,4.4,5.9,83.0,1.0,0.0,-1,0,1012.12,320.72,4.4,0.0,5.8,73.0,1.0,0.0,1.0,1.0,1010.93,0.0,8
1619,45217,10,46.0,46.62,93.4,11.4,56.0,1.0,0.0,-1,-1,1011.33,897.71,89.0,9.47,5.9,83.0,1.0,0.0,-1.0,0.0,1012.12,320.72,11
1624,45232,10,43.83,44.43,244.2,13.0,57.0,2.0,0.0,1,-1,1008.55,798.65,150.8,46.0,11.4,56.0,1.0,0.0,-1.0,-1.0,1011.33,897.71,14
1629,45247,10,2.18,2.4,309.5,9.5,73.0,3.0,0.0,1,0,1008.69,55.97,65.3,43.83,13.0,57.0,2.0,0.0,1.0,-1.0,1008.55,798.65,17
1634,45262,10,0.0,0.0,309.8,8.1,79.0,2.0,0.0,1,1,1009.74,0.0,0.3,2.18,9.5,73.0,3.0,0.0,1.0,0.0,1008.69,55.97,20
1644,45322,10,8.71,9.0,4.2,6.1,89.0,2.0,0.0,-1,0,1009.08,321.14,4.2,0.0,5.6,91.0,2.0,0.0,-1.0,-1.0,1008.03,0.0,8
1649,45337,10,49.83,50.52,102.0,12.9,55.0,2.0,0.0,-1,-1,1008.55,899.46,97.8,8.71,6.1,89.0,2.0,0.0,-1.0,0.0,1009.08,321.14,11
1654,45352,10,45.36,45.94,258.9,18.8,40.0,2.0,0.0,1,-1,1005.91,801.92,156.9,49.83,12.9,55.0,2.0,0.0,-1.0,-1.0,1008.55,899.46,14
1659,45367,10,2.46,2.7,332.5,12.2,75.0,2.0,0.0,1,0,1007.23,60.17,73.6,45.36,18.8,40.0,2.0,0.0,1.0,-1.0,1005.91,801.92,17
1664,45382,10,0.0,0.0,332.9,10.2,88.0,1.0,0.0,1,1,1008.69,0.0,0.4,2.46,12.2,75.0,2.0,0.0,1.0,0.0,1007.23,60.17,20
1674,45442,10,8.28,8.6,4.0,7.9,75.0,3.0,0.0,-1,0,1011.07,321.67,4.0,0.0,7.2,79.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1679,45457,10,51.75,52.41,102.6,15.3,44.0,1.0,0.0,-1,-1,1011.33,901.29,98.6,8.28,7.9,75.0,3.0,0.0,-1.0,0.0,1011.07,321.67,11
1684,45472,10,48.67,49.35,270.0,18.8,34.0,3.0,0.0,1,0,1009.08,805.22,167.4,51.75,15.3,44.0,1.0,0.0,-1.0,-1.0,1011.33,901.29,14
1689,45487,10,2.52,2.82,346.5,14.4,50.0,2.0,0.0,1,0,1010.54,64.48,76.5,48.67,18.8,34.0,3.0,0.0,1.0,0.0,1009.08,805.22,17
1694,45502,10,0.0,0.0,347.0,10.9,72.0,1.0,0.0,-1,-1,1012.26,0.0,0.5,2.52,14.4,50.0,2.0,0.0,1.0,0.0,1010.54,64.48,20
1704,45562,10,7.83,8.1,3.6,9.4,64.0,3.0,0.0,-1,0,1012.52,322.31,3.6,0.0,8.2,66.0,3.0,0.0,-1.0,0.0,1011.33,0.0,8
1709,45577,10,51.36,52.04,102.7,16.7,47.0,2.0,0.0,-1,-1,1011.46,903.17,99.1,7.83,9.4,64.0,3.0,0.0,-1.0,0.0,1012.52,322.31,11
1714,45592,10,46.12,46.84,262.1,21.0,45.0,2.0,0.0,1,0,1008.42,808.54,159.4,51.36,16.7,47.0,2.0,0.0,-1.0,-1.0,1011.46,903.17,14
1719,45607,10,2.24,2.57,335.4,16.7,63.0,3.0,0.0,1,0,1008.69,68.87,73.3,46.12,21.0,45.0,2.0,0.0,1.0,0.0,1008.42,808.54,17
1724,45622,10,0.0,0.0,335.8,13.8,75.0,1.0,0.0,1,1,1009.88,0.0,0.4,2.24,16.7,63.0,3.0,0.0,1.0,0.0,1008.69,68.87,20
1734,45682,10,8.23,8.53,3.6,10.3,90.0,0.0,0.0,1,1,1015.03,323.05,3.6,0.0,11.3,86.0,2.0,0.0,1.0,0.0,1012.26,0.0,8
1739,45697,10,27.69,28.09,74.5,12.5,77.0,2.0,0.0,1,-1,1015.56,905.13,70.9,8.23,10.3,90.0,0.0,0.0,1.0,1.0,1015.03,323.05,11
1744,45712,10,15.11,15.41,152.9,11.7,76.0,3.0,0.0,1,0,1013.97,811.89,78.4,27.69,12.5,77.0,2.0,0.0,1.0,-1.0,1015.56,905.13,14
1749,45727,10,0.61,0.98,177.7,10.4,75.0,3.0,0.0,1,0,1015.56,73.35,24.8,15.11,11.7,76.0,3.0,0.0,1.0,0.0,1013.97,811.89,17
1754,45742,10,0.0,0.0,177.7,9.6,71.0,2.0,0.0,1,-1,1016.49,0.0,0.0,0.61,10.4,75.0,3.0,0.0,1.0,0.0,1015.56,73.35,20
1764,45802,10,7.55,7.87,3.7,7.8,76.0,1.0,0.0,-1,1,1017.68,323.25,3.7,0.0,7.3,70.0,2.0,0.0,1.0,1.0,1016.49,0.0,8
1769,45817,10,53.74,54.44,95.7,13.2,50.0,1.0,0.0,1,-1,1017.41,906.56,92.0,7.55,7.8,76.0,1.0,0.0,-1.0,1.0,1017.68,323.25,11
1774,45832,10,48.5,49.12,259.9,13.4,53.0,2.0,0.0,1,-1,1014.64,814.66,164.2,53.74,13.2,50.0,1.0,0.0,1.0,-1.0,1017.41,906.56,14
