,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
1320,45123,6,2.55,2.9,357.1,2024-01-10 17:00:00,11.4,63.0,3.0,0.0,1,0,1009.88,51.88,70.3,47.76,17.1,21.0,4.0,0.0,-1.0,1.0,1008.55,795.41,17
1325,45138,6,0.0,0.0,357.6,2024-01-10 20:00:00,9.3,71.0,1.0,0.0,0,-1,1011.33,0.0,0.5,2.55,11.4,63.0,3.0,0.0,1.0,0.0,1009.88,51.88,20
1330,45198,6,11.17,11.52,5.0,2024-01-11 08:00:00,5.9,83.0,1.0,0.0,-1,0,1012.12,320.72,5.0,0.0,5.8,73.0,1.0,0.0,1.0,1.0,1010.93,0.0,8
1335,45213,6,52.39,53.06,114.9,2024-01-11 11:00:00,11.4,56.0,1.0,0.0,-1,-1,1011.33,897.71,109.9,11.17,5.9,83.0,1.0,0.0,-1.0,0.0,1012.12,320.72,11
1340,45228,6,47.65,48.29,280.3,2024-01-11 14:00:00,13.0,57.0,2.0,0.0,1,-1,1008.55,798.65,165.4,52.39,11.4,56.0,1.0,0.0,-1.0,-1.0,1011.33,897.71,14
1345,45243,6,2.25,2.64,348.1,2024-01-11 17:00:00,9.5,73.0,3.0,0.0,1,0,1008.69,55.97,67.8,47.65,13.0,57.0,2.0,0.0,1.0,-1.0,1008.55,798.65,17
1350,45258,6,0.0,0.0,348.5,2024-01-11 20:00:00,8.1,79.0,2.0,0.0,1,1,1009.74,0.0,0.4,2.25,9.5,73.0,3.0,0.0,1.0,0.0,1008.69,55.97,20
1355,45318,6,11.53,11.8,5.2,2024-01-12 08:00:00,6.1,89.0,2.0,0.0,-1,0,1009.08,321.14,5.2,0.0,5.6,91.0,2.0,0.0,-1.0,-1.0,1008.03,0.0,8
1360,45333,6,57.69,58.56,123.1,2024-01-12 11:00:00,12.9,55.0,2.0,0.0,-1,-1,1008.55,899.46,117.9,11.53,6.1,89.0,2.0,0.0,-1.0,0.0,1009.08,321.14,11
1365,45348,6,48.83,49.45,301.7,2024-01-12 14:00:00,18.8,40.0,2.0,0.5,1,-1,1005.91,801.92,178.6,57.69,12.9,55.0,2.0,0.0,-1.0,-1.0,1008.55,899.46,14
1370,45363,6,2.14,2.61,377.3,2024-01-12 17:00:00,12.2,75.0,2.0,0.0,1,0,1007.23,60.17,75.6,48.83,18.8,40.0,2.0,0.0,1.0,-1.0,1005.91,801.92,17
1375,45378,6,0.0,0.0,377.7,2024-01-12 20:00:00,10.2,88.0,1.0,0.0,1,1,1008.69,0.0,0.4,2.14,12.2,75.0,2.0,0.0,1.0,0.0,1007.23,60.17,20
1380,45438,6,11.26,11.63,4.9,2024-01-13 08:00:00,7.9,75.0,3.0,0.0,-1,0,1011.07,321.67,4.9,0.0,7.2,79.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1385,45453,6,61.04,61.83,128.8,2024-01-13 11:00:00,15.3,44.0,1.0,0.0,-1,-1,1011.33,901.29,123.9,11.26,7.9,75.0,3.0,0.0,-1.0,0.0,1011.07,321.67,11
1390,45468,6,52.63,53.36,317.9,2024-01-13 14:00:00,18.8,34.0,3.0,0.0,1,0,1009.08,805.22,189.1,61.04,15.3,44.0,1.0,0.0,-1.0,-1.0,1011.33,901.29,14
1395,45483,6,2.12,2.43,396.8,2024-01-13 17:00:00,14.4,50.0,2.0,0.0,1,0,1010.54,64.48,78.9,52.63,18.8,34.0,3.0,0.0,1.0,0.0,1009.08,805.22,17
1400,45498,6,0.0,0.0,397.2,2024-01-13 20:00:00,10.9,72.0,1.0,0.0,-1,-1,1012.26,0.0,0.4,2.12,14.4,50.0,2.0,0.0,1.0,0.0,1010.54,64.48,20
1405,45558,6,10.79,11.12,4.5,2024-01-14 08:00:00,9.4,64.0,3.0,0.0,-1,0,1012.52,322.31,4.5,0.0,8.2,66.0,3.0,0.0,-1.0,0.0,1011.33,0.0,8
1410,45573,6,61.12,61.9,130.2,2024-01-14 11:00:00,16.7,47.0,2.0,0.0,-1,-1,1011.46,903.17,125.7,10.79,9.4,64.0,3.0,0.0,-1.0,0.0,1012.52,322.31,11
1415,45588,6,51.13,51.78,307.8,2024-01-14 14:00:00,21.0,45.0,2.0,0.0,1,0,1008.42,808.54,177.6,61.12,16.7,47.0,2.0,0.0,-1.0,-1.0,1011.46,903.17,14
1420,45603,6,2.0,2.41,387.0,2024-01-14 17:00:00,16.7,63.0,3.0,0.0,1,0,1008.69,68.87,79.2,51.13,21.0,45.0,2.0,0.0,1.0,0.0,1008.42,808.54,17
1425,45618,6,0.0,0.0,387.4,2024-01-14 20:00:00,13.8,75.0,1.0,0.0,1,1,1009.88,0.0,0.4,2.0,16.7,63.0,3.0,0.0,1.0,0.0,1008.69,68.87,20
1430,45678,6,9.53,9.9,4.3,2024-01-15 08:00:00,10.3,90.0,0.0,0.0,1,1,1015.03,323.05,4.3,0.0,11.3,86.0,2.0,0.0,1.0,0.0,1012.26,0.0,8
1435,45693,6,27.56,28.0,81.1,2024-01-15 11:00:00,12.5,77.0,2.0,0.0,1,-1,1015.56,905.13,76.8,9.53,10.3,90.0,0.0,0.0,1.0,1.0,1015.03,323.05,11
1440,45708,6,14.94,15.3,160.1,2024-01-15 14:00:00,11.7,76.0,3.0,0.0,1,0,1013.97,811.89,79.0,27.56,12.5,77.0,2.0,0.0,1.0,-1.0,1015.56,905.13,14
1445,45723,6,0.6,1.05,184.5,2024-01-15 17:00:00,10.4,75.0,3.0,0.0,1,0,1015.56,73.35,24.4,14.94,11.7,76.0,3.0,0.0,1.0,0.0,1013.97,811.89,17
1450,45738,6,0.0,0.0,184.6,2024-01-15 20:00:00,9.6,71.0,2.0,0.0,1,-1,1016.49,0.0,0.1,0.6,10.4,75.0,3.0,0.0,1.0,0.0,1015.56,73.35,20
1455,45798,6,10.66,10.91,5.1,2024-01-16 08:00:00,7.8,76.0,1.0,0.0,-1,1,1017.68,323.25,5.1,0.0,7.3,70.0,2.0,0.0,1.0,1.0,1016.49,0.0,8
1460,45813,6,64.38,65.23,123.0,2024-01-16 11:00:00,13.2,50.0,1.0,0.0,1,-1,1017.41,906.56,117.9,10.66,7.8,76.0,1.0,0.0,-1.0,1.0,1017.68,323.25,11
1465,45828,6,52.43,53.1,305.7,2024-01-16 14:00:00,13.4,53.0,2.0,0.0,1,-1,1014.64,814.66,182.7,64.38,13.2,50.0,1.0,0.0,1.0,-1.0,1017.41,906.56,14
1470,45843,6,2.34,2.78,385.0,2024-01-16 17:00:00,12.4,59.0,3.0,0.0,1,0,1015.03,77.4,79.3,52.43,13.4,53.0,2.0,0.0,1.0,-1.0,1014.64,814.66,17
1475,45858,6,0.0,0.0,385.5,2024-01-16 20:00:00,10.1,70.0,1.0,0.0,1,1,1015.82,0.0,0.5,2.34,12.4,59.0,3.0,0.0,1.0,0.0,1015.03,77.4,20
1480,45918,6,7.07,7.34,2.7,2024-01-17 08:00:00,8.6,75.0,2.0,0.0,-1,0,1013.31,322.92,2.7,0.0,7.5,80.0,2.0,0.0,-1.0,0.0,1012.52,0.0,8
1485,45933,6,44.82,45.39,89.5,2024-01-17 11:00:00,14.6,58.0,2.0,0.0,-1,0,1012.12,907.48,86.8,7.07,8.6,75.0,2.0,0.0,-1.0,0.0,1013.31,322.92,11
1490,45948,6,27.81,28.18,248.6,2024-01-17 14:00:00,19.6,57.0,1.0,0.0,1,0,1008.16,816.87,159.1,44.82,14.6,58.0,2.0,0.0,-1.0,0.0,1012.12,907.48,14
1495,45963,6,2.32,2.67,316.4,2024-01-17 17:00:00,18.5,64.0,2.0,0.0,1,0,1007.76,80.98,67.8,27.81,19.6,57.0,1.0,0.0,1.0,0.0,1008.16,816.87,17
1500,45978,6,0.0,0.0,316.9,2024-01-17 20:00:00,14.8,79.0,1.0,0.0,-1,0,1008.55,0.0,0.5,2.32,18.5,64.0,2.0,0.0,1.0,0.0,1007.76,80.98,20
1505,46038,6,10.66,10.96,4.6,2024-01-18 08:00:00,12.7,88.0,3.0,0.0,-1,0,1007.5,322.71,4.6,0.0,12.1,91.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1510,46053,6,57.55,58.27,122.6,2024-01-18 11:00:00,20.5,59.0,1.0,0.0,1,0,1007.1,908.47,118.0,10.66,12.7,88.0,3.0,0.0,-1.0,0.0,1007.5,322.71,11
1515,46068,6,47.71,48.31,296.8,2024-01-18 14:00:00,19.6,66.0,4.0,0.0,1,0,1004.59,819.1,174.2,57.55,20.5,59.0,1.0,0.0,1.0,0.0,1007.1,908.47,14
1520,46083,6,2.6,3.01,369.0,2024-01-18 17:00:00,15.4,80.0,2.0,0.0,1,-1,1005.51,84.58,72.2,47.71,19.6,66.0,4.0,0.0,1.0,0.0,1004.59,819.1,17
1525,46098,6,0.0,0.0,369.5,2024-01-18 20:00:00,13.8,86.0,2.0,0.0,1,0,1007.89,0.0,0.5,2.6,15.4,80.0,2.0,0.0,1.0,-1.0,1005.51,84.58,20
1530,46158,6,1.49,2.06,0.5,2024-01-19 08:00:00,13.1,88.0,1.0,0.0,1,0,1008.82,322.61,0.5,0.0,13.0,85.0,1.0,0.0,-1.0,-1.0,1007.76,0.0,8
1535,46173,6,20.2,20.51,28.7,2024-01-19 11:00:00,14.5,83.0,1.0,0.0,1,-1,1008.69,909.52,28.2,1.49,13.1,88.0,1.0,0.0,1.0,0.0,1008.82,322.61,11
1540,46188,6,11.0,11.23,85.7,2024-01-19 14:00:00,15.5,80.0,2.0,0.0,1,-1,1005.78,821.34,57.0,20.2,14.5,83.0,1.0,0.0,1.0,-1.0,1008.69,909.52,14
1545,46203,6,0.19,0.65,103.1,2024-01-19 17:00:00,14.9,84.0,0.0,0.0,0,0,1005.91,88.18,17.4,11.0,15.5,80.0,2.0,0.0,1.0,-1.0,1005.78,821.34,17
1550,46218,6,0.0,0.0,103.2,2024-01-19 20:00:00,14.4,86.0,1.0,0.0,1,-1,1007.1,0.0,0.1,0.19,14.9,84.0,0.0,0.0,0.0,0.0,1005.91,88.18,20
1555,46278,6,1.11,1.36,0.8,2024-01-20 08:00:00,13.3,96.0,1.0,0.1,1,0,1006.44,322.63,0.8,0.0,13.6,92.0,1.0,0.0,-1.0,1.0,1004.32,0.0,8
1560,46293,6,5.07,5.37,9.8,2024-01-20 11:00:00,13.9,96.0,1.0,0.7,-1,-1,1007.1,910.63,9.0,1.11,13.3,96.0,1.0,0.1,1.0,0.0,1006.44,322.63,11
1565,46308,6,29.81,30.23,38.4,2024-01-20 14:00:00,14.5,97.0,1.0,1.0,-1,-1,1005.12,823.6,28.6,5.07,13.9,96.0,1.0,0.7,-1.0,-1.0,1007.1,910.63,14
1570,46323,6,1.24,1.7,67.9,2024-01-20 17:00:00,13.5,68.0,4.0,1.0,-1,1,1006.31,91.78,29.5,29.81,14.5,97.0,1.0,1.0,-1.0,-1.0,1005.12,823.6,17
1575,46338,6,0.0,0.0,68.2,2024-01-20 20:00:00,12.3,63.0,3.0,1.0,0,1,1008.42,0.0,0.3,1.24,13.5,68.0,4.0,1.0,-1.0,1.0,1006.31,91.78,20
1580,46398,6,9.38,9.67,4.0,2024-01-21 08:00:00,10.1,63.0,2.0,0.0,1,1,1013.05,322.75,4.0,0.0,9.6,66.0,3.0,0.0,-1.0,1.0,1011.46,0.0,8
1585,46413,6,64.61,65.49,110.6,2024-01-21 11:00:00,13.7,51.0,4.0,0.0,1,1,1013.45,911.8,106.6,9.38,10.1,63.0,2.0,0.0,1.0,1.0,1013.05,322.75,11
1590,46428,6,34.42,34.96,270.9,2024-01-21 14:00:00,12.2,62.0,2.0,0.0,1,-1,1011.86,825.87,160.3,64.61,13.7,51.0,4.0,0.0,1.0,1.0,1013.45,911.8,14
1595,46443,6,0.26,0.67,307.8,2024-01-21 17:00:00,11.4,60.0,2.0,0.0,1,1,1013.45,95.38,36.9,34.42,12.2,62.0,2.0,0.0,1.0,-1.0,1011.86,825.87,17
1600,46458,6,0.0,0.0,307.9,2024-01-21 20:00:00,10.3,59.0,3.0,0.0,1,1,1015.3,0.0,0.1,0.26,11.4,60.0,2.0,0.0,1.0,1.0,1013.45,95.38,20
1605,46518,6,2.08,2.72,0.4,2024-01-22 08:00:00,5.0,81.0,3.0,0.4,-1,1,1018.34,322.99,0.4,0.0,7.1,65.0,2.0,0.1,-1.0,1.0,1016.88,0.0,8
1610,46533,6,4.66,5.2,18.8,2024-01-22 11:00:00,3.1,82.0,4.0,1.0,-1,1,1019.92,913.03,18.4,2.08,5.0,81.0,3.0,0.4,-1.0,1.0,1018.34,322.99,11
1615,46548,6,7.3,7.72,40.5,2024-01-22 14:00:00,1.9,91.0,2.0,3.0,-1,1,1018.07,828.15,21.7,4.66,3.1,82.0,4.0,1.0,-1.0,1.0,1019.92,913.03,14
1620,46563,6,0.11,0.61,50.5,2024-01-22 17:00:00,0.6,89.0,2.0,5.0,-1,0,1019.79,98.96,10.0,7.3,1.9,91.0,2.0,3.0,-1.0,1.0,1018.07,828.15,17
1625,46578,6,0.0,0.0,50.5,2024-01-22 20:00:00,-0.4,88.0,0.0,6.0,0,0,1021.77,0.0,0.0,0.11,0.6,89.0,2.0,5.0,-1.0,0.0,1019.79,98.96,20
1630,46638,6,0.0,0.27,0.0,2024-01-23 08:00:00,-2.1,64.0,0.0,3.0,0,0,1022.96,323.33,0.0,0.0,-1.4,79.0,0.0,4.0,0.0,0.0,1021.77,0.0,8
1635,46653,6,1.39,1.84,1.9,2024-01-23 11:00:00,0.7,51.0,4.0,1.0,-1,0,1022.57,914.31,1.9,0.0,-2.1,64.0,0.0,3.0,0.0,0.0,1022.96,323.33,11
1640,46668,6,3.15,3.52,8.7,2024-01-23 14:00:00,3.8,42.0,3.0,0.1,-1,0,1019.53,830.43,6.8,1.39,0.7,51.0,4.0,1.0,-1.0,0.0,1022.57,914.31,14
1645,46683,6,0.14,0.56,15.8,2024-01-23 17:00:00,3.3,45.0,3.0,0.0,-1,0,1020.19,102.53,7.1,3.15,3.8,42.0,3.0,0.1,-1.0,0.0,1019.53,830.43,17
1650,46698,6,0.0,0.0,15.9,2024-01-23 20:00:00,0.5,53.0,3.0,0.0,-1,1,1021.77,0.0,0.1,0.14,3.3,45.0,3.0,0.0,-1.0,0.0,1020.19,102.53,20
1655,46758,6,0.12,0.65,0.0,2024-01-24 08:00:00,0.6,55.0,1.0,0.0,1,1,1022.3,323.79,0.0,0.0,-1.5,71.0,1.0,0.0,-1.0,1.0,1021.11,0.0,8
1660,46773,6,20.52,20.88,28.7,2024-01-24 11:00:00,5.0,35.0,1.0,0.0,1,1,1021.24,915.65,28.7,0.12,0.6,55.0,1.0,0.0,1.0,1.0,1022.3,323.79,11
1665,46788,6,58.9,59.79,183.6,2024-01-24 14:00:00,8.2,33.0,2.0,0.0,1,-1,1018.6,832.72,154.9,20.52,5.0,35.0,1.0,0.0,1.0,1.0,1021.24,915.65,14
1670,46803,6,2.48,2.77,272.5,2024-01-24 17:00:00,4.3,52.0,3.0,0.0,1,0,1018.6,106.07,88.9,58.9,8.2,33.0,2.0,0.0,1.0,-1.0,1018.6,832.72,17
1675,46818,6,0.0,0.0,273.0,2024-01-24 20:00:00,3.8,58.0,1.0,0.0,1,1,1019.39,0.0,0.5,2.48,4.3,52.0,3.0,0.0,1.0,0.0,1018.6,106.07,20
1680,46878,6,8.48,8.8,3.5,2024-01-25 08:00:00,3.9,48.0,1.0,0.0,0,1,1020.98,324.34,3.5,0.0,3.9,52.0,2.0,0.0,0.0,1.0,1018.6,0.0,8
1685,46893,6,54.89,55.57,125.1,2024-01-25 11:00:00,8.4,34.0,2.0,0.0,1,1,1020.19,917.04,121.6,8.48,3.9,48.0,1.0,0.0,0.0,1.0,1020.98,324.34,11
1690,46908,6,35.71,36.24,252.5,2024-01-25 14:00:00,8.7,45.0,2.0,0.0,1,-1,1017.68,835.01,127.4,54.89,8.4,34.0,2.0,0.0,1.0,1.0,1020.19,917.04,14
1695,46923,6,2.02,2.24,306.3,2024-01-25 17:00:00,7.1,48.0,2.0,0.0,1,0,1017.81,109.59,53.8,35.71,8.7,45.0,2.0,0.0,1.0,-1.0,1017.68,835.01,17
