,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
0,19128,6,65.24,66.29,195.2,2023-09-14 11:00:00,31.2,60.0,2.0,0.0,1,-1,996.92,942.25,174.9,31.25,27.5,83.0,0.0,0.0,-1.0,0.0,996.39,441.37,11
5,19218,6,77.74,79.08,444.6,2023-09-14 14:00:00,31.2,63.0,3.0,0.0,1,-1,995.86,801.45,249.4,65.24,31.2,60.0,2.0,0.0,1.0,-1.0,996.92,942.25,14
10,19308,6,11.43,11.73,565.7,2023-09-14 17:00:00,28.6,75.0,5.0,0.0,1,0,996.39,136.03,121.1,77.74,31.2,63.0,3.0,0.0,1.0,-1.0,995.86,801.45,17
15,19398,6,0.0,0.0,568.1,2023-09-14 20:00:00,28.0,79.0,2.0,0.0,1,0,998.11,0.0,2.4,11.43,28.6,75.0,5.0,0.0,1.0,0.0,996.39,136.03,20
20,19758,6,16.76,17.11,20.1,2023-09-15 08:00:00,27.9,83.0,2.0,0.0,-1,0,998.64,442.12,20.1,0.0,26.7,86.0,1.0,0.0,1.0,0.0,997.18,0.0,8
25,19848,6,52.47,53.22,112.9,2023-09-15 11:00:00,32.0,58.0,1.0,0.0,-1,1,998.24,943.0,92.8,16.76,27.9,83.0,2.0,0.0,-1.0,0.0,998.64,442.12,11
30,19938,6,48.47,49.18,348.8,2023-09-15 14:00:00,31.5,67.0,4.0,0.0,1,-1,996.66,800.61,235.9,52.47,32.0,58.0,1.0,0.0,-1.0,1.0,998.24,943.0,14
35,19983,6,7.9,8.22,440.4,2023-09-15 17:00:00,29.7,79.0,3.0,0.0,1,0,996.52,133.11,91.6,48.47,31.5,67.0,4.0,0.0,1.0,-1.0,996.66,800.61,17
40,21208,6,0.0,0.0,443.8,2023-09-15 20:00:00,28.3,83.0,2.0,0.0,1,-1,998.24,0.0,3.4,7.9,29.7,79.0,3.0,0.0,1.0,0.0,996.52,133.11,20
45,21568,6,14.2,14.56,17.6,2023-09-16 08:00:00,27.8,84.0,0.0,0.0,-1,1,999.04,443.11,17.6,0.0,26.3,91.0,1.0,0.0,-1.0,0.0,997.85,0.0,8
50,21658,6,48.18,48.93,110.4,2023-09-16 11:00:00,29.0,78.0,1.0,0.0,-1,-1,999.3,944.02,92.8,14.2,27.8,84.0,0.0,0.0,-1.0,1.0,999.04,443.11,11
55,21748,6,29.67,30.12,226.6,2023-09-16 14:00:00,30.1,73.0,1.0,0.0,1,-1,997.45,800.03,116.2,48.18,29.0,78.0,1.0,0.0,-1.0,-1.0,999.3,944.02,14
60,21838,6,17.39,17.7,279.5,2023-09-16 17:00:00,31.1,70.0,1.0,0.0,-1,1,996.79,130.3,52.9,29.67,30.1,73.0,1.0,0.0,1.0,-1.0,997.45,800.03,17
65,21928,6,0.0,0.0,287.1,2023-09-16 20:00:00,27.9,74.0,1.0,0.0,-1,0,997.71,0.0,7.6,17.39,31.1,70.0,1.0,0.0,-1.0,1.0,996.79,130.3,20
70,22288,6,38.26,38.78,31.1,2023-09-17 08:00:00,26.9,80.0,1.0,0.0,-1,-1,999.17,444.08,31.1,0.0,24.8,90.0,2.0,0.0,-1.0,0.0,997.58,0.0,8
75,22378,6,85.57,87.01,221.1,2023-09-17 11:00:00,32.3,60.0,1.0,0.0,0,-1,998.77,944.99,190.0,38.26,26.9,80.0,1.0,0.0,-1.0,-1.0,999.17,444.08,11
80,22468,6,68.22,69.3,427.6,2023-09-17 14:00:00,32.1,66.0,4.0,0.0,1,-1,996.79,799.4,206.5,85.57,32.3,60.0,1.0,0.0,0.0,-1.0,998.77,944.99,14
85,22558,6,4.52,4.84,542.3,2023-09-17 17:00:00,29.7,80.0,2.0,0.0,1,-1,997.18,127.47,114.7,68.22,32.1,66.0,4.0,0.0,1.0,-1.0,996.79,799.4,17
90,22648,6,0.0,0.0,545.9,2023-09-17 20:00:00,28.7,86.0,2.0,0.0,1,0,998.51,0.0,3.6,4.52,29.7,80.0,2.0,0.0,1.0,-1.0,997.18,127.47,20
95,23008,6,38.21,38.76,30.8,2023-09-18 08:00:00,28.0,86.0,1.0,0.0,-1,-1,1000.36,445.03,30.8,0.0,26.3,87.0,1.0,0.0,-1.0,0.0,998.77,0.0,8
100,23098,6,79.98,81.31,177.4,2023-09-18 11:00:00,32.0,63.0,2.0,0.0,-1,-1,999.96,945.92,146.6,38.21,28.0,86.0,1.0,0.0,-1.0,-1.0,1000.36,445.03,11
105,23188,6,68.76,69.89,419.4,2023-09-18 14:00:00,32.7,63.0,3.0,0.0,1,-1,998.37,798.73,242.0,79.98,32.0,63.0,2.0,0.0,-1.0,-1.0,999.96,945.92,14
110,23273,6,8.73,9.05,540.3,2023-09-18 17:00:00,30.3,71.0,3.0,0.0,1,-1,998.77,124.61,120.9,68.76,32.7,63.0,3.0,0.0,1.0,-1.0,998.37,798.73,17
115,23363,6,0.0,0.0,544.2,2023-09-18 20:00:00,28.7,77.0,2.0,0.0,1,-1,1000.62,0.0,3.9,8.73,30.3,71.0,3.0,0.0,1.0,-1.0,998.77,124.61,20
120,23723,6,39.26,39.82,32.8,2023-09-19 08:00:00,28.0,81.0,1.0,0.0,-1,0,1001.02,445.97,32.8,0.0,25.8,92.0,2.0,0.0,-1.0,0.0,999.3,0.0,8
125,23813,6,83.9,85.35,221.0,2023-09-19 11:00:00,32.4,60.0,2.0,0.0,1,-1,1000.62,946.81,188.2,39.26,28.0,81.0,1.0,0.0,-1.0,0.0,1001.02,445.97,11
130,23903,6,73.65,74.94,470.0,2023-09-19 14:00:00,32.3,61.0,2.0,0.0,1,-1,999.04,798.01,249.0,83.9,32.4,60.0,2.0,0.0,1.0,-1.0,1000.62,946.81,14
135,23993,6,12.81,13.07,598.1,2023-09-19 17:00:00,30.0,74.0,3.0,0.0,1,-1,998.77,121.72,128.1,73.65,32.3,61.0,2.0,0.0,1.0,-1.0,999.04,798.01,17
140,24083,6,0.0,0.0,602.9,2023-09-19 20:00:00,28.5,80.0,1.0,0.0,1,-1,999.96,0.0,4.8,12.81,30.0,74.0,3.0,0.0,1.0,-1.0,998.77,121.72,20
145,24443,6,37.32,37.85,31.0,2023-09-20 08:00:00,28.2,80.0,1.0,0.0,-1,0,999.3,446.88,31.0,0.0,26.2,91.0,2.0,0.0,-1.0,0.0,998.77,0.0,8
150,24533,6,66.13,67.19,210.1,2023-09-20 11:00:00,31.5,61.0,1.0,0.0,-1,-1,998.24,947.66,179.1,37.32,28.2,80.0,1.0,0.0,-1.0,0.0,999.3,446.88,11
155,24623,6,64.69,65.65,416.1,2023-09-20 14:00:00,32.0,64.0,3.0,0.0,1,-1,996.13,797.26,206.0,66.13,31.5,61.0,1.0,0.0,-1.0,-1.0,998.24,947.66,14
160,24713,6,8.74,9.0,527.7,2023-09-20 17:00:00,29.7,78.0,3.0,0.0,1,0,996.39,118.81,111.6,64.69,32.0,64.0,3.0,0.0,1.0,-1.0,996.13,797.26,17
165,24803,6,0.0,0.0,531.3,2023-09-20 20:00:00,28.5,83.0,2.0,0.0,1,1,997.98,0.0,3.6,8.74,29.7,78.0,3.0,0.0,1.0,0.0,996.39,118.81,20
170,25163,6,42.61,43.24,29.8,2023-09-21 08:00:00,29.4,78.0,1.0,0.0,1,1,999.56,447.78,29.8,0.0,26.4,93.0,1.0,0.0,-1.0,0.0,997.98,0.0,8
175,25253,6,79.57,80.95,224.5,2023-09-21 11:00:00,32.6,63.0,2.0,0.0,1,0,999.43,948.45,194.7,42.61,29.4,78.0,1.0,0.0,1.0,1.0,999.56,447.78,11
180,25343,6,67.84,68.95,465.9,2023-09-21 14:00:00,32.6,63.0,4.0,0.0,1,-1,997.58,796.47,241.4,79.57,32.6,63.0,2.0,0.0,1.0,0.0,999.43,948.45,14
185,25433,6,4.87,5.2,577.4,2023-09-21 17:00:00,30.3,74.0,4.0,0.0,1,0,998.24,115.87,111.5,67.84,32.6,63.0,4.0,0.0,1.0,-1.0,997.58,796.47,17
190,25523,6,0.0,0.0,579.4,2023-09-21 20:00:00,28.5,83.0,4.0,0.0,1,1,999.56,0.0,2.0,4.87,30.3,74.0,4.0,0.0,1.0,0.0,998.24,115.87,20
195,25883,6,41.51,42.05,28.2,2023-09-22 08:00:00,25.4,95.0,0.0,0.7,-1,-1,1000.75,448.65,28.2,0.0,26.5,85.0,1.0,0.0,-1.0,1.0,999.56,0.0,8
200,25973,6,41.65,42.22,133.8,2023-09-22 11:00:00,25.6,96.0,1.0,1.0,-1,0,1001.15,949.21,105.6,41.51,25.4,95.0,0.0,0.7,-1.0,-1.0,1000.75,448.65,11
205,26063,6,30.39,30.84,245.5,2023-09-22 14:00:00,28.8,79.0,1.0,0.5,-1,-1,999.04,795.63,111.7,41.65,25.6,96.0,1.0,1.0,-1.0,0.0,1001.15,949.21,14
210,26153,6,8.45,8.82,307.5,2023-09-22 17:00:00,27.9,79.0,5.0,0.0,1,0,999.56,112.91,62.0,30.39,28.8,79.0,1.0,0.5,-1.0,-1.0,999.04,795.63,17
215,26243,6,0.0,0.0,309.5,2023-09-22 20:00:00,27.0,80.0,4.0,0.0,1,1,1001.28,0.0,2.0,8.45,27.9,79.0,5.0,0.0,1.0,0.0,999.56,112.91,20
220,26603,6,43.33,43.9,16.0,2023-09-23 08:00:00,25.1,93.0,1.0,0.2,-1,1,1001.94,449.5,16.0,0.0,25.0,91.0,1.0,0.1,-1.0,0.0,1000.75,0.0,8
225,26693,6,13.77,14.03,148.7,2023-09-23 11:00:00,28.0,79.0,2.0,0.3,1,1,1001.55,949.91,132.7,43.33,25.1,93.0,1.0,0.2,-1.0,1.0,1001.94,449.5,11
230,26783,6,14.9,15.18,219.4,2023-09-23 14:00:00,27.7,79.0,4.0,0.2,1,1,999.96,794.76,70.7,13.77,28.0,79.0,2.0,0.3,1.0,1.0,1001.55,949.91,14
235,26873,6,3.05,3.36,239.4,2023-09-23 17:00:00,24.7,95.0,3.0,2.0,1,1,1000.36,109.94,20.0,14.9,27.7,79.0,4.0,0.2,1.0,1.0,999.96,794.76,17
240,26963,6,0.0,0.0,240.7,2023-09-23 20:00:00,24.3,95.0,1.0,2.0,-1,1,1001.68,0.0,1.3,3.05,24.7,95.0,3.0,2.0,1.0,1.0,1000.36,109.94,20
245,27323,6,36.81,37.32,31.9,2023-09-24 08:00:00,27.8,80.0,1.0,0.0,1,0,1001.28,450.32,31.9,0.0,24.2,94.0,1.0,0.0,-1.0,0.0,1000.23,0.0,8
250,27413,6,67.98,69.07,208.1,2023-09-24 11:00:00,31.4,65.0,1.0,0.0,0,-1,1000.62,950.58,176.2,36.81,27.8,80.0,1.0,0.0,1.0,0.0,1001.28,450.32,11
255,27503,6,61.86,63.0,408.2,2023-09-24 14:00:00,32.1,61.0,2.0,0.0,1,-1,998.37,793.86,200.1,67.98,31.4,65.0,1.0,0.0,0.0,-1.0,1000.62,950.58,14
260,27593,6,6.11,6.42,517.5,2023-09-24 17:00:00,29.5,74.0,2.0,0.0,1,0,998.64,106.95,109.3,61.86,32.1,61.0,2.0,0.0,1.0,-1.0,998.37,793.86,17
265,27683,6,0.0,0.0,519.6,2023-09-24 20:00:00,27.7,86.0,2.0,0.0,1,0,999.96,0.0,2.1,6.11,29.5,74.0,2.0,0.0,1.0,0.0,998.64,106.95,20
270,28043,6,34.85,35.31,27.9,2023-09-25 08:00:00,28.0,83.0,1.0,0.0,-1,0,1000.62,451.12,27.9,0.0,26.0,92.0,1.0,0.0,-1.0,1.0,999.17,0.0,8
275,28133,6,22.31,23.19,187.2,2023-09-25 11:00:00,32.1,64.0,3.0,0.0,1,0,999.96,951.19,159.3,34.85,28.0,83.0,1.0,0.0,-1.0,0.0,1000.62,451.12,11
280,28223,6,62.67,63.64,396.6,2023-09-25 14:00:00,31.4,69.0,4.0,0.0,1,-1,998.24,792.91,209.4,22.31,32.1,64.0,3.0,0.0,1.0,0.0,999.96,951.19,14
285,28313,6,6.16,6.52,505.6,2023-09-25 17:00:00,29.6,76.0,3.0,0.0,1,0,998.9,103.94,109.0,62.67,31.4,69.0,4.0,0.0,1.0,-1.0,998.24,792.91,17
290,28403,6,0.0,0.0,508.1,2023-09-25 20:00:00,28.3,81.0,4.0,0.0,1,0,1000.36,0.0,2.5,6.16,29.6,76.0,3.0,0.0,1.0,0.0,998.9,103.94,20
295,28763,6,32.58,33.03,28.2,2023-09-26 08:00:00,28.5,73.0,0.0,0.0,-1,0,1001.55,451.89,28.2,0.0,26.8,83.0,1.0,0.0,-1.0,1.0,999.96,0.0,8
300,28853,6,70.72,71.89,178.8,2023-09-26 11:00:00,31.9,61.0,0.0,0.0,0,0,1000.75,951.76,150.6,32.58,28.5,73.0,0.0,0.0,-1.0,0.0,1001.55,451.89,11
305,28943,6,60.97,61.86,390.9,2023-09-26 14:00:00,30.6,69.0,1.5,0.0,0,0,1000.09,791.94,212.1,70.72,31.9,61.0,0.0,0.0,0.0,0.0,1000.75,951.76,14
310,29033,6,5.32,5.6,482.8,2023-09-26 17:00:00,29.2,77.0,3.0,0.0,1,0,999.43,100.93,91.9,60.97,30.6,69.0,1.5,0.0,0.0,0.0,1000.09,791.94,17
315,29123,6,0.0,0.0,484.6,2023-09-26 20:00:00,28.2,82.0,4.0,0.0,1,1,1000.89,0.0,1.8,5.32,29.2,77.0,3.0,0.0,1.0,0.0,999.43,100.93,20
320,29483,6,34.19,34.76,28.0,2023-09-27 08:00:00,28.4,72.0,2.0,0.0,0,1,1001.15,452.64,28.0,0.0,25.5,83.0,0.0,0.0,0.0,1.0,1000.36,0.0,8
325,29573,6,17.07,17.54,187.3,2023-09-27 11:00:00,30.5,63.0,2.0,0.0,-1,1,1000.36,952.29,159.3,34.19,28.4,72.0,2.0,0.0,0.0,1.0,1001.15,452.64,11
330,29663,6,61.26,62.24,389.6,2023-09-27 14:00:00,30.6,66.0,3.0,6.0,1,-1,998.64,790.93,202.3,17.07,30.5,63.0,2.0,0.0,-1.0,1.0,1000.36,952.29,14
335,29753,6,6.49,6.75,493.0,2023-09-27 17:00:00,29.5,73.0,3.0,0.0,1,0,998.77,97.9,103.4,61.26,30.6,66.0,3.0,0.0,1.0,-1.0,998.64,790.93,17
340,29843,6,0.0,0.0,495.2,2023-09-27 20:00:00,28.1,80.0,4.0,0.0,1,0,1000.62,0.0,2.2,6.49,29.5,73.0,3.0,0.0,1.0,0.0,998.77,97.9,20
345,30203,6,30.09,30.49,21.3,2023-09-28 08:00:00,27.8,77.0,1.0,0.0,-1,1,1002.21,453.35,21.3,0.0,25.3,88.0,1.0,0.0,-1.0,1.0,1000.49,0.0,8
350,30293,6,81.96,83.27,171.2,2023-09-28 11:00:00,31.8,60.0,2.0,0.0,-1,1,1001.55,952.76,149.9,30.09,27.8,77.0,1.0,0.0,-1.0,1.0,1002.21,453.35,11
355,30383,6,58.87,59.85,369.7,2023-09-28 14:00:00,32.8,58.0,5.0,0.0,1,0,999.56,789.89,198.5,81.96,31.8,60.0,2.0,0.0,-1.0,1.0,1001.55,952.76,14
360,30473,6,3.54,3.99,470.8,2023-09-28 17:00:00,30.0,66.0,3.0,0.0,1,0,1000.23,94.87,101.1,58.87,32.8,58.0,5.0,0.0,1.0,0.0,999.56,789.89,17
365,30563,6,0.0,0.0,472.2,2023-09-28 20:00:00,28.1,80.0,4.0,0.0,1,0,1001.81,0.0,1.4,3.54,30.0,66.0,3.0,0.0,1.0,0.0,1000.23,94.87,20
370,30923,6,31.82,32.27,25.6,2023-09-29 08:00:00,27.9,72.0,3.0,0.0,0,1,1002.47,454.03,25.6,0.0,25.6,82.0,2.0,0.0,-1.0,1.0,1001.55,0.0,8
375,31013,6,77.41,79.43,178.3,2023-09-29 11:00:00,31.6,60.0,1.0,0.0,1,1,1001.94,953.19,152.7,31.82,27.9,72.0,3.0,0.0,0.0,1.0,1002.47,454.03,11
380,31103,6,60.43,61.4,374.8,2023-09-29 14:00:00,32.4,58.0,3.0,0.0,1,-1,1000.36,788.82,196.5,77.41,31.6,60.0,1.0,0.0,1.0,1.0,1001.94,953.19,14
385,31193,6,6.29,6.5,478.4,2023-09-29 17:00:00,29.7,67.0,3.0,0.0,1,0,999.83,91.83,103.6,60.43,32.4,58.0,3.0,0.0,1.0,-1.0,1000.36,788.82,17
390,31283,6,0.0,0.0,480.5,2023-09-29 20:00:00,27.6,80.0,2.0,0.0,1,-1,1000.62,0.0,2.1,6.29,29.7,67.0,3.0,0.0,1.0,0.0,999.83,91.83,20
395,31643,6,31.71,32.15,25.5,2023-09-30 08:00:00,26.7,81.0,2.0,0.0,-1,-1,999.56,454.68,25.5,0.0,24.9,90.0,2.0,0.0,-1.0,0.0,998.77,0.0,8
400,31733,6,71.12,72.22,179.0,2023-09-30 11:00:00,32.0,58.0,1.0,0.0,1,-1,998.77,953.58,153.5,31.71,26.7,81.0,2.0,0.0,-1.0,-1.0,999.56,454.68,11
405,31823,6,58.66,59.53,380.3,2023-09-30 14:00:00,33.3,59.0,2.0,0.0,1,-1,996.39,787.73,201.3,71.12,32.0,58.0,1.0,0.0,1.0,-1.0,998.77,953.58,14
410,31913,6,5.52,5.93,484.7,2023-09-30 17:00:00,30.2,69.0,2.0,0.0,1,-1,995.99,88.79,104.4,58.66,33.3,59.0,2.0,0.0,1.0,-1.0,996.39,787.73,17
415,32003,6,0.0,0.0,486.3,2023-09-30 20:00:00,28.8,77.0,3.0,0.0,1,0,998.37,0.0,1.6,5.52,30.2,69.0,2.0,0.0,1.0,-1.0,995.99,88.79,20
420,32363,6,4.34,4.55,3.6,2023-10-01 08:00:00,23.0,97.0,0.0,83.0,0,1,1001.42,455.29,3.6,0.0,23.2,93.0,2.0,74.0,1.0,1.0,999.17,0.0,8
425,32453,6,21.5,21.85,47.2,2023-10-01 11:00:00,24.2,87.0,1.0,14.0,1,1,1001.94,953.91,43.6,4.34,23.0,97.0,0.0,83.0,0.0,1.0,1001.42,455.29,11
430,32543,6,39.3,40.0,149.2,2023-10-01 14:00:00,23.6,86.0,2.0,14.0,-1,1,1000.75,786.61,102.0,21.5,24.2,87.0,1.0,14.0,1.0,1.0,1001.94,953.91,14
435,32633,6,9.53,9.8,202.6,2023-10-01 17:00:00,24.3,79.0,2.0,12.0,-1,1,1000.36,85.75,53.4,39.3,23.6,86.0,2.0,14.0,-1.0,1.0,1000.75,786.61,17
440,32723,6,0.0,0.0,205.7,2023-10-01 20:00:00,24.4,73.0,3.0,6.0,1,1,1001.55,0.0,3.1,9.53,24.3,79.0,2.0,12.0,-1.0,1.0,1000.36,85.75,20
445,33083,6,45.22,45.84,31.6,2023-10-02 08:00:00,24.3,59.0,2.0,0.0,0,1,1003.53,455.87,31.6,0.0,22.7,73.0,2.0,0.0,-1.0,1.0,1002.08,0.0,8
450,33173,6,85.72,87.12,240.6,2023-10-02 11:00:00,27.8,50.0,2.0,0.0,1,1,1002.47,954.2,209.0,45.22,24.3,59.0,2.0,0.0,0.0,1.0,1003.53,455.87,11
455,33263,6,45.08,48.84,490.3,2023-10-02 14:00:00,27.9,58.0,4.0,0.0,1,0,1000.36,785.46,249.7,85.72,27.8,50.0,2.0,0.0,1.0,1.0,1002.47,954.2,14
460,33353,6,5.11,5.54,609.3,2023-10-02 17:00:00,26.2,58.0,4.0,0.0,1,0,1000.75,82.72,119.0,45.08,27.9,58.0,4.0,0.0,1.0,0.0,1000.36,785.46,17
465,33443,6,0.0,0.0,611.5,2023-10-02 20:00:00,25.3,61.0,3.0,0.0,1,1,1002.21,0.0,2.2,5.11,26.2,58.0,4.0,0.0,1.0,0.0,1000.75,82.72,20
470,33803,6,41.66,42.2,32.6,2023-10-03 08:00:00,24.0,69.0,2.0,0.0,-1,0,1001.02,456.41,32.6,0.0,21.5,84.0,2.0,0.0,-1.0,1.0,999.96,0.0,8
475,33893,6,95.0,96.88,237.1,2023-10-03 11:00:00,28.8,57.0,2.0,0.0,1,1,1000.36,954.45,204.5,41.66,24.0,69.0,2.0,0.0,-1.0,0.0,1001.02,456.41,11
480,33983,6,69.64,70.83,477.0,2023-10-03 14:00:00,31.1,51.0,1.0,0.0,1,0,997.45,784.3,239.9,95.0,28.8,57.0,2.0,0.0,1.0,1.0,1000.36,954.45,14
485,34073,6,6.77,7.01,596.3,2023-10-03 17:00:00,28.0,67.0,4.0,0.0,1,0,997.58,79.7,119.3,69.64,31.1,51.0,1.0,0.0,1.0,0.0,997.45,784.3,17
490,34163,6,0.0,0.0,598.6,2023-10-03 20:00:00,26.3,73.0,4.0,0.0,1,1,999.04,0.0,2.3,6.77,28.0,67.0,4.0,0.0,1.0,0.0,997.58,79.7,20
495,34523,6,38.57,39.12,29.1,2023-10-04 08:00:00,26.0,70.0,3.0,0.0,0,1,999.83,456.91,29.1,0.0,23.3,83.0,1.0,0.0,-1.0,1.0,998.51,0.0,8
500,34613,6,84.47,85.91,220.7,2023-10-04 11:00:00,29.5,57.0,4.0,0.0,1,1,998.37,954.64,191.6,38.57,26.0,70.0,3.0,0.0,0.0,1.0,999.83,456.91,11
505,34703,6,32.54,33.03,461.2,2023-10-04 14:00:00,30.0,56.0,4.0,0.0,1,1,996.66,783.11,240.5,84.47,29.5,57.0,4.0,0.0,1.0,1.0,998.37,954.64,14
510,34793,6,6.25,6.58,576.4,2023-10-04 17:00:00,28.5,58.0,3.0,0.0,0,1,997.18,76.68,115.2,32.54,30.0,56.0,4.0,0.0,1.0,1.0,996.66,783.11,17
515,34883,6,0.0,0.0,578.3,2023-10-04 20:00:00,26.5,64.0,2.0,0.0,1,1,999.17,0.0,1.9,6.25,28.5,58.0,3.0,0.0,0.0,1.0,997.18,76.68,20
520,35243,6,8.44,8.68,8.8,2023-10-05 08:00:00,24.3,51.0,3.0,0.0,1,1,1002.08,457.38,8.8,0.0,24.4,62.0,3.0,0.0,1.0,1.0,999.3,0.0,8
525,35333,6,12.03,12.29,57.2,2023-10-05 11:00:00,25.7,50.0,2.0,0.0,1,1,1002.08,954.79,48.4,8.44,24.3,51.0,3.0,0.0,1.0,1.0,1002.08,457.38,11
530,35423,6,8.21,8.44,105.7,2023-10-05 14:00:00,23.3,74.0,4.0,0.0,1,1,1000.62,781.91,48.5,12.03,25.7,50.0,2.0,0.0,1.0,1.0,1002.08,954.79,14
535,35513,6,2.47,2.62,124.2,2023-10-05 17:00:00,23.3,72.0,2.0,0.2,0,1,1001.28,73.69,18.5,8.21,23.3,74.0,4.0,0.0,1.0,1.0,1000.62,781.91,17
540,35603,6,0.0,0.0,124.9,2023-10-05 20:00:00,23.1,62.0,4.0,0.2,1,1,1002.87,0.0,0.7,2.47,23.3,72.0,2.0,0.2,0.0,1.0,1001.28,73.69,20
545,35963,6,4.18,4.48,3.7,2023-10-06 08:00:00,20.8,70.0,2.0,0.0,-1,1,1004.59,457.8,3.7,0.0,20.6,68.0,3.0,0.0,0.0,1.0,1002.87,0.0,8
550,36053,6,17.16,17.42,58.6,2023-10-06 11:00:00,21.1,70.0,2.0,0.0,0,1,1004.59,954.9,54.9,4.18,20.8,70.0,2.0,0.0,-1.0,1.0,1004.59,457.8,11
555,36143,6,12.92,13.16,109.5,2023-10-06 14:00:00,21.1,72.0,3.0,0.0,-1,1,1002.47,780.69,50.9,17.16,21.1,70.0,2.0,0.0,0.0,1.0,1004.59,954.9,14
560,36233,6,3.3,3.63,134.6,2023-10-06 17:00:00,21.1,72.0,3.0,0.0,0,1,1002.74,70.7,25.1,12.92,21.1,72.0,3.0,0.0,-1.0,1.0,1002.47,780.69,17
565,36323,6,0.0,0.0,135.2,2023-10-06 20:00:00,19.6,84.0,3.0,0.5,1,1,1004.06,0.0,0.6,3.3,21.1,72.0,3.0,0.0,0.0,1.0,1002.74,70.7,20
570,36683,6,2.94,3.36,2.2,2023-10-07 08:00:00,17.9,95.0,1.0,16.0,-1,0,1004.32,458.18,2.2,0.0,17.6,95.0,2.0,8.0,-1.0,1.0,1002.87,0.0,8
575,36893,6,0.0,0.0,367.8,2023-12-11 20:00:00,18.0,88.0,3.0,0.0,1,1,1004.72,0.0,0.1,1.04,19.7,82.0,4.0,0.0,1.0,0.0,1001.15,1.25,20
580,37253,6,2.05,2.54,0.4,2023-12-12 08:00:00,11.7,96.0,2.0,2.0,1,0,1009.21,354.85,0.4,0.0,13.0,89.0,3.0,0.0,1.0,0.0,1006.7,0.0,8
585,37343,6,21.66,21.98,25.2,2023-12-12 11:00:00,13.2,86.0,1.0,2.0,1,-1,1010.27,881.82,24.8,2.05,11.7,96.0,2.0,2.0,1.0,0.0,1009.21,354.85,11
590,37433,6,22.0,22.36,139.3,2023-12-12 14:00:00,14.1,77.0,3.0,2.0,1,-1,1008.82,727.92,114.1,21.66,13.2,86.0,1.0,2.0,1.0,-1.0,1010.27,881.82,14
595,37523,6,0.03,0.55,170.9,2023-12-12 17:00:00,13.6,71.0,2.0,2.0,1,0,1010.01,1.41,31.6,22.0,14.1,77.0,3.0,2.0,1.0,-1.0,1008.82,727.92,17
600,37613,6,0.0,0.0,170.9,2023-12-12 20:00:00,12.8,69.0,4.0,0.0,1,1,1011.86,0.0,0.0,0.03,13.6,71.0,2.0,2.0,1.0,0.0,1010.01,1.41,20
605,37973,6,4.9,5.22,2.2,2023-12-13 08:00:00,11.0,75.0,0.0,0.0,-1,1,1013.71,352.32,2.2,0.0,9.9,77.0,2.0,0.0,1.0,0.0,1012.26,0.0,8
610,38063,6,24.23,24.57,45.4,2023-12-13 11:00:00,13.5,71.0,1.0,0.0,-1,-1,1013.18,880.98,43.2,4.9,11.0,75.0,0.0,0.0,-1.0,1.0,1013.71,352.32,11
615,38153,6,30.71,31.11,143.0,2023-12-13 14:00:00,16.4,60.0,2.0,0.0,-1,-1,1010.14,728.92,97.6,24.23,13.5,71.0,1.0,0.0,-1.0,-1.0,1013.18,880.98,14
620,38243,6,0.66,1.26,189.2,2023-12-13 17:00:00,15.7,66.0,0.0,0.0,0,0,1009.48,1.6,46.2,30.71,16.4,60.0,2.0,0.0,-1.0,-1.0,1010.14,728.92,17
625,38333,6,0.0,0.0,189.2,2023-12-13 20:00:00,15.5,72.0,0.0,0.0,0,0,1010.27,0.0,0.0,0.66,15.7,66.0,0.0,0.0,0.0,0.0,1009.48,1.6,20
630,38693,6,17.94,18.24,6.2,2023-12-14 08:00:00,16.3,80.0,2.0,0.0,-1,0,1009.08,349.83,6.2,0.0,15.3,81.0,1.0,0.0,-1.0,-1.0,1008.42,0.0,8
635,38783,6,28.92,29.31,71.9,2023-12-14 11:00:00,20.6,69.0,2.0,0.0,-1,0,1008.69,880.22,65.7,17.94,16.3,80.0,2.0,0.0,-1.0,0.0,1009.08,349.83,11
640,38873,6,50.57,51.18,196.9,2023-12-14 14:00:00,24.3,63.0,3.0,0.0,1,0,1005.25,730.01,125.0,28.92,20.6,69.0,2.0,0.0,-1.0,0.0,1008.69,880.22,14
645,38963,6,0.61,0.91,263.6,2023-12-14 17:00:00,20.4,84.0,2.0,0.0,1,1,1004.72,1.83,66.7,50.57,24.3,63.0,3.0,0.0,1.0,0.0,1005.25,730.01,17
650,39053,6,0.0,0.0,263.6,2023-12-14 20:00:00,18.2,91.0,1.0,0.0,1,1,1005.38,0.0,0.0,0.61,20.4,84.0,2.0,0.0,1.0,1.0,1004.72,1.83,20
655,39413,6,3.04,3.38,1.4,2023-12-15 08:00:00,17.0,99.0,1.0,0.0,-1,0,1003.53,347.4,1.4,0.0,16.8,98.0,1.0,0.0,-1.0,0.0,1002.34,0.0,8
660,39503,6,21.32,21.62,39.2,2023-12-15 11:00:00,18.3,97.0,1.0,0.0,0,-1,1002.74,879.53,37.8,3.04,17.0,99.0,1.0,0.0,-1.0,0.0,1003.53,347.4,11
