,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
1803,45951,9,33.55,33.98,317.7,19.6,57.0,1.0,0.0,1,0,1008.16,816.87,204.8,50.25,14.6,58.0,2.0,0.0,-1.0,0.0,1012.12,907.48,14
1808,45966,9,2.65,3.18,400.2,18.5,64.0,2.0,0.0,1,0,1007.76,80.98,82.5,33.55,19.6,57.0,1.0,0.0,1.0,0.0,1008.16,816.87,17
1813,45981,9,0.0,0.0,400.8,14.8,79.0,1.0,0.0,-1,0,1008.55,0.0,0.6,2.65,18.5,64.0,2.0,0.0,1.0,0.0,1007.76,80.98,20
1823,46041,9,16.61,16.95,6.7,12.7,88.0,3.0,0.0,-1,0,1007.5,322.71,6.7,0.0,12.1,91.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1828,46056,9,76.18,77.17,168.7,20.5,59.0,1.0,0.0,1,0,1007.1,908.47,162.0,16.61,12.7,88.0,3.0,0.0,-1.0,0.0,1007.5,322.71,11
1833,46071,9,59.95,60.71,391.3,19.6,66.0,4.0,0.0,1,0,1004.59,819.1,222.6,76.18,20.5,59.0,1.0,0.0,1.0,0.0,1007.1,908.47,14
1838,46086,9,2.85,3.42,480.7,15.4,80.0,2.0,0.0,1,-1,1005.51,84.58,89.4,59.95,19.6,66.0,4.0,0.0,1.0,0.0,1004.59,819.1,17
1843,46101,9,0.0,0.0,481.3,13.8,86.0,2.0,0.0,1,0,1007.89,0.0,0.6,2.85,15.4,80.0,2.0,0.0,1.0,-1.0,1005.51,84.58,20
1853,46161,9,1.77,2.19,0.5,13.1,88.0,1.0,0.0,1,0,1008.82,322.61,0.5,0.0,13.0,85.0,1.0,0.0,-1.0,-1.0,1007.76,0.0,8
1858,46176,9,23.16,23.52,32.1,14.5,83.0,1.0,0.0,1,-1,1008.69,909.52,31.6,1.77,13.1,88.0,1.0,0.0,1.0,0.0,1008.82,322.61,11
1863,46191,9,12.22,12.48,95.4,15.5,80.0,2.0,0.0,1,-1,1005.78,821.34,63.3,23.16,14.5,83.0,1.0,0.0,1.0,-1.0,1008.69,909.52,14
1868,46206,9,0.33,0.75,115.3,14.9,84.0,0.0,0.0,0,0,1005.91,88.18,19.9,12.22,15.5,80.0,2.0,0.0,1.0,-1.0,1005.78,821.34,17
1873,46221,9,0.0,0.0,115.4,14.4,86.0,1.0,0.0,1,-1,1007.1,0.0,0.1,0.33,14.9,84.0,0.0,0.0,0.0,0.0,1005.91,88.18,20
1883,46281,9,1.29,1.78,0.9,13.3,96.0,1.0,0.1,1,0,1006.44,322.63,0.9,0.0,13.6,92.0,1.0,0.0,-1.0,1.0,1004.32,0.0,8
1888,46296,9,5.07,5.41,11.4,13.9,96.0,1.0,0.7,-1,-1,1007.1,910.63,10.5,1.29,13.3,96.0,1.0,0.1,1.0,0.0,1006.44,322.63,11
1893,46311,9,36.16,36.79,45.7,14.5,97.0,1.0,1.0,-1,-1,1005.12,823.6,34.3,5.07,13.9,96.0,1.0,0.7,-1.0,-1.0,1007.1,910.63,14
1898,46326,9,1.65,2.02,82.9,13.5,68.0,4.0,1.0,-1,1,1006.31,91.78,37.2,36.16,14.5,97.0,1.0,1.0,-1.0,-1.0,1005.12,823.6,17
1903,46341,9,0.0,0.0,83.3,12.3,63.0,3.0,1.0,0,1,1008.42,0.0,0.4,1.65,13.5,68.0,4.0,1.0,-1.0,1.0,1006.31,91.78,20
1913,46401,9,18.36,18.71,7.3,10.1,63.0,2.0,0.0,1,1,1013.05,322.75,7.3,0.0,9.6,66.0,3.0,0.0,-1.0,1.0,1011.46,0.0,8
1918,46416,9,68.78,69.67,179.6,13.7,51.0,4.0,0.0,1,1,1013.45,911.8,172.3,18.36,10.1,63.0,2.0,0.0,1.0,1.0,1013.05,322.75,11
1923,46431,9,42.16,42.71,406.7,12.2,62.0,2.0,0.0,1,-1,1011.86,825.87,227.1,68.78,13.7,51.0,4.0,0.0,1.0,1.0,1013.45,911.8,14
1928,46446,9,0.36,0.87,454.4,11.4,60.0,2.0,0.0,1,1,1013.45,95.38,47.7,42.16,12.2,62.0,2.0,0.0,1.0,-1.0,1011.86,825.87,17
1933,46461,9,0.0,0.0,454.4,10.3,59.0,3.0,0.0,1,1,1015.3,0.0,0.0,0.36,11.4,60.0,2.0,0.0,1.0,1.0,1013.45,95.38,20
1943,46521,9,3.34,3.65,0.5,5.0,81.0,3.0,0.4,-1,1,1018.34,322.99,0.5,0.0,7.1,65.0,2.0,0.1,-1.0,1.0,1016.88,0.0,8
1948,46536,9,5.37,5.72,23.2,3.1,82.0,4.0,1.0,-1,1,1019.92,913.03,22.7,3.34,5.0,81.0,3.0,0.4,-1.0,1.0,1018.34,322.99,11
1953,46551,9,11.45,11.78,50.1,1.9,91.0,2.0,3.0,-1,1,1018.07,828.15,26.9,5.37,3.1,82.0,4.0,1.0,-1.0,1.0,1019.92,913.03,14
1958,46566,9,0.03,0.54,61.9,0.6,89.0,2.0,5.0,-1,0,1019.79,98.96,11.8,11.45,1.9,91.0,2.0,3.0,-1.0,1.0,1018.07,828.15,17
1963,46581,9,0.0,0.0,61.9,-0.4,88.0,0.0,6.0,0,0,1021.77,0.0,0.0,0.03,0.6,89.0,2.0,5.0,-1.0,0.0,1019.79,98.96,20
1973,46641,9,0.14,0.55,0.0,-2.1,64.0,0.0,3.0,0,0,1022.96,323.33,0.0,0.0,-1.4,79.0,0.0,4.0,0.0,0.0,1021.77,0.0,8
1978,46656,9,2.29,2.72,3.8,0.7,51.0,4.0,1.0,-1,0,1022.57,914.31,3.8,0.14,-2.1,64.0,0.0,3.0,0.0,0.0,1022.96,323.33,11
1983,46671,9,4.07,4.53,13.2,3.8,42.0,3.0,0.1,-1,0,1019.53,830.43,9.4,2.29,0.7,51.0,4.0,1.0,-1.0,0.0,1022.57,914.31,14
1988,46686,9,0.67,1.12,24.7,3.3,45.0,3.0,0.0,-1,0,1020.19,102.53,11.5,4.07,3.8,42.0,3.0,0.1,-1.0,0.0,1019.53,830.43,17
1993,46701,9,0.0,0.0,24.8,0.5,53.0,3.0,0.0,-1,1,1021.77,0.0,0.1,0.67,3.3,45.0,3.0,0.0,-1.0,0.0,1020.19,102.53,20
2003,46761,9,2.68,3.08,0.6,0.6,55.0,1.0,0.0,1,1,1022.3,323.79,0.6,0.0,-1.5,71.0,1.0,0.0,-1.0,1.0,1021.11,0.0,8
2008,46776,9,62.56,63.46,116.6,5.0,35.0,1.0,0.0,1,1,1021.24,915.65,116.0,2.68,0.6,55.0,1.0,0.0,1.0,1.0,1022.3,323.79,11
2013,46791,9,75.41,76.45,360.5,8.2,33.0,2.0,0.0,1,-1,1018.6,832.72,243.9,62.56,5.0,35.0,1.0,0.0,1.0,1.0,1021.24,915.65,14
2018,46806,9,3.12,3.59,471.5,4.3,52.0,3.0,0.0,1,0,1018.6,106.07,111.0,75.41,8.2,33.0,2.0,0.0,1.0,-1.0,1018.6,832.72,17
2023,46821,9,0.0,0.0,472.1,3.8,58.0,1.0,0.0,1,1,1019.39,0.0,0.6,3.12,4.3,52.0,3.0,0.0,1.0,0.0,1018.6,106.07,20
2033,46881,9,11.48,11.74,4.9,3.9,48.0,1.0,0.0,0,1,1020.98,324.34,4.9,0.0,3.9,52.0,2.0,0.0,0.0,1.0,1018.6,0.0,8
2038,46896,9,65.94,66.81,181.9,8.4,34.0,2.0,0.0,1,1,1020.19,917.04,177.0,11.48,3.9,48.0,1.0,0.0,0.0,1.0,1020.98,324.34,11
2043,46911,9,46.69,47.3,354.4,8.7,45.0,2.0,0.0,1,-1,1017.68,835.01,172.5,65.94,8.4,34.0,2.0,0.0,1.0,1.0,1020.19,917.04,14
2048,46926,9,2.45,2.88,422.2,7.1,48.0,2.0,0.0,1,0,1017.81,109.59,67.8,46.69,8.7,45.0,2.0,0.0,1.0,-1.0,1017.68,835.01,17
2053,46941,9,0.0,0.0,422.8,6.4,53.0,0.0,0.0,1,0,1019.0,0.0,0.6,2.45,7.1,48.0,2.0,0.0,1.0,0.0,1017.81,109.59,20
2063,47001,9,11.22,11.55,4.8,3.8,68.0,1.0,0.0,-1,-1,1019.79,325.0,4.8,0.0,2.4,75.0,2.0,0.0,-1.0,-1.0,1018.6,0.0,8
2068,47016,9,95.69,97.08,108.9,7.6,52.0,1.0,0.0,-1,-1,1019.79,918.48,104.1,11.22,3.8,68.0,1.0,0.0,-1.0,-1.0,1019.79,325.0,11
2073,47031,9,30.44,30.94,213.2,9.4,46.0,2.0,0.0,1,0,1015.96,837.3,104.3,95.69,7.6,52.0,1.0,0.0,-1.0,-1.0,1019.79,918.48,14
2078,47046,9,2.92,3.25,252.2,7.7,51.0,2.0,0.0,1,0,1016.62,113.07,39.0,30.44,9.4,46.0,2.0,0.0,1.0,0.0,1015.96,837.3,17
2083,47061,9,0.0,0.0,252.9,7.2,56.0,2.0,0.0,1,0,1018.07,0.0,0.7,2.92,7.7,51.0,2.0,0.0,1.0,0.0,1016.62,113.07,20
2093,47121,9,5.22,5.58,2.2,6.0,65.0,2.0,0.2,1,0,1018.2,325.76,2.2,0.0,6.5,61.0,1.0,0.0,0.0,1.0,1016.75,0.0,8
2098,47136,9,40.17,40.7,74.2,8.8,54.0,1.0,0.3,1,1,1017.81,919.96,72.0,5.22,6.0,65.0,2.0,0.2,1.0,0.0,1018.2,325.76,11
2103,47151,9,45.96,47.17,223.7,11.0,48.0,1.0,0.3,1,-1,1014.64,839.58,149.5,40.17,8.8,54.0,1.0,0.3,1.0,1.0,1017.81,919.96,14
2108,47166,9,4.75,5.35,289.6,8.7,51.0,2.0,0.3,1,0,1015.03,116.52,65.9,45.96,11.0,48.0,1.0,0.3,1.0,-1.0,1014.64,839.58,17
2113,47181,9,0.0,0.0,290.5,7.8,59.0,2.0,,1,0,1016.75,0.0,0.9,4.75,8.7,51.0,2.0,0.3,1.0,0.0,1015.03,116.52,20
2123,47241,9,16.45,16.76,6.2,7.0,63.0,2.0,0.0,0,1,1018.73,326.62,6.2,0.0,5.7,79.0,1.0,0.0,-1.0,0.0,1017.01,0.0,8
2128,47256,9,84.2,85.47,171.0,11.7,32.0,2.0,0.0,0,1,1019.26,921.49,164.8,16.45,7.0,63.0,2.0,0.0,0.0,1.0,1018.73,326.62,11
2133,47271,9,77.65,78.92,414.6,11.7,36.0,3.0,0.0,1,0,1016.75,841.86,243.6,84.2,11.7,32.0,2.0,0.0,0.0,1.0,1019.26,921.49,14
2138,47286,9,5.81,6.27,521.5,9.2,53.0,3.0,0.0,1,0,1017.01,119.93,106.9,77.65,11.7,36.0,3.0,0.0,1.0,0.0,1016.75,841.86,17
2143,47301,9,0.0,0.0,523.1,8.2,55.0,2.0,0.0,1,1,1019.0,0.0,1.6,5.81,9.2,53.0,3.0,0.0,1.0,0.0,1017.01,119.93,20
2153,47361,9,3.11,3.38,1.6,8.0,60.0,2.0,0.0,-1,0,1017.01,327.57,1.6,0.0,7.8,62.0,1.0,0.0,-1.0,0.0,1016.22,0.0,8
2158,47376,9,14.82,15.2,25.8,10.1,56.0,1.0,0.0,-1,1,1016.35,923.07,24.2,3.11,8.0,60.0,2.0,0.0,-1.0,0.0,1017.01,327.57,11
2163,47391,9,12.2,12.47,51.5,8.1,82.0,1.0,0.2,-1,0,1014.24,844.13,25.7,14.82,10.1,56.0,1.0,0.0,-1.0,1.0,1016.35,923.07,14
2168,47406,9,1.03,1.31,69.9,8.0,89.0,1.0,0.3,-1,0,1013.58,123.3,18.4,12.2,8.1,82.0,1.0,0.2,-1.0,0.0,1014.24,844.13,17
2173,47421,9,0.0,0.0,70.2,7.9,94.0,2.0,0.3,-1,-1,1014.5,0.0,0.3,1.03,8.0,89.0,1.0,0.3,-1.0,0.0,1013.58,123.3,20
2183,47481,9,4.32,4.56,2.2,8.9,99.0,2.0,19.0,-1,-1,1011.46,328.62,2.2,0.0,8.5,99.0,2.0,12.0,-1.0,0.0,1010.27,0.0,8
2188,47496,9,109.86,111.71,95.8,12.8,90.0,2.0,18.0,-1,-1,1011.07,924.68,93.6,4.32,8.9,99.0,2.0,19.0,-1.0,-1.0,1011.46,328.62,11
2193,47511,9,42.45,42.98,282.1,16.5,77.0,1.0,15.0,1,-1,1008.16,846.39,186.3,109.86,12.8,90.0,2.0,18.0,-1.0,-1.0,1011.07,924.68,14
2198,47526,9,5.48,5.84,375.3,13.7,87.0,3.0,9.0,1,0,1008.29,126.62,93.2,42.45,16.5,77.0,1.0,15.0,1.0,-1.0,1008.16,846.39,17
2203,47541,9,0.0,0.0,376.6,11.9,94.0,2.0,,1,1,1009.88,0.0,1.3,5.48,13.7,87.0,3.0,9.0,1.0,0.0,1008.29,126.62,20
2213,47601,9,6.53,6.8,3.1,11.7,99.0,1.0,0.1,-1,0,1009.88,329.76,3.1,0.0,11.4,99.0,0.0,0.2,0.0,0.0,1008.69,0.0,8
2218,47616,9,46.26,46.88,61.0,16.7,84.0,1.0,0.1,-1,-1,1009.48,926.33,57.9,6.53,11.7,99.0,1.0,0.1,-1.0,0.0,1009.88,329.76,11
2223,47631,9,73.47,74.48,286.2,19.5,72.0,3.0,0.0,1,0,1005.78,848.63,225.2,46.26,16.7,84.0,1.0,0.1,-1.0,-1.0,1009.48,926.33,14
2228,47646,9,1.47,1.85,386.6,15.8,86.0,3.0,0.0,1,1,1005.51,129.9,100.4,73.47,19.5,72.0,3.0,0.0,1.0,0.0,1005.78,848.63,17
2233,47661,9,0.0,0.0,386.9,14.8,97.0,1.0,0.0,1,0,1007.1,0.0,0.3,1.47,15.8,86.0,3.0,0.0,1.0,1.0,1005.51,129.9,20
2243,47721,9,4.55,4.98,3.5,14.8,100.0,1.0,0.0,-1,-1,1005.78,330.98,3.5,0.0,14.6,99.0,1.0,0.0,-1.0,-1.0,1005.12,0.0,8
2248,47736,9,65.37,66.27,87.5,19.4,80.0,2.0,0.0,1,-1,1005.51,928.02,84.0,4.55,14.8,100.0,1.0,0.0,-1.0,-1.0,1005.78,330.98,11
2253,47751,9,27.1,27.52,242.7,19.1,79.0,5.0,0.0,1,0,1003.79,850.86,155.2,65.37,19.4,80.0,2.0,0.0,1.0,-1.0,1005.51,928.02,14
2258,47766,9,0.51,0.92,263.3,14.3,93.0,3.0,0.0,1,0,1006.17,133.12,20.6,27.1,19.1,79.0,5.0,0.0,1.0,0.0,1003.79,850.86,17
2263,47781,9,0.0,0.0,263.4,12.0,97.0,3.0,,1,0,1008.03,0.0,0.1,0.51,14.3,93.0,3.0,0.0,1.0,0.0,1006.17,133.12,20
2273,47841,9,1.76,2.02,1.9,9.5,99.0,2.0,4.0,1,1,1011.46,332.29,1.9,0.0,9.5,98.0,1.0,4.0,1.0,-1.0,1009.48,0.0,8
2278,47856,9,16.51,16.81,22.9,9.6,98.0,1.0,4.0,1,-1,1012.12,929.74,21.0,1.76,9.5,99.0,2.0,4.0,1.0,1.0,1011.46,332.29,11
2283,47871,9,9.11,9.4,72.5,10.3,97.0,1.0,3.0,1,-1,1010.14,853.07,49.6,16.51,9.6,98.0,1.0,4.0,1.0,-1.0,1012.12,929.74,14
2288,47886,9,2.27,2.58,87.9,9.7,97.0,1.0,4.0,1,0,1010.8,136.28,15.4,9.11,10.3,97.0,1.0,3.0,1.0,-1.0,1010.14,853.07,17
2293,47901,9,0.0,0.0,88.6,9.5,93.0,2.0,3.0,1,0,1011.99,0.0,0.7,2.27,9.7,97.0,1.0,4.0,1.0,0.0,1010.8,136.28,20
2303,47961,9,6.0,6.35,3.4,10.0,97.0,0.0,0.0,-1,1,1010.67,333.69,3.4,0.0,9.2,98.0,1.0,0.0,-1.0,-1.0,1010.14,0.0,8
2308,47976,9,19.37,19.68,69.6,12.6,84.0,1.0,0.0,-1,-1,1010.27,931.49,66.2,6.0,10.0,97.0,0.0,0.0,-1.0,1.0,1010.67,333.69,11
2313,47991,9,30.53,30.94,175.6,13.6,82.0,2.0,0.0,1,0,1007.63,855.26,106.0,19.37,12.6,84.0,1.0,0.0,-1.0,-1.0,1010.27,931.49,14
2318,48006,9,2.39,2.87,231.0,11.6,88.0,2.0,0.0,1,0,1007.89,139.4,55.4,30.53,13.6,82.0,2.0,0.0,1.0,0.0,1007.63,855.26,17
2323,48021,9,0.0,0.0,231.7,10.8,91.0,2.0,0.0,1,1,1009.61,0.0,0.7,2.39,11.6,88.0,2.0,0.0,1.0,0.0,1007.89,139.4,20
2333,48081,9,5.09,5.54,1.9,8.5,89.0,0.0,0.1,0,1,1010.27,335.16,1.9,0.0,8.4,94.0,2.0,0.1,1.0,1.0,1009.08,0.0,8
2338,48096,9,25.96,26.38,51.3,10.2,75.0,2.0,0.4,1,-1,1009.21,933.26,49.4,5.09,8.5,89.0,0.0,0.1,0.0,1.0,1010.27,335.16,11
2343,48111,9,12.66,12.96,104.0,9.3,93.0,1.0,0.5,-1,0,1006.17,857.42,52.7,25.96,10.2,75.0,2.0,0.4,1.0,-1.0,1009.21,933.26,14
2348,48126,9,1.51,1.94,119.3,9.5,96.0,1.0,2.0,-1,0,1005.51,142.45,15.3,12.66,9.3,93.0,1.0,0.5,-1.0,0.0,1006.17,857.42,17
2353,48141,9,0.0,0.0,119.6,9.7,98.0,1.0,7.0,-1,-1,1005.51,0.0,0.3,1.51,9.5,96.0,1.0,2.0,-1.0,0.0,1005.51,142.45,20
2363,48201,9,32.19,32.65,12.6,9.2,87.0,2.0,0.0,1,1,1010.67,336.72,12.6,0.0,8.2,98.0,1.0,5.0,-1.0,-1.0,1008.55,0.0,8
2368,48216,9,97.85,99.08,233.0,14.8,60.0,1.0,0.0,0,-1,1010.67,935.07,220.4,32.19,9.2,87.0,2.0,0.0,1.0,1.0,1010.67,336.72,11
2373,48231,9,28.62,29.01,428.4,10.8,74.0,3.0,0.0,1,-1,1009.88,859.56,195.4,97.85,14.8,60.0,1.0,0.0,0.0,-1.0,1010.67,935.07,14
2378,48246,9,2.05,2.33,480.2,9.3,80.0,2.0,0.0,1,0,1012.26,145.44,51.8,28.62,10.8,74.0,3.0,0.0,1.0,-1.0,1009.88,859.56,17
2383,48261,9,0.0,0.0,480.8,8.8,78.0,2.0,0.0,1,0,1014.11,0.0,0.6,2.05,9.3,80.0,2.0,0.0,1.0,0.0,1012.26,145.44,20
2393,48321,9,2.07,2.5,0.5,5.3,84.0,2.0,0.0,1,0,1015.16,338.34,0.5,0.0,6.5,79.0,3.0,0.0,1.0,0.0,1013.97,0.0,8
2398,48336,9,6.79,7.26,23.6,5.7,82.0,3.0,0.0,1,0,1014.9,936.89,23.1,2.07,5.3,84.0,2.0,0.0,1.0,0.0,1015.16,338.34,11
2403,48351,9,10.72,11.0,51.6,5.6,82.0,2.0,0.0,1,0,1012.26,861.67,28.0,6.79,5.7,82.0,3.0,0.0,1.0,0.0,1014.9,936.89,14
2408,48366,9,0.94,1.35,66.7,4.7,92.0,2.0,0.0,1,0,1012.26,148.37,15.1,10.72,5.6,82.0,2.0,0.0,1.0,0.0,1012.26,861.67,17
2413,48381,9,0.0,0.0,66.9,5.0,92.0,1.0,0.1,0,1,1013.45,0.0,0.2,0.94,4.7,92.0,2.0,0.0,1.0,0.0,1012.26,148.37,20
2423,48441,9,4.4,4.79,1.8,5.2,96.0,2.0,17.0,-1,1,1012.52,340.05,1.8,0.0,5.0,96.0,1.0,14.0,1.0,1.0,1010.8,0.0,8
2428,48456,9,8.39,8.74,31.6,5.8,94.0,2.0,20.0,-1,1,1012.12,938.74,29.8,4.4,5.2,96.0,2.0,17.0,-1.0,1.0,1012.52,340.05,11
2433,48471,9,6.73,7.07,63.3,6.2,93.0,1.0,19.0,-1,1,1009.48,863.75,31.7,8.39,5.8,94.0,2.0,20.0,-1.0,1.0,1012.12,938.74,14
2438,48486,9,0.86,1.25,82.9,6.0,90.0,2.0,14.0,0,1,1010.14,151.24,19.6,6.73,6.2,93.0,1.0,19.0,-1.0,1.0,1009.48,863.75,17
2443,48501,9,0.0,0.0,83.0,5.7,86.0,2.0,11.0,0,1,1011.46,0.0,0.1,0.86,6.0,90.0,2.0,14.0,0.0,1.0,1010.14,151.24,20
2453,48561,9,2.87,3.23,1.5,5.3,81.0,1.0,0.5,1,1,1011.46,341.82,1.5,0.0,5.0,84.0,3.0,0.5,0.0,1.0,1010.67,0.0,8
2458,48576,9,33.35,33.82,35.5,5.5,81.0,3.0,0.8,0,1,1012.39,940.6,34.0,2.87,5.3,81.0,1.0,0.5,1.0,1.0,1011.46,341.82,11
2463,48591,9,43.74,44.37,123.8,7.6,71.0,2.0,0.4,1,1,1009.88,865.8,88.3,33.35,5.5,81.0,3.0,0.8,0.0,1.0,1012.39,940.6,14
2468,48606,9,2.55,2.79,171.7,7.3,68.0,1.0,0.4,-1,1,1009.88,154.04,47.9,43.74,7.6,71.0,2.0,0.4,1.0,1.0,1009.88,865.8,17
2473,48621,9,0.0,0.0,172.8,6.9,71.0,1.0,0.4,1,1,1011.33,0.0,1.1,2.55,7.3,68.0,1.0,0.4,-1.0,1.0,1009.88,154.04,20
2483,48681,9,9.45,9.7,3.4,6.1,66.0,1.0,0.0,1,1,1014.5,343.66,3.4,0.0,5.6,67.0,1.0,0.0,-1.0,1.0,1012.78,0.0,8
2488,48696,9,88.15,89.28,158.6,10.8,47.0,2.0,0.0,1,1,1014.9,942.48,155.2,9.45,6.1,66.0,1.0,0.0,1.0,1.0,1014.5,343.66,11
2493,48711,9,75.1,76.2,423.8,11.4,52.0,3.0,0.0,1,-1,1011.99,867.81,265.2,88.15,10.8,47.0,2.0,0.0,1.0,1.0,1014.9,942.48,14
2498,48726,9,6.78,7.25,543.1,8.5,60.0,3.0,0.0,1,0,1012.65,156.77,119.3,75.1,11.4,52.0,3.0,0.0,1.0,-1.0,1011.99,867.81,17
2503,48741,9,0.0,0.0,545.3,6.5,72.0,1.0,0.0,1,1,1014.77,0.0,2.2,6.78,8.5,60.0,3.0,0.0,1.0,0.0,1012.65,156.77,20
2513,48801,9,28.45,28.88,12.9,4.1,93.0,2.0,0.0,-1,0,1016.75,345.56,12.9,0.0,3.5,93.0,2.0,0.0,-1.0,0.0,1014.64,0.0,8
2518,48816,9,90.77,92.01,219.9,12.4,55.0,1.0,0.0,-1,-1,1016.35,944.37,207.0,28.45,4.1,93.0,2.0,0.0,-1.0,0.0,1016.75,345.56,11
2523,48831,9,80.97,82.09,495.7,15.5,36.0,2.0,0.0,1,-1,1013.58,869.79,275.8,90.77,12.4,55.0,1.0,0.0,-1.0,-1.0,1016.35,944.37,14
2528,48846,9,9.93,10.42,628.9,12.1,51.0,2.0,0.0,1,-1,1014.11,159.43,133.2,80.97,15.5,36.0,2.0,0.0,1.0,-1.0,1013.58,869.79,17
2533,48861,9,0.0,0.0,633.1,8.0,81.0,1.0,0.0,1,1,1015.43,0.0,4.2,9.93,12.1,51.0,2.0,0.0,1.0,-1.0,1014.11,159.43,20
2543,48921,9,32.81,33.26,14.4,6.4,71.0,2.0,0.0,-1,-1,1017.68,347.53,14.4,0.0,5.1,76.0,3.0,0.0,-1.0,0.0,1015.69,0.0,8
2548,48936,9,95.6,97.09,226.2,15.3,43.0,2.0,0.0,-1,-1,1017.81,946.28,211.8,32.81,6.4,71.0,2.0,0.0,-1.0,-1.0,1017.68,347.53,11
2553,48951,9,79.89,80.92,507.5,18.1,28.0,4.0,0.0,1,0,1015.03,871.72,281.3,95.6,15.3,43.0,2.0,0.0,-1.0,-1.0,1017.81,946.28,14
2558,48966,9,7.28,7.78,639.7,14.0,41.0,3.0,0.0,1,0,1016.22,162.03,132.2,79.89,18.1,28.0,4.0,0.0,1.0,0.0,1015.03,871.72,17
2563,48981,9,0.0,0.0,642.2,9.7,65.0,1.0,0.0,1,1,1017.81,0.0,2.5,7.28,14.0,41.0,3.0,0.0,1.0,0.0,1016.22,162.03,20
2573,49041,9,30.0,30.43,13.2,6.4,77.0,3.0,0.0,-1,0,1018.6,349.56,13.2,0.0,6.0,77.0,3.0,0.0,-1.0,0.0,1016.88,0.0,8
2578,49056,9,93.55,94.93,220.8,14.7,54.0,1.0,0.0,-1,-1,1018.34,948.19,207.6,30.0,6.4,77.0,3.0,0.0,-1.0,0.0,1018.6,349.56,11
2583,49071,9,81.13,82.23,501.6,17.8,36.0,3.0,0.0,1,-1,1015.56,873.61,280.8,93.55,14.7,54.0,1.0,0.0,-1.0,-1.0,1018.34,948.19,14
2588,49086,9,7.75,8.24,635.9,15.1,48.0,2.0,0.0,1,0,1015.03,164.55,134.3,81.13,17.8,36.0,3.0,0.0,1.0,-1.0,1015.56,873.61,17
2593,49101,9,0.0,0.0,638.7,10.8,72.0,1.0,0.0,1,1,1016.09,0.0,2.8,7.75,15.1,48.0,2.0,0.0,1.0,0.0,1015.03,164.55,20
2603,49161,9,16.92,17.23,13.0,10.3,74.0,2.0,0.0,-1,0,1013.84,351.64,13.0,0.0,9.1,77.0,2.0,0.0,-1.0,-1.0,1013.31,0.0,8
2608,49176,9,92.48,93.94,204.1,18.3,55.0,2.0,0.0,-1,-1,1012.39,950.1,191.1,16.92,10.3,74.0,2.0,0.0,-1.0,0.0,1013.84,351.64,11
2613,49191,9,75.36,76.41,439.8,22.4,51.0,2.0,0.0,1,0,1009.08,875.46,235.7,92.48,18.3,55.0,2.0,0.0,-1.0,-1.0,1012.39,950.1,14
2618,49206,9,6.98,7.43,568.1,17.6,66.0,3.0,0.0,1,1,1008.69,167.0,128.3,75.36,22.4,51.0,2.0,0.0,1.0,0.0,1009.08,875.46,17
2623,49221,9,0.0,0.0,570.5,13.4,85.0,1.0,0.0,1,1,1009.88,0.0,2.4,6.98,17.6,66.0,3.0,0.0,1.0,1.0,1008.69,167.0,20
2633,49281,9,29.47,29.87,13.2,12.9,85.0,2.0,0.0,-1,0,1009.48,353.79,13.2,0.0,12.3,89.0,2.0,0.0,-1.0,0.0,1007.89,0.0,8
2638,49296,9,90.08,91.45,215.6,20.0,54.0,1.0,0.0,-1,-1,1008.55,952.02,202.4,29.47,12.9,85.0,2.0,0.0,-1.0,0.0,1009.48,353.79,11
2643,49311,9,76.65,77.7,479.9,21.2,50.0,3.0,0.0,1,0,1005.25,877.27,264.3,90.08,20.0,54.0,1.0,0.0,-1.0,-1.0,1008.55,952.02,14
2648,49326,9,7.02,7.45,610.1,17.0,67.0,4.0,0.0,1,0,1005.12,169.37,130.2,76.65,21.2,50.0,3.0,0.0,1.0,0.0,1005.25,877.27,17
2653,49341,9,0.0,0.0,612.6,13.7,84.0,2.0,0.0,1,1,1006.17,0.0,2.5,7.02,17.0,67.0,4.0,0.0,1.0,0.0,1005.12,169.37,20
2663,49401,9,29.61,30.03,14.0,13.6,88.0,2.0,0.0,-1,-1,1006.04,355.42,14.0,0.0,12.8,92.0,1.0,0.0,-1.0,0.0,1005.12,0.0,8
2668,49416,9,94.31,96.06,182.4,21.7,55.0,1.0,0.0,1,-1,1005.38,953.38,168.4,29.61,13.6,88.0,2.0,0.0,-1.0,-1.0,1006.04,355.42,11
2673,49431,9,32.24,32.77,420.3,19.6,63.0,2.0,0.0,1,-1,1003.93,878.46,237.9,94.31,21.7,55.0,1.0,0.0,1.0,-1.0,1005.38,953.38,14
2678,49446,9,0.75,1.08,449.1,12.5,91.0,4.0,1.0,1,0,1007.89,171.17,28.8,32.24,19.6,63.0,2.0,0.0,1.0,-1.0,1003.93,878.46,17
2683,49461,9,0.0,0.0,449.3,11.2,95.0,3.0,3.0,1,0,1011.2,0.0,0.2,0.75,12.5,91.0,4.0,1.0,1.0,0.0,1007.89,171.17,20
