,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p),hour,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,POA_b,Po(p)_b,device_id,cc_diff
390,27.6,80.0,2.0,0.0,1,-1,0.0,1000.62,20,29.7,67.0,3.0,0.0,1.0,0.0,91.83,999.83,6,2.1
2184,12.9,85.0,2.0,0.0,-1,0,353.79,1009.48,8,12.3,89.0,2.0,0.0,-1.0,0.0,0.0,1007.89,10,7.4
525,25.7,50.0,2.0,0.0,1,1,954.79,1002.08,11,24.3,51.0,3.0,0.0,1.0,1.0,457.38,1002.08,6,48.4
2199,17.0,67.0,4.0,0.0,1,0,169.37,1005.12,17,21.2,50.0,3.0,0.0,1.0,0.0,877.27,1005.25,10,115.0
761,8.6,71.0,2.0,2.0,-1,1,878.41,1013.05,11,7.7,84.0,2.0,5.0,0.0,1.0,339.26,1012.65,7,32.0
1153,11.0,44.0,3.0,0.0,-1,1,0.0,1012.78,20,13.5,34.0,3.0,0.0,-1.0,1.0,27.47,1011.59,9,0.3
738,5.5,95.0,2.0,2.0,-1,0,878.54,1015.82,11,4.5,90.0,1.0,1.0,-1.0,1.0,341.16,1017.41,9,12.8
1960,14.8,60.0,1.0,0.0,0,-1,935.07,1010.67,11,9.2,87.0,2.0,0.0,1.0,1.0,336.72,1010.67,6,168.9
667,20.5,84.0,3.0,0.0,1,0,731.19,1000.49,14,18.3,97.0,1.0,0.0,0.0,-1.0,879.53,1002.74,8,87.2
2266,15.9,62.0,2.0,0.0,1,-1,879.61,1004.46,14,11.4,70.0,1.0,0.0,-1.0,-1.0,955.0,1008.16,7,128.7
1020,13.0,75.0,2.0,0.0,1,0,15.45,1010.27,17,16.7,64.0,2.0,0.0,1.0,-1.0,760.04,1010.67,6,67.6
2330,13.7,99.0,1.0,0.2,1,-1,361.86,1004.98,8,14.7,99.0,1.0,0.2,1.0,0.0,0.0,1002.74,6,2.0
1039,15.5,68.0,2.0,0.0,-1,-1,882.37,1005.91,11,9.3,95.0,3.0,0.0,-1.0,0.0,323.93,1006.57,10,98.3
1633,-2.1,64.0,0.0,3.0,0,0,323.33,1022.96,8,-1.4,79.0,0.0,4.0,0.0,0.0,0.0,1021.77,9,0.0
1136,12.8,53.0,4.0,0.7,-1,1,886.25,1011.59,11,11.3,66.0,2.0,0.8,-1.0,0.0,321.19,1010.54,7,97.7
1949,9.5,96.0,1.0,2.0,-1,0,142.45,1005.51,17,9.3,93.0,1.0,0.5,-1.0,0.0,857.42,1006.17,10,14.6
1309,13.1,58.0,1.0,0.0,-1,1,320.41,1009.61,8,11.2,89.0,1.0,0.0,0.0,1.0,0.0,1007.63,10,3.3
2307,15.2,94.0,2.0,0.0,-1,-1,360.44,1003.13,8,14.3,95.0,2.0,0.0,-1.0,-1.0,0.0,1001.15,8,10.4
1923,11.6,88.0,2.0,0.0,1,0,139.4,1007.89,17,13.6,82.0,2.0,0.0,1.0,0.0,855.26,1007.63,9,55.4
1267,9.4,76.0,1.0,0.0,-1,0,789.03,1010.4,14,9.2,69.0,1.0,0.0,-1.0,0.0,892.86,1012.78,8,20.5
178,32.6,63.0,2.0,0.0,1,0,948.45,999.43,11,29.4,78.0,1.0,0.0,1.0,1.0,447.78,999.56,9,229.9
1753,7.8,59.0,2.0,0.9082105263157895,1,0,0.0,1016.75,20,8.7,51.0,2.0,0.3,1.0,0.0,116.52,1015.03,9,0.9
2290,20.9,64.0,3.0,0.0,1,1,880.12,1000.23,14,18.9,66.0,1.0,0.0,1.0,-1.0,955.82,1003.79,6,200.4
1446,10.4,75.0,3.0,0.0,1,0,73.35,1015.56,17,11.7,76.0,3.0,0.0,1.0,0.0,811.89,1013.97,7,24.3
2252,8.1,73.0,2.0,0.4,1,0,0.0,1010.93,20,8.6,70.0,1.0,1.0,1.0,-1.0,172.41,1010.8,8,1.9
1836,16.7,84.0,1.0,0.1,-1,-1,926.33,1009.48,11,11.7,99.0,1.0,0.1,-1.0,0.0,329.76,1009.88,7,51.9
1905,10.0,97.0,0.0,0.0,-1,1,333.69,1010.67,8,9.2,98.0,1.0,0.0,-1.0,-1.0,0.0,1010.14,6,3.1
157,32.0,64.0,3.0,0.0,1,-1,797.26,996.13,14,31.5,61.0,1.0,0.0,-1.0,-1.0,947.66,998.24,8,210.4
993,19.0,62.0,2.0,0.0,1,-1,757.47,1011.46,14,15.2,74.0,2.0,0.0,-1.0,-1.0,880.91,1013.97,9,231.7
108,32.7,63.0,3.0,0.0,1,-1,798.73,998.37,14,32.0,63.0,2.0,0.0,-1.0,-1.0,945.92,999.96,9,266.6
222,25.1,93.0,1.0,0.2,-1,1,449.5,1001.94,8,25.0,91.0,1.0,0.1,-1.0,0.0,0.0,1000.75,8,16.1
41,28.3,83.0,2.0,0.0,1,-1,0.0,998.24,20,29.7,79.0,3.0,0.0,1.0,0.0,133.11,996.52,7,3.5
874,10.0,57.0,1.0,0.0,1,1,6.84,1020.32,17,11.4,47.0,3.0,0.0,0.0,1.0,745.7,1019.13,10,73.8
1184,9.0,65.0,2.0,0.0,-1,0,320.44,1009.88,8,7.3,70.0,3.0,0.0,-1.0,0.0,0.0,1009.08,10,4.3
1378,10.2,88.0,1.0,0.0,1,1,0.0,1008.69,20,12.2,75.0,2.0,0.0,1.0,0.0,60.17,1007.23,9,0.6
1782,8.0,60.0,2.0,0.0,-1,0,327.57,1017.01,8,7.8,62.0,1.0,0.0,-1.0,0.0,0.0,1016.22,8,1.3
1623,0.6,89.0,2.0,5.0,-1,0,98.96,1019.79,17,1.9,91.0,2.0,3.0,-1.0,1.0,828.15,1018.07,9,11.8
1645,3.3,45.0,3.0,0.0,-1,0,102.53,1020.19,17,3.8,42.0,3.0,0.1,-1.0,0.0,830.43,1019.53,6,7.1
608,11.0,75.0,0.0,0.0,-1,1,352.32,1013.71,8,9.9,77.0,2.0,0.0,1.0,0.0,0.0,1012.26,9,2.4
868,11.4,47.0,3.0,0.0,0,1,745.7,1019.13,14,8.0,46.0,3.0,0.0,1.0,1.0,878.7,1022.43,9,252.8
1276,9.6,77.0,3.0,0.1,-1,0,0.0,1010.27,20,9.4,79.0,1.0,0.1,-1.0,0.0,44.1,1010.01,7,0.0
2210,21.7,55.0,1.0,0.0,1,-1,953.38,1005.38,11,13.6,88.0,2.0,0.0,-1.0,-1.0,355.42,1006.04,6,137.3
517,26.5,64.0,2.0,0.0,1,1,0.0,999.17,20,28.5,58.0,3.0,0.0,0.0,1.0,76.68,997.18,8,1.8
200,25.6,96.0,1.0,1.0,-1,0,949.21,1001.15,11,25.4,95.0,0.0,0.7,-1.0,-1.0,448.65,1000.75,6,105.6
1049,14.8,66.0,2.0,0.0,1,-1,17.48,1003.53,17,17.4,56.0,3.0,0.0,1.0,0.0,762.68,1002.74,10,53.0
431,23.6,86.0,2.0,14.0,-1,1,786.61,1000.75,14,24.2,87.0,1.0,14.0,1.0,1.0,953.91,1001.94,7,102.2
1927,10.8,91.0,2.0,0.0,1,1,0.0,1009.61,20,11.6,88.0,2.0,0.0,1.0,0.0,139.4,1007.89,8,0.6
43,28.3,83.0,2.0,0.0,1,-1,0.0,998.24,20,29.7,79.0,3.0,0.0,1.0,0.0,133.11,996.52,9,3.0
2166,22.4,51.0,2.0,0.0,1,0,875.46,1009.08,14,18.3,55.0,2.0,0.0,-1.0,-1.0,950.1,1012.39,7,202.1
1207,10.5,69.0,2.0,0.0,-1,0,320.22,1010.14,8,10.2,71.0,2.0,0.0,-1.0,-1.0,0.0,1008.69,8,3.7
1603,10.3,59.0,3.0,0.0,1,1,0.0,1015.3,20,11.4,60.0,2.0,0.0,1.0,1.0,95.38,1013.45,9,0.0
1962,14.8,60.0,1.0,0.0,0,-1,935.07,1010.67,11,9.2,87.0,2.0,0.0,1.0,1.0,336.72,1010.67,8,170.5
210,27.9,79.0,5.0,0.0,1,0,112.91,999.56,17,28.8,79.0,1.0,0.5,-1.0,-1.0,795.63,999.04,6,62.0
2390,8.0,96.0,2.0,4.0,1,1,881.8,1009.88,14,8.5,98.0,2.0,5.0,1.0,0.0,959.15,1011.46,6,29.8
2129,9.7,65.0,1.0,0.0,1,1,0.0,1017.81,20,14.0,41.0,3.0,0.0,1.0,0.0,162.03,1016.22,10,3.4
464,26.2,58.0,4.0,0.0,1,0,82.72,1000.75,17,27.9,58.0,4.0,0.0,1.0,0.0,785.46,1000.36,10,125.3
78,32.3,60.0,1.0,0.0,0,-1,944.99,998.77,11,26.9,80.0,1.0,0.0,-1.0,-1.0,444.08,999.17,9,230.9
420,23.0,97.0,0.0,83.0,0,1,455.29,1001.42,8,23.2,93.0,2.0,74.0,1.0,1.0,0.0,999.17,6,3.6
1538,14.5,83.0,1.0,0.0,1,-1,909.52,1008.69,11,13.1,88.0,1.0,0.0,1.0,0.0,322.61,1008.82,9,31.6
1404,10.9,72.0,1.0,0.0,-1,-1,0.0,1012.26,20,14.4,50.0,2.0,0.0,1.0,0.0,64.48,1010.54,10,0.5
933,3.9,78.0,1.0,0.0,-1,-1,328.25,1018.6,8,2.8,81.0,3.0,0.0,-1.0,0.0,0.0,1017.68,9,6.6
2145,15.1,48.0,2.0,0.0,1,0,164.55,1015.03,17,17.8,36.0,3.0,0.0,1.0,-1.0,873.61,1015.56,6,124.9
1687,8.4,34.0,2.0,0.0,1,1,917.04,1020.19,11,3.9,48.0,1.0,0.0,0.0,1.0,324.34,1020.98,8,121.1
835,3.6,26.0,3.0,0.0,1,1,878.5,1026.67,11,-0.3,38.0,2.0,0.0,-1.0,1.0,334.04,1027.33,6,149.9
1408,9.4,64.0,3.0,0.0,-1,0,322.31,1012.52,8,8.2,66.0,3.0,0.0,-1.0,0.0,0.0,1011.33,9,6.7
2058,6.1,66.0,1.0,0.0,1,1,343.66,1014.5,8,5.6,67.0,1.0,0.0,-1.0,1.0,0.0,1012.78,9,3.4
1418,21.0,45.0,2.0,0.0,1,0,808.54,1008.42,14,16.7,47.0,2.0,0.0,-1.0,-1.0,903.17,1011.46,9,229.2
2261,11.4,70.0,1.0,0.0,-1,-1,955.0,1008.16,11,9.0,78.0,0.0,0.0,0.0,1.0,357.79,1008.55,7,58.1
1088,11.6,51.0,2.0,0.0,1,1,884.15,1015.43,11,7.9,65.0,2.0,0.0,1.0,1.0,322.36,1015.82,9,112.8
1473,12.4,59.0,3.0,0.0,1,0,77.4,1015.03,17,13.4,53.0,2.0,0.0,1.0,-1.0,814.66,1014.64,9,95.0
202,25.6,96.0,1.0,1.0,-1,0,949.21,1001.15,11,25.4,95.0,0.0,0.7,-1.0,-1.0,448.65,1000.75,8,105.8
916,10.7,42.0,3.0,0.0,1,1,750.19,1017.68,14,9.9,40.0,2.0,0.0,1.0,0.0,879.34,1020.32,7,196.6
1280,10.4,79.0,2.0,0.0,-1,0,320.2,1007.5,8,10.0,80.0,2.0,0.0,-1.0,0.0,0.0,1007.5,6,2.3
80,32.1,66.0,4.0,0.0,1,-1,799.4,996.79,14,32.3,60.0,1.0,0.0,0.0,-1.0,944.99,998.77,6,206.5
377,31.6,60.0,1.0,0.0,1,1,953.19,1001.94,11,27.9,72.0,3.0,0.0,0.0,1.0,454.03,1002.47,8,150.5
195,25.4,95.0,0.0,0.7,-1,-1,448.65,1000.75,8,26.5,85.0,1.0,0.0,-1.0,1.0,0.0,999.56,6,28.2
88,29.7,80.0,2.0,0.0,1,-1,127.47,997.18,17,32.1,66.0,4.0,0.0,1.0,-1.0,799.4,996.79,9,117.8
948,12.4,62.0,2.0,0.0,1,0,10.43,1014.24,17,15.4,47.0,1.0,0.0,0.0,-1.0,752.54,1014.24,9,80.3
1987,5.7,82.0,3.0,0.0,1,0,936.89,1014.9,11,5.3,84.0,2.0,0.0,1.0,0.0,338.34,1015.16,8,21.6
717,6.2,44.0,3.0,0.0,1,1,734.21,1019.53,14,5.1,42.0,3.0,0.0,0.0,1.0,878.75,1022.3,8,79.3
614,13.5,71.0,1.0,0.0,-1,-1,880.98,1013.18,11,11.0,75.0,0.0,0.0,-1.0,1.0,352.32,1013.71,10,43.2
1119,16.1,51.0,2.0,0.0,1,-1,770.97,1006.31,14,13.4,56.0,0.0,0.0,1.0,0.0,885.16,1010.27,10,163.6
611,13.5,71.0,1.0,0.0,-1,-1,880.98,1013.18,11,11.0,75.0,0.0,0.0,-1.0,1.0,352.32,1013.71,7,42.4
2344,15.0,98.0,1.0,0.2,1,-1,881.05,1002.34,14,14.0,99.0,1.0,0.2,0.0,-1.0,957.48,1005.12,10,65.5
370,27.9,72.0,3.0,0.0,0,1,454.03,1002.47,8,25.6,82.0,2.0,0.0,-1.0,1.0,0.0,1001.55,6,25.6
2056,6.1,66.0,1.0,0.0,1,1,343.66,1014.5,8,5.6,67.0,1.0,0.0,-1.0,1.0,0.0,1012.78,7,3.4
1001,13.2,86.0,2.0,0.0,1,0,0.0,1014.64,20,14.7,81.0,2.0,0.0,1.0,0.0,13.6,1012.26,7,0.3
1291,18.4,57.0,2.0,0.0,1,0,792.2,1003.66,14,16.2,61.0,2.0,0.0,-1.0,-1.0,894.41,1006.44,7,157.7
2167,22.4,51.0,2.0,0.0,1,0,875.46,1009.08,14,18.3,55.0,2.0,0.0,-1.0,-1.0,950.1,1012.39,8,201.1
721,5.6,50.0,3.0,0.0,1,0,2.8,1019.66,17,6.2,44.0,3.0,0.0,1.0,1.0,734.21,1019.53,7,34.1
2262,11.4,70.0,1.0,0.0,-1,-1,955.0,1008.16,11,9.0,78.0,0.0,0.0,0.0,1.0,357.79,1008.55,8,57.3
1833,11.7,99.0,1.0,0.1,-1,0,329.76,1009.88,8,11.4,99.0,0.0,0.2,0.0,0.0,0.0,1008.69,9,3.1
2103,8.0,81.0,1.0,0.0,1,1,0.0,1015.43,20,12.1,51.0,2.0,0.0,1.0,-1.0,159.43,1014.11,9,4.2
1115,16.1,51.0,2.0,0.0,1,-1,770.97,1006.31,14,13.4,56.0,0.0,0.0,1.0,0.0,885.16,1010.27,6,187.0
1906,10.0,97.0,0.0,0.0,-1,1,333.69,1010.67,8,9.2,98.0,1.0,0.0,-1.0,-1.0,0.0,1010.14,7,3.2
1634,-2.1,64.0,0.0,3.0,0,0,323.33,1022.96,8,-1.4,79.0,0.0,4.0,0.0,0.0,0.0,1021.77,10,0.0
949,12.4,62.0,2.0,0.0,1,0,10.43,1014.24,17,15.4,47.0,1.0,0.0,0.0,-1.0,752.54,1014.24,10,66.9
1323,11.4,63.0,3.0,0.0,1,0,51.88,1009.88,17,17.1,21.0,4.0,0.0,-1.0,1.0,795.41,1008.55,9,89.3
976,12.2,85.0,0.0,0.0,0,0,0.0,1013.97,20,14.8,72.0,2.0,0.0,1.0,0.0,11.93,1012.65,7,0.2
1224,13.1,70.0,2.0,0.0,1,1,36.93,1009.21,17,18.3,44.0,2.0,0.0,1.0,0.0,782.82,1008.03,10,62.4
814,6.3,40.0,2.0,0.0,1,1,878.39,1022.04,11,3.0,42.0,3.0,0.0,0.0,1.0,335.7,1021.38,10,105.4
92,28.7,86.0,2.0,0.0,1,0,0.0,998.51,20,29.7,80.0,2.0,0.0,1.0,-1.0,127.47,997.18,8,3.5
1205,10.5,69.0,2.0,0.0,-1,0,320.22,1010.14,8,10.2,71.0,2.0,0.0,-1.0,-1.0,0.0,1008.69,6,3.6
2021,6.0,90.0,2.0,14.0,0,1,151.24,1010.14,17,6.2,93.0,1.0,19.0,-1.0,1.0,863.75,1009.48,7,18.9
1314,15.5,38.0,3.0,0.0,-1,1,896.02,1010.01,11,13.1,58.0,1.0,0.0,-1.0,1.0,320.41,1009.61,10,88.3
972,14.8,72.0,2.0,0.0,1,0,11.93,1012.65,17,18.2,58.0,3.0,0.0,1.0,0.0,754.97,1012.65,8,53.0
263,29.5,74.0,2.0,0.0,1,0,106.95,998.64,17,32.1,61.0,2.0,0.0,1.0,-1.0,793.86,998.37,9,127.5
1617,1.9,91.0,2.0,3.0,-1,1,828.15,1018.07,14,3.1,82.0,4.0,1.0,-1.0,1.0,913.03,1019.92,8,21.5
944,15.4,47.0,1.0,0.0,0,-1,752.54,1014.24,14,9.8,56.0,2.0,0.0,-1.0,-1.0,879.78,1017.81,10,156.1
1230,7.8,93.0,1.0,0.0,-1,-1,320.11,1015.43,8,7.6,94.0,1.0,0.0,-1.0,-1.0,0.0,1013.18,6,4.5
1851,14.8,97.0,1.0,0.0,1,0,0.0,1007.1,20,15.8,86.0,3.0,0.0,1.0,1.0,129.9,1005.51,7,0.3
852,2.8,44.0,3.0,0.0,1,1,0.0,1025.74,20,3.8,44.0,3.0,0.0,1.0,0.0,5.91,1024.55,8,0.1
2238,7.5,85.0,2.0,1.0,1,0,954.18,1013.84,11,6.9,86.0,3.0,2.0,1.0,0.0,356.57,1013.71,9,56.7
1565,14.5,97.0,1.0,1.0,-1,-1,823.6,1005.12,14,13.9,96.0,1.0,0.7,-1.0,-1.0,910.63,1007.1,6,28.6
1466,13.4,53.0,2.0,0.0,1,-1,814.66,1014.64,14,13.2,50.0,1.0,0.0,1.0,-1.0,906.56,1017.41,7,183.4
315,28.2,82.0,4.0,0.0,1,1,0.0,1000.89,20,29.2,77.0,3.0,0.0,1.0,0.0,100.93,999.43,6,1.8
1881,9.5,99.0,2.0,4.0,1,1,332.29,1011.46,8,9.5,98.0,1.0,4.0,1.0,-1.0,0.0,1009.48,7,1.8
537,23.3,72.0,2.0,0.2,0,1,73.69,1001.28,17,23.3,74.0,4.0,0.0,1.0,1.0,781.91,1000.62,8,18.7
832,-0.3,38.0,2.0,0.0,-1,1,334.04,1027.33,8,-1.3,48.0,2.0,0.0,-1.0,1.0,0.0,1025.34,8,9.0
1604,10.3,59.0,3.0,0.0,1,1,0.0,1015.3,20,11.4,60.0,2.0,0.0,1.0,1.0,95.38,1013.45,10,0.1
508,30.0,56.0,4.0,0.0,1,1,783.11,996.66,14,29.5,57.0,4.0,0.0,1.0,1.0,954.64,998.37,9,260.3
2215,19.6,63.0,2.0,0.0,1,-1,878.46,1003.93,14,21.7,55.0,1.0,0.0,1.0,-1.0,953.38,1005.38,6,201.3
1004,13.2,86.0,2.0,0.0,1,0,0.0,1014.64,20,14.7,81.0,2.0,0.0,1.0,0.0,13.6,1012.26,10,0.2
1706,3.8,68.0,1.0,0.0,-1,-1,325.0,1019.79,8,2.4,75.0,2.0,0.0,-1.0,-1.0,0.0,1018.6,7,3.8
675,13.5,97.0,4.0,0.4,1,0,0.0,1006.97,20,16.8,94.0,4.0,0.0,1.0,0.0,2.09,1003.53,6,0.0
1021,13.0,75.0,2.0,0.0,1,0,15.45,1010.27,17,16.7,64.0,2.0,0.0,1.0,-1.0,760.04,1010.67,7,68.1
475,28.8,57.0,2.0,0.0,1,1,954.45,1000.36,11,24.0,69.0,2.0,0.0,-1.0,0.0,456.41,1001.02,6,204.5
2049,7.3,68.0,1.0,0.4,-1,1,154.04,1009.88,17,7.6,71.0,2.0,0.4,1.0,1.0,865.8,1009.88,10,43.7
1657,0.6,55.0,1.0,0.0,1,1,323.79,1022.3,8,-1.5,71.0,1.0,0.0,-1.0,1.0,0.0,1021.11,8,0.1
1637,0.7,51.0,4.0,1.0,-1,0,914.31,1022.57,11,-2.1,64.0,0.0,3.0,0.0,0.0,323.33,1022.96,8,2.1
1129,12.2,74.0,1.0,0.0,-1,0,0.0,1007.76,20,12.5,70.0,3.0,0.0,1.0,0.0,24.69,1006.7,10,0.1
1068,16.2,66.0,3.0,0.0,1,-1,765.38,1008.69,14,16.6,68.0,1.0,0.0,1.0,-1.0,883.22,1010.27,9,190.8
1364,12.9,55.0,2.0,0.0,-1,-1,899.46,1008.55,11,6.1,89.0,2.0,0.0,-1.0,0.0,321.14,1009.08,10,97.8
1126,12.2,74.0,1.0,0.0,-1,0,0.0,1007.76,20,12.5,70.0,3.0,0.0,1.0,0.0,24.69,1006.7,7,0.0
1451,9.6,71.0,2.0,0.0,1,-1,0.0,1016.49,20,10.4,75.0,3.0,0.0,1.0,0.0,73.35,1015.56,7,0.0
702,5.3,61.0,2.0,0.6,-1,1,0.0,1020.19,20,5.9,67.0,2.0,4.0,0.0,1.0,2.41,1018.2,8,0.0
593,14.1,77.0,3.0,2.0,1,-1,727.92,1008.82,14,13.2,86.0,1.0,2.0,1.0,-1.0,881.82,1010.27,9,126.6
1428,13.8,75.0,1.0,0.0,1,1,0.0,1009.88,20,16.7,63.0,3.0,0.0,1.0,0.0,68.87,1008.69,9,0.5
2373,15.3,97.0,3.0,0.0,1,0,177.92,1001.28,17,15.7,91.0,3.0,0.0,1.0,0.0,881.45,1000.09,9,23.1
691,6.6,69.0,2.0,7.0,-1,1,732.59,1016.62,14,6.4,78.0,3.0,9.0,-1.0,1.0,879.04,1017.01,7,25.5
1174,11.1,45.0,2.0,0.0,1,0,30.44,1010.14,17,13.3,31.0,2.0,0.0,1.0,-1.0,776.79,1010.27,10,76.0
559,21.1,72.0,3.0,0.0,-1,1,780.69,1002.47,14,21.1,70.0,2.0,0.0,0.0,1.0,954.9,1004.59,10,50.6
1950,9.7,98.0,1.0,7.0,-1,-1,0.0,1005.51,20,9.5,96.0,1.0,2.0,-1.0,0.0,142.45,1005.51,6,0.3
2274,13.4,72.0,3.0,0.0,1,1,173.61,1004.32,17,15.9,62.0,2.0,0.0,1.0,-1.0,879.61,1004.46,10,48.5
2115,18.1,28.0,4.0,0.0,1,0,871.72,1015.03,14,15.3,43.0,2.0,0.0,-1.0,-1.0,946.28,1017.81,6,240.8
133,32.3,61.0,2.0,0.0,1,-1,798.01,999.04,14,32.4,60.0,2.0,0.0,1.0,-1.0,946.81,1000.62,9,270.4
2332,13.7,99.0,1.0,0.2,1,-1,361.86,1004.98,8,14.7,99.0,1.0,0.2,1.0,0.0,0.0,1002.74,8,1.9
24,27.9,83.0,2.0,0.0,-1,0,442.12,998.64,8,26.7,86.0,1.0,0.0,1.0,0.0,0.0,997.18,10,17.4
1342,13.0,57.0,2.0,0.0,1,-1,798.65,1008.55,14,11.4,56.0,1.0,0.0,-1.0,-1.0,897.71,1011.33,8,164.7
570,17.9,95.0,1.0,16.0,-1,0,458.18,1004.32,8,17.6,95.0,2.0,8.0,-1.0,1.0,0.0,1002.87,6,2.2
501,29.5,57.0,4.0,0.0,1,1,954.64,998.37,11,26.0,70.0,3.0,0.0,0.0,1.0,456.91,999.83,7,192.9
1860,19.4,80.0,2.0,0.0,1,-1,928.02,1005.51,11,14.8,100.0,1.0,0.0,-1.0,-1.0,330.98,1005.78,6,72.9
2367,15.7,91.0,3.0,0.0,1,0,881.45,1000.09,14,14.5,94.0,2.0,0.0,1.0,0.0,958.32,1002.6,8,63.4
1494,19.6,57.0,1.0,0.0,1,0,816.87,1008.16,14,14.6,58.0,2.0,0.0,-1.0,0.0,907.48,1012.12,10,144.3
82,32.1,66.0,4.0,0.0,1,-1,799.4,996.79,14,32.3,60.0,1.0,0.0,0.0,-1.0,944.99,998.77,8,213.0
1631,-2.1,64.0,0.0,3.0,0,0,323.33,1022.96,8,-1.4,79.0,0.0,4.0,0.0,0.0,0.0,1021.77,7,0.0
2061,10.8,47.0,2.0,0.0,1,1,942.48,1014.9,11,6.1,66.0,1.0,0.0,1.0,1.0,343.66,1014.5,7,130.2
2162,18.3,55.0,2.0,0.0,-1,-1,950.1,1012.39,11,10.3,74.0,2.0,0.0,-1.0,0.0,351.64,1013.84,8,156.0
1072,13.0,52.0,3.0,0.0,1,0,19.69,1010.8,17,16.2,66.0,3.0,0.0,1.0,-1.0,765.38,1008.69,8,53.8
1271,9.4,79.0,1.0,0.1,-1,0,44.1,1010.01,17,9.4,76.0,1.0,0.0,-1.0,0.0,789.03,1010.4,7,7.5
622,15.7,66.0,0.0,0.0,0,0,1.6,1009.48,17,16.4,60.0,2.0,0.0,-1.0,-1.0,728.92,1010.14,8,41.1
905,2.9,71.0,2.0,0.0,-1,0,329.56,1020.85,8,2.5,71.0,3.0,0.0,-1.0,0.0,0.0,1019.13,6,4.7
1308,13.1,58.0,1.0,0.0,-1,1,320.41,1009.61,8,11.2,89.0,1.0,0.0,0.0,1.0,0.0,1007.63,9,4.6
2345,13.5,96.0,2.0,0.0,1,0,176.91,1002.6,17,15.0,98.0,1.0,0.2,1.0,-1.0,881.05,1002.34,6,34.9
1116,16.1,51.0,2.0,0.0,1,-1,770.97,1006.31,14,13.4,56.0,0.0,0.0,1.0,0.0,885.16,1010.27,7,183.8
1471,12.4,59.0,3.0,0.0,1,0,77.4,1015.03,17,13.4,53.0,2.0,0.0,1.0,-1.0,814.66,1014.64,7,79.4
734,4.5,90.0,1.0,1.0,-1,1,341.16,1017.41,8,3.0,92.0,2.0,1.0,-1.0,1.0,0.0,1017.15,10,0.3
1432,10.3,90.0,0.0,0.0,1,1,323.05,1015.03,8,11.3,86.0,2.0,0.0,1.0,0.0,0.0,1012.26,8,4.0
312,29.2,77.0,3.0,0.0,1,0,100.93,999.43,17,30.6,69.0,1.5,0.0,0.0,0.0,791.94,1000.09,8,82.3
875,8.8,62.0,3.0,0.0,1,1,0.0,1020.98,20,10.0,57.0,1.0,0.0,1.0,1.0,6.84,1020.32,6,0.1
1390,18.8,34.0,3.0,0.0,1,0,805.22,1009.08,14,15.3,44.0,1.0,0.0,-1.0,-1.0,901.29,1011.33,6,189.1
1442,11.7,76.0,3.0,0.0,1,0,811.89,1013.97,14,12.5,77.0,2.0,0.0,1.0,-1.0,905.13,1015.56,8,78.4
2144,17.8,36.0,3.0,0.0,1,-1,873.61,1015.56,14,14.7,54.0,1.0,0.0,-1.0,-1.0,948.19,1018.34,10,215.7
466,25.3,61.0,3.0,0.0,1,1,0.0,1002.21,20,26.2,58.0,4.0,0.0,1.0,0.0,82.72,1000.75,7,1.9
1692,8.7,45.0,2.0,0.0,1,-1,835.01,1017.68,14,8.4,34.0,2.0,0.0,1.0,1.0,917.04,1020.19,8,127.7
436,24.3,79.0,2.0,12.0,-1,1,85.75,1000.36,17,23.6,86.0,2.0,14.0,-1.0,1.0,786.61,1000.75,7,54.0
590,14.1,77.0,3.0,2.0,1,-1,727.92,1008.82,14,13.2,86.0,1.0,2.0,1.0,-1.0,881.82,1010.27,6,114.1
827,2.7,41.0,3.0,0.0,0,1,0.0,1024.15,20,5.2,35.0,2.0,0.0,-1.0,1.0,5.1,1020.98,8,0.1
714,5.1,42.0,3.0,0.0,0,1,878.75,1022.3,11,3.7,46.0,3.0,0.1,-1.0,1.0,343.13,1022.57,10,61.5
373,27.9,72.0,3.0,0.0,0,1,454.03,1002.47,8,25.6,82.0,2.0,0.0,-1.0,1.0,0.0,1001.55,9,42.3
1085,11.6,51.0,2.0,0.0,1,1,884.15,1015.43,11,7.9,65.0,2.0,0.0,1.0,1.0,322.36,1015.82,6,93.7
1265,9.4,76.0,1.0,0.0,-1,0,789.03,1010.4,14,9.2,69.0,1.0,0.0,-1.0,0.0,892.86,1012.78,6,20.6
1306,13.1,58.0,1.0,0.0,-1,1,320.41,1009.61,8,11.2,89.0,1.0,0.0,0.0,1.0,0.0,1007.63,7,3.8
822,5.2,35.0,2.0,0.0,-1,1,5.1,1020.98,17,7.9,33.0,2.0,0.0,-1.0,0.0,741.54,1019.13,8,56.7
779,6.4,89.0,2.0,3.0,-1,1,0.0,1014.9,20,6.5,90.0,1.0,3.0,-1.0,1.0,3.78,1013.45,10,0.0
554,21.1,70.0,2.0,0.0,0,1,954.9,1004.59,11,20.8,70.0,2.0,0.0,-1.0,1.0,457.8,1004.59,10,55.2
764,8.6,71.0,2.0,2.0,-1,1,878.41,1013.05,11,7.7,84.0,2.0,5.0,0.0,1.0,339.26,1012.65,10,31.7
2369,15.7,91.0,3.0,0.0,1,0,881.45,1000.09,14,14.5,94.0,2.0,0.0,1.0,0.0,958.32,1002.6,10,63.6
