,id,device_id,active_power,direct_power,charge_capacity,date_time,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
1312,45095,8,57.88,58.64,110.6,2024-01-10 11:00:00,15.5,38.0,3.0,0.0,-1,1,1010.01,896.02,106.8,7.01,13.1,58.0,1.0,0.0,-1.0,1.0,1009.61,320.41,11
1317,45110,8,47.33,47.93,285.4,2024-01-10 14:00:00,17.1,21.0,4.0,0.0,-1,1,1008.55,795.41,174.8,57.88,15.5,38.0,3.0,0.0,-1.0,1.0,1010.01,896.02,14
1322,45125,8,2.12,2.49,342.4,2024-01-10 17:00:00,11.4,63.0,3.0,0.0,1,0,1009.88,51.88,57.0,47.33,17.1,21.0,4.0,0.0,-1.0,1.0,1008.55,795.41,17
1327,45140,8,0.0,0.0,342.8,2024-01-10 20:00:00,9.3,71.0,1.0,0.0,0,-1,1011.33,0.0,0.4,2.12,11.4,63.0,3.0,0.0,1.0,0.0,1009.88,51.88,20
1332,45200,8,12.8,13.09,5.7,2024-01-11 08:00:00,5.9,83.0,1.0,0.0,-1,0,1012.12,320.72,5.7,0.0,5.8,73.0,1.0,0.0,1.0,1.0,1010.93,0.0,8
1337,45215,8,54.31,55.13,116.0,2024-01-11 11:00:00,11.4,56.0,1.0,0.0,-1,-1,1011.33,897.71,110.3,12.8,5.9,83.0,1.0,0.0,-1.0,0.0,1012.12,320.72,11
1342,45230,8,46.99,47.67,280.7,2024-01-11 14:00:00,13.0,57.0,2.0,0.0,1,-1,1008.55,798.65,164.7,54.31,11.4,56.0,1.0,0.0,-1.0,-1.0,1011.33,897.71,14
1347,45245,8,2.0,2.41,339.0,2024-01-11 17:00:00,9.5,73.0,3.0,0.0,1,0,1008.69,55.97,58.3,46.99,13.0,57.0,2.0,0.0,1.0,-1.0,1008.55,798.65,17
1352,45260,8,0.0,0.0,339.4,2024-01-11 20:00:00,8.1,79.0,2.0,0.0,1,1,1009.74,0.0,0.4,2.0,9.5,73.0,3.0,0.0,1.0,0.0,1008.69,55.97,20
1357,45320,8,13.75,14.05,5.9,2024-01-12 08:00:00,6.1,89.0,2.0,0.0,-1,0,1009.08,321.14,5.9,0.0,5.6,91.0,2.0,0.0,-1.0,-1.0,1008.03,0.0,8
1362,45335,8,57.79,58.58,129.9,2024-01-12 11:00:00,12.9,55.0,2.0,0.0,-1,-1,1008.55,899.46,124.0,13.75,6.1,89.0,2.0,0.0,-1.0,0.0,1009.08,321.14,11
1367,45350,8,48.74,49.42,301.8,2024-01-12 14:00:00,18.8,40.0,2.0,0.5,1,-1,1005.91,801.92,171.9,57.79,12.9,55.0,2.0,0.0,-1.0,-1.0,1008.55,899.46,14
1372,45365,8,1.81,2.15,358.1,2024-01-12 17:00:00,12.2,75.0,2.0,0.0,1,0,1007.23,60.17,56.3,48.74,18.8,40.0,2.0,0.0,1.0,-1.0,1005.91,801.92,17
1377,45380,8,0.0,0.0,358.4,2024-01-12 20:00:00,10.2,88.0,1.0,0.0,1,1,1008.69,0.0,0.3,1.81,12.2,75.0,2.0,0.0,1.0,0.0,1007.23,60.17,20
1382,45440,8,15.99,16.32,7.2,2024-01-13 08:00:00,7.9,75.0,3.0,0.0,-1,0,1011.07,321.67,7.2,0.0,7.2,79.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1387,45455,8,60.23,61.06,138.7,2024-01-13 11:00:00,15.3,44.0,1.0,0.0,-1,-1,1011.33,901.29,131.5,15.99,7.9,75.0,3.0,0.0,-1.0,0.0,1011.07,321.67,11
1392,45470,8,52.21,52.92,320.8,2024-01-13 14:00:00,18.8,34.0,3.0,0.0,1,0,1009.08,805.22,182.1,60.23,15.3,44.0,1.0,0.0,-1.0,-1.0,1011.33,901.29,14
1397,45485,8,1.61,1.83,378.7,2024-01-13 17:00:00,14.4,50.0,2.0,0.0,1,0,1010.54,64.48,57.9,52.21,18.8,34.0,3.0,0.0,1.0,0.0,1009.08,805.22,17
1402,45500,8,0.0,0.0,379.0,2024-01-13 20:00:00,10.9,72.0,1.0,0.0,-1,-1,1012.26,0.0,0.3,1.61,14.4,50.0,2.0,0.0,1.0,0.0,1010.54,64.48,20
1407,45560,8,15.94,16.31,7.4,2024-01-14 08:00:00,9.4,64.0,3.0,0.0,-1,0,1012.52,322.31,7.4,0.0,8.2,66.0,3.0,0.0,-1.0,0.0,1011.33,0.0,8
1412,45575,8,60.01,60.82,134.1,2024-01-14 11:00:00,16.7,47.0,2.0,0.0,-1,-1,1011.46,903.17,126.7,15.94,9.4,64.0,3.0,0.0,-1.0,0.0,1012.52,322.31,11
1417,45590,8,50.19,50.88,313.5,2024-01-14 14:00:00,21.0,45.0,2.0,0.0,1,0,1008.42,808.54,179.4,60.01,16.7,47.0,2.0,0.0,-1.0,-1.0,1011.46,903.17,14
1422,45605,8,1.53,1.93,369.4,2024-01-14 17:00:00,16.7,63.0,3.0,0.0,1,0,1008.69,68.87,55.9,50.19,21.0,45.0,2.0,0.0,1.0,0.0,1008.42,808.54,17
1427,45620,8,0.0,0.0,369.7,2024-01-14 20:00:00,13.8,75.0,1.0,0.0,1,1,1009.88,0.0,0.3,1.53,16.7,63.0,3.0,0.0,1.0,0.0,1008.69,68.87,20
1432,45680,8,9.35,9.62,4.0,2024-01-15 08:00:00,10.3,90.0,0.0,0.0,1,1,1015.03,323.05,4.0,0.0,11.3,86.0,2.0,0.0,1.0,0.0,1012.26,0.0,8
1437,45695,8,28.39,28.86,79.7,2024-01-15 11:00:00,12.5,77.0,2.0,0.0,1,-1,1015.56,905.13,75.7,9.35,10.3,90.0,0.0,0.0,1.0,1.0,1015.03,323.05,11
1442,45710,8,14.97,15.28,158.1,2024-01-15 14:00:00,11.7,76.0,3.0,0.0,1,0,1013.97,811.89,78.4,28.39,12.5,77.0,2.0,0.0,1.0,-1.0,1015.56,905.13,14
1447,45725,8,0.58,0.82,181.6,2024-01-15 17:00:00,10.4,75.0,3.0,0.0,1,0,1015.56,73.35,23.5,14.97,11.7,76.0,3.0,0.0,1.0,0.0,1013.97,811.89,17
1452,45740,8,0.0,0.0,181.7,2024-01-15 20:00:00,9.6,71.0,2.0,0.0,1,-1,1016.49,0.0,0.1,0.58,10.4,75.0,3.0,0.0,1.0,0.0,1015.56,73.35,20
1457,45800,8,13.76,14.05,6.6,2024-01-16 08:00:00,7.8,76.0,1.0,0.0,-1,1,1017.68,323.25,6.6,0.0,7.3,70.0,2.0,0.0,1.0,1.0,1016.49,0.0,8
1462,45815,8,63.5,64.35,124.5,2024-01-16 11:00:00,13.2,50.0,1.0,0.0,1,-1,1017.41,906.56,117.9,13.76,7.8,76.0,1.0,0.0,-1.0,1.0,1017.68,323.25,11
1467,45830,8,50.33,50.97,307.2,2024-01-16 14:00:00,13.4,53.0,2.0,0.0,1,-1,1014.64,814.66,182.7,63.5,13.2,50.0,1.0,0.0,1.0,-1.0,1017.41,906.56,14
1472,45845,8,1.96,2.33,362.8,2024-01-16 17:00:00,12.4,59.0,3.0,0.0,1,0,1015.03,77.4,55.6,50.33,13.4,53.0,2.0,0.0,1.0,-1.0,1014.64,814.66,17
1477,45860,8,0.0,0.0,363.2,2024-01-16 20:00:00,10.1,70.0,1.0,0.0,1,1,1015.82,0.0,0.4,1.96,12.4,59.0,3.0,0.0,1.0,0.0,1015.03,77.4,20
1482,45920,8,6.89,7.12,2.6,2024-01-17 08:00:00,8.6,75.0,2.0,0.0,-1,0,1013.31,322.92,2.6,0.0,7.5,80.0,2.0,0.0,-1.0,0.0,1012.52,0.0,8
1487,45935,8,45.63,46.21,88.5,2024-01-17 11:00:00,14.6,58.0,2.0,0.0,-1,0,1012.12,907.48,85.9,6.89,8.6,75.0,2.0,0.0,-1.0,0.0,1013.31,322.92,11
1492,45950,8,27.01,27.38,246.7,2024-01-17 14:00:00,19.6,57.0,1.0,0.0,1,0,1008.16,816.87,158.2,45.63,14.6,58.0,2.0,0.0,-1.0,0.0,1012.12,907.48,14
1497,45965,8,1.9,2.23,302.3,2024-01-17 17:00:00,18.5,64.0,2.0,0.0,1,0,1007.76,80.98,55.6,27.01,19.6,57.0,1.0,0.0,1.0,0.0,1008.16,816.87,17
1502,45980,8,0.0,0.0,302.7,2024-01-17 20:00:00,14.8,79.0,1.0,0.0,-1,0,1008.55,0.0,0.4,1.9,18.5,64.0,2.0,0.0,1.0,0.0,1007.76,80.98,20
1507,46040,8,15.64,15.95,7.3,2024-01-18 08:00:00,12.7,88.0,3.0,0.0,-1,0,1007.5,322.71,7.3,0.0,12.1,91.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1512,46055,8,57.41,58.2,129.4,2024-01-18 11:00:00,20.5,59.0,1.0,0.0,1,0,1007.1,908.47,122.1,15.64,12.7,88.0,3.0,0.0,-1.0,0.0,1007.5,322.71,11
1517,46070,8,46.6,47.19,299.8,2024-01-18 14:00:00,19.6,66.0,4.0,0.0,1,0,1004.59,819.1,170.4,57.41,20.5,59.0,1.0,0.0,1.0,0.0,1007.1,908.47,14
1522,46085,8,2.06,2.51,355.2,2024-01-18 17:00:00,15.4,80.0,2.0,0.0,1,-1,1005.51,84.58,55.4,46.6,19.6,66.0,4.0,0.0,1.0,0.0,1004.59,819.1,17
1527,46100,8,0.0,0.0,355.6,2024-01-18 20:00:00,13.8,86.0,2.0,0.0,1,0,1007.89,0.0,0.4,2.06,15.4,80.0,2.0,0.0,1.0,-1.0,1005.51,84.58,20
1532,46160,8,1.33,1.7,0.5,2024-01-19 08:00:00,13.1,88.0,1.0,0.0,1,0,1008.82,322.61,0.5,0.0,13.0,85.0,1.0,0.0,-1.0,-1.0,1007.76,0.0,8
1537,46175,8,19.74,20.06,27.9,2024-01-19 11:00:00,14.5,83.0,1.0,0.0,1,-1,1008.69,909.52,27.4,1.33,13.1,88.0,1.0,0.0,1.0,0.0,1008.82,322.61,11
1542,46190,8,10.21,10.43,85.2,2024-01-19 14:00:00,15.5,80.0,2.0,0.0,1,-1,1005.78,821.34,57.3,19.74,14.5,83.0,1.0,0.0,1.0,-1.0,1008.69,909.52,14
1547,46205,8,0.28,0.63,102.1,2024-01-19 17:00:00,14.9,84.0,0.0,0.0,0,0,1005.91,88.18,16.9,10.21,15.5,80.0,2.0,0.0,1.0,-1.0,1005.78,821.34,17
1552,46220,8,0.0,0.0,102.2,2024-01-19 20:00:00,14.4,86.0,1.0,0.0,1,-1,1007.1,0.0,0.1,0.28,14.9,84.0,0.0,0.0,0.0,0.0,1005.91,88.18,20
1557,46280,8,1.0,1.37,0.7,2024-01-20 08:00:00,13.3,96.0,1.0,0.1,1,0,1006.44,322.63,0.7,0.0,13.6,92.0,1.0,0.0,-1.0,1.0,1004.32,0.0,8
1562,46295,8,5.21,5.54,9.5,2024-01-20 11:00:00,13.9,96.0,1.0,0.7,-1,-1,1007.1,910.63,8.8,1.0,13.3,96.0,1.0,0.1,1.0,0.0,1006.44,322.63,11
1567,46310,8,29.14,29.61,37.8,2024-01-20 14:00:00,14.5,97.0,1.0,1.0,-1,-1,1005.12,823.6,28.3,5.21,13.9,96.0,1.0,0.7,-1.0,-1.0,1007.1,910.63,14
1572,46325,8,1.24,1.66,66.5,2024-01-20 17:00:00,13.5,68.0,4.0,1.0,-1,1,1006.31,91.78,28.7,29.14,14.5,97.0,1.0,1.0,-1.0,-1.0,1005.12,823.6,17
1577,46340,8,0.0,0.0,66.8,2024-01-20 20:00:00,12.3,63.0,3.0,1.0,0,1,1008.42,0.0,0.3,1.24,13.5,68.0,4.0,1.0,-1.0,1.0,1006.31,91.78,20
1582,46400,8,14.5,14.8,6.7,2024-01-21 08:00:00,10.1,63.0,2.0,0.0,1,1,1013.05,322.75,6.7,0.0,9.6,66.0,3.0,0.0,-1.0,1.0,1011.46,0.0,8
1587,46415,8,63.52,64.43,116.9,2024-01-21 11:00:00,13.7,51.0,4.0,0.0,1,1,1013.45,911.8,110.2,14.5,10.1,63.0,2.0,0.0,1.0,1.0,1013.05,322.75,11
1592,46430,8,31.5,31.93,276.7,2024-01-21 14:00:00,12.2,62.0,2.0,0.0,1,-1,1011.86,825.87,159.8,63.52,13.7,51.0,4.0,0.0,1.0,1.0,1013.45,911.8,14
1597,46445,8,0.23,0.68,311.0,2024-01-21 17:00:00,11.4,60.0,2.0,0.0,1,1,1013.45,95.38,34.3,31.5,12.2,62.0,2.0,0.0,1.0,-1.0,1011.86,825.87,17
1602,46460,8,0.0,0.0,311.1,2024-01-21 20:00:00,10.3,59.0,3.0,0.0,1,1,1015.3,0.0,0.1,0.23,11.4,60.0,2.0,0.0,1.0,1.0,1013.45,95.38,20
1607,46520,8,2.35,2.76,0.4,2024-01-22 08:00:00,5.0,81.0,3.0,0.4,-1,1,1018.34,322.99,0.4,0.0,7.1,65.0,2.0,0.1,-1.0,1.0,1016.88,0.0,8
1612,46535,8,4.44,4.83,18.7,2024-01-22 11:00:00,3.1,82.0,4.0,1.0,-1,1,1019.92,913.03,18.3,2.35,5.0,81.0,3.0,0.4,-1.0,1.0,1018.34,322.99,11
1617,46550,8,9.2,9.5,40.2,2024-01-22 14:00:00,1.9,91.0,2.0,3.0,-1,1,1018.07,828.15,21.5,4.44,3.1,82.0,4.0,1.0,-1.0,1.0,1019.92,913.03,14
1622,46565,8,0.08,0.44,49.8,2024-01-22 17:00:00,0.6,89.0,2.0,5.0,-1,0,1019.79,98.96,9.6,9.2,1.9,91.0,2.0,3.0,-1.0,1.0,1018.07,828.15,17
1627,46580,8,0.0,0.0,49.8,2024-01-22 20:00:00,-0.4,88.0,0.0,6.0,0,0,1021.77,0.0,0.0,0.08,0.6,89.0,2.0,5.0,-1.0,0.0,1019.79,98.96,20
1632,46640,8,0.0,0.0,0.0,2024-01-23 08:00:00,-2.1,64.0,0.0,3.0,0,0,1022.96,323.33,0.0,0.0,-1.4,79.0,0.0,4.0,0.0,0.0,1021.77,0.0,8
1637,46655,8,1.48,1.79,2.1,2024-01-23 11:00:00,0.7,51.0,4.0,1.0,-1,0,1022.57,914.31,2.1,0.0,-2.1,64.0,0.0,3.0,0.0,0.0,1022.96,323.33,11
1642,46670,8,3.88,4.33,9.7,2024-01-23 14:00:00,3.8,42.0,3.0,0.1,-1,0,1019.53,830.43,7.6,1.48,0.7,51.0,4.0,1.0,-1.0,0.0,1022.57,914.31,14
1647,46685,8,0.12,0.59,16.6,2024-01-23 17:00:00,3.3,45.0,3.0,0.0,-1,0,1020.19,102.53,6.9,3.88,3.8,42.0,3.0,0.1,-1.0,0.0,1019.53,830.43,17
1652,46700,8,0.0,0.0,16.6,2024-01-23 20:00:00,0.5,53.0,3.0,0.0,-1,1,1021.77,0.0,0.0,0.12,3.3,45.0,3.0,0.0,-1.0,0.0,1020.19,102.53,20
1657,46760,8,1.02,1.55,0.1,2024-01-24 08:00:00,0.6,55.0,1.0,0.0,1,1,1022.3,323.79,0.1,0.0,-1.5,71.0,1.0,0.0,-1.0,1.0,1021.11,0.0,8
1662,46775,8,24.68,25.1,38.1,2024-01-24 11:00:00,5.0,35.0,1.0,0.0,1,1,1021.24,915.65,38.0,1.02,0.6,55.0,1.0,0.0,1.0,1.0,1022.3,323.79,11
1667,46790,8,58.1,58.97,198.9,2024-01-24 14:00:00,8.2,33.0,2.0,0.0,1,-1,1018.6,832.72,160.8,24.68,5.0,35.0,1.0,0.0,1.0,1.0,1021.24,915.65,14
1672,46805,8,1.82,2.12,277.1,2024-01-24 17:00:00,4.3,52.0,3.0,0.0,1,0,1018.6,106.07,78.2,58.1,8.2,33.0,2.0,0.0,1.0,-1.0,1018.6,832.72,17
1677,46820,8,0.0,0.0,277.4,2024-01-24 20:00:00,3.8,58.0,1.0,0.0,1,1,1019.39,0.0,0.3,1.82,4.3,52.0,3.0,0.0,1.0,0.0,1018.6,106.07,20
1682,46880,8,8.26,8.61,3.4,2024-01-25 08:00:00,3.9,48.0,1.0,0.0,0,1,1020.98,324.34,3.4,0.0,3.9,52.0,2.0,0.0,0.0,1.0,1018.6,0.0,8
1687,46895,8,44.41,45.03,124.5,2024-01-25 11:00:00,8.4,34.0,2.0,0.0,1,1,1020.19,917.04,121.1,8.26,3.9,48.0,1.0,0.0,0.0,1.0,1020.98,324.34,11
1692,46910,8,32.24,33.07,252.2,2024-01-25 14:00:00,8.7,45.0,2.0,0.0,1,-1,1017.68,835.01,127.7,44.41,8.4,34.0,2.0,0.0,1.0,1.0,1020.19,917.04,14
1697,46925,8,1.75,2.14,303.6,2024-01-25 17:00:00,7.1,48.0,2.0,0.0,1,0,1017.81,109.59,51.4,32.24,8.7,45.0,2.0,0.0,1.0,-1.0,1017.68,835.01,17
1702,46940,8,0.0,0.0,304.0,2024-01-25 20:00:00,6.4,53.0,0.0,0.0,1,0,1019.0,0.0,0.4,1.75,7.1,48.0,2.0,0.0,1.0,0.0,1017.81,109.59,20
1707,47000,8,8.24,8.57,3.7,2024-01-26 08:00:00,3.8,68.0,1.0,0.0,-1,-1,1019.79,325.0,3.7,0.0,2.4,75.0,2.0,0.0,-1.0,-1.0,1018.6,0.0,8
1712,47015,8,66.15,67.19,77.7,2024-01-26 11:00:00,7.6,52.0,1.0,0.0,-1,-1,1019.79,918.48,74.0,8.24,3.8,68.0,1.0,0.0,-1.0,-1.0,1019.79,325.0,11
1717,47030,8,24.49,24.9,154.9,2024-01-26 14:00:00,9.4,46.0,2.0,0.0,1,0,1015.96,837.3,77.2,66.15,7.6,52.0,1.0,0.0,-1.0,-1.0,1019.79,918.48,14
1722,47045,8,2.19,2.7,186.7,2024-01-26 17:00:00,7.7,51.0,2.0,0.0,1,0,1016.62,113.07,31.8,24.49,9.4,46.0,2.0,0.0,1.0,0.0,1015.96,837.3,17
1727,47060,8,0.0,0.0,187.2,2024-01-26 20:00:00,7.2,56.0,2.0,0.0,1,0,1018.07,0.0,0.5,2.19,7.7,51.0,2.0,0.0,1.0,0.0,1016.62,113.07,20
1732,47120,8,5.03,5.48,2.0,2024-01-27 08:00:00,6.0,65.0,2.0,0.2,1,0,1018.2,325.76,2.0,0.0,6.5,61.0,1.0,0.0,0.0,1.0,1016.75,0.0,8
1737,47135,8,30.33,30.8,60.5,2024-01-27 11:00:00,8.8,54.0,1.0,0.3,1,1,1017.81,919.96,58.5,5.03,6.0,65.0,2.0,0.2,1.0,0.0,1018.2,325.76,11
1742,47150,8,33.01,33.63,176.7,2024-01-27 14:00:00,11.0,48.0,1.0,0.3,1,-1,1014.64,839.58,116.2,30.33,8.8,54.0,1.0,0.3,1.0,1.0,1017.81,919.96,14
1747,47165,8,3.84,4.27,226.3,2024-01-27 17:00:00,8.7,51.0,2.0,0.3,1,0,1015.03,116.52,49.6,33.01,11.0,48.0,1.0,0.3,1.0,-1.0,1014.64,839.58,17
1752,47180,8,0.0,0.0,226.9,2024-01-27 20:00:00,7.8,59.0,2.0,0.0,1,0,1016.75,0.0,0.6,3.84,8.7,51.0,2.0,0.3,1.0,0.0,1015.03,116.52,20
1757,47240,8,15.53,15.85,4.7,2024-01-28 08:00:00,7.0,63.0,2.0,0.0,0,1,1018.73,326.62,4.7,0.0,5.7,79.0,1.0,0.0,-1.0,0.0,1017.01,0.0,8
1762,47255,8,58.06,58.81,117.2,2024-01-28 11:00:00,11.7,32.0,2.0,0.0,0,1,1019.26,921.49,112.5,15.53,7.0,63.0,2.0,0.0,0.0,1.0,1018.73,326.62,11
1767,47270,8,38.25,38.79,289.8,2024-01-28 14:00:00,11.7,36.0,3.0,0.0,1,0,1016.75,841.86,172.6,58.06,11.7,32.0,2.0,0.0,0.0,1.0,1019.26,921.49,14
1772,47285,8,3.93,4.23,363.3,2024-01-28 17:00:00,9.2,53.0,3.0,0.0,1,0,1017.01,119.93,73.5,38.25,11.7,36.0,3.0,0.0,1.0,0.0,1016.75,841.86,17
1777,47300,8,0.0,0.0,364.3,2024-01-28 20:00:00,8.2,55.0,2.0,0.0,1,1,1019.0,0.0,1.0,3.93,9.2,53.0,3.0,0.0,1.0,0.0,1017.01,119.93,20
1782,47360,8,2.49,2.82,1.3,2024-01-29 08:00:00,8.0,60.0,2.0,0.0,-1,0,1017.01,327.57,1.3,0.0,7.8,62.0,1.0,0.0,-1.0,0.0,1016.22,0.0,8
1787,47375,8,12.28,12.55,20.9,2024-01-29 11:00:00,10.1,56.0,1.0,0.0,-1,1,1016.35,923.07,19.6,2.49,8.0,60.0,2.0,0.0,-1.0,0.0,1017.01,327.57,11
1792,47390,8,8.98,9.33,41.7,2024-01-29 14:00:00,8.1,82.0,1.0,0.2,-1,0,1014.24,844.13,20.8,12.28,10.1,56.0,1.0,0.0,-1.0,1.0,1016.35,923.07,14
1797,47405,8,0.75,1.23,56.7,2024-01-29 17:00:00,8.0,89.0,1.0,0.3,-1,0,1013.58,123.3,15.0,8.98,8.1,82.0,1.0,0.2,-1.0,0.0,1014.24,844.13,17
1802,47420,8,0.0,0.0,56.8,2024-01-29 20:00:00,7.9,94.0,2.0,0.3,-1,-1,1014.5,0.0,0.1,0.75,8.0,89.0,1.0,0.3,-1.0,0.0,1013.58,123.3,20
1807,47480,8,3.65,4.05,1.9,2024-01-30 08:00:00,8.9,99.0,2.0,19.0,-1,-1,1011.46,328.62,1.9,0.0,8.5,99.0,2.0,12.0,-1.0,0.0,1010.27,0.0,8
1812,47495,8,73.2,74.18,81.1,2024-01-30 11:00:00,12.8,90.0,2.0,18.0,-1,-1,1011.07,924.68,79.2,3.65,8.9,99.0,2.0,19.0,-1.0,-1.0,1011.46,328.62,11
1817,47510,8,35.76,36.24,233.3,2024-01-30 14:00:00,16.5,77.0,1.0,15.0,1,-1,1008.16,846.39,152.2,73.2,12.8,90.0,2.0,18.0,-1.0,-1.0,1011.07,924.68,14
1822,47525,8,4.31,4.73,303.0,2024-01-30 17:00:00,13.7,87.0,3.0,9.0,1,0,1008.29,126.62,69.7,35.76,16.5,77.0,1.0,15.0,1.0,-1.0,1008.16,846.39,17
1827,47540,8,0.0,0.0,304.2,2024-01-30 20:00:00,11.9,94.0,2.0,0.5,1,1,1009.88,0.0,1.2,4.31,13.7,87.0,3.0,9.0,1.0,0.0,1008.29,126.62,20
1832,47600,8,6.48,6.79,2.9,2024-01-31 08:00:00,11.7,99.0,1.0,0.1,-1,0,1009.88,329.76,2.9,0.0,11.4,99.0,0.0,0.2,0.0,0.0,1008.69,0.0,8
1837,47615,8,39.88,40.44,53.1,2024-01-31 11:00:00,16.7,84.0,1.0,0.1,-1,-1,1009.48,926.33,50.2,6.48,11.7,99.0,1.0,0.1,-1.0,0.0,1009.88,329.76,11
1842,47630,8,59.58,60.42,235.5,2024-01-31 14:00:00,19.5,72.0,3.0,0.0,1,0,1005.78,848.63,182.4,39.88,16.7,84.0,1.0,0.1,-1.0,-1.0,1009.48,926.33,14
1847,47645,8,1.38,1.86,312.6,2024-01-31 17:00:00,15.8,86.0,3.0,0.0,1,1,1005.51,129.9,77.1,59.58,19.5,72.0,3.0,0.0,1.0,0.0,1005.78,848.63,17
1852,47660,8,0.0,0.0,312.9,2024-01-31 20:00:00,14.8,97.0,1.0,0.0,1,0,1007.1,0.0,0.3,1.38,15.8,86.0,3.0,0.0,1.0,1.0,1005.51,129.9,20
1857,47720,8,4.18,4.48,3.1,2024-02-01 08:00:00,14.8,100.0,1.0,0.0,-1,-1,1005.78,330.98,3.1,0.0,14.6,99.0,1.0,0.0,-1.0,-1.0,1005.12,0.0,8
1862,47735,8,55.95,56.72,76.6,2024-02-01 11:00:00,19.4,80.0,2.0,0.0,1,-1,1005.51,928.02,73.5,4.18,14.8,100.0,1.0,0.0,-1.0,-1.0,1005.78,330.98,11
1867,47750,8,24.74,25.13,204.0,2024-02-01 14:00:00,19.1,79.0,5.0,0.0,1,0,1003.79,850.86,127.4,55.95,19.4,80.0,2.0,0.0,1.0,-1.0,1005.51,928.02,14
1872,47765,8,0.41,0.72,221.5,2024-02-01 17:00:00,14.3,93.0,3.0,0.0,1,0,1006.17,133.12,17.5,24.74,19.1,79.0,5.0,0.0,1.0,0.0,1003.79,850.86,17
1877,47780,8,0.0,0.0,221.6,2024-02-01 20:00:00,12.0,97.0,3.0,0.0,1,0,1008.03,0.0,0.1,0.41,14.3,93.0,3.0,0.0,1.0,0.0,1006.17,133.12,20
1882,47840,8,1.45,2.02,1.7,2024-02-02 08:00:00,9.5,99.0,2.0,4.0,1,1,1011.46,332.29,1.7,0.0,9.5,98.0,1.0,4.0,1.0,-1.0,1009.48,0.0,8
1887,47855,8,15.23,15.51,21.2,2024-02-02 11:00:00,9.6,98.0,1.0,4.0,1,-1,1012.12,929.74,19.5,1.45,9.5,99.0,2.0,4.0,1.0,1.0,1011.46,332.29,11
1892,47870,8,8.29,8.65,67.2,2024-02-02 14:00:00,10.3,97.0,1.0,3.0,1,-1,1010.14,853.07,46.0,15.23,9.6,98.0,1.0,4.0,1.0,-1.0,1012.12,929.74,14
1897,47885,8,1.97,2.23,81.5,2024-02-02 17:00:00,9.7,97.0,1.0,4.0,1,0,1010.8,136.28,14.3,8.29,10.3,97.0,1.0,3.0,1.0,-1.0,1010.14,853.07,17
1902,47900,8,0.0,0.0,82.1,2024-02-02 20:00:00,9.5,93.0,2.0,3.0,1,0,1011.99,0.0,0.6,1.97,9.7,97.0,1.0,4.0,1.0,0.0,1010.8,136.28,20
1907,47960,8,5.37,5.77,3.2,2024-02-03 08:00:00,10.0,97.0,0.0,0.0,-1,1,1010.67,333.69,3.2,0.0,9.2,98.0,1.0,0.0,-1.0,-1.0,1010.14,0.0,8
1912,47975,8,16.32,16.63,63.3,2024-02-03 11:00:00,12.6,84.0,1.0,0.0,-1,-1,1010.27,931.49,60.1,5.37,10.0,97.0,0.0,0.0,-1.0,1.0,1010.67,333.69,11
1917,47990,8,27.33,27.71,158.2,2024-02-03 14:00:00,13.6,82.0,2.0,0.0,1,0,1007.63,855.26,94.9,16.32,12.6,84.0,1.0,0.0,-1.0,-1.0,1010.27,931.49,14
1922,48005,8,2.15,2.46,207.9,2024-02-03 17:00:00,11.6,88.0,2.0,0.0,1,0,1007.89,139.4,49.7,27.33,13.6,82.0,2.0,0.0,1.0,0.0,1007.63,855.26,17
1927,48020,8,0.0,0.0,208.5,2024-02-03 20:00:00,10.8,91.0,2.0,0.0,1,1,1009.61,0.0,0.6,2.15,11.6,88.0,2.0,0.0,1.0,0.0,1007.89,139.4,20
1932,48080,8,4.56,5.08,1.4,2024-02-04 08:00:00,8.5,89.0,0.0,0.1,0,1,1010.27,335.16,1.4,0.0,8.4,94.0,2.0,0.1,1.0,1.0,1009.08,0.0,8
1937,48095,8,17.65,17.97,46.5,2024-02-04 11:00:00,10.2,75.0,2.0,0.4,1,-1,1009.21,933.26,45.1,4.56,8.5,89.0,0.0,0.1,0.0,1.0,1010.27,335.16,11
1942,48110,8,13.42,13.7,93.4,2024-02-04 14:00:00,9.3,93.0,1.0,0.5,-1,0,1006.17,857.42,46.9,17.65,10.2,75.0,2.0,0.4,1.0,-1.0,1009.21,933.26,14
1947,48125,8,1.01,1.34,107.4,2024-02-04 17:00:00,9.5,96.0,1.0,2.0,-1,0,1005.51,142.45,14.0,13.42,9.3,93.0,1.0,0.5,-1.0,0.0,1006.17,857.42,17
1952,48140,8,0.0,0.0,107.7,2024-02-04 20:00:00,9.7,98.0,1.0,7.0,-1,-1,1005.51,0.0,0.3,1.01,9.5,96.0,1.0,2.0,-1.0,0.0,1005.51,142.45,20
1957,48200,8,24.74,25.13,11.2,2024-02-05 08:00:00,9.2,87.0,2.0,0.0,1,1,1010.67,336.72,11.2,0.0,8.2,98.0,1.0,5.0,-1.0,-1.0,1008.55,0.0,8
