,id,device_id,active_power,direct_power,charge_capacity,date_time,T,Po,U,Ff,VV,Td,RRR,DDN
2885,47403,6,0.69,1.15,57.8,2024-01-29 17:00:00,8.0,766.7,89.0,1.0,1.5,6.3,0.3,12.0
2890,47418,6,0.0,0.0,58.0,2024-01-29 20:00:00,7.9,767.4,94.0,2.0,0.8,7.0,0.3,11.0
2895,47433,6,0.0,0.0,58.0,2024-01-29 23:00:00,7.9,766.7,97.0,2.0,0.3,7.5,3.0,12.0
2900,47448,6,0.0,0.0,0.0,2024-01-30 02:00:00,8.1,765.4,98.0,3.0,1.0,7.8,6.0,12.0
2905,47463,6,0.0,0.0,0.0,2024-01-30 05:00:00,8.5,764.2,99.0,2.0,1.6,8.4,12.0,12.0
2910,47478,6,4.1,4.36,2.0,2024-01-30 08:00:00,8.9,765.1,99.0,2.0,1.5,8.8,19.0,11.0
2915,47493,6,65.7,66.53,79.2,2024-01-30 11:00:00,12.8,764.8,90.0,2.0,18.0,11.2,18.0,11.0
2920,47508,6,35.63,36.17,235.9,2024-01-30 14:00:00,16.5,762.6,77.0,1.0,8.0,12.5,15.0,6.0
2925,47523,6,4.32,4.76,311.5,2024-01-30 17:00:00,13.7,762.7,87.0,3.0,13.0,11.6,9.0,4.0
2930,47538,6,0.0,0.0,312.8,2024-01-30 20:00:00,11.9,763.9,94.0,2.0,3.9,11.0,,3.0
2935,47553,6,0.0,0.0,312.8,2024-01-30 23:00:00,10.9,764.3,98.0,1.0,0.3,10.6,0.4,4.0
2940,47568,6,0.0,0.0,0.0,2024-01-31 02:00:00,11.3,763.8,98.0,1.0,0.8,11.0,0.2,4.0
2945,47583,6,0.0,0.0,0.0,2024-01-31 05:00:00,11.4,763.0,99.0,0.0,0.9,11.2,0.2,-1.0
2950,47598,6,6.16,6.5,2.9,2024-01-31 08:00:00,11.7,763.9,99.0,1.0,0.7,11.5,0.1,12.0
2955,47613,6,39.66,40.18,54.8,2024-01-31 11:00:00,16.7,763.6,84.0,1.0,11.0,14.0,0.1,11.0
2960,47628,6,60.07,60.86,234.0,2024-01-31 14:00:00,19.5,760.8,72.0,3.0,5.0,14.3,0.0,4.0
2965,47643,6,1.28,1.75,318.6,2024-01-31 17:00:00,15.8,760.6,86.0,3.0,7.0,13.5,0.0,3.0
2970,47658,6,0.0,0.0,318.8,2024-01-31 20:00:00,14.8,761.8,97.0,1.0,1.2,14.3,0.0,4.0
2975,47673,6,0.0,0.0,318.8,2024-01-31 23:00:00,14.6,761.5,98.0,0.0,0.2,14.3,0.0,0.0
2980,47688,6,0.0,0.0,0.0,2024-02-01 02:00:00,14.4,760.9,99.0,1.0,0.1,14.2,0.0,12.0
2985,47703,6,0.0,0.0,0.0,2024-02-01 05:00:00,14.6,760.3,99.0,1.0,0.7,14.4,0.0,10.0
2990,47718,6,4.22,4.52,3.1,2024-02-01 08:00:00,14.8,760.8,100.0,1.0,0.1,14.8,0.0,9.0
2995,47733,6,46.91,47.6,76.0,2024-02-01 11:00:00,19.4,760.6,80.0,2.0,4.2,15.9,0.0,6.0
3000,47748,6,23.22,23.59,204.9,2024-02-01 14:00:00,19.1,759.3,79.0,5.0,8.0,15.4,0.0,4.0
3005,47763,6,0.35,0.64,223.1,2024-02-01 17:00:00,14.3,761.1,93.0,3.0,2.9,13.2,0.0,4.0
3010,47778,6,0.0,0.0,223.1,2024-02-01 20:00:00,12.0,762.5,97.0,3.0,2.2,11.5,,4.0
3015,47793,6,0.0,0.0,223.1,2024-02-01 23:00:00,11.3,763.2,98.0,1.0,1.0,11.0,1.0,7.0
3020,47808,6,0.0,0.0,0.0,2024-02-02 02:00:00,10.2,762.8,98.0,2.0,1.1,9.9,3.0,4.0
3025,47823,6,0.0,0.0,0.0,2024-02-02 05:00:00,9.5,763.6,98.0,1.0,1.6,9.2,4.0,5.0
3030,47838,6,1.49,1.98,1.8,2024-02-02 08:00:00,9.5,765.1,99.0,2.0,1.4,9.4,4.0,2.0
3035,47853,6,13.78,14.06,20.8,2024-02-02 11:00:00,9.6,765.6,98.0,1.0,2.8,9.3,4.0,6.0
3040,47868,6,8.3,8.59,67.3,2024-02-02 14:00:00,10.3,764.1,97.0,1.0,4.8,9.8,3.0,5.0
3045,47883,6,2.03,2.38,82.1,2024-02-02 17:00:00,9.7,764.6,97.0,1.0,12.0,9.2,4.0,4.0
3050,47898,6,0.0,0.0,82.7,2024-02-02 20:00:00,9.5,765.5,93.0,2.0,10.0,8.4,3.0,4.0
3055,47913,6,0.0,0.0,82.7,2024-02-02 23:00:00,9.5,765.4,91.0,1.0,7.0,8.1,2.0,2.0
3060,47928,6,0.0,0.0,0.0,2024-02-03 02:00:00,9.2,764.8,94.0,0.0,1.7,8.3,2.0,-1.0
3065,47943,6,0.0,0.0,0.0,2024-02-03 05:00:00,9.2,764.1,98.0,1.0,1.6,8.9,0.0,11.0
3070,47958,6,5.54,5.82,3.1,2024-02-03 08:00:00,10.0,764.5,97.0,0.0,3.8,9.5,0.0,3.0
3075,47973,6,17.54,17.87,63.3,2024-02-03 11:00:00,12.6,764.2,84.0,1.0,7.0,10.0,0.0,10.0
3080,47988,6,28.32,28.71,159.0,2024-02-03 14:00:00,13.6,762.2,82.0,2.0,5.0,10.6,0.0,4.0
3085,48003,6,2.2,2.76,209.5,2024-02-03 17:00:00,11.6,762.4,88.0,2.0,9.0,9.7,0.0,4.0
3090,48018,6,0.0,0.0,210.1,2024-02-03 20:00:00,10.8,763.7,91.0,2.0,7.0,9.4,0.0,3.0
3095,48033,6,0.0,0.0,210.1,2024-02-03 23:00:00,10.3,764.3,95.0,1.0,2.0,9.5,0.0,4.0
3100,48048,6,0.0,0.0,0.0,2024-02-04 02:00:00,9.2,764.0,95.0,2.0,1.7,8.4,0.0,4.0
3105,48063,6,0.0,0.0,0.0,2024-02-04 05:00:00,8.4,763.3,94.0,2.0,7.0,7.5,0.1,3.0
3110,48078,6,4.67,5.11,1.6,2024-02-04 08:00:00,8.5,764.2,89.0,0.0,6.0,6.8,0.1,0.0
3115,48093,6,17.73,18.03,47.0,2024-02-04 11:00:00,10.2,763.4,75.0,2.0,19.0,6.0,0.4,6.0
3120,48108,6,13.91,14.34,94.1,2024-02-04 14:00:00,9.3,761.1,93.0,1.0,1.8,8.2,0.5,12.0
3125,48123,6,1.14,1.43,108.3,2024-02-04 17:00:00,9.5,760.6,96.0,1.0,2.2,8.9,2.0,12.0
3130,48138,6,0.0,0.0,108.6,2024-02-04 20:00:00,9.7,760.6,98.0,1.0,4.6,9.4,7.0,11.0
3135,48153,6,0.0,0.0,108.6,2024-02-04 23:00:00,9.6,760.9,98.0,1.0,4.1,9.3,7.0,12.0
3140,48168,6,0.0,0.0,0.0,2024-02-05 02:00:00,9.1,762.3,97.0,1.0,7.0,8.6,6.0,12.0
3145,48183,6,0.0,0.0,0.0,2024-02-05 05:00:00,8.2,762.9,98.0,1.0,7.0,7.9,5.0,11.0
3150,48198,6,16.14,16.44,7.3,2024-02-05 08:00:00,9.2,764.5,87.0,2.0,19.0,7.2,0.0,1.0
3155,48213,6,78.81,79.86,176.2,2024-02-05 11:00:00,14.8,764.5,60.0,1.0,19.0,7.1,0.0,8.0
3160,48228,6,23.2,23.55,345.9,2024-02-05 14:00:00,10.8,763.9,74.0,3.0,19.0,6.4,0.0,5.0
3165,48243,6,1.71,2.08,395.2,2024-02-05 17:00:00,9.3,765.7,80.0,2.0,16.0,6.0,0.0,4.0
3170,48258,6,0.0,0.0,395.7,2024-02-05 20:00:00,8.8,767.1,78.0,2.0,13.0,5.2,0.0,4.0
3175,48273,6,0.0,0.0,395.7,2024-02-05 23:00:00,8.4,767.2,79.0,1.0,11.0,5.0,0.0,5.0
3180,48288,6,0.0,0.0,0.0,2024-02-06 02:00:00,7.6,766.9,79.0,2.0,8.0,4.2,0.0,4.0
3185,48303,6,0.0,0.0,0.0,2024-02-06 05:00:00,6.5,767.0,79.0,3.0,7.0,3.1,0.0,4.0
3190,48318,6,1.87,2.38,0.4,2024-02-06 08:00:00,5.3,767.9,84.0,2.0,3.2,2.8,0.0,4.0
3195,48333,6,6.19,6.63,22.0,2024-02-06 11:00:00,5.7,767.7,82.0,3.0,5.0,2.9,0.0,4.0
3200,48348,6,8.28,8.62,48.3,2024-02-06 14:00:00,5.6,765.7,82.0,2.0,4.6,2.8,0.0,4.0
3205,48363,6,1.02,1.36,62.3,2024-02-06 17:00:00,4.7,765.7,92.0,2.0,1.8,3.5,0.0,4.0
3210,48378,6,0.0,0.0,62.5,2024-02-06 20:00:00,5.0,766.6,92.0,1.0,4.8,3.8,0.1,0.0
3215,48393,6,0.0,0.0,62.5,2024-02-06 23:00:00,5.1,766.3,95.0,1.0,5.0,4.4,0.6,2.0
3220,48408,6,0.0,0.0,0.0,2024-02-07 02:00:00,5.0,766.0,96.0,1.0,4.4,4.4,7.0,12.0
3225,48423,6,0.0,0.0,0.0,2024-02-07 05:00:00,5.0,764.6,96.0,1.0,4.1,4.4,14.0,1.0
3230,48438,6,3.84,4.24,2.0,2024-02-07 08:00:00,5.2,765.9,96.0,2.0,10.0,4.6,17.0,3.0
3235,48453,6,5.69,6.1,30.4,2024-02-07 11:00:00,5.8,765.6,94.0,2.0,17.0,4.9,20.0,3.0
3240,48468,6,6.25,6.54,60.0,2024-02-07 14:00:00,6.2,763.6,93.0,1.0,10.0,5.2,19.0,3.0
3245,48483,6,1.01,1.31,78.8,2024-02-07 17:00:00,6.0,764.1,90.0,2.0,19.0,4.5,14.0,0.0
3250,48498,6,0.0,0.0,78.9,2024-02-07 20:00:00,5.7,765.1,86.0,2.0,20.0,3.5,11.0,0.0
3255,48513,6,0.0,0.0,78.9,2024-02-07 23:00:00,5.6,765.2,80.0,2.0,20.0,2.3,8.0,6.0
3260,48528,6,0.0,0.0,0.0,2024-02-08 02:00:00,4.8,764.3,89.0,2.0,10.0,3.1,2.0,3.0
3265,48543,6,0.0,0.0,0.0,2024-02-08 05:00:00,5.0,764.5,84.0,3.0,12.0,2.5,0.5,0.0
3270,48558,6,2.61,2.84,1.5,2024-02-08 08:00:00,5.3,765.1,81.0,1.0,12.0,2.3,0.5,1.0
3275,48573,6,31.92,32.37,33.9,2024-02-08 11:00:00,5.5,765.8,81.0,3.0,5.0,2.5,0.8,0.0
3280,48588,6,38.18,38.7,117.0,2024-02-08 14:00:00,7.6,763.9,71.0,2.0,7.0,2.7,0.4,1.0
3285,48603,6,2.33,2.69,161.3,2024-02-08 17:00:00,7.3,763.9,68.0,1.0,7.0,1.8,0.4,3.0
3290,48618,6,0.0,0.0,162.2,2024-02-08 20:00:00,6.9,765.0,71.0,1.0,5.0,2.0,0.4,1.0
3295,48633,6,0.0,0.0,162.2,2024-02-08 23:00:00,6.5,765.4,76.0,1.0,4.9,2.6,0.1,0.0
3300,48648,6,0.0,0.0,0.0,2024-02-09 02:00:00,6.0,766.1,64.0,3.0,5.0,-0.3,0.0,0.0
3305,48663,6,0.0,0.0,0.0,2024-02-09 05:00:00,5.6,766.1,67.0,1.0,6.0,-0.2,0.0,3.0
3310,48678,6,8.74,9.02,3.2,2024-02-09 08:00:00,6.1,767.4,66.0,1.0,4.8,0.2,0.0,2.0
3315,48693,6,73.8,74.81,130.3,2024-02-09 11:00:00,10.8,767.7,47.0,2.0,5.0,-0.3,0.0,2.0
3320,48708,6,66.86,67.74,357.8,2024-02-09 14:00:00,11.4,765.5,52.0,3.0,5.0,1.9,0.0,5.0
3325,48723,6,6.73,7.11,468.3,2024-02-09 17:00:00,8.5,766.0,60.0,3.0,4.7,1.2,0.0,4.0
3330,48738,6,0.0,0.0,470.5,2024-02-09 20:00:00,6.5,767.6,72.0,1.0,2.5,1.8,0.0,3.0
3335,48753,6,0.0,0.0,470.5,2024-02-09 23:00:00,5.2,768.1,84.0,2.0,1.4,2.6,0.0,12.0
3340,48768,6,0.0,0.0,0.0,2024-02-10 02:00:00,4.5,767.8,87.0,2.0,2.1,2.5,0.0,12.0
3345,48783,6,0.0,0.0,0.0,2024-02-10 05:00:00,3.5,767.5,93.0,2.0,1.8,2.5,0.0,12.0
3350,48798,6,19.01,19.35,9.0,2024-02-10 08:00:00,4.1,769.1,93.0,2.0,1.9,3.1,0.0,12.0
3355,48813,6,79.83,80.95,174.1,2024-02-10 11:00:00,12.4,768.8,55.0,1.0,6.0,3.6,0.0,10.0
3360,48828,6,70.89,71.84,411.2,2024-02-10 14:00:00,15.5,766.7,36.0,2.0,9.0,0.5,0.0,5.0
3365,48843,6,10.08,10.35,533.0,2024-02-10 17:00:00,12.1,767.1,51.0,2.0,8.0,2.3,0.0,5.0
3370,48858,6,0.0,0.0,537.1,2024-02-10 20:00:00,8.0,768.1,81.0,1.0,2.5,4.9,0.0,3.0
3375,48873,6,0.0,0.0,537.1,2024-02-10 23:00:00,6.5,768.6,72.0,1.0,5.0,1.8,0.0,12.0
3380,48888,6,0.0,0.0,0.0,2024-02-11 02:00:00,5.5,768.4,74.0,3.0,7.0,1.1,0.0,12.0
3385,48903,6,0.0,0.0,0.0,2024-02-11 05:00:00,5.1,768.3,76.0,3.0,8.0,1.2,0.0,12.0
3390,48918,6,18.66,18.98,8.8,2024-02-11 08:00:00,6.4,769.8,71.0,2.0,8.0,1.5,0.0,11.0
3395,48933,6,78.48,79.65,176.2,2024-02-11 11:00:00,15.3,769.9,43.0,2.0,15.0,2.8,0.0,10.0
3400,48948,6,70.38,71.31,417.0,2024-02-11 14:00:00,18.1,767.8,28.0,4.0,15.0,-0.7,0.0,4.0
3405,48963,6,7.51,7.77,537.9,2024-02-11 17:00:00,14.0,768.7,41.0,3.0,13.0,1.0,0.0,4.0
3410,48978,6,0.0,0.0,540.3,2024-02-11 20:00:00,9.7,769.9,65.0,1.0,8.0,3.4,0.0,3.0
3415,48993,6,0.0,0.0,540.3,2024-02-11 23:00:00,8.1,770.4,74.0,2.0,7.0,3.6,0.0,12.0
3420,49008,6,0.0,0.0,0.0,2024-02-12 02:00:00,6.8,769.7,78.0,3.0,7.0,3.1,0.0,12.0
3425,49023,6,0.0,0.0,0.0,2024-02-12 05:00:00,6.0,769.2,77.0,3.0,7.0,2.3,0.0,12.0
3430,49038,6,20.92,21.26,10.1,2024-02-12 08:00:00,6.4,770.5,77.0,3.0,7.0,2.7,0.0,12.0
3435,49053,6,76.93,78.06,172.8,2024-02-12 11:00:00,14.7,770.3,54.0,1.0,8.0,5.5,0.0,11.0
3440,49068,6,71.79,72.72,408.8,2024-02-12 14:00:00,17.8,768.2,36.0,3.0,15.0,2.5,0.0,6.0
3445,49083,6,7.98,8.32,533.7,2024-02-12 17:00:00,15.1,767.8,48.0,2.0,14.0,4.2,0.0,4.0
3450,49098,6,0.0,0.0,536.3,2024-02-12 20:00:00,10.8,768.6,72.0,1.0,6.0,6.0,0.0,3.0
3455,49113,6,0.0,0.0,536.3,2024-02-12 23:00:00,11.0,768.6,72.0,2.0,7.0,6.0,0.0,12.0
3460,49128,6,0.0,0.0,0.0,2024-02-13 02:00:00,9.7,767.4,74.0,2.0,10.0,5.3,0.0,12.0
3465,49143,6,0.0,0.0,0.0,2024-02-13 05:00:00,9.1,766.5,77.0,2.0,10.0,5.3,0.0,11.0
3470,49158,6,10.05,10.31,10.1,2024-02-13 08:00:00,10.3,766.9,74.0,2.0,11.0,5.9,0.0,12.0
3475,49173,6,72.03,73.08,162.5,2024-02-13 11:00:00,18.3,765.8,55.0,2.0,13.0,9.1,0.0,10.0
3480,49188,6,69.87,70.81,362.7,2024-02-13 14:00:00,22.4,763.3,51.0,2.0,17.0,11.8,0.0,4.0
3485,49203,6,7.76,8.11,481.0,2024-02-13 17:00:00,17.6,763.0,66.0,3.0,12.0,11.2,0.0,3.0
3490,49218,6,0.0,0.0,483.5,2024-02-13 20:00:00,13.4,763.9,85.0,1.0,6.0,10.9,0.0,2.0
3495,49233,6,0.0,0.0,483.5,2024-02-13 23:00:00,12.8,763.7,89.0,2.0,3.6,11.0,0.0,12.0
3500,49248,6,0.0,0.0,0.0,2024-02-14 02:00:00,12.0,763.0,91.0,1.0,4.4,10.6,0.0,12.0
3505,49263,6,0.0,0.0,0.0,2024-02-14 05:00:00,12.3,762.4,89.0,2.0,6.0,10.5,0.0,12.0
3510,49278,6,19.52,19.84,8.9,2024-02-14 08:00:00,12.9,763.6,85.0,2.0,9.0,10.4,0.0,12.0
3515,49293,6,73.65,74.75,165.6,2024-02-14 11:00:00,20.0,762.9,54.0,1.0,15.0,10.4,0.0,10.0
3520,49308,6,66.49,67.53,394.7,2024-02-14 14:00:00,21.2,760.4,50.0,3.0,14.0,10.4,0.0,4.0
3525,49323,6,7.59,7.97,510.2,2024-02-14 17:00:00,17.0,760.3,67.0,4.0,8.0,10.8,0.0,4.0
3530,49338,6,0.0,0.0,512.7,2024-02-14 20:00:00,13.7,761.1,84.0,2.0,4.4,11.0,0.0,3.0
3535,49353,6,0.0,0.0,512.7,2024-02-14 23:00:00,12.6,761.2,90.0,0.0,3.4,11.0,0.0,0.0
3540,49368,6,0.0,0.0,0.0,2024-02-15 02:00:00,12.5,760.9,93.0,1.0,2.6,11.4,0.0,2.0
3545,49383,6,0.0,0.0,0.0,2024-02-15 05:00:00,12.8,760.3,92.0,1.0,2.7,11.5,0.0,12.0
3550,49398,6,23.06,23.4,11.5,2024-02-15 08:00:00,13.6,761.0,88.0,2.0,3.2,11.7,0.0,11.0
3555,49413,6,79.56,80.73,148.8,2024-02-15 11:00:00,21.7,760.5,55.0,1.0,8.0,12.3,0.0,5.0
3560,49428,6,29.23,29.63,350.1,2024-02-15 14:00:00,19.6,759.4,63.0,2.0,5.0,12.4,0.0,5.0
3565,49443,6,0.63,1.07,376.3,2024-02-15 17:00:00,12.5,762.4,91.0,4.0,3.0,11.1,1.0,4.0
3570,49458,6,0.0,0.0,376.4,2024-02-15 20:00:00,11.2,764.9,95.0,3.0,5.0,10.4,3.0,4.0
3575,49473,6,0.0,0.0,376.4,2024-02-15 23:00:00,9.8,766.2,92.0,2.0,10.0,8.6,4.0,4.0
3580,49488,6,0.0,0.0,0.0,2024-02-16 02:00:00,9.4,766.1,87.0,2.0,18.0,7.3,4.0,0.0
3585,49503,6,0.0,0.0,0.0,2024-02-16 05:00:00,8.6,765.9,80.0,2.0,17.0,5.3,0.0,0.0
3590,49518,6,5.04,5.5,3.2,2024-02-16 08:00:00,6.9,766.8,86.0,3.0,19.0,4.7,2.0,4.0
3595,49533,6,36.72,37.24,56.0,2024-02-16 11:00:00,7.5,766.9,85.0,2.0,11.0,5.1,1.0,4.0
3600,49548,6,24.55,24.94,154.7,2024-02-16 14:00:00,8.6,765.0,77.0,1.0,17.0,4.8,1.0,8.0
3605,49563,6,5.75,6.23,217.7,2024-02-16 17:00:00,8.6,764.6,70.0,1.0,19.0,3.4,1.0,6.0
3610,49578,6,0.0,0.0,219.4,2024-02-16 20:00:00,8.1,764.7,73.0,2.0,18.0,3.4,0.4,4.0
3615,49593,6,0.0,0.0,219.4,2024-02-16 23:00:00,7.8,764.2,78.0,0.0,14.0,4.2,0.1,0.0
3620,49608,6,0.0,0.0,0.0,2024-02-17 02:00:00,7.8,763.0,80.0,1.0,15.0,4.6,0.0,11.0
3625,49623,6,0.0,0.0,0.0,2024-02-17 05:00:00,8.1,761.9,81.0,0.0,14.0,5.0,0.0,-1.0
3630,49638,6,10.32,10.61,5.9,2024-02-17 08:00:00,9.0,762.9,78.0,0.0,14.0,5.4,0.0,0.0
3635,49653,6,21.14,21.49,62.5,2024-02-17 11:00:00,11.4,762.6,70.0,1.0,14.0,6.1,0.0,10.0
3640,49668,6,41.12,41.69,189.2,2024-02-17 14:00:00,15.9,759.8,62.0,2.0,9.0,8.6,0.0,5.0
3645,49683,6,3.03,3.46,237.5,2024-02-17 17:00:00,13.4,759.7,72.0,3.0,15.0,8.5,0.0,3.0
3650,49698,6,0.0,0.0,238.4,2024-02-17 20:00:00,13.1,760.3,84.0,1.0,9.0,10.5,0.0,4.0
3655,49713,6,0.0,0.0,238.4,2024-02-17 23:00:00,12.8,760.0,85.0,3.0,8.0,10.3,0.0,11.0
3660,49728,6,0.0,0.0,0.0,2024-02-18 02:00:00,12.0,759.2,90.0,1.0,7.0,10.4,0.0,11.0
3665,49743,6,0.0,0.0,0.0,2024-02-18 05:00:00,11.2,758.7,93.0,1.0,4.5,10.1,0.0,11.0
3670,49758,6,17.42,17.72,9.7,2024-02-18 08:00:00,11.9,759.7,95.0,1.0,5.0,11.1,0.0,10.0
3675,49773,6,82.87,83.93,137.2,2024-02-18 11:00:00,18.9,759.3,66.0,1.0,12.0,12.4,0.0,6.0
3680,49788,6,65.53,66.38,337.6,2024-02-18 14:00:00,20.9,756.6,64.0,3.0,7.0,13.8,0.0,3.0
3685,49803,6,5.83,6.27,436.2,2024-02-18 17:00:00,19.7,756.5,67.0,3.0,15.0,13.4,0.0,3.0
3690,49818,6,0.0,0.0,438.8,2024-02-18 20:00:00,16.7,757.3,78.0,3.0,8.0,12.8,0.0,3.0
3695,49833,6,0.0,0.0,438.8,2024-02-18 23:00:00,15.2,757.3,88.0,2.0,3.9,13.2,0.0,3.0
3700,49848,6,0.0,0.0,0.0,2024-02-19 02:00:00,14.3,757.3,93.0,1.0,4.8,13.2,0.0,11.0
3705,49863,6,0.0,0.0,0.0,2024-02-19 05:00:00,14.3,757.3,95.0,2.0,4.9,13.5,0.0,11.0
3710,49878,6,22.89,23.24,8.6,2024-02-19 08:00:00,15.2,758.8,94.0,2.0,5.0,14.2,0.0,11.0
3715,49893,6,70.72,71.7,162.1,2024-02-19 11:00:00,23.3,758.7,63.0,1.0,13.0,15.9,0.0,7.0
3720,49908,6,63.0,63.84,356.5,2024-02-19 14:00:00,22.8,756.5,67.0,3.0,7.0,16.4,0.0,4.0
3725,49923,6,5.24,5.55,437.8,2024-02-19 17:00:00,18.1,756.2,84.0,3.0,9.0,15.4,0.0,3.0
3730,49938,6,0.0,0.0,440.1,2024-02-19 20:00:00,16.2,757.0,92.0,3.0,5.0,14.9,0.0,3.0
3735,49953,6,0.0,0.0,440.1,2024-02-19 23:00:00,15.2,758.0,98.0,3.0,0.7,14.9,0.0,4.0
3740,49968,6,0.0,0.0,0.0,2024-02-20 02:00:00,16.0,758.2,99.0,1.0,0.5,15.8,0.0,3.0
3745,49983,6,0.0,0.0,0.0,2024-02-20 05:00:00,14.7,758.5,99.0,1.0,1.7,14.5,0.2,4.0
3750,49998,6,4.95,5.39,2.0,2024-02-20 08:00:00,13.7,760.2,99.0,1.0,0.9,13.5,0.2,7.0
3755,50013,6,8.17,8.44,26.7,2024-02-20 11:00:00,14.0,760.3,99.0,1.0,1.2,13.8,0.2,8.0
3760,50028,6,24.7,25.09,90.7,2024-02-20 14:00:00,15.0,758.2,98.0,1.0,5.0,14.7,0.2,5.0
3765,50043,6,2.25,2.72,125.6,2024-02-20 17:00:00,13.5,758.4,96.0,2.0,1.6,12.9,0.0,4.0
3770,50058,6,0.0,0.0,126.2,2024-02-20 20:00:00,12.5,759.7,98.0,1.0,1.1,12.2,0.0,6.0
3775,50073,6,0.0,0.0,126.2,2024-02-20 23:00:00,12.4,759.7,98.0,1.0,1.4,12.1,0.2,10.0
3780,50088,6,0.0,0.0,0.0,2024-02-21 02:00:00,12.6,758.5,99.0,1.0,2.5,12.4,0.2,11.0
3785,50103,6,0.0,0.0,0.0,2024-02-21 05:00:00,13.1,757.9,98.0,0.0,3.0,12.8,0.2,12.0
3790,50118,6,8.03,8.33,3.8,2024-02-21 08:00:00,13.8,758.8,98.0,0.0,2.1,13.5,0.2,5.0
3795,50133,6,24.83,25.19,56.7,2024-02-21 11:00:00,14.5,758.4,94.0,2.0,1.5,13.5,0.0,4.0
3800,50148,6,12.24,12.48,119.5,2024-02-21 14:00:00,15.7,756.5,91.0,3.0,4.3,14.2,0.0,4.0
3805,50163,6,1.69,1.98,140.8,2024-02-21 17:00:00,15.3,757.4,97.0,3.0,1.0,14.8,0.0,4.0
3810,50178,6,0.0,0.0,141.3,2024-02-21 20:00:00,13.4,760.0,98.0,3.0,1.7,13.1,0.7,3.0
3815,50193,6,0.0,0.0,141.3,2024-02-21 23:00:00,11.4,761.5,98.0,2.0,1.4,11.1,1.0,4.0
3820,50208,6,0.0,0.0,0.0,2024-02-22 02:00:00,10.1,761.8,99.0,2.0,1.6,9.9,3.0,4.0
3825,50223,6,0.0,0.0,0.0,2024-02-22 05:00:00,9.2,762.6,99.0,2.0,1.6,9.1,4.0,4.0
3830,50238,6,0.93,1.35,0.6,2024-02-22 08:00:00,8.6,765.0,98.0,2.0,1.7,8.3,5.0,4.0
3835,50253,6,4.75,5.07,25.6,2024-02-22 11:00:00,8.5,765.1,98.0,2.0,8.0,8.2,5.0,4.0
3840,50268,6,8.44,8.78,55.4,2024-02-22 14:00:00,8.0,763.9,96.0,2.0,3.9,7.4,4.0,3.0
