,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p)
1111,40134,7,5.16,5.55,1.7,6.3,86.0,3.0,10,0,1,345.16666569092706,1015.03
1112,40135,8,5.22,5.61,1.7,6.3,86.0,3.0,10,0,1,345.16666569092706,1015.03
1113,40136,9,5.38,5.71,1.9,6.3,86.0,3.0,10,0,1,345.16666569092706,1015.03
1114,40137,10,4.45,4.78,1.6,6.3,86.0,3.0,10,0,1,345.16666569092706,1015.03
1115,40223,6,6.43,6.73,15.1,6.4,78.0,3.0,9,-1,1,879.0366869545173,1017.01
1116,40224,7,6.49,6.71,15.0,6.4,78.0,3.0,9,-1,1,879.0366869545173,1017.01
1117,40225,8,6.5,6.71,15.1,6.4,78.0,3.0,9,-1,1,879.0366869545173,1017.01
1118,40226,9,6.89,7.26,16.3,6.4,78.0,3.0,9,-1,1,879.0366869545173,1017.01
1119,40227,10,6.61,6.83,15.3,6.4,78.0,3.0,9,-1,1,879.0366869545173,1017.01
1120,40313,6,4.99,5.35,40.6,6.6,69.0,2.0,7,-1,1,732.5921931811747,1016.62
1121,40314,7,4.83,5.26,40.5,6.6,69.0,2.0,7,-1,1,732.5921931811747,1016.62
1122,40315,8,5.37,5.61,40.5,6.6,69.0,2.0,7,-1,1,732.5921931811747,1016.62
1123,40316,9,5.11,5.6,43.2,6.6,69.0,2.0,7,-1,1,732.5921931811747,1016.62
1124,40317,10,5.88,6.11,41.0,6.6,69.0,2.0,7,-1,1,732.5921931811747,1016.62
1125,40403,6,0.0,0.07,50.1,5.9,67.0,2.0,4,0,1,2.4125363321451974,1018.2
1126,40404,7,0.0,0.07,50.1,5.9,67.0,2.0,4,0,1,2.4125363321451974,1018.2
1127,40405,8,0.0,0.07,49.9,5.9,67.0,2.0,4,0,1,2.4125363321451974,1018.2
1128,40406,9,0.01,0.14,53.5,5.9,67.0,2.0,4,0,1,2.4125363321451974,1018.2
1129,40407,10,0.0,0.07,50.3,5.9,67.0,2.0,4,0,1,2.4125363321451974,1018.2
1150,40853,6,10.79,11.14,4.0,3.7,46.0,3.0,0.1,-1,1,343.1296525001146,1022.57
1151,40854,7,11.12,11.43,4.0,3.7,46.0,3.0,0.1,-1,1,343.1296525001146,1022.57
1152,40855,8,11.46,11.75,3.9,3.7,46.0,3.0,0.1,-1,1,343.1296525001146,1022.57
1153,40856,9,12.81,13.1,4.5,3.7,46.0,3.0,0.1,-1,1,343.1296525001146,1022.57
1154,40857,10,9.99,10.25,3.9,3.7,46.0,3.0,0.1,-1,1,343.1296525001146,1022.57
1155,40943,6,96.53,97.84,67.8,5.1,42.0,3.0,0,0,1,878.7480843986905,1022.3
1156,40944,7,47.79,48.45,71.6,5.1,42.0,3.0,0,0,1,878.7480843986905,1022.3
1157,40945,8,52.17,53.33,71.2,5.1,42.0,3.0,0,0,1,878.7480843986905,1022.3
1158,40946,9,109.88,112.12,77.9,5.1,42.0,3.0,0,0,1,878.7480843986905,1022.3
1159,40947,10,55.43,56.39,65.4,5.1,42.0,3.0,0,0,1,878.7480843986905,1022.3
1160,41033,6,24.94,25.35,150.0,6.2,44.0,3.0,0,1,1,734.2076712926159,1019.53
1161,41034,7,25.21,25.59,151.0,6.2,44.0,3.0,0,1,1,734.2076712926159,1019.53
1162,41035,8,25.09,25.47,150.5,6.2,44.0,3.0,0,1,1,734.2076712926159,1019.53
1163,41036,9,27.33,27.76,167.6,6.2,44.0,3.0,0,1,1,734.2076712926159,1019.53
1164,41037,10,24.58,24.95,146.6,6.2,44.0,3.0,0,1,1,734.2076712926159,1019.53
1165,41123,6,0.52,1.12,183.8,5.6,50.0,3.0,0,1,0,2.7999405241903657,1019.66
1166,41124,7,0.52,0.95,185.1,5.6,50.0,3.0,0,1,0,2.7999405241903657,1019.66
1167,41125,8,0.48,0.83,184.5,5.6,50.0,3.0,0,1,0,2.7999405241903657,1019.66
1168,41126,9,0.59,1.03,204.3,5.6,50.0,3.0,0,1,0,2.7999405241903657,1019.66
1169,41127,10,0.44,0.82,180.1,5.6,50.0,3.0,0,1,0,2.7999405241903657,1019.66
1190,41573,6,0.8,1.22,0.2,4.5,90.0,1.0,1,-1,1,341.1612027203674,1017.41
1191,41574,7,0.85,1.28,0.3,4.5,90.0,1.0,1,-1,1,341.1612027203674,1017.41
1192,41575,8,0.75,1.38,0.3,4.5,90.0,1.0,1,-1,1,341.1612027203674,1017.41
1193,41576,9,0.63,1.02,0.2,4.5,90.0,1.0,1,-1,1,341.1612027203674,1017.41
1194,41577,10,0.88,1.35,0.3,4.5,90.0,1.0,1,-1,1,341.1612027203674,1017.41
1195,41663,6,5.01,5.35,12.2,5.5,95.0,2.0,2,-1,0,878.5382790863196,1015.82
1196,41664,7,6.43,6.71,12.2,5.5,95.0,2.0,2,-1,0,878.5382790863196,1015.82
1197,41665,8,4.78,5.07,12.4,5.5,95.0,2.0,2,-1,0,878.5382790863196,1015.82
1198,41666,9,5.24,5.56,13.0,5.5,95.0,2.0,2,-1,0,878.5382790863196,1015.82
1199,41667,10,6.0,6.22,12.3,5.5,95.0,2.0,2,-1,0,878.5382790863196,1015.82
1200,41753,6,6.84,7.25,33.3,7.0,96.0,2.0,1,-1,-1,735.9114343246185,1012.65
1201,41754,7,6.61,6.91,33.6,7.0,96.0,2.0,1,-1,-1,735.9114343246185,1012.65
1202,41755,8,6.69,6.98,33.4,7.0,96.0,2.0,1,-1,-1,735.9114343246185,1012.65
1203,41756,9,8.52,8.75,35.5,7.0,96.0,2.0,1,-1,-1,735.9114343246185,1012.65
1204,41757,10,6.24,6.63,33.8,7.0,96.0,2.0,1,-1,-1,735.9114343246185,1012.65
1205,41843,6,0.0,0.07,42.6,7.6,98.0,2.0,1,-1,0,3.252876443410965,1012.26
1206,41844,7,0.0,0.07,42.9,7.6,98.0,2.0,1,-1,0,3.252876443410965,1012.26
1207,41845,8,0.0,0.0,42.7,7.6,98.0,2.0,1,-1,0,3.252876443410965,1012.26
1208,41846,9,0.02,0.13,45.8,7.6,98.0,2.0,1,-1,0,3.252876443410965,1012.26
1209,41847,10,0.0,0.13,43.1,7.6,98.0,2.0,1,-1,0,3.252876443410965,1012.26
1230,42293,6,3.37,3.7,1.2,7.7,84.0,2.0,5,0,1,339.2647448828619,1012.65
1231,42294,7,3.39,3.63,1.2,7.7,84.0,2.0,5,0,1,339.2647448828619,1012.65
1232,42295,8,3.37,3.57,1.2,7.7,84.0,2.0,5,0,1,339.2647448828619,1012.65
1233,42296,9,3.64,3.91,1.3,7.7,84.0,2.0,5,0,1,339.2647448828619,1012.65
1234,42297,10,3.48,3.63,1.2,7.7,84.0,2.0,5,0,1,339.2647448828619,1012.65
1235,42378,6,16.77,17.1,32.9,8.6,71.0,2.0,2,-1,1,878.4082279237991,1013.05
1236,42379,7,17.02,17.33,33.2,8.6,71.0,2.0,2,-1,1,878.4082279237991,1013.05
1237,42380,8,17.1,17.44,33.1,8.6,71.0,2.0,2,-1,1,878.4082279237991,1013.05
1238,42381,9,18.95,19.26,35.9,8.6,71.0,2.0,2,-1,1,878.4082279237991,1013.05
1239,42382,10,16.72,17.03,32.9,8.6,71.0,2.0,2,-1,1,878.4082279237991,1013.05
1240,42468,6,8.86,9.27,65.0,7.4,81.0,5.0,0.4,-1,1,737.7021305828852,1011.59
1241,42469,7,9.3,9.57,65.8,7.4,81.0,5.0,0.4,-1,1,737.7021305828852,1011.59
1242,42470,8,9.16,9.41,65.3,7.4,81.0,5.0,0.4,-1,1,737.7021305828852,1011.59
1243,42471,9,9.49,9.73,70.8,7.4,81.0,5.0,0.4,-1,1,737.7021305828852,1011.59
1244,42472,10,9.03,9.28,65.1,7.4,81.0,5.0,0.4,-1,1,737.7021305828852,1011.59
1245,42538,6,0.0,0.15,78.8,6.5,90.0,1.0,3,-1,1,3.780389616666638,1013.45
1246,42539,7,0.0,0.07,79.2,6.5,90.0,1.0,3,-1,1,3.780389616666638,1013.45
1247,42540,8,0.0,0.27,78.9,6.5,90.0,1.0,3,-1,1,3.780389616666638,1013.45
1248,42541,9,0.0,0.14,85.3,6.5,90.0,1.0,3,-1,1,3.780389616666638,1013.45
1249,42542,10,0.0,0.29,79.2,6.5,90.0,1.0,3,-1,1,3.780389616666638,1013.45
1270,42613,6,5.28,5.77,2.2,6.7,71.0,1.0,0.5,1,1,337.4434965663953,1016.62
1271,42614,7,5.34,5.61,2.1,6.7,71.0,1.0,0.5,1,1,337.4434965663953,1016.62
1272,42615,8,5.29,5.64,2.2,6.7,71.0,1.0,0.5,1,1,337.4434965663953,1016.62
1273,42616,9,5.69,6.19,2.2,6.7,71.0,1.0,0.5,1,1,337.4434965663953,1016.62
1274,42617,10,5.32,5.68,2.0,6.7,71.0,1.0,0.5,1,1,337.4434965663953,1016.62
1275,42628,6,20.65,21.05,39.1,7.6,70.0,1.0,0,0,1,878.3587325037015,1017.41
1276,42629,7,21.63,21.96,40.1,7.6,70.0,1.0,0,0,1,878.3587325037015,1017.41
1277,42630,8,20.87,21.2,39.4,7.6,70.0,1.0,0,0,1,878.3587325037015,1017.41
1278,42631,9,23.82,24.26,43.7,7.6,70.0,1.0,0,0,1,878.3587325037015,1017.41
1279,42632,10,20.68,21.03,39.3,7.6,70.0,1.0,0,0,1,878.3587325037015,1017.41
1280,42643,6,24.39,24.83,107.7,8.4,63.0,2.0,0,-1,1,739.5783340299985,1015.3
1281,42644,7,24.36,24.72,108.0,8.4,63.0,2.0,0,-1,1,739.5783340299985,1015.3
1282,42645,8,24.56,24.93,108.5,8.4,63.0,2.0,0,-1,1,739.5783340299985,1015.3
1283,42646,9,26.5,26.92,117.3,8.4,63.0,2.0,0,-1,1,739.5783340299985,1015.3
1284,42647,10,24.57,24.97,108.8,8.4,63.0,2.0,0,-1,1,739.5783340299985,1015.3
1285,42658,6,1.25,1.66,140.5,7.4,61.0,1.0,0,-1,0,4.392206319695113,1016.22
1286,42659,7,1.48,1.85,141.5,7.4,61.0,1.0,0,-1,0,4.392206319695113,1016.22
1287,42660,8,1.08,1.33,141.3,7.4,61.0,1.0,0,-1,0,4.392206319695113,1016.22
1288,42661,9,1.56,1.97,153.6,7.4,61.0,1.0,0,-1,0,4.392206319695113,1016.22
1289,42662,10,1.58,1.93,141.6,7.4,61.0,1.0,0,-1,0,4.392206319695113,1016.22
1310,42733,6,12.36,12.66,5.5,3.0,42.0,3.0,0,0,1,335.7004475029545,1021.38
1311,42734,7,13.96,14.28,6.0,3.0,42.0,3.0,0,0,1,335.7004475029545,1021.38
1312,42735,8,17.01,17.34,7.5,3.0,42.0,3.0,0,0,1,335.7004475029545,1021.38
1313,42736,9,18.65,19.02,8.0,3.0,42.0,3.0,0,0,1,335.7004475029545,1021.38
1314,42737,10,9.49,9.78,4.7,3.0,42.0,3.0,0,0,1,335.7004475029545,1021.38
1315,42748,6,67.48,68.41,142.4,6.3,40.0,2.0,0,1,1,878.3904336246488,1022.04
1316,42749,7,67.74,68.67,145.2,6.3,40.0,2.0,0,1,1,878.3904336246488,1022.04
1317,42750,8,68.54,69.51,150.8,6.3,40.0,2.0,0,1,1,878.3904336246488,1022.04
1318,42751,9,85.73,86.89,193.1,6.3,40.0,2.0,0,1,1,878.3904336246488,1022.04
1319,42752,10,56.63,57.41,110.1,6.3,40.0,2.0,0,1,1,878.3904336246488,1022.04
1320,42763,6,54.21,54.92,339.7,7.9,33.0,2.0,0,-1,0,741.5385453003637,1019.13
1321,42764,7,54.63,55.34,347.0,7.9,33.0,2.0,0,-1,0,741.5385453003637,1019.13
1322,42765,8,50.34,51.04,348.7,7.9,33.0,2.0,0,-1,0,741.5385453003637,1019.13
1323,42766,9,64.37,65.23,433.1,7.9,33.0,2.0,0,-1,0,741.5385453003637,1019.13
1324,42767,10,49.72,50.37,287.4,7.9,33.0,2.0,0,-1,0,741.5385453003637,1019.13
1325,42778,6,1.61,1.97,419.4,5.2,35.0,2.0,0,-1,1,5.098634774932297,1020.98
1326,42779,7,1.52,1.89,425.7,5.2,35.0,2.0,0,-1,1,5.098634774932297,1020.98
1327,42780,8,1.25,1.75,405.4,5.2,35.0,2.0,0,-1,1,5.098634774932297,1020.98
1328,42781,9,1.66,2.17,525.5,5.2,35.0,2.0,0,-1,1,5.098634774932297,1020.98
1329,42782,10,1.72,2.15,362.9,5.2,35.0,2.0,0,-1,1,5.098634774932297,1020.98
1350,42853,6,12.73,13.11,5.3,-0.3,38.0,2.0,0,-1,1,334.0383597564274,1027.33
1351,42854,7,15.94,16.27,6.8,-0.3,38.0,2.0,0,-1,1,334.0383597564274,1027.33
1352,42855,8,20.09,20.47,9.0,-0.3,38.0,2.0,0,-1,1,334.0383597564274,1027.33
1353,42856,9,21.16,21.58,8.2,-0.3,38.0,2.0,0,-1,1,334.0383597564274,1027.33
1354,42857,10,7.85,8.13,3.5,-0.3,38.0,2.0,0,-1,1,334.0383597564274,1027.33
1355,42868,6,71.71,72.69,155.2,3.6,26.0,3.0,0,1,1,878.5038151015274,1026.67
1356,42869,7,71.94,72.98,161.6,3.6,26.0,3.0,0,1,1,878.5038151015274,1026.67
1357,42870,8,72.46,73.45,166.7,3.6,26.0,3.0,0,1,1,878.5038151015274,1026.67
1358,42871,9,90.67,91.86,212.0,3.6,26.0,3.0,0,1,1,878.5038151015274,1026.67
1359,42872,10,59.27,60.08,115.6,3.6,26.0,3.0,0,1,1,878.5038151015274,1026.67
1360,42883,6,57.68,58.45,361.8,6.2,21.0,3.0,0,1,1,743.5811931138621,1024.15
1361,42884,7,58.15,58.93,370.2,6.2,21.0,3.0,0,1,1,743.5811931138621,1024.15
1362,42885,8,53.35,54.03,378.0,6.2,21.0,3.0,0,1,1,743.5811931138621,1024.15
1363,42886,9,67.97,68.93,468.8,6.2,21.0,3.0,0,1,1,743.5811931138621,1024.15
1364,42887,10,52.38,53.13,299.4,6.2,21.0,3.0,0,1,1,743.5811931138621,1024.15
1365,42898,6,1.38,1.76,446.3,3.8,44.0,3.0,0,1,0,5.910429849142225,1024.55
1366,42899,7,1.39,1.88,454.1,3.8,44.0,3.0,0,1,0,5.910429849142225,1024.55
1367,42900,8,1.42,1.74,433.3,3.8,44.0,3.0,0,1,0,5.910429849142225,1024.55
1368,42901,9,1.67,2.2,565.4,3.8,44.0,3.0,0,1,0,5.910429849142225,1024.55
1369,42902,10,1.55,1.89,379.6,3.8,44.0,3.0,0,1,0,5.910429849142225,1024.55
1390,42973,6,11.62,12.01,5.0,2.0,48.0,1.0,0,-1,-1,332.45978178368455,1023.76
1391,42974,7,14.65,14.97,6.1,2.0,48.0,1.0,0,-1,-1,332.45978178368455,1023.76
1392,42975,8,18.59,18.93,7.3,2.0,48.0,1.0,0,-1,-1,332.45978178368455,1023.76
1393,42976,9,19.79,20.15,8.1,2.0,48.0,1.0,0,-1,-1,332.45978178368455,1023.76
1394,42977,10,7.37,7.74,4.1,2.0,48.0,1.0,0,-1,-1,332.45978178368455,1023.76
1395,42988,6,70.68,71.71,139.1,8.0,46.0,3.0,0,1,1,878.6992148235468,1022.43
1396,42989,7,71.37,72.42,149.1,8.0,46.0,3.0,0,1,1,878.6992148235468,1022.43
1397,42990,8,71.56,72.54,153.8,8.0,46.0,3.0,0,1,1,878.6992148235468,1022.43
1398,42991,9,90.66,91.85,196.5,8.0,46.0,3.0,0,1,1,878.6992148235468,1022.43
1399,42992,10,58.49,59.27,108.0,8.0,46.0,3.0,0,1,1,878.6992148235468,1022.43
1400,43003,6,56.22,57.02,345.4,11.4,47.0,3.0,0,0,1,745.7046358243463,1019.13
1401,43004,7,56.76,57.56,352.6,11.4,47.0,3.0,0,0,1,745.7046358243463,1019.13
1402,43005,8,51.39,52.12,360.7,11.4,47.0,3.0,0,0,1,745.7046358243463,1019.13
1403,43006,9,67.16,68.09,449.3,11.4,47.0,3.0,0,0,1,745.7046358243463,1019.13
1404,43007,10,51.5,52.21,288.3,11.4,47.0,3.0,0,0,1,745.7046358243463,1019.13
1405,43018,6,1.3,1.67,423.0,10.0,57.0,1.0,0,1,1,6.83862172221899,1020.32
1406,43019,7,1.64,1.83,431.2,10.0,57.0,1.0,0,1,1,6.83862172221899,1020.32
1407,43020,8,1.43,1.85,418.6,10.0,57.0,1.0,0,1,1,6.83862172221899,1020.32
1408,43021,9,1.74,2.11,540.1,10.0,57.0,1.0,0,1,1,6.83862172221899,1020.32
1409,43022,10,1.35,2.05,362.1,10.0,57.0,1.0,0,1,1,6.83862172221899,1020.32
1430,43093,6,11.47,11.73,4.8,5.7,44.0,3.0,0,1,1,330.9670720442815,1021.77
1431,43094,7,13.98,14.36,5.6,5.7,44.0,3.0,0,1,1,330.9670720442815,1021.77
1432,43095,8,18.11,18.46,7.2,5.7,44.0,3.0,0,1,1,330.9670720442815,1021.77
1433,43096,9,18.94,19.31,7.1,5.7,44.0,3.0,0,1,1,330.9670720442815,1021.77
1434,43097,10,6.58,7.02,3.0,5.7,44.0,3.0,0,1,1,330.9670720442815,1021.77
1435,43108,6,68.9,69.92,145.5,10.4,25.0,4.0,0,1,1,878.976840360732,1021.38
1436,43109,7,69.28,70.2,151.9,10.4,25.0,4.0,0,1,1,878.976840360732,1021.38
1437,43110,8,69.8,70.79,157.3,10.4,25.0,4.0,0,1,1,878.976840360732,1021.38
1438,43111,9,86.77,87.9,202.3,10.4,25.0,4.0,0,1,1,878.976840360732,1021.38
1439,43112,10,57.62,58.45,110.9,10.4,25.0,4.0,0,1,1,878.976840360732,1021.38
1440,43123,6,54.69,55.4,347.2,13.6,19.0,3.0,0,1,1,747.907162358468,1018.47
1441,43124,7,55.15,55.87,355.2,13.6,19.0,3.0,0,1,1,747.907162358468,1018.47
1442,43125,8,50.04,50.72,361.2,13.6,19.0,3.0,0,1,1,747.907162358468,1018.47
1443,43126,9,65.24,66.12,450.2,13.6,19.0,3.0,0,1,1,747.907162358468,1018.47
1444,43127,10,49.83,50.52,288.3,13.6,19.0,3.0,0,1,1,747.907162358468,1018.47
1445,43138,6,1.59,2.1,425.9,7.8,53.0,3.0,0,1,0,7.89431143144026,1019.66
1446,43139,7,1.72,1.97,433.2,7.8,53.0,3.0,0,1,0,7.89431143144026,1019.66
1447,43140,8,1.31,1.8,415.2,7.8,53.0,3.0,0,1,0,7.89431143144026,1019.66
1448,43141,9,1.85,2.15,541.5,7.8,53.0,3.0,0,1,0,7.89431143144026,1019.66
1449,43142,10,1.72,2.2,362.6,7.8,53.0,3.0,0,1,0,7.89431143144026,1019.66
1470,43213,6,11.78,12.09,4.7,2.9,71.0,2.0,0,-1,0,329.5624272485271,1020.85
1471,43214,7,15.22,15.54,6.5,2.9,71.0,2.0,0,-1,0,329.5624272485271,1020.85
1472,43215,8,18.41,18.75,8.1,2.9,71.0,2.0,0,-1,0,329.5624272485271,1020.85
1473,43216,9,18.5,18.94,6.8,2.9,71.0,2.0,0,-1,0,329.5624272485271,1020.85
1474,43217,10,7.88,8.19,3.5,2.9,71.0,2.0,0,-1,0,329.5624272485271,1020.85
1475,43228,6,66.68,67.54,140.2,9.9,40.0,2.0,0,1,0,879.3367860450038,1020.32
1476,43229,7,67.09,67.96,148.8,9.9,40.0,2.0,0,1,0,879.3367860450038,1020.32
1477,43230,8,66.89,67.77,151.2,9.9,40.0,2.0,0,1,0,879.3367860450038,1020.32
1478,43231,9,85.07,86.2,197.8,9.9,40.0,2.0,0,1,0,879.3367860450038,1020.32
1479,43232,10,55.16,56.0,108.6,9.9,40.0,2.0,0,1,0,879.3367860450038,1020.32
1480,43243,6,50.55,51.2,335.7,10.7,42.0,3.0,0,1,1,750.1869919297366,1017.68
1481,43244,7,44.74,45.33,345.4,10.7,42.0,3.0,0,1,1,750.1869919297366,1017.68
1482,43245,8,48.68,49.27,348.1,10.7,42.0,3.0,0,1,1,750.1869919297366,1017.68
1483,43246,9,59.98,60.76,435.9,10.7,42.0,3.0,0,1,1,750.1869919297366,1017.68
1484,43247,10,42.0,42.56,279.3,10.7,42.0,3.0,0,1,1,750.1869919297366,1017.68
1485,43258,6,2.43,2.82,407.5,8.0,53.0,2.0,0,1,0,9.088438697976432,1018.2
1486,43259,7,2.03,2.41,416.1,8.0,53.0,2.0,0,1,0,9.088438697976432,1018.2
1487,43260,8,1.95,2.19,405.2,8.0,53.0,2.0,0,1,0,9.088438697976432,1018.2
1488,43261,9,2.74,3.18,517.2,8.0,53.0,2.0,0,1,0,9.088438697976432,1018.2
1489,43262,10,2.39,2.85,347.7,8.0,53.0,2.0,0,1,0,9.088438697976432,1018.2
1510,43333,6,14.57,14.87,5.0,3.9,78.0,1.0,0,-1,-1,328.24790968730065,1018.6
1511,43334,7,17.16,17.5,6.2,3.9,78.0,1.0,0,-1,-1,328.24790968730065,1018.6
1512,43335,8,18.78,19.12,7.3,3.9,78.0,1.0,0,-1,-1,328.24790968730065,1018.6
1513,43336,9,18.44,18.88,6.6,3.9,78.0,1.0,0,-1,-1,328.24790968730065,1018.6
1514,43337,10,9.94,10.26,3.9,3.9,78.0,1.0,0,-1,-1,328.24790968730065,1018.6
1515,43348,6,28.77,29.16,105.8,9.8,56.0,2.0,0,-1,-1,879.7790482899289,1017.81
1516,43349,7,28.92,29.36,111.3,9.8,56.0,2.0,0,-1,-1,879.7790482899289,1017.81
1517,43350,8,28.87,29.27,114.4,9.8,56.0,2.0,0,-1,-1,879.7790482899289,1017.81
1518,43351,9,36.72,37.31,138.5,9.8,56.0,2.0,0,-1,-1,879.7790482899289,1017.81
1519,43352,10,27.99,28.38,89.0,9.8,56.0,2.0,0,-1,-1,879.7790482899289,1017.81
1520,43363,6,52.0,52.75,276.8,15.4,47.0,1.0,0,0,-1,752.5422721134371,1014.24
1521,43364,7,52.59,53.25,283.3,15.4,47.0,1.0,0,0,-1,752.5422721134371,1014.24
1522,43365,8,50.05,50.77,285.8,15.4,47.0,1.0,0,0,-1,752.5422721134371,1014.24
1523,43366,9,62.58,63.43,348.1,15.4,47.0,1.0,0,0,-1,752.5422721134371,1014.24
1524,43367,10,47.83,48.47,245.1,15.4,47.0,1.0,0,0,-1,752.5422721134371,1014.24
1525,43378,6,1.27,1.58,346.8,12.4,62.0,2.0,0,1,0,10.431530016125976,1014.24
1526,43379,7,1.59,1.83,353.6,12.4,62.0,2.0,0,1,0,10.431530016125976,1014.24
1527,43380,8,1.21,1.67,342.7,12.4,62.0,2.0,0,1,0,10.431530016125976,1014.24
1528,43381,9,1.75,2.11,428.4,12.4,62.0,2.0,0,1,0,10.431530016125976,1014.24
1529,43382,10,1.34,1.66,312.0,12.4,62.0,2.0,0,1,0,10.431530016125976,1014.24
1550,43453,6,9.8,10.29,3.9,8.9,82.0,2.0,0,-1,0,327.0254683564255,1015.56
1551,43454,7,12.07,12.34,4.8,8.9,82.0,2.0,0,-1,0,327.0254683564255,1015.56
1552,43455,8,14.83,15.13,6.1,8.9,82.0,2.0,0,-1,0,327.0254683564255,1015.56
1553,43456,9,16.3,16.69,6.1,8.9,82.0,2.0,0,-1,0,327.0254683564255,1015.56
1554,43457,10,7.02,7.29,3.2,8.9,82.0,2.0,0,-1,0,327.0254683564255,1015.56
1555,43468,6,62.45,63.25,119.2,15.5,59.0,1.0,0,-1,-1,880.3035363068577,1015.3
1556,43469,7,62.68,63.49,123.4,15.5,59.0,1.0,0,-1,-1,880.3035363068577,1015.3
1557,43470,8,62.62,63.5,127.7,15.5,59.0,1.0,0,-1,-1,880.3035363068577,1015.3
1558,43471,9,79.12,80.27,162.0,15.5,59.0,1.0,0,-1,-1,880.3035363068577,1015.3
1559,43472,10,50.78,51.39,92.1,15.5,59.0,1.0,0,-1,-1,880.3035363068577,1015.3
1560,43483,6,50.24,50.86,300.9,18.2,58.0,3.0,0,1,0,754.9710750024399,1012.65
1561,43484,7,50.5,51.12,307.2,18.2,58.0,3.0,0,1,0,754.9710750024399,1012.65
1562,43485,8,47.9,48.5,308.2,18.2,58.0,3.0,0,1,0,754.9710750024399,1012.65
1563,43486,9,61.03,61.82,388.3,18.2,58.0,3.0,0,1,0,754.9710750024399,1012.65
1564,43487,10,46.35,46.92,252.0,18.2,58.0,3.0,0,1,0,754.9710750024399,1012.65
1565,43498,6,1.6,2.07,375.1,14.8,72.0,2.0,0,1,0,11.9334369820921,1012.65
1566,43499,7,1.45,1.81,380.5,14.8,72.0,2.0,0,1,0,11.9334369820921,1012.65
1567,43500,8,1.35,1.59,361.2,14.8,72.0,2.0,0,1,0,11.9334369820921,1012.65
1568,43501,9,1.78,2.07,476.9,14.8,72.0,2.0,0,1,0,11.9334369820921,1012.65
1569,43502,10,1.54,1.84,324.9,14.8,72.0,2.0,0,1,0,11.9334369820921,1012.65
1590,43573,6,3.66,3.86,1.6,9.7,94.0,3.0,0,-1,0,325.8969509774255,1014.24
1591,43574,7,3.61,3.9,1.6,9.7,94.0,3.0,0,-1,0,325.8969509774255,1014.24
1592,43575,8,3.66,3.97,1.8,9.7,94.0,3.0,0,-1,0,325.8969509774255,1014.24
1593,43576,9,4.2,4.52,1.9,9.7,94.0,3.0,0,-1,0,325.8969509774255,1014.24
1594,43577,10,3.26,3.55,1.5,9.7,94.0,3.0,0,-1,0,325.8969509774255,1014.24
1595,43588,6,63.52,64.33,76.9,15.2,74.0,2.0,0,-1,-1,880.9100770523204,1013.97
1596,43589,7,64.39,65.23,76.6,15.2,74.0,2.0,0,-1,-1,880.9100770523204,1013.97
1597,43590,8,63.39,64.23,77.4,15.2,74.0,2.0,0,-1,-1,880.9100770523204,1013.97
1598,43591,9,81.76,82.87,97.0,15.2,74.0,2.0,0,-1,-1,880.9100770523204,1013.97
1599,43592,10,54.13,54.82,61.4,15.2,74.0,2.0,0,-1,-1,880.9100770523204,1013.97
1600,43603,6,51.57,52.2,266.6,19.0,62.0,2.0,0,1,-1,757.4713920616695,1011.46
1601,43604,7,52.39,53.04,266.7,19.0,62.0,2.0,0,1,-1,757.4713920616695,1011.46
1602,43605,8,49.26,49.98,266.8,19.0,62.0,2.0,0,1,-1,757.4713920616695,1011.46
1603,43606,9,61.33,62.21,328.7,19.0,62.0,2.0,0,1,-1,757.4713920616695,1011.46
1604,43607,10,47.61,48.2,227.4,19.0,62.0,2.0,0,1,-1,757.4713920616695,1011.46
1605,43618,6,1.62,2.07,342.0,14.7,81.0,2.0,0,1,0,13.603076671037954,1012.26
1606,43619,7,1.52,1.91,342.9,14.7,81.0,2.0,0,1,0,13.603076671037954,1012.26
1607,43620,8,1.61,1.98,319.4,14.7,81.0,2.0,0,1,0,13.603076671037954,1012.26
1608,43621,9,1.97,2.4,415.0,14.7,81.0,2.0,0,1,0,13.603076671037954,1012.26
1609,43622,10,1.62,2.11,300.6,14.7,81.0,2.0,0,1,0,13.603076671037954,1012.26
1630,43658,6,12.08,12.5,5.6,10.9,94.0,1.0,0,1,1,324.8641069212997,1014.24
1631,43659,7,13.05,13.32,6.0,10.9,94.0,1.0,0,1,1,324.8641069212997,1014.24
1632,43660,8,13.18,13.46,6.0,10.9,94.0,1.0,0,1,1,324.8641069212997,1014.24
1633,43661,9,16.88,17.21,7.6,10.9,94.0,1.0,0,1,1,324.8641069212997,1014.24
1634,43662,10,9.78,10.13,4.8,10.9,94.0,1.0,0,1,1,324.8641069212997,1014.24
1635,-1,6,56.1,56.84,121.2,15.0,70.0,1.0,0,1,-1,881.598415344122,1013.84
1636,-1,7,54.66,55.37,123.6,15.0,70.0,1.0,0,1,-1,881.598415344122,1013.84
1637,-1,8,57.62,58.43,126.1,15.0,70.0,1.0,0,1,-1,881.598415344122,1013.84
1638,-1,9,60.5,61.3,153.5,15.0,70.0,1.0,0,1,-1,881.598415344122,1013.84
1639,-1,10,46.7,47.3,101.9,15.0,70.0,1.0,0,1,-1,881.598415344122,1013.84
