,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p)
535,29753,6,6.49,6.75,493.0,29.5,73.0,3.0,0,1,0,97.89951729018574,998.77
536,29754,7,6.68,7.01,498.1,29.5,73.0,3.0,0,1,0,97.89951729018574,998.77
537,29755,8,4.96,5.38,487.5,29.5,73.0,3.0,0,1,0,97.89951729018574,998.77
538,29756,9,7.25,7.65,631.2,29.5,73.0,3.0,0,1,0,97.89951729018574,998.77
539,29757,10,9.44,9.65,459.4,29.5,73.0,3.0,0,1,0,97.89951729018574,998.77
560,30203,6,30.09,30.49,21.3,27.8,77.0,1.0,0,-1,1,453.3485791289024,1002.21
561,30204,7,27.66,28.07,21.7,27.8,77.0,1.0,0,-1,1,453.3485791289024,1002.21
562,30205,8,33.83,34.36,22.3,27.8,77.0,1.0,0,-1,1,453.3485791289024,1002.21
563,30206,9,48.94,49.55,30.7,27.8,77.0,1.0,0,-1,1,453.3485791289024,1002.21
564,30207,10,28.6,29.02,17.6,27.8,77.0,1.0,0,-1,1,453.3485791289024,1002.21
565,30293,6,81.96,83.27,171.2,31.8,60.0,2.0,0,-1,1,952.7632973859379,1001.55
566,30294,7,82.92,84.24,173.1,31.8,60.0,2.0,0,-1,1,952.7632973859379,1001.55
567,30295,8,85.5,86.88,172.4,31.8,60.0,2.0,0,-1,1,952.7632973859379,1001.55
568,30296,9,101.69,103.65,237.0,31.8,60.0,2.0,0,-1,1,952.7632973859379,1001.55
569,30297,10,70.3,71.56,151.5,31.8,60.0,2.0,0,-1,1,952.7632973859379,1001.55
570,30383,6,58.87,59.85,369.7,32.8,58.0,5.0,0,1,0,789.8911557262037,999.56
571,30384,7,59.38,60.3,374.2,32.8,58.0,5.0,0,1,0,789.8911557262037,999.56
572,30385,8,59.83,60.7,372.2,32.8,58.0,5.0,0,1,0,789.8911557262037,999.56
573,30386,9,72.26,73.44,480.5,32.8,58.0,5.0,0,1,0,789.8911557262037,999.56
574,30387,10,58.79,59.65,336.2,32.8,58.0,5.0,0,1,0,789.8911557262037,999.56
575,30473,6,3.54,3.99,470.8,30.0,66.0,3.0,0,1,0,94.86609834178978,1000.23
576,30474,7,3.23,3.59,475.8,30.0,66.0,3.0,0,1,0,94.86609834178978,1000.23
577,30475,8,3.12,3.44,463.6,30.0,66.0,3.0,0,1,0,94.86609834178978,1000.23
578,30476,9,4.47,4.89,599.6,30.0,66.0,3.0,0,1,0,94.86609834178978,1000.23
579,30477,10,4.29,4.6,443.8,30.0,66.0,3.0,0,1,0,94.86609834178978,1000.23
600,30923,6,31.82,32.27,25.6,27.9,72.0,3.0,0,0,1,454.02995198686307,1002.47
601,30924,7,30.5,30.92,25.8,27.9,72.0,3.0,0,0,1,454.02995198686307,1002.47
602,30925,8,34.21,34.81,28.0,27.9,72.0,3.0,0,0,1,454.02995198686307,1002.47
603,30926,9,50.36,51.01,42.3,27.9,72.0,3.0,0,0,1,454.02995198686307,1002.47
604,30927,10,26.07,26.45,19.6,27.9,72.0,3.0,0,0,1,454.02995198686307,1002.47
605,31013,6,77.41,79.43,178.3,31.6,60.0,1.0,0,1,1,953.1933699861594,1001.94
606,31014,7,78.63,79.95,180.1,31.6,60.0,1.0,0,1,1,953.1933699861594,1001.94
607,31015,8,80.44,81.81,178.5,31.6,60.0,1.0,0,1,1,953.1933699861594,1001.94
608,31016,9,105.17,107.25,247.1,31.6,60.0,1.0,0,1,1,953.1933699861594,1001.94
609,31017,10,38.94,39.95,155.1,31.6,60.0,1.0,0,1,1,953.1933699861594,1001.94
610,31103,6,60.43,61.4,374.8,32.4,58.0,3.0,0,1,-1,788.8232698849192,1000.36
611,31104,7,61.29,62.15,379.3,32.4,58.0,3.0,0,1,-1,788.8232698849192,1000.36
612,31105,8,60.38,61.25,380.1,32.4,58.0,3.0,0,1,-1,788.8232698849192,1000.36
613,31106,9,73.87,75.08,489.5,32.4,58.0,3.0,0,1,-1,788.8232698849192,1000.36
614,31107,10,59.5,60.4,337.9,32.4,58.0,3.0,0,1,-1,788.8232698849192,1000.36
615,31193,6,6.29,6.5,478.4,29.7,67.0,3.0,0,1,0,91.82869990424305,999.83
616,31194,7,5.96,6.23,483.8,29.7,67.0,3.0,0,1,0,91.82869990424305,999.83
617,31195,8,3.7,3.96,470.6,29.7,67.0,3.0,0,1,0,91.82869990424305,999.83
618,31196,9,5.99,6.41,609.5,29.7,67.0,3.0,0,1,0,91.82869990424305,999.83
619,31197,10,9.98,10.24,447.5,29.7,67.0,3.0,0,1,0,91.82869990424305,999.83
640,31643,6,31.71,32.15,25.5,26.7,81.0,2.0,0,-1,-1,454.67838287601717,999.56
641,31644,7,31.83,32.27,26.5,26.7,81.0,2.0,0,-1,-1,454.67838287601717,999.56
642,31645,8,32.21,32.65,27.3,26.7,81.0,2.0,0,-1,-1,454.67838287601717,999.56
643,31646,9,46.11,46.72,41.0,26.7,81.0,2.0,0,-1,-1,454.67838287601717,999.56
644,31647,10,24.45,24.81,18.8,26.7,81.0,2.0,0,-1,-1,454.67838287601717,999.56
645,31733,6,71.12,72.22,179.0,32.0,58.0,1.0,0,1,-1,953.5765782468704,998.77
646,31734,7,72.03,73.12,182.9,32.0,58.0,1.0,0,1,-1,953.5765782468704,998.77
647,31735,8,71.36,72.45,181.5,32.0,58.0,1.0,0,1,-1,953.5765782468704,998.77
648,31736,9,91.4,92.9,246.9,32.0,58.0,1.0,0,1,-1,953.5765782468704,998.77
649,31737,10,64.16,65.16,153.5,32.0,58.0,1.0,0,1,-1,953.5765782468704,998.77
650,31823,6,58.66,59.53,380.3,33.3,59.0,2.0,0,1,-1,787.7281788218511,996.39
651,31824,7,59.36,60.18,386.5,33.3,59.0,2.0,0,1,-1,787.7281788218511,996.39
652,31825,8,58.11,58.91,387.0,33.3,59.0,2.0,0,1,-1,787.7281788218511,996.39
653,31826,9,70.55,71.69,503.5,33.3,59.0,2.0,0,1,-1,787.7281788218511,996.39
654,31827,10,56.67,57.48,343.8,33.3,59.0,2.0,0,1,-1,787.7281788218511,996.39
655,31913,6,5.52,5.93,484.7,30.2,69.0,2.0,0,1,-1,88.79015223255416,995.99
656,31914,7,5.95,6.27,491.4,30.2,69.0,2.0,0,1,-1,88.79015223255416,995.99
657,31915,8,4.19,4.56,481.5,30.2,69.0,2.0,0,1,-1,88.79015223255416,995.99
658,31916,9,5.95,6.28,621.0,30.2,69.0,2.0,0,1,-1,88.79015223255416,995.99
659,31917,10,8.14,8.35,450.1,30.2,69.0,2.0,0,1,-1,88.79015223255416,995.99
680,32363,6,4.34,4.55,3.6,23.0,97.0,0.0,83,0,1,455.292419108855,1001.42
681,32364,7,4.25,4.53,3.4,23.0,97.0,0.0,83,0,1,455.292419108855,1001.42
682,32365,8,4.34,4.67,3.5,23.0,97.0,0.0,83,0,1,455.292419108855,1001.42
683,32366,9,4.28,4.66,3.6,23.0,97.0,0.0,83,0,1,455.292419108855,1001.42
684,32367,10,4.54,4.74,3.4,23.0,97.0,0.0,83,0,1,455.292419108855,1001.42
685,32453,6,21.5,21.85,47.2,24.2,87.0,1.0,14,1,1,953.912894801714,1001.94
686,32454,7,21.98,22.34,47.1,24.2,87.0,1.0,14,1,1,953.912894801714,1001.94
687,32455,8,24.12,24.48,46.1,24.2,87.0,1.0,14,1,1,953.912894801714,1001.94
688,32456,9,22.09,22.45,48.6,24.2,87.0,1.0,14,1,1,953.912894801714,1001.94
689,32457,10,22.67,23.07,47.1,24.2,87.0,1.0,14,1,1,953.912894801714,1001.94
690,32543,6,39.3,40.0,149.2,23.6,86.0,2.0,14,-1,1,786.6076882641806,1000.75
691,32544,7,39.84,40.4,149.3,23.6,86.0,2.0,14,-1,1,786.6076882641806,1000.75
692,32545,8,39.23,39.78,149.6,23.6,86.0,2.0,14,-1,1,786.6076882641806,1000.75
693,32546,9,43.8,44.4,153.4,23.6,86.0,2.0,14,-1,1,786.6076882641806,1000.75
694,32547,10,37.82,38.37,150.9,23.6,86.0,2.0,14,-1,1,786.6076882641806,1000.75
695,32633,6,9.53,9.8,202.6,24.3,79.0,2.0,12,-1,1,85.75337191356809,1000.36
696,32634,7,9.75,10.04,203.3,24.3,79.0,2.0,12,-1,1,85.75337191356809,1000.36
697,32635,8,9.21,9.47,202.7,24.3,79.0,2.0,12,-1,1,85.75337191356809,1000.36
698,32636,9,10.06,10.44,209.5,24.3,79.0,2.0,12,-1,1,85.75337191356809,1000.36
699,32637,10,10.75,11.07,204.7,24.3,79.0,2.0,12,-1,1,85.75337191356809,1000.36
720,33083,6,45.22,45.84,31.6,24.3,59.0,2.0,0,0,1,455.8706755369273,1003.53
721,33084,7,45.83,46.42,31.8,24.3,59.0,2.0,0,0,1,455.8706755369273,1003.53
722,33085,8,44.37,44.94,33.0,24.3,59.0,2.0,0,0,1,455.8706755369273,1003.53
723,33086,9,58.3,59.08,43.3,24.3,59.0,2.0,0,0,1,455.8706755369273,1003.53
724,33087,10,35.11,35.58,24.1,24.3,59.0,2.0,0,0,1,455.8706755369273,1003.53
725,33173,6,85.72,87.12,240.6,27.8,50.0,2.0,0,1,1,954.202371786959,1002.47
726,33174,7,87.0,88.51,241.1,27.8,50.0,2.0,0,1,1,954.202371786959,1002.47
727,33175,8,86.84,88.3,243.7,27.8,50.0,2.0,0,1,1,954.202371786959,1002.47
728,33176,9,97.65,99.22,290.5,27.8,50.0,2.0,0,1,1,954.202371786959,1002.47
729,33177,10,79.56,80.91,203.0,27.8,50.0,2.0,0,1,1,954.202371786959,1002.47
730,33263,6,45.08,48.84,490.3,27.9,58.0,4.0,0,1,0,785.4636513690277,1000.36
731,33264,7,19.43,19.86,496.3,27.9,58.0,4.0,0,1,0,785.4636513690277,1000.36
732,33265,8,20.85,21.25,498.5,27.9,58.0,4.0,0,1,0,785.4636513690277,1000.36
733,33266,9,80.42,81.79,566.1,27.9,58.0,4.0,0,1,0,785.4636513690277,1000.36
734,33267,10,19.38,19.83,444.6,27.9,58.0,4.0,0,1,0,785.4636513690277,1000.36
735,33353,6,5.11,5.54,609.3,26.2,58.0,4.0,0,1,0,82.72135784469859,1000.75
736,33354,7,4.88,5.1,614.9,26.2,58.0,4.0,0,1,0,82.72135784469859,1000.75
737,33355,8,4.1,4.42,602.9,26.2,58.0,4.0,0,1,0,82.72135784469859,1000.75
738,33356,9,5.05,5.5,684.8,26.2,58.0,4.0,0,1,0,82.72135784469859,1000.75
739,33357,10,6.6,6.84,569.9,26.2,58.0,4.0,0,1,0,82.72135784469859,1000.75
760,33803,6,41.66,42.2,32.6,24.0,69.0,2.0,0,-1,0,456.4118623419856,1001.02
761,33804,7,41.82,42.36,32.6,24.0,69.0,2.0,0,-1,0,456.4118623419856,1001.02
762,33805,8,41.82,42.39,34.3,24.0,69.0,2.0,0,-1,0,456.4118623419856,1001.02
763,33806,9,52.98,53.73,45.2,24.0,69.0,2.0,0,-1,0,456.4118623419856,1001.02
764,33807,10,31.38,31.77,22.9,24.0,69.0,2.0,0,-1,0,456.4118623419856,1001.02
765,33893,6,95.0,96.88,237.1,28.8,57.0,2.0,0,1,1,954.4451522636559,1000.36
766,33894,7,95.56,97.19,232.8,28.8,57.0,2.0,0,1,1,954.4451522636559,1000.36
767,33895,8,95.01,96.63,237.6,28.8,57.0,2.0,0,1,1,954.4451522636559,1000.36
768,33896,9,107.34,109.49,284.2,28.8,57.0,2.0,0,1,1,954.4451522636559,1000.36
769,33897,10,88.59,90.08,195.9,28.8,57.0,2.0,0,1,1,954.4451522636559,1000.36
770,33983,6,69.64,70.83,477.0,31.1,51.0,1.0,0,1,0,784.2979628358534,997.45
771,33984,7,70.12,71.28,479.3,31.1,51.0,1.0,0,1,0,784.2979628358534,997.45
772,33985,8,69.46,70.69,484.1,31.1,51.0,1.0,0,1,0,784.2979628358534,997.45
773,33986,9,73.01,74.2,546.8,31.1,51.0,1.0,0,1,0,784.2979628358534,997.45
774,33987,10,68.48,69.61,435.5,31.1,51.0,1.0,0,1,0,784.2979628358534,997.45
775,34073,6,6.77,7.01,596.3,28.0,67.0,4.0,0,1,0,79.69718767871737,997.58
776,34074,7,6.51,6.75,598.9,28.0,67.0,4.0,0,1,0,79.69718767871737,997.58
777,34075,8,4.43,4.75,588.0,28.0,67.0,4.0,0,1,0,79.69718767871737,997.58
778,34076,9,5.33,5.72,665.8,28.0,67.0,4.0,0,1,0,79.69718767871737,997.58
779,34077,10,9.45,9.78,559.4,28.0,67.0,4.0,0,1,0,79.69718767871737,997.58
800,34523,6,38.57,39.12,29.1,26.0,70.0,3.0,0,0,1,456.91480180463134,999.83
801,34524,7,39.68,40.24,30.7,26.0,70.0,3.0,0,0,1,456.91480180463134,999.83
802,34525,8,39.73,40.3,32.8,26.0,70.0,3.0,0,0,1,456.91480180463134,999.83
803,34526,9,49.87,50.54,41.8,26.0,70.0,3.0,0,0,1,456.91480180463134,999.83
804,34527,10,29.71,30.1,22.0,26.0,70.0,3.0,0,0,1,456.91480180463134,999.83
805,34613,6,84.47,85.91,220.7,29.5,57.0,4.0,0,1,1,954.6414760175926,998.37
806,34614,7,85.04,86.53,223.6,29.5,57.0,4.0,0,1,1,954.6414760175926,998.37
807,34615,8,83.8,85.26,227.1,29.5,57.0,4.0,0,1,1,954.6414760175926,998.37
808,34616,9,87.59,89.08,269.2,29.5,57.0,4.0,0,1,1,954.6414760175926,998.37
809,34617,10,76.93,78.37,189.2,29.5,57.0,4.0,0,1,1,954.6414760175926,998.37
810,34703,6,32.54,33.03,461.2,30.0,56.0,4.0,0,1,1,783.1125531467703,996.66
811,34704,7,37.22,37.78,464.1,30.0,56.0,4.0,0,1,1,783.1125531467703,996.66
812,34705,8,56.05,56.87,466.7,30.0,56.0,4.0,0,1,1,783.1125531467703,996.66
813,34706,9,60.46,61.35,529.5,30.0,56.0,4.0,0,1,1,783.1125531467703,996.66
814,34707,10,35.19,35.76,419.1,30.0,56.0,4.0,0,1,1,783.1125531467703,996.66
815,34793,6,6.25,6.58,576.4,28.5,58.0,3.0,0,0,1,76.68401496650466,997.18
816,34794,7,6.28,6.6,579.3,28.5,58.0,3.0,0,0,1,76.68401496650466,997.18
817,34795,8,5.82,6.06,568.5,28.5,58.0,3.0,0,0,1,76.68401496650466,997.18
818,34796,9,5.91,6.43,642.9,28.5,58.0,3.0,0,0,1,76.68401496650466,997.18
819,34797,10,7.01,7.35,540.8,28.5,58.0,3.0,0,0,1,76.68401496650466,997.18
840,35243,6,8.44,8.68,8.8,24.3,51.0,3.0,0,1,1,457.3784348714557,1002.08
841,35244,7,8.31,8.56,8.6,24.3,51.0,3.0,0,1,1,457.3784348714557,1002.08
842,35245,8,8.57,8.84,8.9,24.3,51.0,3.0,0,1,1,457.3784348714557,1002.08
843,35246,9,8.8,9.12,9.2,24.3,51.0,3.0,0,1,1,457.3784348714557,1002.08
844,35247,10,8.96,9.21,9.2,24.3,51.0,3.0,0,1,1,457.3784348714557,1002.08
845,35333,6,12.03,12.29,57.2,25.7,50.0,2.0,0,1,1,954.7916804473425,1002.08
846,35334,7,11.46,11.71,57.3,25.7,50.0,2.0,0,1,1,954.7916804473425,1002.08
847,35335,8,10.77,11.03,56.8,25.7,50.0,2.0,0,1,1,954.7916804473425,1002.08
848,35336,9,12.9,13.17,59.2,25.7,50.0,2.0,0,1,1,954.7916804473425,1002.08
849,35337,10,12.77,13.03,58.9,25.7,50.0,2.0,0,1,1,954.7916804473425,1002.08
850,35423,6,8.21,8.44,105.7,23.3,74.0,4.0,0,1,1,781.9093840402868,1000.62
851,35424,7,7.71,8.02,106.3,23.3,74.0,4.0,0,1,1,781.9093840402868,1000.62
852,35425,8,7.96,8.27,105.7,23.3,74.0,4.0,0,1,1,781.9093840402868,1000.62
853,35426,9,9.32,9.58,108.8,23.3,74.0,4.0,0,1,1,781.9093840402868,1000.62
854,35427,10,7.82,8.05,108.1,23.3,74.0,4.0,0,1,1,781.9093840402868,1000.62
855,35513,6,2.47,2.62,124.2,23.3,72.0,2.0,0.2,0,1,73.68506867016546,1001.28
856,35514,7,2.78,3.05,124.9,23.3,72.0,2.0,0.2,0,1,73.68506867016546,1001.28
857,35515,8,2.88,3.26,124.4,23.3,72.0,2.0,0.2,0,1,73.68506867016546,1001.28
858,35516,9,2.75,3.21,128.1,23.3,72.0,2.0,0.2,0,1,73.68506867016546,1001.28
859,35517,10,2.42,2.68,127.4,23.3,72.0,2.0,0.2,0,1,73.68506867016546,1001.28
880,35963,6,4.18,4.48,3.7,20.8,70.0,2.0,0,-1,1,457.8018203438487,1004.59
881,35964,7,4.25,4.56,3.9,20.8,70.0,2.0,0,-1,1,457.8018203438487,1004.59
882,35965,8,4.18,4.5,3.8,20.8,70.0,2.0,0,-1,1,457.8018203438487,1004.59
883,35966,9,4.35,4.69,3.9,20.8,70.0,2.0,0,-1,1,457.8018203438487,1004.59
884,35967,10,4.29,4.56,3.9,20.8,70.0,2.0,0,-1,1,457.8018203438487,1004.59
885,36053,6,17.16,17.42,58.6,21.1,70.0,2.0,0,0,1,954.8961986223696,1004.59
886,36054,7,16.11,16.37,59.6,21.1,70.0,2.0,0,0,1,954.8961986223696,1004.59
887,36055,8,15.96,16.28,59.3,21.1,70.0,2.0,0,0,1,954.8961986223696,1004.59
888,36056,9,17.23,17.51,62.4,21.1,70.0,2.0,0,0,1,954.8961986223696,1004.59
889,36057,10,15.4,15.71,59.1,21.1,70.0,2.0,0,0,1,954.8961986223696,1004.59
890,36143,6,12.92,13.16,109.5,21.1,72.0,3.0,0,-1,1,780.6904463648792,1002.47
891,36144,7,13.23,13.56,110.1,21.1,72.0,3.0,0,-1,1,780.6904463648792,1002.47
892,36145,8,13.15,13.4,110.6,21.1,72.0,3.0,0,-1,1,780.6904463648792,1002.47
893,36146,9,13.83,14.26,117.1,21.1,72.0,3.0,0,-1,1,780.6904463648792,1002.47
894,36147,10,13.69,13.95,109.7,21.1,72.0,3.0,0,-1,1,780.6904463648792,1002.47
895,36233,6,3.3,3.63,134.6,21.1,72.0,3.0,0,0,1,70.70365623557258,1002.74
896,36234,7,3.49,3.93,135.5,21.1,72.0,3.0,0,0,1,70.70365623557258,1002.74
897,36235,8,3.15,3.52,135.7,21.1,72.0,3.0,0,0,1,70.70365623557258,1002.74
898,36236,9,3.26,3.65,143.7,21.1,72.0,3.0,0,0,1,70.70365623557258,1002.74
899,36237,10,3.58,3.76,135.2,21.1,72.0,3.0,0,0,1,70.70365623557258,1002.74
920,36683,6,2.94,3.36,2.2,17.9,95.0,1.0,16,-1,0,458.1841295859739,1004.32
921,36684,7,3.76,4.0,2.1,17.9,95.0,1.0,16,-1,0,458.1841295859739,1004.32
922,36685,8,3.61,4.01,2.2,17.9,95.0,1.0,16,-1,0,458.1841295859739,1004.32
923,36686,9,3.95,4.37,2.2,17.9,95.0,1.0,16,-1,0,458.1841295859739,1004.32
924,36687,10,3.56,3.92,2.1,17.9,95.0,1.0,16,-1,0,458.1841295859739,1004.32
925,36803,6,1.04,1.3,367.7,19.7,82.0,4.0,0,1,0,1.2486196789876371,1001.15
926,36804,7,0.96,1.28,371.1,19.7,82.0,4.0,0,1,0,1.2486196789876371,1001.15
927,36805,8,0.76,1.22,352.5,19.7,82.0,4.0,0,1,0,1.2486196789876371,1001.15
928,36806,9,0.87,1.27,442.2,19.7,82.0,4.0,0,1,0,1.2486196789876371,1001.15
929,36807,10,0.82,1.26,318.1,19.7,82.0,4.0,0,1,0,1.2486196789876371,1001.15
950,37253,6,2.05,2.54,0.4,11.7,96.0,2.0,2,1,0,354.8521732286871,1009.21
951,37254,7,2.64,2.94,0.5,11.7,96.0,2.0,2,1,0,354.8521732286871,1009.21
952,37255,8,2.07,2.43,0.4,11.7,96.0,2.0,2,1,0,354.8521732286871,1009.21
953,37256,9,2.95,3.34,0.5,11.7,96.0,2.0,2,1,0,354.8521732286871,1009.21
954,37257,10,2.08,2.43,0.5,11.7,96.0,2.0,2,1,0,354.8521732286871,1009.21
955,37343,6,21.66,21.98,25.2,13.2,86.0,1.0,2,1,-1,881.8212548845736,1010.27
956,37344,7,22.94,23.28,25.9,13.2,86.0,1.0,2,1,-1,881.8212548845736,1010.27
957,37345,8,21.08,21.49,24.9,13.2,86.0,1.0,2,1,-1,881.8212548845736,1010.27
958,37346,9,24.02,24.41,27.4,13.2,86.0,1.0,2,1,-1,881.8212548845736,1010.27
959,37347,10,21.42,21.73,24.8,13.2,86.0,1.0,2,1,-1,881.8212548845736,1010.27
960,37433,6,22.0,22.36,139.3,14.1,77.0,3.0,2,1,-1,727.9222718076769,1008.82
961,37434,7,21.76,22.07,140.2,14.1,77.0,3.0,2,1,-1,727.9222718076769,1008.82
962,37435,8,23.7,24.04,137.7,14.1,77.0,3.0,2,1,-1,727.9222718076769,1008.82
963,37436,9,23.46,23.87,154.0,14.1,77.0,3.0,2,1,-1,727.9222718076769,1008.82
964,37437,10,23.34,23.68,133.3,14.1,77.0,3.0,2,1,-1,727.9222718076769,1008.82
965,37523,6,0.03,0.55,170.9,13.6,71.0,2.0,2,1,0,1.409978218450952,1010.01
966,37524,7,0.05,0.28,171.8,13.6,71.0,2.0,2,1,0,1.409978218450952,1010.01
967,37525,8,0.03,0.41,169.3,13.6,71.0,2.0,2,1,0,1.409978218450952,1010.01
968,37526,9,0.06,0.48,187.8,13.6,71.0,2.0,2,1,0,1.409978218450952,1010.01
969,37527,10,0.0,0.35,165.6,13.6,71.0,2.0,2,1,0,1.409978218450952,1010.01
990,37973,6,4.9,5.22,2.2,11.0,75.0,0.0,0,-1,1,352.3159018130698,1013.71
991,37974,7,5.06,5.31,2.3,11.0,75.0,0.0,0,-1,1,352.3159018130698,1013.71
992,37975,8,4.82,5.22,2.1,11.0,75.0,0.0,0,-1,1,352.3159018130698,1013.71
993,37976,9,5.38,5.71,2.4,11.0,75.0,0.0,0,-1,1,352.3159018130698,1013.71
994,37977,10,4.95,5.2,2.2,11.0,75.0,0.0,0,-1,1,352.3159018130698,1013.71
995,38063,6,24.23,24.57,45.4,13.5,71.0,1.0,0,-1,-1,880.9834839955051,1013.18
996,38064,7,22.7,23.08,44.7,13.5,71.0,1.0,0,-1,-1,880.9834839955051,1013.18
997,38065,8,23.47,23.81,45.0,13.5,71.0,1.0,0,-1,-1,880.9834839955051,1013.18
998,38066,9,24.56,24.91,48.2,13.5,71.0,1.0,0,-1,-1,880.9834839955051,1013.18
999,38067,10,23.67,24.01,45.4,13.5,71.0,1.0,0,-1,-1,880.9834839955051,1013.18
1000,38153,6,30.71,31.11,143.0,16.4,60.0,2.0,0,-1,-1,728.9212492012293,1010.14
1001,38154,7,30.11,30.51,144.5,16.4,60.0,2.0,0,-1,-1,728.9212492012293,1010.14
1002,38155,8,27.93,28.33,144.0,16.4,60.0,2.0,0,-1,-1,728.9212492012293,1010.14
1003,38156,9,33.43,33.89,158.0,16.4,60.0,2.0,0,-1,-1,728.9212492012293,1010.14
1004,38157,10,27.65,28.01,143.3,16.4,60.0,2.0,0,-1,-1,728.9212492012293,1010.14
1005,38243,6,0.66,1.26,189.2,15.7,66.0,0.0,0,0,0,1.6009949428193782,1009.48
1006,38244,7,0.62,0.95,190.2,15.7,66.0,0.0,0,0,0,1.6009949428193782,1009.48
1007,38245,8,0.77,1.23,185.1,15.7,66.0,0.0,0,0,0,1.6009949428193782,1009.48
1008,38246,9,0.73,1.23,208.4,15.7,66.0,0.0,0,0,0,1.6009949428193782,1009.48
1009,38247,10,0.8,1.31,187.9,15.7,66.0,0.0,0,0,0,1.6009949428193782,1009.48
1030,38693,6,17.94,18.24,6.2,16.3,80.0,2.0,0,-1,0,349.83126906615485,1009.08
1031,38694,7,18.57,19.01,6.6,16.3,80.0,2.0,0,-1,0,349.83126906615485,1009.08
1032,38695,8,24.38,24.76,7.3,16.3,80.0,2.0,0,-1,0,349.83126906615485,1009.08
1033,38696,9,22.01,22.44,8.0,16.3,80.0,2.0,0,-1,0,349.83126906615485,1009.08
1034,38697,10,10.89,11.2,5.0,16.3,80.0,2.0,0,-1,0,349.83126906615485,1009.08
1035,38783,6,28.92,29.31,71.9,20.6,69.0,2.0,0,-1,0,880.2183809532354,1008.69
1036,38784,7,29.26,29.65,73.1,20.6,69.0,2.0,0,-1,0,880.2183809532354,1008.69
1037,38785,8,29.62,30.02,71.7,20.6,69.0,2.0,0,-1,0,880.2183809532354,1008.69
1038,38786,9,32.88,33.32,82.1,20.6,69.0,2.0,0,-1,0,880.2183809532354,1008.69
1039,38787,10,27.77,28.14,67.6,20.6,69.0,2.0,0,-1,0,880.2183809532354,1008.69
1040,38873,6,50.57,51.18,196.9,24.3,63.0,3.0,0,1,0,730.0119421400482,1005.25
1041,38874,7,51.47,52.11,196.8,24.3,63.0,3.0,0,1,0,730.0119421400482,1005.25
1042,38875,8,47.12,47.9,195.2,24.3,63.0,3.0,0,1,0,730.0119421400482,1005.25
1043,38876,9,59.6,60.4,225.8,24.3,63.0,3.0,0,1,0,730.0119421400482,1005.25
1044,38877,10,46.43,47.02,183.6,24.3,63.0,3.0,0,1,0,730.0119421400482,1005.25
1045,38963,6,0.61,0.91,263.6,20.4,84.0,2.0,0,1,1,1.826379069079631,1004.72
1046,38964,7,0.59,0.75,266.1,20.4,84.0,2.0,0,1,1,1.826379069079631,1004.72
1047,38965,8,0.55,0.69,247.4,20.4,84.0,2.0,0,1,1,1.826379069079631,1004.72
1048,38966,9,0.66,1.18,302.1,20.4,84.0,2.0,0,1,1,1.826379069079631,1004.72
1049,38967,10,0.51,0.83,247.8,20.4,84.0,2.0,0,1,1,1.826379069079631,1004.72
1070,39413,6,3.04,3.38,1.4,17.0,99.0,1.0,0,-1,0,347.4022178446268,1003.53
1071,39414,7,2.99,3.35,1.5,17.0,99.0,1.0,0,-1,0,347.4022178446268,1003.53
1072,39415,8,3.21,3.46,1.4,17.0,99.0,1.0,0,-1,0,347.4022178446268,1003.53
1073,39416,9,3.54,4.06,1.7,17.0,99.0,1.0,0,-1,0,347.4022178446268,1003.53
1074,39417,10,3.44,3.66,1.5,17.0,99.0,1.0,0,-1,0,347.4022178446268,1003.53
1075,39503,6,21.32,21.62,39.2,18.3,97.0,1.0,0,0,-1,879.5274276240199,1002.74
1076,39504,7,21.71,22.1,39.2,18.3,97.0,1.0,0,0,-1,879.5274276240199,1002.74
1077,39505,8,22.78,23.11,39.3,18.3,97.0,1.0,0,0,-1,879.5274276240199,1002.74
1078,39506,9,24.79,25.12,42.1,18.3,97.0,1.0,0,0,-1,879.5274276240199,1002.74
1079,39507,10,24.71,25.04,40.9,18.3,97.0,1.0,0,0,-1,879.5274276240199,1002.74
1080,39593,6,26.59,26.94,126.5,20.5,84.0,3.0,0,1,0,731.1934561960418,1000.49
1081,39594,7,26.38,26.72,127.1,20.5,84.0,3.0,0,1,0,731.1934561960418,1000.49
1082,39595,8,25.97,26.32,126.5,20.5,84.0,3.0,0,1,0,731.1934561960418,1000.49
1083,39596,9,25.63,25.97,136.5,20.5,84.0,3.0,0,1,0,731.1934561960418,1000.49
1084,39597,10,24.18,24.57,128.4,20.5,84.0,3.0,0,1,0,731.1934561960418,1000.49
1085,39683,6,0.0,0.0,143.8,16.8,94.0,4.0,0,1,0,2.0914823848277275,1003.53
1086,39684,7,0.0,0.0,144.8,16.8,94.0,4.0,0,1,0,2.0914823848277275,1003.53
1087,39685,8,0.0,0.13,143.8,16.8,94.0,4.0,0,1,0,2.0914823848277275,1003.53
1088,39686,9,0.0,0.07,154.8,16.8,94.0,4.0,0,1,0,2.0914823848277275,1003.53
1089,39687,10,0.0,0.07,144.9,16.8,94.0,4.0,0,1,0,2.0914823848277275,1003.53
1110,40133,6,5.19,5.74,1.8,6.3,86.0,3.0,10,0,1,345.16666569092706,1015.03
