,id,device_id,active_power,direct_power,charge_capacity,date_time,T,Po,U,Ff,VV,Td,RRR,DDN
491,28944,7,61.3,62.22,396.6,2023-09-26 14:00:00,30.6,756.5,69.0,1.5,17.0,24.0,0.0,
492,28945,8,61.36,62.25,396.0,2023-09-26 14:00:00,30.6,756.5,69.0,1.5,17.0,24.0,0.0,
493,28946,9,73.07,74.27,508.0,2023-09-26 14:00:00,30.6,756.5,69.0,1.5,17.0,24.0,0.0,
494,28947,10,58.86,59.72,352.8,2023-09-26 14:00:00,30.6,756.5,69.0,1.5,17.0,24.0,0.0,
495,29033,6,5.32,5.6,482.8,2023-09-26 17:00:00,29.2,756.0,77.0,3.0,16.0,24.7,0.0,4.0
496,29034,7,5.14,5.56,487.7,2023-09-26 17:00:00,29.2,756.0,77.0,3.0,16.0,24.7,0.0,4.0
497,29035,8,4.76,5.08,478.3,2023-09-26 17:00:00,29.2,756.0,77.0,3.0,16.0,24.7,0.0,4.0
498,29036,9,7.0,7.35,616.1,2023-09-26 17:00:00,29.2,756.0,77.0,3.0,16.0,24.7,0.0,4.0
499,29037,10,7.76,8.01,450.8,2023-09-26 17:00:00,29.2,756.0,77.0,3.0,16.0,24.7,0.0,4.0
520,29483,6,34.19,34.76,28.0,2023-09-27 08:00:00,28.4,757.3,72.0,2.0,16.0,22.9,0.0,0.0
521,29484,7,34.28,34.71,27.7,2023-09-27 08:00:00,28.4,757.3,72.0,2.0,16.0,22.9,0.0,0.0
522,29485,8,34.59,35.03,29.5,2023-09-27 08:00:00,28.4,757.3,72.0,2.0,16.0,22.9,0.0,0.0
523,29486,9,49.88,50.5,42.0,2023-09-27 08:00:00,28.4,757.3,72.0,2.0,16.0,22.9,0.0,0.0
524,29487,10,26.85,27.24,20.9,2023-09-27 08:00:00,28.4,757.3,72.0,2.0,16.0,22.9,0.0,0.0
525,29573,6,17.07,17.54,187.3,2023-09-27 11:00:00,30.5,756.7,63.0,2.0,16.0,22.7,0.0,6.0
526,29574,7,50.15,53.43,190.0,2023-09-27 11:00:00,30.5,756.7,63.0,2.0,16.0,22.7,0.0,6.0
527,29575,8,20.5,21.03,190.7,2023-09-27 11:00:00,30.5,756.7,63.0,2.0,16.0,22.7,0.0,6.0
528,29576,9,34.1,34.68,260.1,2023-09-27 11:00:00,30.5,756.7,63.0,2.0,16.0,22.7,0.0,6.0
529,29577,10,15.6,16.0,161.4,2023-09-27 11:00:00,30.5,756.7,63.0,2.0,16.0,22.7,0.0,6.0
530,29663,6,61.26,62.24,389.6,2023-09-27 14:00:00,30.6,755.4,66.0,3.0,19.0,23.5,0.0,5.0
531,29664,7,61.06,61.95,396.7,2023-09-27 14:00:00,30.6,755.4,66.0,3.0,19.0,23.5,0.0,5.0
532,29665,8,61.05,61.88,396.4,2023-09-27 14:00:00,30.6,755.4,66.0,3.0,19.0,23.5,0.0,5.0
533,29666,9,73.96,75.18,512.8,2023-09-27 14:00:00,30.6,755.4,66.0,3.0,19.0,23.5,0.0,5.0
534,29667,10,59.52,60.43,352.7,2023-09-27 14:00:00,30.6,755.4,66.0,3.0,19.0,23.5,0.0,5.0
535,29753,6,6.49,6.75,493.0,2023-09-27 17:00:00,29.5,755.5,73.0,3.0,16.0,24.1,0.0,4.0
536,29754,7,6.68,7.01,498.1,2023-09-27 17:00:00,29.5,755.5,73.0,3.0,16.0,24.1,0.0,4.0
537,29755,8,4.96,5.38,487.5,2023-09-27 17:00:00,29.5,755.5,73.0,3.0,16.0,24.1,0.0,4.0
538,29756,9,7.25,7.65,631.2,2023-09-27 17:00:00,29.5,755.5,73.0,3.0,16.0,24.1,0.0,4.0
539,29757,10,9.44,9.65,459.4,2023-09-27 17:00:00,29.5,755.5,73.0,3.0,16.0,24.1,0.0,4.0
560,30203,6,30.09,30.49,21.3,2023-09-28 08:00:00,27.8,758.1,77.0,1.0,9.0,23.4,0.0,9.0
561,30204,7,27.66,28.07,21.7,2023-09-28 08:00:00,27.8,758.1,77.0,1.0,9.0,23.4,0.0,9.0
562,30205,8,33.83,34.36,22.3,2023-09-28 08:00:00,27.8,758.1,77.0,1.0,9.0,23.4,0.0,9.0
563,30206,9,48.94,49.55,30.7,2023-09-28 08:00:00,27.8,758.1,77.0,1.0,9.0,23.4,0.0,9.0
564,30207,10,28.6,29.02,17.6,2023-09-28 08:00:00,27.8,758.1,77.0,1.0,9.0,23.4,0.0,9.0
565,30293,6,81.96,83.27,171.2,2023-09-28 11:00:00,31.8,757.6,60.0,2.0,17.0,23.1,0.0,3.0
566,30294,7,82.92,84.24,173.1,2023-09-28 11:00:00,31.8,757.6,60.0,2.0,17.0,23.1,0.0,3.0
567,30295,8,85.5,86.88,172.4,2023-09-28 11:00:00,31.8,757.6,60.0,2.0,17.0,23.1,0.0,3.0
568,30296,9,101.69,103.65,237.0,2023-09-28 11:00:00,31.8,757.6,60.0,2.0,17.0,23.1,0.0,3.0
569,30297,10,70.3,71.56,151.5,2023-09-28 11:00:00,31.8,757.6,60.0,2.0,17.0,23.1,0.0,3.0
570,30383,6,58.87,59.85,369.7,2023-09-28 14:00:00,32.8,756.1,58.0,5.0,18.0,23.4,0.0,4.0
571,30384,7,59.38,60.3,374.2,2023-09-28 14:00:00,32.8,756.1,58.0,5.0,18.0,23.4,0.0,4.0
572,30385,8,59.83,60.7,372.2,2023-09-28 14:00:00,32.8,756.1,58.0,5.0,18.0,23.4,0.0,4.0
573,30386,9,72.26,73.44,480.5,2023-09-28 14:00:00,32.8,756.1,58.0,5.0,18.0,23.4,0.0,4.0
574,30387,10,58.79,59.65,336.2,2023-09-28 14:00:00,32.8,756.1,58.0,5.0,18.0,23.4,0.0,4.0
575,30473,6,3.54,3.99,470.8,2023-09-28 17:00:00,30.0,756.6,66.0,3.0,19.0,23.0,0.0,4.0
576,30474,7,3.23,3.59,475.8,2023-09-28 17:00:00,30.0,756.6,66.0,3.0,19.0,23.0,0.0,4.0
577,30475,8,3.12,3.44,463.6,2023-09-28 17:00:00,30.0,756.6,66.0,3.0,19.0,23.0,0.0,4.0
578,30476,9,4.47,4.89,599.6,2023-09-28 17:00:00,30.0,756.6,66.0,3.0,19.0,23.0,0.0,4.0
579,30477,10,4.29,4.6,443.8,2023-09-28 17:00:00,30.0,756.6,66.0,3.0,19.0,23.0,0.0,4.0
600,30923,6,31.82,32.27,25.6,2023-09-29 08:00:00,27.9,758.3,72.0,3.0,16.0,22.4,0.0,0.0
601,30924,7,30.5,30.92,25.8,2023-09-29 08:00:00,27.9,758.3,72.0,3.0,16.0,22.4,0.0,0.0
602,30925,8,34.21,34.81,28.0,2023-09-29 08:00:00,27.9,758.3,72.0,3.0,16.0,22.4,0.0,0.0
603,30926,9,50.36,51.01,42.3,2023-09-29 08:00:00,27.9,758.3,72.0,3.0,16.0,22.4,0.0,0.0
604,30927,10,26.07,26.45,19.6,2023-09-29 08:00:00,27.9,758.3,72.0,3.0,16.0,22.4,0.0,0.0
605,31013,6,77.41,79.43,178.3,2023-09-29 11:00:00,31.6,757.9,60.0,1.0,18.0,22.9,0.0,1.0
606,31014,7,78.63,79.95,180.1,2023-09-29 11:00:00,31.6,757.9,60.0,1.0,18.0,22.9,0.0,1.0
607,31015,8,80.44,81.81,178.5,2023-09-29 11:00:00,31.6,757.9,60.0,1.0,18.0,22.9,0.0,1.0
608,31016,9,105.17,107.25,247.1,2023-09-29 11:00:00,31.6,757.9,60.0,1.0,18.0,22.9,0.0,1.0
609,31017,10,38.94,39.95,155.1,2023-09-29 11:00:00,31.6,757.9,60.0,1.0,18.0,22.9,0.0,1.0
610,31103,6,60.43,61.4,374.8,2023-09-29 14:00:00,32.4,756.7,58.0,3.0,19.0,23.1,0.0,5.0
611,31104,7,61.29,62.15,379.3,2023-09-29 14:00:00,32.4,756.7,58.0,3.0,19.0,23.1,0.0,5.0
612,31105,8,60.38,61.25,380.1,2023-09-29 14:00:00,32.4,756.7,58.0,3.0,19.0,23.1,0.0,5.0
613,31106,9,73.87,75.08,489.5,2023-09-29 14:00:00,32.4,756.7,58.0,3.0,19.0,23.1,0.0,5.0
614,31107,10,59.5,60.4,337.9,2023-09-29 14:00:00,32.4,756.7,58.0,3.0,19.0,23.1,0.0,5.0
615,31193,6,6.29,6.5,478.4,2023-09-29 17:00:00,29.7,756.3,67.0,3.0,19.0,22.9,0.0,4.0
616,31194,7,5.96,6.23,483.8,2023-09-29 17:00:00,29.7,756.3,67.0,3.0,19.0,22.9,0.0,4.0
617,31195,8,3.7,3.96,470.6,2023-09-29 17:00:00,29.7,756.3,67.0,3.0,19.0,22.9,0.0,4.0
618,31196,9,5.99,6.41,609.5,2023-09-29 17:00:00,29.7,756.3,67.0,3.0,19.0,22.9,0.0,4.0
619,31197,10,9.98,10.24,447.5,2023-09-29 17:00:00,29.7,756.3,67.0,3.0,19.0,22.9,0.0,4.0
640,31643,6,31.71,32.15,25.5,2023-09-30 08:00:00,26.7,756.1,81.0,2.0,12.0,23.2,0.0,11.0
641,31644,7,31.83,32.27,26.5,2023-09-30 08:00:00,26.7,756.1,81.0,2.0,12.0,23.2,0.0,11.0
642,31645,8,32.21,32.65,27.3,2023-09-30 08:00:00,26.7,756.1,81.0,2.0,12.0,23.2,0.0,11.0
643,31646,9,46.11,46.72,41.0,2023-09-30 08:00:00,26.7,756.1,81.0,2.0,12.0,23.2,0.0,11.0
644,31647,10,24.45,24.81,18.8,2023-09-30 08:00:00,26.7,756.1,81.0,2.0,12.0,23.2,0.0,11.0
645,31733,6,71.12,72.22,179.0,2023-09-30 11:00:00,32.0,755.5,58.0,1.0,19.0,22.7,0.0,7.0
646,31734,7,72.03,73.12,182.9,2023-09-30 11:00:00,32.0,755.5,58.0,1.0,19.0,22.7,0.0,7.0
647,31735,8,71.36,72.45,181.5,2023-09-30 11:00:00,32.0,755.5,58.0,1.0,19.0,22.7,0.0,7.0
648,31736,9,91.4,92.9,246.9,2023-09-30 11:00:00,32.0,755.5,58.0,1.0,19.0,22.7,0.0,7.0
649,31737,10,64.16,65.16,153.5,2023-09-30 11:00:00,32.0,755.5,58.0,1.0,19.0,22.7,0.0,7.0
650,31823,6,58.66,59.53,380.3,2023-09-30 14:00:00,33.3,753.7,59.0,2.0,18.0,24.2,0.0,5.0
651,31824,7,59.36,60.18,386.5,2023-09-30 14:00:00,33.3,753.7,59.0,2.0,18.0,24.2,0.0,5.0
652,31825,8,58.11,58.91,387.0,2023-09-30 14:00:00,33.3,753.7,59.0,2.0,18.0,24.2,0.0,5.0
653,31826,9,70.55,71.69,503.5,2023-09-30 14:00:00,33.3,753.7,59.0,2.0,18.0,24.2,0.0,5.0
654,31827,10,56.67,57.48,343.8,2023-09-30 14:00:00,33.3,753.7,59.0,2.0,18.0,24.2,0.0,5.0
655,31913,6,5.52,5.93,484.7,2023-09-30 17:00:00,30.2,753.4,69.0,2.0,18.0,23.9,0.0,5.0
656,31914,7,5.95,6.27,491.4,2023-09-30 17:00:00,30.2,753.4,69.0,2.0,18.0,23.9,0.0,5.0
657,31915,8,4.19,4.56,481.5,2023-09-30 17:00:00,30.2,753.4,69.0,2.0,18.0,23.9,0.0,5.0
658,31916,9,5.95,6.28,621.0,2023-09-30 17:00:00,30.2,753.4,69.0,2.0,18.0,23.9,0.0,5.0
659,31917,10,8.14,8.35,450.1,2023-09-30 17:00:00,30.2,753.4,69.0,2.0,18.0,23.9,0.0,5.0
680,32363,6,4.34,4.55,3.6,2023-10-01 08:00:00,23.0,757.5,97.0,0.0,2.2,22.5,83.0,0.0
681,32364,7,4.25,4.53,3.4,2023-10-01 08:00:00,23.0,757.5,97.0,0.0,2.2,22.5,83.0,0.0
682,32365,8,4.34,4.67,3.5,2023-10-01 08:00:00,23.0,757.5,97.0,0.0,2.2,22.5,83.0,0.0
683,32366,9,4.28,4.66,3.6,2023-10-01 08:00:00,23.0,757.5,97.0,0.0,2.2,22.5,83.0,0.0
684,32367,10,4.54,4.74,3.4,2023-10-01 08:00:00,23.0,757.5,97.0,0.0,2.2,22.5,83.0,0.0
685,32453,6,21.5,21.85,47.2,2023-10-01 11:00:00,24.2,757.9,87.0,1.0,7.0,21.9,14.0,3.0
686,32454,7,21.98,22.34,47.1,2023-10-01 11:00:00,24.2,757.9,87.0,1.0,7.0,21.9,14.0,3.0
687,32455,8,24.12,24.48,46.1,2023-10-01 11:00:00,24.2,757.9,87.0,1.0,7.0,21.9,14.0,3.0
688,32456,9,22.09,22.45,48.6,2023-10-01 11:00:00,24.2,757.9,87.0,1.0,7.0,21.9,14.0,3.0
689,32457,10,22.67,23.07,47.1,2023-10-01 11:00:00,24.2,757.9,87.0,1.0,7.0,21.9,14.0,3.0
690,32543,6,39.3,40.0,149.2,2023-10-01 14:00:00,23.6,757.0,86.0,2.0,19.0,21.1,14.0,3.0
691,32544,7,39.84,40.4,149.3,2023-10-01 14:00:00,23.6,757.0,86.0,2.0,19.0,21.1,14.0,3.0
692,32545,8,39.23,39.78,149.6,2023-10-01 14:00:00,23.6,757.0,86.0,2.0,19.0,21.1,14.0,3.0
693,32546,9,43.8,44.4,153.4,2023-10-01 14:00:00,23.6,757.0,86.0,2.0,19.0,21.1,14.0,3.0
694,32547,10,37.82,38.37,150.9,2023-10-01 14:00:00,23.6,757.0,86.0,2.0,19.0,21.1,14.0,3.0
695,32633,6,9.53,9.8,202.6,2023-10-01 17:00:00,24.3,756.7,79.0,2.0,19.0,20.4,12.0,6.0
696,32634,7,9.75,10.04,203.3,2023-10-01 17:00:00,24.3,756.7,79.0,2.0,19.0,20.4,12.0,6.0
697,32635,8,9.21,9.47,202.7,2023-10-01 17:00:00,24.3,756.7,79.0,2.0,19.0,20.4,12.0,6.0
698,32636,9,10.06,10.44,209.5,2023-10-01 17:00:00,24.3,756.7,79.0,2.0,19.0,20.4,12.0,6.0
699,32637,10,10.75,11.07,204.7,2023-10-01 17:00:00,24.3,756.7,79.0,2.0,19.0,20.4,12.0,6.0
720,33083,6,45.22,45.84,31.6,2023-10-02 08:00:00,24.3,759.1,59.0,2.0,18.0,15.8,0.0,0.0
721,33084,7,45.83,46.42,31.8,2023-10-02 08:00:00,24.3,759.1,59.0,2.0,18.0,15.8,0.0,0.0
722,33085,8,44.37,44.94,33.0,2023-10-02 08:00:00,24.3,759.1,59.0,2.0,18.0,15.8,0.0,0.0
723,33086,9,58.3,59.08,43.3,2023-10-02 08:00:00,24.3,759.1,59.0,2.0,18.0,15.8,0.0,0.0
724,33087,10,35.11,35.58,24.1,2023-10-02 08:00:00,24.3,759.1,59.0,2.0,18.0,15.8,0.0,0.0
725,33173,6,85.72,87.12,240.6,2023-10-02 11:00:00,27.8,758.3,50.0,2.0,19.0,16.4,0.0,3.0
726,33174,7,87.0,88.51,241.1,2023-10-02 11:00:00,27.8,758.3,50.0,2.0,19.0,16.4,0.0,3.0
727,33175,8,86.84,88.3,243.7,2023-10-02 11:00:00,27.8,758.3,50.0,2.0,19.0,16.4,0.0,3.0
728,33176,9,97.65,99.22,290.5,2023-10-02 11:00:00,27.8,758.3,50.0,2.0,19.0,16.4,0.0,3.0
729,33177,10,79.56,80.91,203.0,2023-10-02 11:00:00,27.8,758.3,50.0,2.0,19.0,16.4,0.0,3.0
730,33263,6,45.08,48.84,490.3,2023-10-02 14:00:00,27.9,756.7,58.0,4.0,19.0,18.9,0.0,4.0
731,33264,7,19.43,19.86,496.3,2023-10-02 14:00:00,27.9,756.7,58.0,4.0,19.0,18.9,0.0,4.0
732,33265,8,20.85,21.25,498.5,2023-10-02 14:00:00,27.9,756.7,58.0,4.0,19.0,18.9,0.0,4.0
733,33266,9,80.42,81.79,566.1,2023-10-02 14:00:00,27.9,756.7,58.0,4.0,19.0,18.9,0.0,4.0
734,33267,10,19.38,19.83,444.6,2023-10-02 14:00:00,27.9,756.7,58.0,4.0,19.0,18.9,0.0,4.0
735,33353,6,5.11,5.54,609.3,2023-10-02 17:00:00,26.2,757.0,58.0,4.0,20.0,17.3,0.0,4.0
736,33354,7,4.88,5.1,614.9,2023-10-02 17:00:00,26.2,757.0,58.0,4.0,20.0,17.3,0.0,4.0
737,33355,8,4.1,4.42,602.9,2023-10-02 17:00:00,26.2,757.0,58.0,4.0,20.0,17.3,0.0,4.0
738,33356,9,5.05,5.5,684.8,2023-10-02 17:00:00,26.2,757.0,58.0,4.0,20.0,17.3,0.0,4.0
739,33357,10,6.6,6.84,569.9,2023-10-02 17:00:00,26.2,757.0,58.0,4.0,20.0,17.3,0.0,4.0
760,33803,6,41.66,42.2,32.6,2023-10-03 08:00:00,24.0,757.2,69.0,2.0,18.0,18.0,0.0,12.0
761,33804,7,41.82,42.36,32.6,2023-10-03 08:00:00,24.0,757.2,69.0,2.0,18.0,18.0,0.0,12.0
762,33805,8,41.82,42.39,34.3,2023-10-03 08:00:00,24.0,757.2,69.0,2.0,18.0,18.0,0.0,12.0
763,33806,9,52.98,53.73,45.2,2023-10-03 08:00:00,24.0,757.2,69.0,2.0,18.0,18.0,0.0,12.0
764,33807,10,31.38,31.77,22.9,2023-10-03 08:00:00,24.0,757.2,69.0,2.0,18.0,18.0,0.0,12.0
765,33893,6,95.0,96.88,237.1,2023-10-03 11:00:00,28.8,756.7,57.0,2.0,18.0,19.4,0.0,1.0
766,33894,7,95.56,97.19,232.8,2023-10-03 11:00:00,28.8,756.7,57.0,2.0,18.0,19.4,0.0,1.0
767,33895,8,95.01,96.63,237.6,2023-10-03 11:00:00,28.8,756.7,57.0,2.0,18.0,19.4,0.0,1.0
768,33896,9,107.34,109.49,284.2,2023-10-03 11:00:00,28.8,756.7,57.0,2.0,18.0,19.4,0.0,1.0
769,33897,10,88.59,90.08,195.9,2023-10-03 11:00:00,28.8,756.7,57.0,2.0,18.0,19.4,0.0,1.0
770,33983,6,69.64,70.83,477.0,2023-10-03 14:00:00,31.1,754.5,51.0,1.0,18.0,19.8,0.0,4.0
771,33984,7,70.12,71.28,479.3,2023-10-03 14:00:00,31.1,754.5,51.0,1.0,18.0,19.8,0.0,4.0
772,33985,8,69.46,70.69,484.1,2023-10-03 14:00:00,31.1,754.5,51.0,1.0,18.0,19.8,0.0,4.0
773,33986,9,73.01,74.2,546.8,2023-10-03 14:00:00,31.1,754.5,51.0,1.0,18.0,19.8,0.0,4.0
774,33987,10,68.48,69.61,435.5,2023-10-03 14:00:00,31.1,754.5,51.0,1.0,18.0,19.8,0.0,4.0
775,34073,6,6.77,7.01,596.3,2023-10-03 17:00:00,28.0,754.6,67.0,4.0,19.0,21.3,0.0,4.0
776,34074,7,6.51,6.75,598.9,2023-10-03 17:00:00,28.0,754.6,67.0,4.0,19.0,21.3,0.0,4.0
777,34075,8,4.43,4.75,588.0,2023-10-03 17:00:00,28.0,754.6,67.0,4.0,19.0,21.3,0.0,4.0
778,34076,9,5.33,5.72,665.8,2023-10-03 17:00:00,28.0,754.6,67.0,4.0,19.0,21.3,0.0,4.0
779,34077,10,9.45,9.78,559.4,2023-10-03 17:00:00,28.0,754.6,67.0,4.0,19.0,21.3,0.0,4.0
800,34523,6,38.57,39.12,29.1,2023-10-04 08:00:00,26.0,756.3,70.0,3.0,16.0,20.1,0.0,0.0
801,34524,7,39.68,40.24,30.7,2023-10-04 08:00:00,26.0,756.3,70.0,3.0,16.0,20.1,0.0,0.0
802,34525,8,39.73,40.3,32.8,2023-10-04 08:00:00,26.0,756.3,70.0,3.0,16.0,20.1,0.0,0.0
803,34526,9,49.87,50.54,41.8,2023-10-04 08:00:00,26.0,756.3,70.0,3.0,16.0,20.1,0.0,0.0
804,34527,10,29.71,30.1,22.0,2023-10-04 08:00:00,26.0,756.3,70.0,3.0,16.0,20.1,0.0,0.0
805,34613,6,84.47,85.91,220.7,2023-10-04 11:00:00,29.5,755.2,57.0,4.0,19.0,20.1,0.0,2.0
806,34614,7,85.04,86.53,223.6,2023-10-04 11:00:00,29.5,755.2,57.0,4.0,19.0,20.1,0.0,2.0
807,34615,8,83.8,85.26,227.1,2023-10-04 11:00:00,29.5,755.2,57.0,4.0,19.0,20.1,0.0,2.0
808,34616,9,87.59,89.08,269.2,2023-10-04 11:00:00,29.5,755.2,57.0,4.0,19.0,20.1,0.0,2.0
809,34617,10,76.93,78.37,189.2,2023-10-04 11:00:00,29.5,755.2,57.0,4.0,19.0,20.1,0.0,2.0
810,34703,6,32.54,33.03,461.2,2023-10-04 14:00:00,30.0,753.9,56.0,4.0,19.0,20.3,0.0,3.0
811,34704,7,37.22,37.78,464.1,2023-10-04 14:00:00,30.0,753.9,56.0,4.0,19.0,20.3,0.0,3.0
812,34705,8,56.05,56.87,466.7,2023-10-04 14:00:00,30.0,753.9,56.0,4.0,19.0,20.3,0.0,3.0
813,34706,9,60.46,61.35,529.5,2023-10-04 14:00:00,30.0,753.9,56.0,4.0,19.0,20.3,0.0,3.0
814,34707,10,35.19,35.76,419.1,2023-10-04 14:00:00,30.0,753.9,56.0,4.0,19.0,20.3,0.0,3.0
815,34793,6,6.25,6.58,576.4,2023-10-04 17:00:00,28.5,754.3,58.0,3.0,20.0,19.4,0.0,0.0
816,34794,7,6.28,6.6,579.3,2023-10-04 17:00:00,28.5,754.3,58.0,3.0,20.0,19.4,0.0,0.0
817,34795,8,5.82,6.06,568.5,2023-10-04 17:00:00,28.5,754.3,58.0,3.0,20.0,19.4,0.0,0.0
818,34796,9,5.91,6.43,642.9,2023-10-04 17:00:00,28.5,754.3,58.0,3.0,20.0,19.4,0.0,0.0
819,34797,10,7.01,7.35,540.8,2023-10-04 17:00:00,28.5,754.3,58.0,3.0,20.0,19.4,0.0,0.0
840,35243,6,8.44,8.68,8.8,2023-10-05 08:00:00,24.3,758.0,51.0,3.0,20.0,13.5,0.0,1.0
841,35244,7,8.31,8.56,8.6,2023-10-05 08:00:00,24.3,758.0,51.0,3.0,20.0,13.5,0.0,1.0
842,35245,8,8.57,8.84,8.9,2023-10-05 08:00:00,24.3,758.0,51.0,3.0,20.0,13.5,0.0,1.0
843,35246,9,8.8,9.12,9.2,2023-10-05 08:00:00,24.3,758.0,51.0,3.0,20.0,13.5,0.0,1.0
844,35247,10,8.96,9.21,9.2,2023-10-05 08:00:00,24.3,758.0,51.0,3.0,20.0,13.5,0.0,1.0
845,35333,6,12.03,12.29,57.2,2023-10-05 11:00:00,25.7,758.0,50.0,2.0,19.0,14.5,0.0,2.0
846,35334,7,11.46,11.71,57.3,2023-10-05 11:00:00,25.7,758.0,50.0,2.0,19.0,14.5,0.0,2.0
847,35335,8,10.77,11.03,56.8,2023-10-05 11:00:00,25.7,758.0,50.0,2.0,19.0,14.5,0.0,2.0
848,35336,9,12.9,13.17,59.2,2023-10-05 11:00:00,25.7,758.0,50.0,2.0,19.0,14.5,0.0,2.0
849,35337,10,12.77,13.03,58.9,2023-10-05 11:00:00,25.7,758.0,50.0,2.0,19.0,14.5,0.0,2.0
850,35423,6,8.21,8.44,105.7,2023-10-05 14:00:00,23.3,756.9,74.0,4.0,9.0,18.4,0.0,3.0
851,35424,7,7.71,8.02,106.3,2023-10-05 14:00:00,23.3,756.9,74.0,4.0,9.0,18.4,0.0,3.0
852,35425,8,7.96,8.27,105.7,2023-10-05 14:00:00,23.3,756.9,74.0,4.0,9.0,18.4,0.0,3.0
853,35426,9,9.32,9.58,108.8,2023-10-05 14:00:00,23.3,756.9,74.0,4.0,9.0,18.4,0.0,3.0
854,35427,10,7.82,8.05,108.1,2023-10-05 14:00:00,23.3,756.9,74.0,4.0,9.0,18.4,0.0,3.0
855,35513,6,2.47,2.62,124.2,2023-10-05 17:00:00,23.3,757.4,72.0,2.0,15.0,18.0,0.2,0.0
856,35514,7,2.78,3.05,124.9,2023-10-05 17:00:00,23.3,757.4,72.0,2.0,15.0,18.0,0.2,0.0
857,35515,8,2.88,3.26,124.4,2023-10-05 17:00:00,23.3,757.4,72.0,2.0,15.0,18.0,0.2,0.0
858,35516,9,2.75,3.21,128.1,2023-10-05 17:00:00,23.3,757.4,72.0,2.0,15.0,18.0,0.2,0.0
859,35517,10,2.42,2.68,127.4,2023-10-05 17:00:00,23.3,757.4,72.0,2.0,15.0,18.0,0.2,0.0
880,35963,6,4.18,4.48,3.7,2023-10-06 08:00:00,20.8,759.9,70.0,2.0,18.0,15.1,0.0,6.0
881,35964,7,4.25,4.56,3.9,2023-10-06 08:00:00,20.8,759.9,70.0,2.0,18.0,15.1,0.0,6.0
882,35965,8,4.18,4.5,3.8,2023-10-06 08:00:00,20.8,759.9,70.0,2.0,18.0,15.1,0.0,6.0
883,35966,9,4.35,4.69,3.9,2023-10-06 08:00:00,20.8,759.9,70.0,2.0,18.0,15.1,0.0,6.0
884,35967,10,4.29,4.56,3.9,2023-10-06 08:00:00,20.8,759.9,70.0,2.0,18.0,15.1,0.0,6.0
885,36053,6,17.16,17.42,58.6,2023-10-06 11:00:00,21.1,759.9,70.0,2.0,19.0,15.4,0.0,0.0
886,36054,7,16.11,16.37,59.6,2023-10-06 11:00:00,21.1,759.9,70.0,2.0,19.0,15.4,0.0,0.0
887,36055,8,15.96,16.28,59.3,2023-10-06 11:00:00,21.1,759.9,70.0,2.0,19.0,15.4,0.0,0.0
888,36056,9,17.23,17.51,62.4,2023-10-06 11:00:00,21.1,759.9,70.0,2.0,19.0,15.4,0.0,0.0
889,36057,10,15.4,15.71,59.1,2023-10-06 11:00:00,21.1,759.9,70.0,2.0,19.0,15.4,0.0,0.0
890,36143,6,12.92,13.16,109.5,2023-10-06 14:00:00,21.1,758.3,72.0,3.0,19.0,15.9,0.0,3.0
891,36144,7,13.23,13.56,110.1,2023-10-06 14:00:00,21.1,758.3,72.0,3.0,19.0,15.9,0.0,3.0
892,36145,8,13.15,13.4,110.6,2023-10-06 14:00:00,21.1,758.3,72.0,3.0,19.0,15.9,0.0,3.0
893,36146,9,13.83,14.26,117.1,2023-10-06 14:00:00,21.1,758.3,72.0,3.0,19.0,15.9,0.0,3.0
894,36147,10,13.69,13.95,109.7,2023-10-06 14:00:00,21.1,758.3,72.0,3.0,19.0,15.9,0.0,3.0
895,36233,6,3.3,3.63,134.6,2023-10-06 17:00:00,21.1,758.5,72.0,3.0,20.0,15.9,0.0,0.0
896,36234,7,3.49,3.93,135.5,2023-10-06 17:00:00,21.1,758.5,72.0,3.0,20.0,15.9,0.0,0.0
897,36235,8,3.15,3.52,135.7,2023-10-06 17:00:00,21.1,758.5,72.0,3.0,20.0,15.9,0.0,0.0
898,36236,9,3.26,3.65,143.7,2023-10-06 17:00:00,21.1,758.5,72.0,3.0,20.0,15.9,0.0,0.0
899,36237,10,3.58,3.76,135.2,2023-10-06 17:00:00,21.1,758.5,72.0,3.0,20.0,15.9,0.0,0.0
920,36683,6,2.94,3.36,2.2,2023-10-07 08:00:00,17.9,759.7,95.0,1.0,7.0,17.1,16.0,12.0
921,36684,7,3.76,4.0,2.1,2023-10-07 08:00:00,17.9,759.7,95.0,1.0,7.0,17.1,16.0,12.0
922,36685,8,3.61,4.01,2.2,2023-10-07 08:00:00,17.9,759.7,95.0,1.0,7.0,17.1,16.0,12.0
923,36686,9,3.95,4.37,2.2,2023-10-07 08:00:00,17.9,759.7,95.0,1.0,7.0,17.1,16.0,12.0
924,36687,10,3.56,3.92,2.1,2023-10-07 08:00:00,17.9,759.7,95.0,1.0,7.0,17.1,16.0,12.0
925,36803,6,1.04,1.3,367.7,2023-12-11 17:00:00,19.7,757.3,82.0,4.0,3.9,16.5,0.0,4.0
926,36804,7,0.96,1.28,371.1,2023-12-11 17:00:00,19.7,757.3,82.0,4.0,3.9,16.5,0.0,4.0
927,36805,8,0.76,1.22,352.5,2023-12-11 17:00:00,19.7,757.3,82.0,4.0,3.9,16.5,0.0,4.0
928,36806,9,0.87,1.27,442.2,2023-12-11 17:00:00,19.7,757.3,82.0,4.0,3.9,16.5,0.0,4.0
